#	new0_flux	flux_lukas_flux
0.0178175	0.787274
0.0184709	0.51846
0.0191243	0.307414
0.0197777	0.153302
0.0204311	0.0542792
0.0210845	0.0255096
0.021738	0
0.0223914	0.00391622
0.0230448	0.00111877
0.0236982	0.0142941
0.0243516	0.0478825
0.025005	0.126318
0.0256584	0.219188
