#	new0_flux	flux_lukas_flux
0.002464	0.323223
0.0024715	0.223284
0.002479	0.141862
0.0024865	0.0785914
0.002494	0.0344452
0.0025015	0.00850367
0.002509	0
0.0025165	0.00832983
0.002524	0.033054
0.0025315	0.0738937
0.002539	0.13072
0.0025465	0.209424
0.002554	0.298929
