#	new0_flux	flux_lukas_flux
-3.14159	1.11443e-06	1.11443e-06
-3.03687	8.60466e-07	8.60466e-07
-2.93215	1.0201e-06	1.0201e-06
-2.82743	6.43811e-07	6.43811e-07
-2.72271	7.79872e-07	7.79872e-07
-2.61799	8.13773e-07	8.13773e-07
-2.51327	8.62587e-07	8.62587e-07
-2.40855	9.43821e-07	9.43821e-07
-2.30383	7.99866e-07	7.99866e-07
-2.19911	9.42171e-07	9.42171e-07
-2.0944	7.92974e-07	7.92974e-07
-1.98968	8.91177e-07	8.91177e-07
-1.88496	5.77403e-07	5.77403e-07
-1.78024	1.02718e-06	1.02718e-06
-1.67552	8.9044e-07	8.9044e-07
-1.5708	9.28046e-07	9.28046e-07
-1.46608	1.10276e-06	1.10276e-06
-1.36136	7.12604e-07	7.12604e-07
-1.25664	1.03239e-06	1.03239e-06
-1.15192	4.35873e-07	4.35873e-07
-1.0472	9.49339e-07	9.49339e-07
-0.942478	8.00957e-07	8.00957e-07
-0.837758	9.77265e-07	9.77265e-07
-0.733038	1.05265e-06	1.05265e-06
-0.628319	1.01457e-06	1.01457e-06
-0.523599	9.6065e-07	9.6065e-07
-0.418879	1.03076e-06	1.03076e-06
-0.314159	8.05085e-07	8.05085e-07
-0.20944	1.03418e-06	1.03418e-06
-0.10472	9.35149e-07	9.35149e-07
-1.63758e-15	3.3229e-07	3.3229e-07
0.10472	8.23491e-07	8.23491e-07
0.20944	8.93718e-07	8.93718e-07
0.314159	1.13592e-06	1.13592e-06
0.418879	1.03204e-06	1.03204e-06
0.523599	7.72504e-07	7.72504e-07
0.628319	9.60979e-07	9.60979e-07
0.733038	9.40219e-07	9.40219e-07
0.837758	7.05892e-07	7.05892e-07
0.942478	9.91277e-07	9.91277e-07
1.0472	9.45969e-07	9.45969e-07
1.15192	9.47652e-07	9.47652e-07
1.25664	8.82376e-07	8.82376e-07
1.36136	9.04584e-07	9.04584e-07
1.46608	9.35985e-07	9.35985e-07
1.5708	9.92398e-07	9.92398e-07
1.67552	9.08495e-07	9.08495e-07
1.78024	6.80599e-07	6.80599e-07
1.88496	8.84993e-07	8.84993e-07
1.98968	5.87565e-07	5.87565e-07
2.0944	1.09182e-06	1.09182e-06
2.19911	1.06859e-06	1.06859e-06
2.30383	1.2187e-06	1.2187e-06
2.40855	9.24404e-07	9.24404e-07
2.51327	9.05544e-07	9.05544e-07
2.61799	6.88474e-07	6.88474e-07
2.72271	6.81174e-07	6.81174e-07
2.82743	1.08498e-06	1.08498e-06
2.93215	8.13891e-07	8.13891e-07
3.03687	9.42625e-07	9.42625e-07
3.14159	9.79164e-07	9.79164e-07
