#x	y	new0_flux	flux_lukas_flux
0.528	-1.88496	0.826821	0.819953
0.528	-1.78024	0.466139	0.45878
0.528	-1.67552	0.132544	0.132439
0.528	-1.5708	0.0155386	0.0155386
0.528	-1.46608	0.135974	0.135903
0.528	-1.36136	0.484273	0.476264
0.528	-1.25664	0.90457	0.896448
0.528	-1.15192	1.86445	1.85526
0.528	-1.0472	3.56848	3.55673
0.528	-0.942478	6.21671	6.1745
0.528	-0.837758	9.87061	9.82038
0.528	-0.733038	15.0183	14.9922
0.528	-0.628319	21.6346	21.6038
0.528	-0.523599	30.2753	30.2353
0.528	-0.418879	41.1672	41.097
0.528	-0.314159	54.3715	54.2536
0.528	-0.20944	70.0669	69.9833
0.528	-0.10472	87.6551	87.551
0.528	-2.66454e-15	107.752	107.62
0.528	0.10472	130.224	130.057
0.528	0.20944	154.23	154.102
0.528	0.314159	179.663	179.503
0.528	0.418879	206.442	206.243
0.528	0.523599	233.398	233.237
0.528	0.628319	260.197	260.044
0.528	0.733038	286.43	286.244
0.528	0.837758	311.089	310.936
0.528	0.942478	333.641	333.463
0.528	1.0472	353.838	353.634
0.528	1.15192	370.841	370.643
0.528	1.25664	384.005	383.838
0.528	1.36136	393.067	392.889
0.528	1.46608	398.045	397.859
0.528	1.5708	398.376	398.194
0.528	1.67552	394.457	394.275
0.528	1.78024	386.437	386.257
0.528	1.88496	374.363	374.182
0.528	1.98968	358.315	358.108
0.528	2.0944	339.173	338.982
0.528	2.19911	317.565	317.391
0.528	2.30383	293.911	293.735
0.528	2.40855	268.518	268.327
0.528	2.51327	242.227	242.061
0.528	2.61799	215.961	215.819
0.528	2.72271	189.951	189.791
0.528	2.82743	164.443	164.313
0.528	2.93215	140.453	140.347
0.528	3.03687	118.154	118.019
0.528	3.14159	97.2838	97.1882
0.5365	-3.14159	97.1592	97.107
0.5365	-3.03687	79.0373	78.9942
0.5365	-2.93215	63.0591	63.0163
0.5365	-2.82743	48.9063	48.8758
0.5365	-2.72271	37.0892	37.0647
0.5365	-2.61799	27.4811	27.4573
0.5365	-2.51327	19.9053	19.8774
0.5365	-2.40855	14.0004	13.985
0.5365	-2.30383	9.40339	9.38879
0.5365	-2.19911	6.18366	6.17252
0.5365	-2.0944	3.79494	3.78991
0.5365	-1.98968	2.27638	2.26806
0.5365	-1.88496	1.41512	1.4029
0.5365	-1.78024	1.03479	1.01877
0.5365	-1.67552	0.694821	0.67989
0.5365	-1.5708	0.573962	0.5581
0.5365	-1.46608	0.699289	0.68349
0.5365	-1.36136	1.0626	1.03637
0.5365	-1.25664	1.50186	1.47799
0.5365	-1.15192	2.48016	2.45884
0.5365	-1.0472	4.19564	4.17653
0.5365	-0.942478	6.84045	6.79317
0.5365	-0.837758	10.4699	10.4215
0.5365	-0.733038	15.625	15.5726
0.5365	-0.628319	22.5502	22.5056
0.5365	-0.523599	31.0462	31.0021
0.5365	-0.418879	41.7355	41.6664
0.5365	-0.314159	54.6713	54.5683
0.5365	-0.20944	70.0948	69.9746
0.5365	-0.10472	87.7433	87.6459
0.5365	-2.66454e-15	107.365	107.252
0.5365	0.10472	129.29	129.156
0.5365	0.20944	153.274	153.127
0.5365	0.314159	178.045	177.911
0.5365	0.418879	204.115	203.955
0.5365	0.523599	230.982	230.795
0.5365	0.628319	257.034	256.915
0.5365	0.733038	282.526	282.385
0.5365	0.837758	306.95	306.784
0.5365	0.942478	329.073	328.924
0.5365	1.0472	348.674	348.509
0.5365	1.15192	365.173	365.023
0.5365	1.25664	378.123	377.96
0.5365	1.36136	387.27	387.095
0.5365	1.46608	392.225	392.06
0.5365	1.5708	392.617	392.448
0.5365	1.67552	388.763	388.593
0.5365	1.78024	380.799	380.63
0.5365	1.88496	368.646	368.487
0.5365	1.98968	353.018	352.867
0.5365	2.0944	334.44	334.298
0.5365	2.19911	313.464	313.331
0.5365	2.30383	290.106	289.958
0.5365	2.40855	265.123	264.992
0.5365	2.51327	239.561	239.445
0.5365	2.61799	213.962	213.841
0.5365	2.72271	188.071	187.972
0.5365	2.82743	163.228	163.145
0.5365	2.93215	139.849	139.779
0.5365	3.03687	117.535	117.449
0.5365	3.14159	97.1592	97.107
0.545	-3.14159	98.9235	98.8639
0.545	-3.03687	81.1351	81.089
0.545	-2.93215	65.2941	65.27
0.545	-2.82743	51.3485	51.3239
0.545	-2.72271	39.6775	39.6468
0.545	-2.61799	30.1609	30.1192
0.545	-2.51327	22.6291	22.5726
0.545	-2.40855	16.6618	16.6424
0.545	-2.30383	12.0423	12.0148
0.545	-2.19911	8.78394	8.74633
0.545	-2.0944	6.36023	6.32038
0.545	-1.98968	4.78147	4.73245
0.545	-1.88496	3.86251	3.80488
0.545	-1.78024	3.43292	3.36795
0.545	-1.67552	3.077	3.00405
0.545	-1.5708	2.93727	2.86229
0.545	-1.46608	3.06008	2.98531
0.545	-1.36136	3.44862	3.35837
0.545	-1.25664	3.91482	3.82956
0.545	-1.15192	4.92745	4.84861
0.545	-1.0472	6.6783	6.60676
0.545	-0.942478	9.35833	9.25877
0.545	-0.837758	13.0029	12.9097
0.545	-0.733038	18.1486	18.0599
0.545	-0.628319	25.0578	24.9708
0.545	-0.523599	33.5254	33.4307
0.545	-0.418879	44.0814	43.9707
0.545	-0.314159	56.83	56.6942
0.545	-0.20944	71.9991	71.859
0.545	-0.10472	89.476	89.3375
0.545	-2.66454e-15	108.714	108.574
0.545	0.10472	130.187	130.04
0.545	0.20944	153.673	153.511
0.545	0.314159	178.08	177.926
0.545	0.418879	203.542	203.376
0.545	0.523599	229.77	229.588
0.545	0.628319	255.443	255.313
0.545	0.733038	280.288	280.148
0.545	0.837758	304.084	303.931
0.545	0.942478	325.974	325.813
0.545	1.0472	345.055	344.888
0.545	1.15192	361.101	360.96
0.545	1.25664	373.707	373.558
0.545	1.36136	382.615	382.459
0.545	1.46608	387.436	387.298
0.545	1.5708	387.83	387.69
0.545	1.67552	384.1	383.957
0.545	1.78024	376.374	376.232
0.545	1.88496	364.554	364.423
0.545	1.98968	349.368	349.24
0.545	2.0944	331.308	331.182
0.545	2.19911	310.909	310.784
0.545	2.30383	287.819	287.711
0.545	2.40855	263.485	263.383
0.545	2.51327	238.573	238.475
0.545	2.61799	213.347	213.268
0.545	2.72271	188.072	188.002
0.545	2.82743	163.801	163.734
0.545	2.93215	140.866	140.802
0.545	3.03687	118.868	118.809
0.545	3.14159	98.9235	98.8639
0.5535	-3.14159	103.766	103.67
0.5535	-3.03687	86.2633	86.1592
0.5535	-2.93215	70.8627	70.7967
0.5535	-2.82743	57.056	56.9822
0.5535	-2.72271	45.4544	45.3616
0.5535	-2.61799	35.9566	35.8408
0.5535	-2.51327	28.4013	28.2593
0.5535	-2.40855	22.5905	22.4202
0.5535	-2.30383	18.0156	17.9185
0.5535	-2.19911	14.6625	14.5468
0.5535	-2.0944	12.1628	12.0284
0.5535	-1.98968	10.4857	10.3359
0.5535	-1.88496	9.47738	9.31408
0.5535	-1.78024	8.9736	8.79926
0.5535	-1.67552	8.57895	8.38525
0.5535	-1.5708	8.40907	8.21217
0.5535	-1.46608	8.52517	8.32862
0.5535	-1.36136	8.93466	8.71551
0.5535	-1.25664	9.43784	9.22643
0.5535	-1.15192	10.5022	10.3012
0.5535	-1.0472	12.3131	12.1247
0.5535	-0.942478	15.0503	14.8323
0.5535	-0.837758	18.7491	18.5452
0.5535	-0.733038	23.9315	23.7411
0.5535	-0.628319	30.5833	30.3505
0.5535	-0.523599	38.9741	38.7632
0.5535	-0.418879	49.4631	49.2327
0.5535	-0.314159	62.0854	61.8506
0.5535	-0.20944	77.0776	76.8518
0.5535	-0.10472	94.0686	93.8229
0.5535	-2.66454e-15	113.01	112.777
0.5535	0.10472	134.122	133.897
0.5535	0.20944	157.184	156.956
0.5535	0.314159	180.947	180.708
0.5535	0.418879	205.895	205.659
0.5535	0.523599	231.575	231.337
0.5535	0.628319	256.582	256.38
0.5535	0.733038	280.868	280.669
0.5535	0.837758	304.12	303.919
0.5535	0.942478	325.47	325.236
0.5535	1.0472	344.101	343.869
0.5535	1.15192	359.755	359.565
0.5535	1.25664	372.065	371.874
0.5535	1.36136	380.774	380.58
0.5535	1.46608	385.485	385.319
0.5535	1.5708	385.896	385.729
0.5535	1.67552	382.29	382.121
0.5535	1.78024	374.793	374.622
0.5535	1.88496	363.279	363.122
0.5535	1.98968	348.5	348.34
0.5535	2.0944	330.913	330.749
0.5535	2.19911	311.036	310.865
0.5535	2.30383	288.53	288.411
0.5535	2.40855	264.774	264.65
0.5535	2.51327	240.436	240.304
0.5535	2.61799	215.892	215.802
0.5535	2.72271	191.147	191.054
0.5535	2.82743	167.362	167.258
0.5535	2.93215	144.933	144.813
0.5535	3.03687	123.398	123.318
0.5535	3.14159	103.766	103.67
0.562	-3.14159	113.213	113.006
0.562	-3.03687	95.8983	95.6555
0.562	-2.93215	80.6697	80.3912
0.562	-2.82743	67.5271	67.2691
0.562	-2.72271	55.9251	55.6915
0.562	-2.61799	46.3809	46.1118
0.562	-2.51327	38.7414	38.4344
0.562	-2.40855	32.8179	32.4719
0.562	-2.30383	28.3978	28.0128
0.562	-2.19911	25.1953	24.7692
0.562	-2.0944	22.7338	22.3549
0.562	-1.98968	20.9261	20.5933
0.562	-1.88496	19.8024	19.4509
0.562	-1.78024	19.2046	18.8383
0.562	-1.67552	18.7352	18.3365
0.562	-1.5708	18.528	18.1249
0.562	-1.46608	18.6367	18.234
0.562	-1.36136	19.0481	18.6142
0.562	-1.25664	19.6005	19.1771
0.562	-1.15192	20.7353	20.3266
0.562	-1.0472	22.6318	22.2411
0.562	-0.942478	25.4308	24.9479
0.562	-0.837758	29.001	28.4876
0.562	-0.733038	33.9144	33.4342
0.562	-0.628319	40.4721	40.0257
0.562	-0.523599	48.897	48.4838
0.562	-0.418879	59.364	58.9163
0.562	-0.314159	71.9174	71.4967
0.562	-0.20944	86.5042	86.0312
0.562	-0.10472	102.988	102.548
0.562	-2.66454e-15	121.712	121.301
0.562	0.10472	142.547	142.158
0.562	0.20944	164.719	164.285
0.562	0.314159	188.081	187.673
0.562	0.418879	212.603	212.212
0.562	0.523599	237.496	237.056
0.562	0.628319	261.877	261.52
0.562	0.733038	285.685	285.344
0.562	0.837758	308.467	308.137
0.562	0.942478	328.958	328.568
0.562	1.0472	347.201	346.823
0.562	1.15192	362.536	362.215
0.562	1.25664	374.593	374.279
0.562	1.36136	383.134	382.823
0.562	1.46608	387.774	387.502
0.562	1.5708	388.212	387.939
0.562	1.67552	384.729	384.454
0.562	1.78024	377.444	377.167
0.562	1.88496	366.226	365.967
0.562	1.98968	351.819	351.551
0.562	2.0944	334.659	334.38
0.562	2.19911	315.247	314.957
0.562	2.30383	293.67	293.463
0.562	2.40855	270.423	270.201
0.562	2.51327	246.585	246.343
0.562	2.61799	222.704	222.436
0.562	2.72271	198.746	198.553
0.562	2.82743	175.363	175.145
0.562	2.93215	153.282	153.034
0.562	3.03687	132.615	132.438
0.562	3.14159	113.213	113.006
0.5705	-3.14159	128.824	128.237
0.5705	-3.03687	111.625	111.149
0.5705	-2.93215	96.428	95.8974
0.5705	-2.82743	83.3292	82.7415
0.5705	-2.72271	72.2854	71.6374
0.5705	-2.61799	63.0291	62.4871
0.5705	-2.51327	55.2524	54.6772
0.5705	-2.40855	49.168	48.5431
0.5705	-2.30383	44.5732	43.8995
0.5705	-2.19911	41.1688	40.4337
0.5705	-2.0944	38.615	37.8392
0.5705	-1.98968	36.8993	36.0876
0.5705	-1.88496	35.8413	34.9992
0.5705	-1.78024	35.2205	34.3299
0.5705	-1.67552	34.7222	33.8165
0.5705	-1.5708	34.5475	33.6342
0.5705	-1.46608	34.6804	33.7674
0.5705	-1.36136	34.9607	34.018
0.5705	-1.25664	35.5172	34.5907
0.5705	-1.15192	36.6324	35.7292
0.5705	-1.0472	38.4757	37.6021
0.5705	-0.942478	41.0264	40.1335
0.5705	-0.837758	44.666	43.8121
0.5705	-0.733038	49.7057	48.894
0.5705	-0.628319	56.3754	55.6077
0.5705	-0.523599	64.888	64.1647
0.5705	-0.418879	75.2826	74.3875
0.5705	-0.314159	87.2346	86.3941
0.5705	-0.20944	101.399	100.61
0.5705	-0.10472	117.798	117.057
0.5705	-2.66454e-15	136.38	135.682
0.5705	0.10472	156.392	155.62
0.5705	0.20944	177.963	177.238
0.5705	0.314159	201.025	200.34
0.5705	0.418879	224.92	224.156
0.5705	0.523599	248.824	248.101
0.5705	0.628319	272.865	272.187
0.5705	0.733038	296.267	295.671
0.5705	0.837758	317.944	317.267
0.5705	0.942478	337.957	337.307
0.5705	1.0472	355.866	355.238
0.5705	1.15192	370.961	370.408
0.5705	1.25664	382.714	382.043
0.5705	1.36136	390.774	390.115
0.5705	1.46608	395.264	394.613
0.5705	1.5708	395.655	395.046
0.5705	1.67552	392.337	391.726
0.5705	1.78024	385.427	384.808
0.5705	1.88496	374.908	374.301
0.5705	1.98968	360.846	360.37
0.5705	2.0944	344.069	343.575
0.5705	2.19911	325.076	324.558
0.5705	2.30383	304.142	303.61
0.5705	2.40855	281.972	281.525
0.5705	2.51327	258.564	258.112
0.5705	2.61799	235.086	234.595
0.5705	2.72271	212.028	211.491
0.5705	2.82743	189.357	188.924
0.5705	2.93215	167.546	167.068
0.5705	3.03687	147.29	146.761
0.5705	3.14159	128.824	128.237
0.579	-3.14159	150.738	149.768
0.579	-3.03687	134.239	133.191
0.579	-2.93215	119.713	118.584
0.579	-2.82743	106.553	105.574
0.579	-2.72271	95.3859	94.3341
0.579	-2.61799	86.1383	85.0118
0.579	-2.51327	78.675	77.4739
0.579	-2.40855	72.8277	71.5535
0.579	-2.30383	68.3886	67.0612
0.579	-2.19911	64.7041	63.5339
0.579	-2.0944	61.9522	60.7338
0.579	-1.98968	60.0574	58.7964
0.579	-1.88496	58.8464	57.55
0.579	-1.78024	58.0184	56.658
0.579	-1.67552	57.4383	56.0601
0.579	-1.5708	57.2219	55.8347
0.579	-1.46608	57.3542	55.9668
0.579	-1.36136	57.5719	56.1455
0.579	-1.25664	58.2065	56.7989
0.579	-1.15192	59.4325	58.052
0.579	-1.0472	61.3729	59.9627
0.579	-0.942478	64.0018	62.6328
0.579	-0.837758	67.8078	66.4856
0.579	-0.733038	72.9895	71.498
0.579	-0.628319	79.4199	77.9938
0.579	-0.523599	87.4819	86.049
0.579	-0.418879	97.4224	96.0574
0.579	-0.314159	109.45	108.152
0.579	-0.20944	123.645	122.412
0.579	-0.10472	139.669	138.321
0.579	-2.66454e-15	157.396	156.121
0.579	0.10472	177.061	175.855
0.579	0.20944	198.455	197.311
0.579	0.314159	220.647	219.396
0.579	0.418879	243.636	242.448
0.579	0.523599	267.237	266.105
0.579	0.628319	290.665	289.416
0.579	0.733038	313.037	311.916
0.579	0.837758	334.268	333.194
0.579	0.942478	353.964	352.929
0.579	1.0472	371.316	370.14
0.579	1.15192	385.778	384.664
0.579	1.25664	396.986	395.928
0.579	1.36136	404.932	403.893
0.579	1.46608	409.38	408.351
0.579	1.5708	409.877	408.901
0.579	1.67552	406.667	405.689
0.579	1.78024	399.934	398.947
0.579	1.88496	389.714	388.745
0.579	1.98968	376.347	375.354
0.579	2.0944	360.414	359.389
0.579	2.19911	342.01	341.145
0.579	2.30383	321.501	320.623
0.579	2.40855	299.825	298.898
0.579	2.51327	277.566	276.583
0.579	2.61799	254.735	253.897
0.579	2.72271	231.97	231.073
0.579	2.82743	210.014	209.05
0.579	2.93215	189.231	188.192
0.579	3.03687	169.125	168.227
0.579	3.14159	150.738	149.768
