#x	y	new0_flux	flux_lukas_flux
0.0178175	-3.14159	206.213	204.523
0.0178175	-3.03687	180.538	178.978
0.0178175	-2.93215	157.745	156.307
0.0178175	-2.82743	137.872	136.548
0.0178175	-2.72271	120.874	119.656
0.0178175	-2.61799	106.631	105.508
0.0178175	-2.51327	94.9607	93.9232
0.0178175	-2.40855	85.5607	84.5663
0.0178175	-2.30383	78.0397	77.1143
0.0178175	-2.19911	72.3083	71.4422
0.0178175	-2.0944	68.0931	67.2764
0.0178175	-1.98968	65.1341	64.3574
0.0178175	-1.88496	62.929	62.1459
0.0178175	-1.78024	61.4455	60.6866
0.0178175	-1.67552	60.6399	59.8964
0.0178175	-1.5708	60.423	59.6363
0.0178175	-1.46608	60.393	59.6057
0.0178175	-1.36136	60.9851	60.1883
0.0178175	-1.25664	62.3104	61.4952
0.0178175	-1.15192	64.3913	63.4848
0.0178175	-1.0472	67.3784	66.4354
0.0178175	-0.942478	71.7615	70.7722
0.0178175	-0.837758	77.8282	76.7823
0.0178175	-0.733038	85.8211	84.6268
0.0178175	-0.628319	95.8779	94.6056
0.0178175	-0.523599	108.509	107.147
0.0178175	-0.418879	123.945	122.485
0.0178175	-0.314159	142.363	140.792
0.0178175	-0.20944	163.862	162.172
0.0178175	-0.10472	188.457	186.637
0.0178175	-2.66454e-15	216.058	214.1
0.0178175	0.10472	246.467	244.364
0.0178175	0.20944	279.366	277.113
0.0178175	0.314159	313.812	311.694
0.0178175	0.418879	349.55	347.289
0.0178175	0.523599	386.089	383.685
0.0178175	0.628319	422.687	420.144
0.0178175	0.733038	458.535	455.856
0.0178175	0.837758	492.632	489.948
0.0178175	0.942478	524.019	521.22
0.0178175	1.0472	552.048	549.144
0.0178175	1.15192	575.935	572.94
0.0178175	1.25664	594.592	591.643
0.0178175	1.36136	607.785	604.78
0.0178175	1.46608	615.198	612.156
0.0178175	1.5708	616.202	613.252
0.0178175	1.67552	611.131	608.184
0.0178175	1.78024	600.246	597.32
0.0178175	1.88496	583.548	580.761
0.0178175	1.98968	561.831	559.103
0.0178175	2.0944	535.845	533.191
0.0178175	2.19911	506.328	503.762
0.0178175	2.30383	473.778	471.395
0.0178175	2.40855	439.37	437.098
0.0178175	2.51327	403.923	401.769
0.0178175	2.61799	368.22	366.19
0.0178175	2.72271	332.981	331.079
0.0178175	2.82743	298.664	296.558
0.0178175	2.93215	265.567	263.603
0.0178175	3.03687	234.635	232.811
0.0178175	3.14159	206.213	204.523
0.0184709	-3.14159	178.691	177.388
0.0184709	-3.03687	154.11	152.921
0.0184709	-2.93215	132.339	131.258
0.0184709	-2.82743	113.411	112.43
0.0184709	-2.72271	97.2774	96.3872
0.0184709	-2.61799	83.8153	83.0073
0.0184709	-2.51327	72.8444	72.1093
0.0184709	-2.40855	63.9316	63.238
0.0184709	-2.30383	56.9544	56.3189
0.0184709	-2.19911	51.6914	51.1052
0.0184709	-2.0944	47.8721	47.3266
0.0184709	-1.98968	45.2131	44.6706
0.0184709	-1.88496	43.1777	42.6625
0.0184709	-1.78024	41.896	41.4006
0.0184709	-1.67552	41.2299	40.7468
0.0184709	-1.5708	40.9794	40.4614
0.0184709	-1.46608	40.9704	40.4519
0.0184709	-1.36136	41.5195	40.9934
0.0184709	-1.25664	42.7353	42.194
0.0184709	-1.15192	44.5381	43.9196
0.0184709	-1.0472	47.277	46.6284
0.0184709	-0.942478	51.3332	50.646
0.0184709	-0.837758	56.9896	56.255
0.0184709	-0.733038	64.3959	63.532
0.0184709	-0.628319	73.8674	72.9369
0.0184709	-0.523599	85.8181	84.8111
0.0184709	-0.418879	100.478	99.3851
