#x	y	new0_flux	flux_lukas_flux
0.0184709	-0.314159	118.023	116.834
0.0184709	-0.20944	138.556	137.26
0.0184709	-0.10472	162.093	160.683
0.0184709	-2.66454e-15	188.554	187.021
0.0184709	0.10472	217.748	216.085
0.0184709	0.20944	249.371	247.573
0.0184709	0.314159	282.364	280.683
0.0184709	0.418879	316.764	314.954
0.0184709	0.523599	351.957	350.018
0.0184709	0.628319	387.226	385.159
0.0184709	0.733038	421.786	419.595
0.0184709	0.837758	454.743	452.497
0.0184709	0.942478	485.009	482.709
0.0184709	1.0472	512.036	509.64
0.0184709	1.15192	535.067	532.586
0.0184709	1.25664	553.134	550.695
0.0184709	1.36136	565.779	563.336
0.0184709	1.46608	572.76	570.41
0.0184709	1.5708	573.819	571.514
0.0184709	1.67552	568.995	566.556
0.0184709	1.78024	558.42	556
0.0184709	1.88496	542.353	540.059
0.0184709	1.98968	521.317	519.077
0.0184709	2.0944	496.166	493.993
0.0184709	2.19911	467.617	465.526
0.0184709	2.30383	436.289	434.361
0.0184709	2.40855	403.046	401.219
0.0184709	2.51327	368.825	367.105
0.0184709	2.61799	334.382	332.774
0.0184709	2.72271	300.417	298.924
0.0184709	2.82743	267.517	265.841
0.0184709	2.93215	235.674	234.126
0.0184709	3.03687	205.954	204.531
0.0184709	3.14159	178.691	177.388
0.0191243	-3.14159	155.619	154.647
0.0191243	-3.03687	132.088	131.216
0.0191243	-2.93215	111.297	110.518
0.0191243	-2.82743	93.2753	92.5808
0.0191243	-2.72271	77.9688	77.3511
0.0191243	-2.61799	65.2547	64.7054
0.0191243	-2.51327	54.8672	54.3627
0.0191243	-2.40855	46.5008	46.0512
0.0191243	-2.30383	40.0434	39.6407
0.0191243	-2.19911	35.2278	34.8643
0.0191243	-2.0944	31.7868	31.4553
0.0191243	-1.98968	29.3182	28.9921
0.0191243	-1.88496	27.5375	27.2325
0.0191243	-1.78024	26.45	26.1602
0.0191243	-1.67552	25.9189	25.6384
0.0191243	-1.5708	25.6339	25.3265
0.0191243	-1.46608	25.648	25.3403
0.0191243	-1.36136	26.1596	25.846
0.0191243	-1.25664	27.2747	26.9231
0.0191243	-1.15192	28.8112	28.4227
0.0191243	-1.0472	31.3175	30.9052
0.0191243	-0.942478	35.0658	34.6228
0.0191243	-0.837758	40.3343	39.8398
0.0191243	-0.733038	47.1789	46.5876
0.0191243	-0.628319	56.0942	55.4478
0.0191243	-0.523599	67.397	66.6867
0.0191243	-0.418879	81.3163	80.533
0.0191243	-0.314159	98.0267	97.1613
0.0191243	-0.20944	117.633	116.677
0.0191243	-0.10472	140.157	139.101
0.0191243	-2.66454e-15	165.522	164.351
0.0191243	0.10472	193.55	192.265
0.0191243	0.20944	223.872	222.546
0.0191243	0.314159	255.591	254.29
0.0191243	0.418879	288.702	287.287
0.0191243	0.523599	322.599	321.069
0.0191243	0.628319	356.587	354.942
0.0191243	0.733038	389.905	388.148
0.0191243	0.837758	421.748	419.883
0.0191243	0.942478	450.952	449.097
0.0191243	1.0472	477.013	475.07
0.0191243	1.15192	499.216	497.196
0.0191243	1.25664	516.531	514.735
0.0191243	1.36136	528.492	526.757
0.0191243	1.46608	535.182	533.418
0.0191243	1.5708	536.252	534.575
0.0191243	1.67552	531.538	529.861
0.0191243	1.78024	521.523	519.677
0.0191243	1.88496	506.187	504.332
0.0191243	1.98968	485.804	483.998
0.0191243	2.0944	461.455	459.711
0.0191243	2.19911	433.838	432.167
0.0191243	2.30383	403.687	402.118
0.0191243	2.40855	371.565	370.129
0.0191243	2.51327	338.522	337.182
0.0191243	2.61799	305.291	304.051
0.0191243	2.72271	272.551	271.413
0.0191243	2.82743	240.901	239.663
0.0191243	2.93215	210.325	209.138
0.0191243	3.03687	181.77	180.693
0.0191243	3.14159	155.619	154.647
0.0197777	-3.14159	136.733	136.039
0.0197777	-3.03687	114.21	113.6
0.0197777	-2.93215	94.3599	93.8275
0.0197777	-2.82743	77.2057	76.7434
0.0197777	-2.72271	62.6916	62.2917
0.0197777	-2.61799	50.6935	50.3441
0.0197777	-2.51327	40.8134	40.5097
0.0197777	-2.40855	33.0159	32.7547
0.0197777	-2.30383	27.0552	26.8296
0.0197777	-2.19911	22.6672	22.4706
0.0197777	-2.0944	19.5879	19.4144
0.0197777	-1.98968	17.297	17.131
0.0197777	-1.88496	15.7605	15.6096
0.0197777	-1.78024	14.8598	14.7194
0.0197777	-1.67552	14.4596	14.3254
0.0197777	-1.5708	14.1393	13.986
0.0197777	-1.46608	14.1785	14.025
0.0197777	-1.36136	14.6578	14.5001
0.0197777	-1.25664	15.5956	15.3926
0.0197777	-1.15192	16.9621	16.7468
0.0197777	-1.0472	19.2505	19.0179
0.0197777	-0.942478	22.7089	22.4534
0.0197777	-0.837758	27.5664	27.2272
0.0197777	-0.733038	33.9173	33.542
0.0197777	-0.628319	42.3038	41.8851
0.0197777	-0.523599	52.9895	52.5196
0.0197777	-0.418879	66.2014	65.6721
0.0197777	-0.314159	82.114	81.5168
0.0197777	-0.20944	100.834	100.16
0.0197777	-0.10472	122.385	121.587
0.0197777	-2.66454e-15	146.7	145.77
0.0197777	0.10472	173.605	172.578
0.0197777	0.20944	202.712	201.735
0.0197777	0.314159	233.217	232.242
0.0197777	0.418879	265.087	264.013
0.0197777	0.523599	297.736	296.56
0.0197777	0.628319	330.49	329.212
0.0197777	0.733038	362.61	361.233
0.0197777	0.837758	393.318	391.844
0.0197777	0.942478	421.563	420.099
0.0197777	1.0472	446.691	445.148
0.0197777	1.15192	467.905	466.483
0.0197777	1.25664	484.527	483.181
0.0197777	1.36136	496.027	494.665
0.0197777	1.46608	502.435	501.047
0.0197777	1.5708	503.518	502.168
0.0197777	1.67552	498.902	497.592
0.0197777	1.78024	489.167	487.871
0.0197777	1.88496	474.631	473.183
0.0197777	1.98968	455.004	453.58
0.0197777	2.0944	431.427	430.058
0.0197777	2.19911	404.704	403.402
0.0197777	2.30383	375.568	374.34
0.0197777	2.40855	344.645	343.547
0.0197777	2.51327	312.734	311.722
0.0197777	2.61799	280.669	279.744
0.0197777	2.72271	249.106	248.27
0.0197777	2.82743	218.627	217.754
0.0197777	2.93215	189.253	188.372
0.0197777	3.03687	161.817	161.032
0.0197777	3.14159	136.733	136.039
0.0204311	-3.14159	121.791	121.321
0.0204311	-3.03687	100.235	99.834
0.0204311	-2.93215	81.2865	80.9479
0.0204311	-2.82743	64.9642	64.6807
0.0204311	-2.72271	51.2095	50.9736
0.0204311	-2.61799	39.7668	39.5731
0.0204311	-2.51327	30.4979	30.3409
0.0204311	-2.40855	23.2443	23.1175
0.0204311	-2.30383	17.7586	17.6558
0.0204311	-2.19911	13.7794	13.6954
0.0204311	-2.0944	10.9853	10.9124
0.0204311	-1.98968	8.92088	8.86034
0.0204311	-1.88496	7.61869	7.56694
0.0204311	-1.78024	6.8979	6.85192
0.0204311	-1.67552	6.54568	6.48909
0.0204311	-1.5708	6.26826	6.21398
0.0204311	-1.46608	6.3344	6.28006
0.0204311	-1.36136	6.78622	6.72947
0.0204311	-1.25664	7.53489	7.44497
0.0204311	-1.15192	8.76186	8.6646
0.0204311	-1.0472	10.8463	10.7382
0.0204311	-0.942478	14.0317	13.9088
0.0204311	-0.837758	18.4475	18.2586
0.0204311	-0.733038	24.3782	24.1639
0.0204311	-0.628319	32.2621	32.0162
0.0204311	-0.523599	42.3599	42.0756
0.0204311	-0.418879	54.8966	54.5666
0.0204311	-0.314159	70.0462	69.6627
0.0204311	-0.20944	87.9165	87.435
0.0204311	-0.10472	108.494	107.907
0.0204311	-2.66454e-15	131.763	131.097
0.0204311	0.10472	157.596	156.844
0.0204311	0.20944	185.625	184.881
0.0204311	0.314159	214.989	214.263
0.0204311	0.418879	245.665	244.879
0.0204311	0.523599	277.111	276.237
0.0204311	0.628319	308.675	307.712
0.0204311	0.733038	339.641	338.591
0.0204311	0.837758	369.253	368.118
0.0204311	0.942478	396.576	395.452
0.0204311	1.0472	420.768	419.61
0.0204311	1.15192	440.956	439.904
0.0204311	1.25664	457.04	455.943
0.0204311	1.36136	468.112	467.072
0.0204311	1.46608	474.246	473.182
0.0204311	1.5708	475.286	474.21
0.0204311	1.67552	470.819	469.825
0.0204311	1.78024	461.353	460.37
0.0204311	1.88496	447.251	446.292
0.0204311	1.98968	428.651	427.558
0.0204311	2.0944	405.815	404.771
0.0204311	2.19911	379.953	378.967
0.0204311	2.30383	351.775	350.855
0.0204311	2.40855	322.015	321.165
0.0204311	2.51327	291.205	290.467
0.0204311	2.61799	260.26	259.598
0.0204311	2.72271	229.829	229.242
0.0204311	2.82743	200.475	199.868
0.0204311	2.93215	172.209	171.584
0.0204311	3.03687	145.848	145.303
0.0204311	3.14159	121.791	121.321
0.0210845	-3.14159	110.566	110.269
0.0210845	-3.03687	89.9387	89.6951
0.0210845	-2.93215	71.8557	71.6589
0.0210845	-2.82743	56.3312	56.1742
0.0210845	-2.72271	43.2295	43.1139
0.0210845	-2.61799	32.3847	32.2759
0.0210845	-2.51327	23.6401	23.5042
0.0210845	-2.40855	16.8274	16.7183
0.0210845	-2.30383	11.7534	11.6651
0.0210845	-2.19911	8.15101	8.07854
0.0210845	-2.0944	5.55853	5.50845
0.0210845	-1.98968	3.78842	3.74836
0.0210845	-1.88496	2.73146	2.69825
0.0210845	-1.78024	2.20327	2.17433
0.0210845	-1.67552	1.86638	1.83918
0.0210845	-1.5708	1.67164	1.64613
0.0210845	-1.46608	1.76191	1.73623
0.0210845	-1.36136	2.17905	2.15135
0.0210845	-1.25664	2.72629	2.67909
0.0210845	-1.15192	3.80667	3.75341
0.0210845	-1.0472	5.6903	5.62792
0.0210845	-0.942478	8.62396	8.54883
0.0210845	-0.837758	12.6447	12.5183
0.0210845	-0.733038	18.2367	18.0877
0.0210845	-0.628319	25.745	25.5673
0.0210845	-0.523599	35.291	35.1386
0.0210845	-0.418879	47.1831	46.9988
0.0210845	-0.314159	61.603	61.3789
0.0210845	-0.20944	78.6085	78.276
0.0210845	-0.10472	98.2593	97.8713
0.0210845	-2.66454e-15	120.56	120.109
0.0210845	0.10472	145.358	144.837
0.0210845	0.20944	172.354	171.796
0.0210845	0.314159	200.66	200.097
0.0210845	0.418879	230.199	229.648
0.0210845	0.523599	260.487	259.862
0.0210845	0.628319	290.903	290.204
0.0210845	0.733038	320.756	319.981
0.0210845	0.837758	349.311	348.463
0.0210845	0.942478	375.748	374.905
0.0210845	1.0472	398.817	398.081
0.0210845	1.15192	418.269	417.487
0.0210845	1.25664	433.76	432.938
0.0210845	1.36136	444.495	443.726
0.0210845	1.46608	450.363	449.573
0.0210845	1.5708	451.309	450.509
0.0210845	1.67552	447.039	446.31
0.0210845	1.78024	437.829	437.109
0.0210845	1.88496	424.145	423.444
0.0210845	1.98968	406.321	405.686
0.0210845	2.0944	384.375	383.605
0.0210845	2.19911	359.34	358.62
0.0210845	2.30383	332.084	331.42
0.0210845	2.40855	303.317	302.714
0.0210845	2.51327	273.694	273.18
0.0210845	2.61799	243.827	243.376
0.0210845	2.72271	214.484	214.095
0.0210845	2.82743	186.211	185.774
0.0210845	2.93215	158.967	158.545
0.0210845	3.03687	133.638	133.282
0.0210845	3.14159	110.566	110.269
0.021738	-3.14159	102.851	102.676
0.021738	-3.03687	83.1155	82.9785
0.021738	-2.93215	65.8629	65.757
0.021738	-2.82743	51.0525	50.9526
0.021738	-2.72271	38.3691	38.2629
0.021738	-2.61799	27.9815	27.9011
0.021738	-2.51327	19.7441	19.6834
0.021738	-2.40855	13.4324	13.3857
0.021738	-2.30383	8.7951	8.75778
0.021738	-2.19911	5.55263	5.5366
0.021738	-2.0944	3.1691	3.1595
0.021738	-1.98968	1.6671	1.65971
0.021738	-1.88496	0.826821	0.819953
0.021738	-1.78024	0.466139	0.45878
0.021738	-1.67552	0.132544	0.132439
0.021738	-1.5708	0.0155386	0.0155386
0.021738	-1.46608	0.135974	0.135903
0.021738	-1.36136	0.484273	0.476264
0.021738	-1.25664	0.90457	0.896448
0.021738	-1.15192	1.86445	1.85526
0.021738	-1.0472	3.56848	3.55673
0.021738	-0.942478	6.21671	6.1745
0.021738	-0.837758	9.87061	9.82038
0.021738	-0.733038	15.0825	15.0203
0.021738	-0.628319	22.1335	22.0546
0.021738	-0.523599	31.2865	31.1853
0.021738	-0.418879	42.7707	42.6409
0.021738	-0.314159	56.5518	56.3835
0.021738	-0.20944	72.7198	72.5189
0.021738	-0.10472	91.5147	91.2739
0.021738	-2.66454e-15	112.886	112.598
0.021738	0.10472	136.688	136.346
0.021738	0.20944	162.674	162.271
0.021738	0.314159	189.958	189.572
0.021738	0.418879	218.471	218.068
0.021738	0.523599	247.642	247.215
0.021738	0.628319	276.952	276.464
0.021738	0.733038	305.731	305.181
0.021738	0.837758	333.266	332.654
0.021738	0.942478	358.826	358.164
0.021738	1.0472	380.871	380.347
0.021738	1.15192	399.614	399.051
0.021738	1.25664	414.529	413.933
0.021738	1.36136	424.943	424.394
0.021738	1.46608	430.553	429.987
0.021738	1.5708	431.407	430.831
0.021738	1.67552	427.327	426.813
0.021738	1.78024	418.362	417.856
0.021738	1.88496	405.078	404.587
0.021738	1.98968	387.891	387.423
0.021738	2.0944	366.879	366.333
0.021738	2.19911	342.64	342.136
0.021738	2.30383	316.269	315.813
0.021738	2.40855	288.459	288.052
0.021738	2.51327	259.892	259.536
0.021738	2.61799	231.149	230.86
0.021738	2.72271	202.853	202.613
0.021738	2.82743	175.583	175.26
0.021738	2.93215	149.313	149.044
0.021738	3.03687	124.977	124.759
0.021738	3.14159	102.851	102.676
0.0223914	-3.14159	98.4539	98.3519
0.0223914	-3.03687	79.5742	79.4942
0.0223914	-2.93215	62.9167	62.8222
0.0223914	-2.82743	48.4701	48.3998
0.0223914	-2.72271	36.4237	36.3709
0.0223914	-2.61799	26.6454	26.6041
0.0223914	-2.51327	18.888	18.8264
0.0223914	-2.40855	12.9078	12.8561
0.0223914	-2.30383	8.58245	8.5361
0.0223914	-2.19911	5.51731	5.48543
0.0223914	-2.0944	3.28584	3.26081
0.0223914	-1.98968	1.92715	1.90614
0.0223914	-1.88496	1.21131	1.19226
0.0223914	-1.78024	0.947897	0.929448
0.0223914	-1.67552	0.640143	0.635818
0.0223914	-1.5708	0.54997	0.546053
0.0223914	-1.46608	0.658875	0.654832
0.0223914	-1.36136	0.926434	0.919763
0.0223914	-1.25664	1.26549	1.25784
0.0223914	-1.15192	2.11809	2.10811
0.0223914	-1.0472	3.69769	3.6835
0.0223914	-0.942478	6.18744	6.14596
0.0223914	-0.837758	9.71614	9.66407
0.0223914	-0.733038	14.7305	14.6945
0.0223914	-0.628319	21.4983	21.4494
0.0223914	-0.523599	30.2753	30.2353
0.0223914	-0.418879	41.1672	41.097
0.0223914	-0.314159	54.3715	54.2536
0.0223914	-0.20944	70.0948	69.9746
0.0223914	-0.10472	88.0687	87.9244
0.0223914	-2.66454e-15	108.547	108.372
0.0223914	0.10472	131.393	131.179
0.0223914	0.20944	156.367	156.108
0.0223914	0.314159	182.751	182.491
0.0223914	0.418879	210.235	209.933
0.0223914	0.523599	238.372	238.093
0.0223914	0.628319	266.616	266.29
0.0223914	0.733038	294.358	293.983
0.0223914	0.837758	320.909	320.484
0.0223914	0.942478	345.384	344.982
0.0223914	1.0472	366.718	366.355
0.0223914	1.15192	384.774	384.38
0.0223914	1.25664	399.134	398.713
0.0223914	1.36136	409.239	408.861
0.0223914	1.46608	414.598	414.206
0.0223914	1.5708	415.361	414.962
0.0223914	1.67552	411.467	411.118
0.0223914	1.78024	402.735	402.393
0.0223914	1.88496	389.834	389.505
0.0223914	1.98968	373.169	372.857
0.0223914	2.0944	353.054	352.745
0.0223914	2.19911	329.641	329.305
0.0223914	2.30383	304.123	303.824
0.0223914	2.40855	277.233	276.973
0.0223914	2.51327	249.633	249.413
0.0223914	2.61799	221.956	221.775
0.0223914	2.72271	194.735	194.593
0.0223914	2.82743	168.334	168.13
0.0223914	2.93215	143.052	142.888
0.0223914	3.03687	119.671	119.541
0.0223914	3.14159	98.4539	98.3519
0.0230448	-3.14159	97.1592	97.107
0.0230448	-3.03687	78.7364	78.6626
0.0230448	-2.93215	62.5946	62.5358
0.0230448	-2.82743	48.6942	48.6189
0.0230448	-2.72271	36.8844	36.8006
0.0230448	-2.61799	27.1009	27.0328
0.0230448	-2.51327	19.2517	19.1872
0.0230448	-2.40855	13.2057	13.1529
0.0230448	-2.30383	8.85499	8.80905
0.0230448	-2.19911	5.84068	5.82362
0.0230448	-2.0944	3.73818	3.72363
0.0230448	-1.98968	2.48618	2.47619
0.0230448	-1.88496	1.7046	1.69758
0.0230448	-1.78024	1.38136	1.37482
0.0230448	-1.67552	1.13682	1.13532
0.0230448	-1.5708	0.985213	0.984094
0.0230448	-1.46608	1.03057	1.02936
0.0230448	-1.36136	1.31704	1.31527
0.0230448	-1.25664	1.62862	1.61496
0.0230448	-1.15192	2.43346	2.4176
0.0230448	-1.0472	3.98632	3.96642
0.0230448	-0.942478	6.50881	6.4817
0.0230448	-0.837758	9.89989	9.8666
0.0230448	-0.733038	14.8571	14.8138
0.0230448	-0.628319	21.6793	21.6214
0.0230448	-0.523599	30.6474	30.5692
0.0230448	-0.418879	41.7435	41.6491
0.0230448	-0.314159	54.8589	54.7724
0.0230448	-0.20944	70.0669	69.9833
0.0230448	-0.10472	87.6551	87.551
0.0230448	-2.66454e-15	107.365	107.252
0.0230448	0.10472	129.29	129.156
0.0230448	0.20944	153.29	153.127
0.0230448	0.314159	178.849	178.666
0.0230448	0.418879	205.303	205.094
0.0230448	0.523599	232.487	232.293
0.0230448	0.628319	259.702	259.489
0.0230448	0.733038	286.445	286.195
0.0230448	0.837758	312.045	311.758
0.0230448	0.942478	335.506	335.217
0.0230448	1.0472	356.156	355.906
0.0230448	1.15192	373.549	373.276
0.0230448	1.25664	387.371	387.077
0.0230448	1.36136	397.181	396.894
0.0230448	1.46608	402.296	402.031
0.0230448	1.5708	402.97	402.698
0.0230448	1.67552	399.193	398.92
0.0230448	1.78024	390.747	390.522
0.0230448	1.88496	378.214	377.997
0.0230448	1.98968	362.049	361.845
0.0230448	2.0944	342.681	342.519
0.0230448	2.19911	320.149	319.933
0.0230448	2.30383	295.451	295.263
0.0230448	2.40855	269.446	269.286
0.0230448	2.51327	242.776	242.644
0.0230448	2.61799	216.057	215.951
0.0230448	2.72271	189.851	189.767
0.0230448	2.82743	164.289	164.173
0.0230448	2.93215	139.997	139.894
0.0230448	3.03687	117.535	117.449
0.0230448	3.14159	97.1592	97.107
0.0236982	-3.14159	98.3002	98.2251
0.0236982	-3.03687	80.3073	80.2217
0.0236982	-2.93215	64.0166	63.9291
0.0236982	-2.82743	49.6918	49.6137
0.0236982	-2.72271	37.7095	37.647
0.0236982	-2.61799	28.0028	27.9582
0.0236982	-2.51327	20.0528	20.0183
0.0236982	-2.40855	14.0696	14.0399
0.0236982	-2.30383	9.78185	9.75299
0.0236982	-2.19911	6.85754	6.84946
0.0236982	-2.0944	4.81078	4.80034
0.0236982	-1.98968	3.60969	3.59547
0.0236982	-1.88496	3.01881	3.00027
0.0236982	-1.78024	2.8432	2.82056
0.0236982	-1.67552	2.60242	2.58923
0.0236982	-1.5708	2.52097	2.50667
0.0236982	-1.46608	2.59531	2.58109
0.0236982	-1.36136	2.80267	2.78583
0.0236982	-1.25664	3.02812	3.01372
0.0236982	-1.15192	3.7305	3.71884
0.0236982	-1.0472	5.12828	5.11905
0.0236982	-0.942478	7.42634	7.39562
0.0236982	-0.837758	10.732	10.7001
0.0236982	-0.733038	15.6038	15.5675
0.0236982	-0.628319	22.3445	22.2998
0.0236982	-0.523599	31.239	31.1808
0.0236982	-0.418879	42.5373	42.4596
0.0236982	-0.314159	55.7434	55.6431
0.0236982	-0.20944	71.5878	71.4596
0.0236982	-0.10472	89.5396	89.4569
0.0236982	-2.66454e-15	108.985	108.901
0.0236982	0.10472	130.211	130.108
0.0236982	0.20944	153.274	153.159
0.0236982	0.314159	178.045	177.911
0.0236982	0.418879	203.542	203.376
0.0236982	0.523599	229.77	229.588
0.0236982	0.628319	256.033	255.885
0.0236982	0.733038	281.81	281.639
0.0236982	0.837758	306.493	306.296
0.0236982	0.942478	329.007	328.783
0.0236982	1.0472	349	348.815
0.0236982	1.15192	365.752	365.553
0.0236982	1.25664	379.053	378.84
0.0236982	1.36136	388.5	388.274
0.0236982	1.46608	393.459	393.272
0.0236982	1.5708	394.044	393.853
0.0236982	1.67552	390.328	390.135
0.0236982	1.78024	382.21	382.054
0.0236982	1.88496	370.029	369.878
0.0236982	1.98968	354.345	354.202
0.0236982	2.0944	335.636	335.502
0.0236982	2.19911	313.982	313.838
0.0236982	2.30383	290.073	289.947
0.0236982	2.40855	264.919	264.811
0.0236982	2.51327	239.145	239.053
0.0236982	2.61799	213.347	213.268
0.0236982	2.72271	188.071	187.972
0.0236982	2.82743	163.228	163.145
0.0236982	2.93215	139.849	139.779
0.0236982	3.03687	118.27	118.205
0.0236982	3.14159	98.3002	98.2251
0.0243516	-3.14159	100.843	100.736
0.0243516	-3.03687	82.0328	81.9471
0.0243516	-2.93215	65.6618	65.5997
0.0243516	-2.82743	51.2011	51.1536
0.0243516	-2.72271	39.2393	39.1997
0.0243516	-2.61799	29.6285	29.5908
0.0243516	-2.51327	22.1668	22.1259
0.0243516	-2.40855	16.4196	16.4013
0.0243516	-2.30383	12.1069	12.0825
0.0243516	-2.19911	9.21081	9.17795
0.0243516	-2.0944	7.16449	7.1407
0.0243516	-1.98968	5.94752	5.91537
0.0243516	-1.88496	5.33858	5.29843
0.0243516	-1.78024	5.14103	5.094
0.0243516	-1.67552	4.93528	4.88943
0.0243516	-1.5708	4.8227	4.77482
0.0243516	-1.46608	4.86023	4.81247
0.0243516	-1.36136	5.0814	5.02562
0.0243516	-1.25664	5.26276	5.21134
0.0243516	-1.15192	5.91941	5.87359
0.0243516	-1.0472	7.27239	7.23278
0.0243516	-0.942478	9.57887	9.51597
0.0243516	-0.837758	12.8518	12.793
0.0243516	-0.733038	17.7015	17.6446
0.0243516	-0.628319	24.4346	24.3761
0.0243516	-0.523599	33.1767	33.1442
0.0243516	-0.418879	43.939	43.8863
0.0243516	-0.314159	57.1103	57.0187
0.0243516	-0.20944	72.9491	72.8372
0.0243516	-0.10472	91.2291	91.1347
0.0243516	-2.66454e-15	111.666	111.544
0.0243516	0.10472	133.74	133.655
0.0243516	0.20944	156.16	156.045
0.0243516	0.314159	179.99	179.871
0.0243516	0.418879	204.787	204.618
0.0243516	0.523599	230.048	229.878
0.0243516	0.628319	255.443	255.313
0.0243516	0.733038	280.288	280.148
0.0243516	0.837758	304.084	303.919
0.0243516	0.942478	325.715	325.509
0.0243516	1.0472	345.049	344.836
0.0243516	1.15192	361.208	361.036
0.0243516	1.25664	374.006	373.826
0.0243516	1.36136	383.078	382.891
0.0243516	1.46608	387.91	387.756
0.0243516	1.5708	388.407	388.251
0.0243516	1.67552	384.748	384.59
0.0243516	1.78024	376.948	376.815
0.0243516	1.88496	365.105	364.974
0.0243516	1.98968	349.883	349.754
0.0243516	2.0944	331.746	331.619
0.0243516	2.19911	310.969	310.853
0.0243516	2.30383	287.819	287.711
0.0243516	2.40855	263.485	263.383
0.0243516	2.51327	238.573	238.475
0.0243516	2.61799	213.662	213.564
0.0243516	2.72271	189.03	188.933
0.0243516	2.82743	165.087	164.992
0.0243516	2.93215	142.586	142.486
0.0243516	3.03687	121.218	121.114
0.0243516	3.14159	100.843	100.736
0.025005	-3.14159	103.172	103.099
0.025005	-3.03687	84.3099	84.2505
0.025005	-2.93215	67.9774	67.924
0.025005	-2.82743	54.1664	54.1123
0.025005	-2.72271	42.2011	42.1743
0.025005	-2.61799	32.515	32.4819
0.025005	-2.51327	24.9924	24.9483
0.025005	-2.40855	19.389	19.3302
0.025005	-2.30383	15.4336	15.3576
0.025005	-2.19911	12.753	12.6829
0.025005	-2.0944	10.9518	10.865
0.025005	-1.98968	9.95154	9.84893
0.025005	-1.88496	9.5178	9.40114
0.025005	-1.78024	9.43505	9.31929
0.025005	-1.67552	9.25397	9.13117
0.025005	-1.5708	9.2077	9.08138
