#x	y	new0_flux	flux_lukas_flux
0.426	0.002464	236.591	233.697
0.426	0.0024715	231.444	228.75
0.426	0.002479	227.148	224.643
0.426	0.0024865	224.039	221.708
0.426	0.002494	221.983	219.812
0.426	0.0025015	220.932	218.907
0.426	0.002509	220.947	219.057
0.426	0.0025165	222.01	220.237
0.426	0.002524	223.999	222.336
0.426	0.0025315	227.051	225.489
0.426	0.002539	231.212	229.724
0.426	0.0025465	236.33	234.919
0.426	0.002554	242.743	241.4
0.4345	0.002464	165.894	163.702
0.4345	0.0024715	160.479	158.475
0.4345	0.002479	156.065	154.229
0.4345	0.0024865	152.685	151.007
0.4345	0.002494	150.483	148.946
0.4345	0.0025015	149.191	147.782
0.4345	0.002509	149.011	147.716
0.4345	0.0025165	149.853	148.661
0.4345	0.002524	151.617	150.508
0.4345	0.0025315	154.371	153.34
0.4345	0.002539	158.185	157.223
0.4345	0.0025465	163.167	162.242
0.4345	0.002554	169.185	168.303
0.443	0.002464	112.308	110.674
0.443	0.0024715	106.693	105.229
0.443	0.002479	102.261	100.947
0.443	0.0024865	98.7041	97.5295
0.443	0.002494	96.374	95.3237
0.443	0.0025015	94.9875	94.0421
0.443	0.002509	94.6867	93.8337
0.443	0.0025165	95.3489	94.5767
0.443	0.002524	96.9386	96.2361
0.443	0.0025315	99.5094	98.8658
0.443	0.002539	103.09	102.477
0.443	0.0025465	107.78	107.201
0.443	0.002554	113.735	113.156
0.4515	0.002464	74.1226	72.915
0.4515	0.0024715	68.4012	67.347
0.4515	0.002479	63.8764	62.9595
0.4515	0.0024865	60.3764	59.5729
0.4515	0.002494	57.9699	57.2713
0.4515	0.0025015	56.5952	55.9799
0.4515	0.002509	56.2468	55.7017
0.4515	0.0025165	56.8059	56.319
0.4515	0.002524	58.2399	57.7996
0.4515	0.0025315	60.603	60.1981
0.4515	0.002539	64.0336	63.6531
0.4515	0.0025465	68.6486	68.2606
0.4515	0.002554	74.4142	74.0243
0.46	0.002464	49.2588	48.3759
0.46	0.0024715	43.5536	42.7957
0.46	0.002479	39.015	38.3763
0.46	0.0024865	35.6348	35.0889
0.46	0.002494	33.2339	32.7734
0.46	0.0025015	31.9314	31.5325
0.46	0.002509	31.6005	31.25
0.46	0.0025165	32.1269	31.8123
0.46	0.002524	33.3927	33.1125
0.46	0.0025315	35.6349	35.3721
0.46	0.002539	38.9705	38.6939
0.46	0.0025465	43.4582	43.1718
0.46	0.002554	49.2428	48.9095
0.4685	0.002464	33.9782	33.344
0.4685	0.0024715	28.2628	27.7467
0.4685	0.002479	23.6781	23.2699
0.4685	0.0024865	20.2861	19.9617
0.4685	0.002494	17.8678	17.6164
0.4685	0.0025015	16.5563	16.3554
0.4685	0.002509	16.2067	16.0416
0.4685	0.0025165	16.6405	16.5009
0.4685	0.002524	17.8363	17.7088
