0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.0661	0.00258369	0.00595123	0.015708	0.00732806	0.00531825	0.00191573	0.00196276	0.00208	0	0.000183706	0	0.000930916	0.000108226	0.000178025	0.000328404	0.000320245	0.0025859	0.00115864	5.67787e-05	0.000484673	0.000134013	0.000170662	3.72113e-05	0.000197121	1.65651e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0427285	0.0408644	0.0318221	0.000401534	0.0161102	0	0	-0.00439701	0.00175403	0.000491108	0.0117824	0.0128975	0.0196438	0	0.000405992	0.000958788	0.00303291	0.000547027	0.000147588	1.24375e-05	0	0.0920994	0.0564454	-0.0758717	0	0	0	0	0	0	0.0767519	0	0	0.00511498	0	0	0.00807428	0	0	0.0836146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0703125
74.2275	0.00546983	0.00666876	0.0136361	0.00910536	0.00757341	0.000785942	0.00038163	0.000620182	0.000493638	0.000362807	3.46527e-05	0.000495514	4.56719e-05	7.27995e-05	5.63983e-05	0.000158962	0.00236402	0.00147555	0.000185616	0.000362404	1.94071e-05	4.79575e-05	2.72743e-05	0.000116147	1.52701e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0558336	0.0280597	0.0178185	0.00170088	0.0136642	0	0	-0.00929387	0.00173936	0.000528575	0.00590734	0.0101439	0.0240787	0.000653105	0.000231927	0.000589058	0.00671348	0.00228696	0.000565547	4.78069e-05	0	0.123312	0.0733931	-0.188904	0	0	0	0	0	0	0.094842	0	0	0.00381386	0	0	0.00851994	0	0	0.038827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0840064
94.6669	0.0053419	0.00424481	0.0133223	0.0112365	0.00842281	0.000891687	0.000266937	0.000285192	7.00129e-05	0.000329582	0.00010341	0.000440152	4.76724e-05	4.08555e-05	5.34403e-05	8.40457e-05	0.00277693	0.00143236	0.000368485	0.000421175	7.49203e-05	3.02952e-05	1.24553e-05	0.000127425	1.41554e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574106	0.0248866	0.0137956	0.00251305	0.0129965	0	0	-0.00961949	0.00138028	0.000341003	0.00622127	0.00425744	0.0246823	0.0288447	0.000223806	0.000531139	0.00793331	0.00351355	0.000876462	8.00133e-05	0	0.122299	0.0754251	-0.210522	0	0	0	0	0	0	0.0956929	0	0	0.00138115	0	0	0.0097795	0	0	0.0351144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0449808
105.093	0.00345451	0.00402134	0.0101948	0.0136682	0.00973562	0.0010005	0.000253798	0.000426067	0.000208352	0.000207152	3.3736e-05	0.000372406	7.13915e-05	4.53939e-05	5.38548e-05	5.47031e-05	0.00381793	0.0014077	0.000488157	0.000485029	4.12601e-05	0	1.18002e-05	0.000187473	8.88748e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0591491	0.0210644	0.0116408	0.00426125	0.0111228	0	0	-0.00790744	0.000668785	0.000372569	0.00459936	0.00299783	0.0242904	0.060694	0.000232835	0.000656549	0.00822148	0.00550525	0.00202259	0.000185828	0	0.111395	0.0777691	-0.144814	0	0	0	0	0	0	0.0908125	0	0	0.00112881	0	0	0.0120624	0	0	0.039557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0350666
128.782	0.00372192	0.00689718	0.00795929	0.0116347	0.0119461	0.00107359	0.000130294	0.000372216	0.000279778	5.19762e-05	3.09953e-05	0.000225895	9.17867e-05	4.2173e-05	6.06755e-05	3.1342e-05	0.00375988	0.00137534	0.000597335	0.00062315	4.6923e-05	1.98436e-06	1.56556e-05	0.000163821	1.14335e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047463	0.0194301	0.0100064	0.00975744	0.0113013	0	0	-0.00875477	0.000795958	0.000465385	0.00522854	0.00149006	0.0239988	0.0588655	0.000178195	0.000501669	0.0118808	0.0107275	0.00555583	0.000499496	0	0.0707884	0.0623905	-0.032495	0	0	0	0	0	0	0.0890114	0	0	0.000836971	0	0	0.0122624	0	0	0.0436466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0472114
153.103	0.0029873	0.0115087	0.00914898	0.00845992	0.0107618	0.000560248	0.000209034	7.99025e-05	0.000379747	5.86104e-05	0.000261479	0.000245464	7.3764e-05	5.52634e-05	6.08018e-05	5.01979e-05	0.00372237	0.00121135	0.000547976	0.000673714	4.77334e-05	1.98343e-05	0	0.000175257	4.37151e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352894	0.0138156	0.00624665	0.0192194	0.00772419	0	0	-0.0126089	0.00059202	0.000505444	0.00338664	0.00171247	0.0251067	0.0459234	0.00019617	0.000470401	0.0183643	0.0181935	0.011209	0.000990108	0	0.0351535	0.0464417	0.0255692	0	0	0	0	0	0	0	0.0242611	0	0	0.00038521	0	0	0.00675062	0	0	0.0203295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0470271
189.635	0.00149633	0.0139629	0.0108745	0.00672607	0.0111423	0.00056057	0.000187557	4.32909e-05	0.000282758	0	0	0.000263608	9.67448e-05	3.69616e-05	4.6514e-05	3.07646e-05	0.0028855	0.00130308	0.000443387	0.000752858	2.39114e-05	1.26851e-05	1.10281e-05	0.000145215	4.5974e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266437	0.00984331	0.00481031	0.0261209	0.0061572	0	0	-0.0155767	0.000457723	0.000263869	0.00478322	0.000622761	0.0260744	0.0217537	0.000202773	0.000454676	0.0234833	0.0234205	0.0157066	0.00136512	0	0.0116373	0.0351183	0.0496587	0	0	0	0	0	0	0	0.0258936	0	0	0.000607722	0	0	0.00592182	0	0	0.013473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0598519
218.952	0.000631241	0.0108724	0.0158056	0.00701104	0.00940373	0.000670732	0.00033774	0.000118674	3.08787e-05	1.14891e-05	0	0.000277334	7.56994e-05	5.14239e-05	3.7748e-05	2.9215e-05	0.00186185	0.00169548	0.000461254	0.000761174	3.56235e-05	4.13022e-06	6.89473e-06	0.000147051	6.10062e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202823	0.00721477	0.00337039	0.0318232	0.0045998	0	0	-0.0169522	0.000233971	0.000259843	0.0016271	0.000903777	0.0266857	0.0121158	0.000207874	0.000319842	0.0272273	0.0272344	0.0195102	0.00166943	0	-0.00293251	0.0267192	0.0565205	0	0	0	0	0	0	0	0.0269548	0	0	0.000982452	0	0	0.00535323	0	0	0.00899243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0538824
