-3	-0	-0	-0	-4.33319	-26.4691	-41.5846	-14.8063	17.2951	32.935	32.4153	14.0634	-1.41154	-11.2964	-10.3645	-0.43667	4.72333	13.0658	15.7024	14.4582	14.9645	9.48542	7.93081	9.05017	11.893	6.16515	6.72666	2.46745	5.37467	7.22259	4.52429	3.60423	2.12174	3.93982	4.22614	5.52871	3.65919	3.07224	5.01031	0.43083	-2.64667	4.36197	6.18293	2.50105	-3.23208	3.22473	4.34063	1.27322	-1.78033	-2.04536	-1.08951	3.82693	-1.7858	8.39279	-3.69257	9.51541	2.13124	-3.08793	-3.63078	2.71296	-54.6426	3.45292	4.70321	0.607403	1.77741	1.54085	6.06527	0.752174	0.0748873	7.20362	-33.8365	6.95426	6.6319	7.07809	3.98294	4.54388	4.89421	4.31767	3.02686	-0	-1.26521	2.07571	0.884871	-0.0132699	0.0284464	0.0412439	-6.31644e-05	5.3277e-05
-2.99	-0	-0	-0	-4.31539	-26.4139	-41.57	-14.8641	17.2434	32.8869	32.4057	14.1086	-1.34174	-11.2953	-10.3926	-0.449077	4.68567	13.0332	15.7023	14.4433	14.9527	9.52464	7.90804	9.04269	11.8638	6.16394	6.78337	2.44914	5.34649	7.24149	4.52446	3.61221	2.13037	3.90013	4.24713	5.49414	3.69134	3.06523	4.98221	0.521659	-2.72226	4.34966	6.13882	2.68867	-3.38347	3.2658	4.27383	1.37452	-1.78498	-2.03714	-1.10461	3.79992	-1.91646	8.64184	-3.95618	9.62426	2.17468	-2.98658	-3.72869	2.64238	-54.5503	3.41177	4.72849	0.638157	1.73652	1.56576	5.99676	0.82974	-0.00535583	7.27237	-33.9125	6.97756	6.61151	7.07651	4.00076	4.5041	4.92121	4.31805	3.05044	-0	-1.30405	2.08738	0.887709	-0.0133197	0.0279723	0.0414466	-5.629e-05	5.32572e-05
-2.98	-0	-0	-0	-4.29763	-26.3587	-41.5553	-14.9219	17.1917	32.8389	32.3961	14.1537	-1.27205	-11.2941	-10.4206	-0.461464	4.64808	13.0005	15.7022	14.4283	14.941	9.56379	7.8853	9.03522	11.8346	6.16272	6.83999	2.43087	5.31834	7.26035	4.52464	3.62017	2.13898	3.86051	4.26808	5.45962	3.72345	3.05823	4.95416	0.612348	-2.79772	4.33735	6.09477	2.876	-3.53463	3.30681	4.20713	1.47566	-1.78963	-2.02893	-1.11969	3.77294	-2.04692	8.8905	-4.21938	9.73294	2.21806	-2.88539	-3.82643	2.5719	-54.458	3.37068	4.75372	0.668863	1.69569	1.59063	5.92836	0.907185	-0.0854746	7.34102	-33.9883	7.00082	6.59116	7.07494	4.01856	4.46438	4.94816	4.31842	3.07398	-0	-1.34282	2.09902	0.890542	-0.0133693	0.0274989	0.041649	-4.94263e-05	5.32373e-05
-2.97	-0	-0	-0	-4.27988	-26.3036	-41.5407	-14.9796	17.1402	32.7909	32.3864	14.1988	-1.22218	-11.2499	-10.4719	-0.473832	4.61054	12.9679	15.7021	14.4134	14.9292	9.60288	7.86259	9.02776	11.8054	6.18694	6.84353	2.44017	5.29023	7.27918	4.52481	3.62813	2.14758	3.82094	4.289	5.42516	3.7555	3.05124	4.92945	0.696124	-2.8696	4.32507	6.05079	3.06304	-3.68555	3.34775	4.14053	1.57664	-1.79427	-2.02074	-1.13474	3.72023	-2.1246	9.11197	-4.48218	9.84145	2.26137	-2.78436	-3.92403	2.50152	-54.3659	3.32966	4.77892	0.699521	1.65492	1.61545	5.86006	0.98451	-0.120729	7.31765	-34.0168	7.02405	6.57083	7.07336	4.03633	4.4421	4.93886	4.33763	3.09748	-0	-1.37248	2.10316	0.897429	-0.0134189	0.0270263	0.041851	-4.25732e-05	5.32175e-05
-2.96	-0	-0	-0	-4.26217	-26.2486	-41.5261	-15.0371	17.0887	32.743	32.3768	14.2438	-1.1845	-11.1793	-10.5374	-0.48618	4.57306	12.9354	15.702	14.3984	14.9175	9.6419	7.83991	9.0203	11.7763	6.22676	6.81449	2.4664	5.26217	7.29798	4.52498	3.63607	2.15617	3.78143	4.30988	5.39074	3.7875	3.04427	4.9068	0.775606	-2.93922	4.3128	6.00687	3.24979	-3.83623	3.38863	4.07403	1.67747	-1.7989	-2.01255	-1.14976	3.65175	-2.16982	9.31661	-4.74456	9.94978	2.30461	-2.68348	-4.02147	2.43126	-54.2739	3.2887	4.80407	0.730132	1.61421	1.64024	5.79186	1.06171	-0.128419	7.23782	-34.0163	7.04723	6.55053	7.07179	4.05407	4.43055	4.90729	4.36839	3.12094	-0	-1.39653	2.10268	0.9068	-0.0134684	0.0265543	0.0420527	-3.57307e-05	5.31977e-05
-2.95	-0	-0	-0	-4.24448	-26.1937	-41.5115	-15.0946	17.0373	32.6952	32.3672	14.2887	-1.14688	-11.1089	-10.6028	-0.498509	4.53563	12.9029	15.7019	14.3835	14.9057	9.68086	7.81727	9.01286	11.7472	6.26651	6.78549	2.49259	5.23415	7.31675	4.52514	3.64399	2.16474	3.74198	4.33073	5.35637	3.81946	3.0373	4.88418	0.854965	-3.00874	4.30056	5.96302	3.43624	-3.98668	3.42944	4.00763	1.77814	-1.80352	-2.00438	-1.16477	3.58338	-2.21497	9.52092	-5.00653	10.0579	2.34778	-2.58276	-4.11876	2.3611	-54.1821	3.2478	4.82919	0.760694	1.57357	1.66499	5.72376	1.1388	-0.136096	7.1581	-34.0158	7.07038	6.53026	7.07021	4.07178	4.41902	4.87577	4.3991	3.14437	-0	-1.42054	2.1022	0.916156	-0.0135178	0.0260831	0.0422541	-2.88987e-05	5.31779e-05
-2.94	-0	-0	-0	-4.22681	-26.1388	-41.4968	-15.152	16.986	32.6474	32.3576	14.3335	-1.10931	-11.0385	-10.6681	-0.510819	4.49826	12.8704	15.7018	14.3686	14.894	9.71976	7.79465	9.00542	11.7181	6.3062	6.75653	2.51874	5.20617	7.33548	4.52531	3.65191	2.1733	3.7026	4.35154	5.32206	3.85136	3.03034	4.8616	0.9342	-3.07815	4.28832	5.91924	3.62241	-4.13689	3.47019	3.94134	1.87865	-1.80813	-1.99622	-1.17975	3.51511	-2.26005	9.72492	-5.2681	10.1659	2.39088	-2.48219	-4.2159	2.29105	-54.0903	3.20696	4.85426	0.791209	1.53299	1.6897	5.65577	1.21576	-0.143762	7.0785	-34.0153	7.09349	6.51002	7.06864	4.08946	4.4075	4.8443	4.42976	3.16776	-0	-1.44452	2.10172	0.925497	-0.0135672	0.0256126	0.0424551	-2.20774e-05	5.31582e-05
-2.93	-0	-0	-0	-4.20918	-26.0841	-41.4822	-15.2093	16.9347	32.5996	32.3479	14.3783	-1.07181	-10.9683	-10.7333	-0.523109	4.46095	12.838	15.7017	14.3538	14.8823	9.75859	7.77207	8.99799	11.6891	6.34582	6.72762	2.54484	5.17823	7.35419	4.52547	3.6598	2.18184	3.66327	4.37232	5.2878	3.88321	3.02339	4.83904	1.01331	-3.14744	4.27611	5.87552	3.80829	-4.28687	3.51087	3.87514	1.97901	-1.81274	-1.98807	-1.1947	3.44694	-2.30506	9.92859	-5.52926	10.2738	2.43392	-2.38178	-4.31288	2.22111	-53.9987	3.16618	4.87929	0.821677	1.49247	1.71437	5.58789	1.29261	-0.151415	6.99903	-34.0148	7.11655	6.48981	7.06706	4.10711	4.39599	4.81288	4.46037	3.19111	-0	-1.46846	2.10124	0.934824	-0.0136164	0.0251429	0.0426558	-1.52666e-05	5.31384e-05
-2.92	-0	-0	-0	-4.19156	-26.0293	-41.4676	-15.2665	16.8836	32.552	32.3383	14.423	-1.03436	-10.8981	-10.7984	-0.535381	4.42369	12.8056	15.7015	14.3389	14.8706	9.79736	7.74952	8.99056	11.6601	6.38538	6.69874	2.5709	5.15033	7.37286	4.52563	3.66769	2.19037	3.624	4.39307	5.25358	3.915	3.01645	4.81653	1.0923	-3.21663	4.26391	5.83187	3.99388	-4.43662	3.55149	3.80905	2.07921	-1.81734	-1.97993	-1.20964	3.37888	-2.29233	10.0143	-5.73008	10.3814	2.47689	-2.28152	-4.40972	2.15128	-53.9072	3.12547	4.90428	0.852097	1.45201	1.73901	5.5201	1.36934	-0.159057	6.91967	-34.0142	7.13958	6.46963	7.06548	4.12473	4.3845	4.7815	4.49093	3.21442	-0	-1.49235	2.10076	0.944135	-0.0136656	0.0246738	0.0428562	-8.46629e-06	5.31186e-05
-2.91	-0	-0	-0	-4.17398	-25.9747	-41.453	-15.3236	16.8324	32.5044	32.3287	14.4676	-0.996969	-10.8281	-10.8633	-0.547633	4.38649	12.7733	15.7014	14.3241	14.8589	9.83607	7.72701	8.98315	11.6312	6.42488	6.66991	2.59693	5.12247	7.3915	4.52579	3.67556	2.19889	3.58479	4.41378	5.21942	3.94675	3.00952	4.79404	1.17117	-3.28572	4.25173	5.78828	4.17918	-4.58613	3.59205	3.74306	2.17926	-1.82193	-1.97181	-1.22455	3.31092	-2.19232	9.92196	-5.83988	10.4889	2.51979	-2.18142	-4.5064	2.08155	-53.8158	3.08481	4.92923	0.882469	1.41162	1.7636	5.45242	1.44594	-0.166687	6.84043	-34.0136	7.16258	6.44947	7.06391	4.14233	4.37303	4.75017	4.52144	3.2377	-0	-1.51621	2.10028	0.953432	-0.0137147	0.0242055	0.0430563	-1.67654e-06	5.30989e-05
