#x	y	new0_fix	12_	12a	12b
-2.40855	0.002494	7.44826	6.25682	6.17118	6.39416
-2.40855	0.0025015	6.50392	5.28738	5.22134	5.39715
-2.40855	0.002509	6.0048	4.76953	4.71549	4.8611
-2.40855	0.0025165	5.83083	4.71936	4.6702	4.80352
-2.40855	0.002524	6.10299	5.04945	5.00525	5.12108
-2.40855	0.0025315	6.83577	5.7395	5.68704	5.81893
-2.40855	0.002539	8.0453	6.91699	6.85259	7.00891
-2.40855	0.0025465	9.75203	8.61184	8.53595	8.71749
-2.40855	0.002554	11.9019	10.758	10.6462	10.9762
-2.30383	0.002464	13.4617	12.6202	12.3853	12.9479
-2.30383	0.0024715	10.8451	9.96508	9.78319	10.2249
-2.30383	0.002479	8.64148	7.72561	7.58813	7.92796
-2.30383	0.0024865	6.85768	5.90971	5.80796	6.06505
-2.30383	0.002494	5.50104	4.52579	4.45131	4.64436
-2.30383	0.0025015	4.57998	3.58291	3.52743	3.67488
-2.30383	0.002509	4.04163	3.09095	3.04674	3.16579
-2.30383	0.0025165	3.8747	3.05228	3.01859	3.10922
-2.30383	0.002524	4.17409	3.32219	3.28586	3.38036
-2.30383	0.0025315	4.93712	4.04876	4.00423	4.11514
-2.30383	0.002539	6.17733	5.26258	5.20493	5.34259
-2.30383	0.0025465	7.88665	6.99372	6.924	7.08835
-2.30383	0.002554	10.0144	9.1766	9.07042	9.38403
-2.19911	0.002464	11.9021	11.2544	11.0339	11.5582
-2.19911	0.0024715	9.31845	8.63646	8.46834	8.87354
-2.19911	0.002479	7.14672	6.43344	6.309	6.61416
-2.19911	0.0024865	5.39369	4.65261	4.56319	4.78743
-2.19911	0.002494	4.06769	3.30269	3.23968	3.40211
-2.19911	0.0025015	3.17721	2.39381	2.34891	2.46798
-2.19911	0.002509	2.6002	1.93555	1.90103	1.99399
-2.19911	0.0025165	2.46578	1.8377	1.81224	1.88065
-2.19911	0.002524	2.80077	2.1447	2.11568	2.19021
-2.19911	0.0025315	3.60015	2.91308	2.87475	2.96775
-2.19911	0.002539	4.87686	4.16958	4.11786	4.23887
-2.19911	0.0025465	6.59065	5.94373	5.87938	6.02858
-2.19911	0.002554	8.75993	8.16991	8.06828	8.33573
-2.0944	0.002464	10.7185	10.2497	10.0445	10.5289
-2.0944	0.0024715	8.17427	7.67549	7.52166	7.88935
-2.0944	0.002479	6.04151	5.51577	5.40463	5.67474
-2.0944	0.0024865	4.32713	3.77791	3.70077	3.89251
-2.0944	0.002494	3.03912	2.47027	2.41855	2.55095
-2.0944	0.0025015	2.13561	1.60279	1.5681	1.65989
-2.0944	0.002509	1.58928	1.14244	1.12023	1.17966
-2.0944	0.0025165	1.49585	1.04573	1.02747	1.07628
-2.0944	0.002524	1.87482	1.39833	1.37589	1.43232
-2.0944	0.0025315	2.71557	2.21508	2.18227	2.25974
-2.0944	0.002539	4.03516	3.52063	3.47371	3.58103
-2.0944	0.0025465	5.7936	5.34498	5.28487	5.4219
-2.0944	0.002554	8.01368	7.59983	7.17948	7.7589
-1.98968	0.002464	9.81059	9.49922	9.30953	9.75372
-1.98968	0.0024715	7.3122	6.97525	6.83578	7.16615
-1.98968	0.002479	5.22516	4.8656	4.76761	5.00339
-1.98968	0.0024865	3.5567	3.17766	3.11242	3.2729
-1.98968	0.002494	2.31489	1.92008	1.87899	1.98325
-1.98968	0.0025015	1.40658	1.10255	1.07724	1.14398
-1.98968	0.002509	0.908417	0.615387	0.600687	0.639994
-1.98968	0.0025165	0.865417	0.56946	0.557297	0.589382
-1.98968	0.002524	1.29361	0.974896	0.957513	0.999756
-1.98968	0.0025315	2.18183	1.846	1.8173	1.88288
-1.98968	0.002539	3.55124	3.20819	3.1646	3.26201
-1.98968	0.0025465	5.37981	5.09413	5.03689	5.16541
-1.98968	0.002554	7.65104	7.36423	7.31585	7.54792
-1.88496	0.002464	9.09189	8.91154	8.73729	9.14199
-1.88496	0.0024715	6.64585	6.44412	6.31867	6.61296
-1.88496	0.002479	4.61127	4.39105	4.30562	4.50887
-1.88496	0.0024865	2.99577	2.75986	2.70574	2.83719
-1.88496	0.002494	1.79731	1.55944	1.52801	1.60684
-1.88496	0.0025015	0.912145	0.747317	0.72976	0.774104
-1.88496	0.002509	0.470199	0.302457	0.293965	0.316656
-1.88496	0.0025165	0.48767	0.315142	0.307719	0.326744
-1.88496	0.002524	0.967753	0.779397	0.765526	0.79764
-1.88496	0.0025315	1.91021	1.71082	1.68777	1.74414
-1.88496	0.002539	3.33731	3.14058	3.09871	3.19054
-1.88496	0.0025465	5.24739	5.09173	5.03573	5.12287
-1.88496	0.002554	7.585	7.41229	7.36013	7.59427
-1.78024	0.002464	8.49442	8.41499	8.25568	8.62258
-1.78024	0.0024715	6.10686	6.00998	5.89787	6.15824
-1.78024	0.002479	4.13132	4.01955	3.94582	4.11908
-1.78024	0.0024865	2.57559	2.45159	2.40752	2.513
-1.78024	0.002494	1.40435	1.31501	1.29197	1.34886
-1.78024	0.0025015	0.582199	0.50824	0.496958	0.524848
-1.78024	0.002509	0.2044	0.12901	0.125159	0.135443
-1.78024	0.0025165	0.287259	0.206618	0.202285	0.212829
-1.78024	0.002524	0.825028	0.736463	0.724554	0.750905
-1.78024	0.0025315	1.83039	1.73686	1.70994	1.76636
-1.78024	0.002539	3.32553	3.23272	3.15969	3.27503
-1.78024	0.0025465	5.31318	5.19394	5.19911	5.32453
-1.78024	0.002554	7.74776	7.64107	7.55714	7.81188
-1.67552	0.002464	7.97192	7.96104	7.81589	8.14744
-1.67552	0.0024715	5.6486	5.62373	5.52394	5.75336
-1.67552	0.002479	3.73815	3.70146	3.63827	3.78485
-1.67552	0.0024865	2.2485	2.20253	2.16717	2.25038
-1.67552	0.002494	1.12014	1.10531	1.08512	1.13199
-1.67552	0.0025015	0.367788	0.34956	0.342933	0.358752
-1.67552	0.002509	0.0615279	0.0425824	0.0416055	0.0442123
-1.67552	0.0025165	0.212233	0.190046	0.18684	0.193708
-1.67552	0.002524	0.814067	0.788447	0.775512	0.802171
-1.67552	0.0025315	1.88507	1.8591	1.83035	1.88962
-1.67552	0.002539	3.44975	3.42746	3.42297	3.47904
-1.67552	0.0025465	5.48022	5.52589	5.38118	5.58733
-1.67552	0.002554	8.04096	7.96403	7.84676	8.16743
-1.5708	0.002464	7.50238	7.52677	7.39473	7.694
-1.5708	0.0024715	5.24845	5.26156	5.17291	5.37473
-1.5708	0.002479	3.40849	3.41235	3.35833	3.48206
-1.5708	0.0024865	1.9906	1.98746	1.95928	2.02441
-1.5708	0.002494	0.920108	0.923784	0.908433	0.943239
-1.5708	0.0025015	0.243725	0.244616	0.240872	0.24939
-1.5708	0.002509	0.0155386	0.0155386	0.0155386	0.0155386
-1.5708	0.0025165	0.234354	0.234791	0.231096	0.238855
-1.5708	0.002524	0.903959	0.90589	0.891682	0.921783
-1.5708	0.0025315	2.04613	2.05086	2.0213	2.08554
-1.5708	0.002539	3.68664	3.69549	3.648	3.7569
-1.5708	0.0025465	5.8673	5.81892	5.75117	5.90518
-1.5708	0.002554	8.24679	8.31609	8.2227	8.55824
-1.46608	0.002464	7.0895	7.11614	6.99599	7.26648
-1.46608	0.0024715	4.90935	4.92671	4.84783	5.0259
-1.46608	0.002479	3.14449	3.15445	3.10807	3.21312
-1.46608	0.0024865	1.80326	1.79589	1.77282	1.82466
-1.46608	0.002494	0.804954	0.7913	0.77904	0.806492
-1.46608	0.0025015	0.209913	0.193157	0.190435	0.196641
-1.46608	0.002509	0.0626925	0.0450886	0.0441821	0.0465759
-1.46608	0.0025165	0.350274	0.338205	0.332013	0.345907
-1.46608	0.002524	1.09274	1.08559	1.06747	1.10728
-1.46608	0.0025315	2.31244	2.30965	2.27439	2.35171
-1.46608	0.002539	4.03763	4.03668	3.98261	4.10277
-1.46608	0.0025465	6.27883	6.16565	6.0238	6.26789
-1.46608	0.002554	8.57953	8.73775	8.15998	8.89401
-1.36136	0.002464	6.76289	6.74391	6.63739	6.87565
-1.36136	0.0024715	4.66005	4.63579	4.56762	4.72043
-1.36136	0.002479	2.97406	2.944	2.90594	2.99142
-1.36136	0.0024865	1.7106	1.63687	1.6161	1.66316
-1.36136	0.002494	0.80107	0.735354	0.72439	0.749307
-1.36136	0.0025015	0.293114	0.221694	0.218103	0.227046
-1.36136	0.002509	0.22432	0.154514	0.150898	0.160471
-1.36136	0.0025165	0.582241	0.523173	0.512707	0.537427
-1.36136	0.002524	1.40203	1.5195	1.32588	1.37916
-1.36136	0.0025315	2.70379	2.65543	2.61282	2.70693
-1.36136	0.002539	4.52019	4.36895	4.30177	4.48632
-1.36136	0.0025465	6.70475	6.57601	6.42407	6.73121
-1.36136	0.002554	9.14483	9.23501	8.89762	9.48262
-1.25664	0.002464	6.57178	6.46421	6.36584	6.58537
-1.25664	0.0024715	4.55061	4.43709	4.37471	4.51458
-1.25664	0.002479	2.94993	2.8273	2.79091	2.87091
-1.25664	0.0024865	1.77036	1.6002	1.57993	1.62701
-1.25664	0.002494	0.961013	0.806239	0.796209	0.82124
-1.25664	0.0025015	0.546705	0.382974	0.376574	0.393513
-1.25664	0.002509	0.549452	0.394537	0.386447	0.407807
-1.25664	0.0025165	0.978573	0.83949	0.823013	0.863093
-1.25664	0.002524	1.87716	1.74587	1.71439	1.78655
-1.25664	0.0025315	3.26847	3.05955	3.00311	3.13617
-1.25664	0.002539	5.06137	4.81981	4.73779	4.95338
-1.25664	0.0025465	7.28364	7.056	6.93228	7.2898
-1.25664	0.002554	10.1607	9.84479	9.69876	10.0621
-1.15192	0.002464	6.58787	6.37645	6.28477	6.48985
-1.15192	0.0024715	4.64928	4.43139	4.37318	4.50442
-1.15192	0.002479	3.13338	2.90459	2.87165	2.94722
-1.15192	0.0024865	2.04767	1.76741	1.74589	1.79775
-1.15192	0.002494	1.36249	1.06122	1.04755	1.083
-1.15192	0.0025015	1.0447	0.754685	0.743611	0.773894
-1.15192	0.002509	1.11054	0.840124	0.825892	0.863435
-1.15192	0.0025165	1.613	1.36089	1.3368	1.39603
-1.15192	0.002524	2.59037	2.29111	2.24247	2.35891
-1.15192	0.0025315	4.06726	3.62686	3.55895	3.7236
-1.15192	0.002539	5.90946	5.4712	5.37822	5.62936
-1.15192	0.0025465	8.29351	7.83735	7.65624	8.05771
-1.15192	0.002554	11.2289	10.6352	10.1138	10.9136
-1.0472	0.002464	6.9242	6.58562	6.49906	6.69372
-1.0472	0.0024715	5.069	4.72293	4.66738	4.79402
-1.0472	0.002479	3.63935	3.27914	3.24628	3.32346
-1.0472	0.0024865	2.6446	2.24143	2.21702	2.27771
-1.0472	0.002494	2.09898	1.62426	1.60528	1.65555
-1.0472	0.0025015	1.88112	1.43423	1.41673	1.46424
-1.0472	0.002509	2.0002	1.5872	1.56528	1.62295
-1.0472	0.0025165	2.57871	2.14947	2.10766	2.21735
-1.0472	0.002524	3.62204	3.09039	3.02745	3.17636
-1.0472	0.0025315	5.20199	4.50671	4.42322	4.62611
-1.0472	0.002539	6.925	6.43799	6.32991	6.59021
-1.0472	0.0025465	9.51527	8.91431	8.69109	9.13971
-1.0472	0.002554	12.6148	11.498	11.5658	12.0647
-0.942478	0.002464	7.69785	7.21294	7.13007	7.3181
-0.942478	0.0024715	5.92903	5.43175	5.37735	5.50338
-0.942478	0.002479	4.58638	4.07084	4.03655	4.11931
-0.942478	0.0024865	3.68834	3.14272	3.11392	3.18723
-0.942478	0.002494	3.23947	2.61537	2.58957	2.65861
-0.942478	0.0025015	3.13145	2.53204	2.5072	2.57415
-0.942478	0.002509	3.32727	2.74847	2.71608	2.79916
-0.942478	0.0025165	3.9792	3.30864	3.25311	3.39677
-0.942478	0.002524	5.11317	4.32745	4.24864	4.44048
-0.942478	0.0025315	6.65244	5.82628	5.72953	5.97039
-0.942478	0.002539	8.6677	7.84376	7.71963	8.02267
-0.942478	0.0025465	10.6285	10.1394	10.1626	10.6272
-0.942478	0.002554	14.4467	13.3203	13.1147	13.6371
-0.837758	0.002464	9.03709	8.3907	8.31017	8.49509
-0.837758	0.0024715	7.35299	6.68996	6.63534	6.7643
-0.837758	0.002479	6.10627	5.41725	5.37977	5.46635
-0.837758	0.0024865	5.30309	4.57989	4.55251	4.62504
-0.837758	0.002494	4.95811	4.15428	4.11669	4.21611
-0.837758	0.0025015	4.94756	4.153	4.10919	4.22153
-0.837758	0.002509	5.21155	4.42201	4.37412	4.50033
-0.837758	0.0025165	5.93707	5.05316	4.98397	5.16172
-0.837758	0.002524	7.15475	6.14665	6.05325	6.28033
-0.837758	0.0025315	8.78456	7.72656	7.61119	7.89677
-0.837758	0.002539	10.8909	9.82891	9.68788	10.035
-0.837758	0.0025465	13.4131	12.4012	12.211	12.724
-0.837758	0.002554	16.2967	15.1152	15.2433	15.8814
-0.733038	0.002464	11.0719	10.2565	10.1709	10.362
-0.733038	0.0024715	9.47668	8.63591	8.57993	8.71476
-0.733038	0.002479	8.31787	7.45253	7.40986	7.51808
-0.733038	0.0024865	7.59814	6.69648	6.65933	6.75886
-0.733038	0.002494	7.34414	6.38717	6.34072	6.46608
-0.733038	0.0025015	7.44763	6.46982	6.42366	6.53302
-0.733038	0.002509	7.77822	6.78906	6.72904	6.88725
-0.733038	0.0025165	8.57779	7.52791	7.44587	7.66223
-0.733038	0.002524	9.80691	8.69687	8.58942	8.85812
-0.733038	0.0025315	11.3547	10.3557	10.2235	10.553
-0.733038	0.002539	13.3603	12.5003	12.3908	12.7758
-0.733038	0.0025465	16.3363	15.1935	14.9215	15.5538
-0.733038	0.002554	19.9727	18.4612	18.1647	18.808
-0.628319	0.002464	13.8918	12.9494	12.8701	13.0575
-0.628319	0.0024715	12.3751	11.4166	11.3543	11.5016
-0.628319	0.002479	11.306	10.2972	10.2581	10.3782
-0.628319	0.0024865	10.6867	9.63847	9.59471	9.71263
-0.628319	0.002494	10.5293	9.43886	9.38692	9.52389
-0.628319	0.0025015	10.6914	9.5766	9.52367	9.6658
-0.628319	0.002509	11.1515	9.98606	9.92242	10.0901
-0.628319	0.0025165	12.0212	10.8561	10.7749	10.9822
-0.628319	0.002524	13.3725	12.1246	12.0027	12.3136
-0.628319	0.0025315	14.9714	13.8624	13.7131	14.0872
-0.628319	0.002539	17.56	16.1287	15.7215	16.3918
-0.628319	0.0025465	20.089	18.8582	18.637	19.1922
-0.628319	0.002554	23.0442	21.7028	21.9276	22.5927
-0.523599	0.002464	17.6395	16.5853	16.5102	16.6889
-0.523599	0.0024715	16.2163	15.122	15.0672	15.1935
-0.523599	0.002479	15.2261	14.0979	14.0515	14.1743
-0.523599	0.0024865	14.6978	13.5142	13.4625	13.5862
-0.523599	0.002494	14.6352	13.4127	13.3345	13.4808
-0.523599	0.0025015	14.8369	13.6084	13.545	13.715
-0.523599	0.002509	15.3807	14.0761	14.0005	14.1995
-0.523599	0.0025165	16.3512	15.007	14.9122	15.1547
-0.523599	0.002524	17.696	16.4266	16.3093	16.6081
-0.523599	0.0025315	19.4989	18.3642	18.2214	18.5807
-0.523599	0.002539	21.7021	20.732	20.3183	21.0231
-0.523599	0.0025465	24.4927	23.5354	23.2919	23.9855
-0.523599	0.002554	27.8382	26.9731	25.9726	27.0728
-0.418879	0.002464	22.4191	21.1962	21.1161	21.2983
-0.418879	0.0024715	21.0785	19.8042	19.7448	19.8955
-0.418879	0.002479	20.1731	18.8599	18.7926	18.9486
-0.418879	0.0024865	19.7333	18.3843	18.2945	18.4413
-0.418879	0.002494	19.713	18.3232	18.2477	18.44
-0.418879	0.0025015	19.881	18.6344	18.5656	18.7417
-0.418879	0.002509	20.479	19.1968	19.1093	19.3395
-0.418879	0.0025165	21.5026	20.1848	20.0771	20.3535
-0.418879	0.002524	23.0521	21.6665	21.534	21.8675
-0.418879	0.0025315	25.1335	23.6688	23.5149	23.9056
-0.418879	0.002539	27.3109	26.1369	25.9302	26.4952
-0.418879	0.0025465	29.8457	29.2237	28.8397	29.5637
-0.418879	0.002554	33.748	32.6021	32.5639	33.1654
-0.314159	0.002464	28.2712	26.9191	26.8261	27.0368
-0.314159	0.0024715	27.0445	25.6082	25.5453	25.7072
-0.314159	0.002479	26.1865	24.7204	24.663	24.8189
-0.314159	0.0024865	25.7474	24.3038	24.24	24.4123
-0.314159	0.002494	25.7774	24.2878	24.2214	24.4005
-0.314159	0.0025015	25.9775	24.5746	24.5045	24.691
-0.314159	0.002509	26.6303	25.2311	25.1452	25.3685
-0.314159	0.0025165	27.7024	26.3574	26.2503	26.5215
-0.314159	0.002524	29.315	27.9835	27.8508	28.1737
-0.314159	0.0025315	31.4625	30.1274	29.7978	30.3416
-0.314159	0.002539	34.0113	32.7089	32.1367	32.9974
-0.314159	0.0025465	36.5349	35.6607	34.9258	35.8931
-0.314159	0.002554	40.5936	39.0515	38.8909	39.4545
-0.20944	0.002464	35.0231	33.8161	33.7568	33.8873
-0.20944	0.0024715	33.8697	32.5803	32.5158	32.6769
-0.20944	0.002479	33.1686	31.6838	31.6241	31.7829
-0.20944	0.0024865	32.8399	31.2601	31.1961	31.3688
-0.20944	0.002494	32.9526	31.2977	31.2216	31.4263
-0.20944	0.0025015	33.183	31.6324	31.5536	31.763
-0.20944	0.002509	33.8861	32.3349	32.2392	32.4879
-0.20944	0.0025165	35.0033	33.5102	33.3925	33.6912
-0.20944	0.002524	36.6734	35.1817	35.04	35.3967
-0.20944	0.0025315	38.8821	37.3273	37.2243	37.6343
-0.20944	0.002539	41.6568	39.7879	39.8207	40.3563
-0.20944	0.0025465	45.0238	42.8241	42.6283	43.4085
-0.20944	0.002554	48.0322	46.465	45.9879	47.5689
-0.10472	0.002464	42.8346	41.5688	41.5087	41.6671
-0.10472	0.0024715	41.6713	40.4245	40.3724	40.5074
-0.10472	0.002479	40.9597	39.6608	39.6107	39.7449
-0.10472	0.0024865	40.7114	39.3504	39.2793	39.4492
-0.10472	0.002494	40.9416	39.4578	39.3727	39.6013
-0.10472	0.0025015	41.2857	39.8399	39.7532	39.9832
-0.10472	0.002509	42.0692	40.5835	40.4789	40.7505
-0.10472	0.0025165	43.351	41.8027	41.6756	41.9994
-0.10472	0.002524	45.0767	43.5212	43.3696	43.7458
-0.10472	0.0025315	47.2894	45.7375	45.3444	45.9816
-0.10472	0.002539	50.0636	48.2284	48.1856	48.7745
-0.10472	0.0025465	53.4276	51.296	51.4016	52.0309
-0.10472	0.002554	56.9452	55.5581	55.2701	55.6592
-2.66454e-15	0.002464	51.5644	50.2801	50.217	50.375
-2.66454e-15	0.0024715	50.4612	49.1261	49.0718	49.2139
-2.66454e-15	0.002479	49.8123	48.4216	48.3675	48.513
-2.66454e-15	0.0024865	49.6296	48.1752	48.1132	48.2808
-2.66454e-15	0.002494	49.9309	48.3963	48.3188	48.5259
-2.66454e-15	0.0025015	50.2826	48.8887	48.809	49.0184
-2.66454e-15	0.002509	51.1127	49.7488	49.6502	49.9034
-2.66454e-15	0.0025165	52.3586	51.0023	50.8813	51.1912
-2.66454e-15	0.002524	54.1528	52.7136	52.5682	52.9361
-2.66454e-15	0.0025315	56.4909	54.9581	54.7894	55.2151
-2.66454e-15	0.002539	59.3952	57.6598	57.4383	58.0545
-2.66454e-15	0.0025465	62.853	60.9857	60.7289	61.3553
-2.66454e-15	0.002554	66.5463	64.9159	64.6239	65.3435
0.10472	0.002464	61.0962	59.9761	59.913	60.0724
0.10472	0.0024715	60.0801	58.8728	58.8167	58.9642
0.10472	0.002479	59.522	58.2208	58.1633	58.3181
0.10472	0.0024865	59.4343	58.0285	57.9617	58.1421
0.10472	0.002494	59.6743	58.1929	58.1234	58.3095
0.10472	0.0025015	59.983	58.5987	58.5245	58.7205
0.10472	0.002509	60.8022	59.4521	59.3603	59.597
0.10472	0.0025165	62.1147	60.7851	60.6716	60.9588
0.10472	0.002524	63.9418	62.6218	62.4854	62.8272
0.10472	0.0025315	66.3164	64.9877	64.8317	65.2237
0.10472	0.002539	69.2346	67.7124	67.5852	68.1962
0.10472	0.0025465	72.8006	71.2558	71.0084	71.6069
0.10472	0.002554	76.5724	75.2585	74.9584	75.6836
0.20944	0.002464	71.2906	70.2227	70.1737	70.298
0.20944	0.0024715	70.3174	69.2036	69.1603	69.2752
0.20944	0.002479	69.7607	68.6396	68.5934	68.7182
0.20944	0.0024865	69.5668	68.4521	68.4056	68.5314
0.20944	0.002494	69.8526	68.6711	68.6111	68.7773
0.20944	0.0025015	70.2737	69.1247	69.0475	69.2511
0.20944	0.002509	71.1855	69.9974	69.9023	70.1475
0.20944	0.0025165	72.602	71.3519	71.2347	71.5312
0.20944	0.002524	74.5395	73.2125	73.0724	73.4237
0.20944	0.0025315	76.9627	75.604	75.4446	75.8456
0.20944	0.002539	79.9352	78.4391	78.2214	78.8471
0.20944	0.0025465	83.5069	81.9259	81.6739	82.2841
0.20944	0.002554	87.1512	86.0153	85.7296	86.4208
0.314159	0.002464	82.1179	81.1515	81.1014	81.2251
0.314159	0.0024715	81.0364	80.0234	79.9822	80.0894
0.314159	0.002479	80.4095	79.3475	79.3068	79.4174
0.314159	0.0024865	80.2493	79.1318	79.0839	79.2134
0.314159	0.002494	80.5711	79.386	79.3238	79.4897
0.314159	0.0025015	81.0173	79.9219	79.855	80.0295
0.314159	0.002509	81.9371	80.8853	80.7999	81.017
0.314159	0.0025165	83.3659	82.3355	82.2285	82.496
0.314159	0.002524	85.3169	84.2992	84.1714	84.4894
0.314159	0.0025315	87.8039	86.8097	86.2601	87.025
0.314159	0.002539	90.8723	89.7217	89.5235	90.0112
0.314159	0.0025465	94.3655	93.2843	93.0301	93.6456
0.314159	0.002554	98.8421	97.3943	97.1066	97.8028
0.418879	0.002464	92.8236	92.1299	92.093	92.1836
0.418879	0.0024715	91.795	91.0652	91.0361	91.112
0.418879	0.002479	91.2255	90.4564	90.4268	90.5064
0.418879	0.0024865	91.1257	90.3106	90.2736	90.3736
