#x	y	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
0.0178175	0.002464	130.156	113.485	92.1483	78.4707	71.2803	66.9009
0.0178175	0.0024715	114.402	97.7816	77.0838	63.7056	56.4976	52.4676
0.0178175	0.002479	101.454	85.0123	64.3009	51.6774	44.6013	40.6462
0.0178175	0.0024865	90.5554	74.9715	54.497	42.4763	35.3854	31.4218
0.0178175	0.002494	82.492	67.7228	47.2315	35.8214	28.9115	24.9984
0.0178175	0.0025015	77.0333	63.0657	42.698	31.3589	25.051	21.1616
0.0178175	0.002509	74.3639	60.3856	40.7396	29.3917	23.4539	19.7532
0.0178175	0.0025165	74.2555	60.2715	41.2914	29.8548	23.8694	20.5253
0.0178175	0.002524	76.7816	62.6956	44.3825	32.7771	26.7013	23.2836
0.0178175	0.0025315	82.0631	67.7738	50.0524	38.2784	32.0688	28.6051
0.0178175	0.002539	89.8861	75.6065	57.5212	46.5595	40.1756	36.6113
0.0178175	0.0025465	100.525	85.9494	67.8413	57.3785	51.0057	47.4496
0.0178175	0.002554	113.8	99.2394	80.6994	70.3819	64.6832	61.0035
0.0184709	0.002464	103.948	92.5833	77.5402	68.19	63.2918	60.0442
0.0184709	0.0024715	88.282	77.165	62.8345	53.4579	48.573	45.6724
0.0184709	0.002479	75.5647	64.4236	50.6674	41.5952	36.8178	34.1058
0.0184709	0.0024865	65.566	54.5886	40.8974	32.4233	27.6339	24.9722
0.0184709	0.002494	58.1827	47.3663	33.7917	25.9824	21.2653	18.6442
0.0184709	0.0025015	52.879	42.838	29.3652	21.9548	17.4809	14.8789
0.0184709	0.002509	50.2696	40.9476	27.4623	20.0449	16.1239	13.5196
0.0184709	0.0025165	50.1938	41.2835	28.019	20.5301	16.6467	14.3858
0.0184709	0.002524	52.688	43.6949	31.0641	23.4389	19.4834	17.2391
0.0184709	0.0025315	57.8435	48.6852	36.7168	28.8899	24.8276	22.5747
0.0184709	0.002539	65.7005	56.3758	44.7922	37.0849	32.8805	30.5477
0.0184709	0.0025465	76.1206	66.7292	54.9701	47.9144	43.7214	41.3951
0.0184709	0.002554	89.4288	79.8248	67.8535	61.2889	57.3074	54.8827
0.0191243	0.002464	83.047	76.1223	65.916	60.0056	56.6228	54.5039
0.0191243	0.0024715	67.7077	60.8783	51.2374	45.3065	42.244	40.1598
0.0191243	0.002479	55.0131	48.2661	39.3708	33.5999	30.537	28.8214
0.0191243	0.0024865	45.2479	38.5572	30.2453	24.457	21.4694	19.8182
0.0191243	0.002494	38.0667	31.4344	23.3078	18.1312	15.2001	13.5803
0.0191243	0.0025015	33.5993	27.0311	18.984	14.3929	11.4882	9.88321
0.0191243	0.002509	31.7631	25.1923	17.1356	12.757	10.1784	8.57165
0.0191243	0.0025165	31.7196	25.8544	17.6991	13.2659	10.9875	9.46472
0.0191243	0.002524	34.1829	29.0469	20.7033	16.1655	13.8141	12.4785
0.0191243	0.0025315	39.2155	34.0408	26.2662	21.573	19.1589	17.8275
0.0191243	0.002539	46.9398	41.5748	34.5691	29.6883	27.1658	25.7739
0.0191243	0.0025465	57.3129	51.9388	45.0648	40.5307	38.0168	36.6298
0.0191243	0.002554	70.4281	64.8245	57.9726	54.1696	51.5215	50.0596
0.0197777	0.002464	67.4313	63.1765	57.0629	53.7271	51.4268	50.1085
0.0197777	0.0024715	52.2339	48.5526	42.4116	39.0915	37.1345	35.8719
0.0197777	0.002479	39.74	36.2824	30.7331	27.4288	25.7205	24.5603
0.0197777	0.0024865	30.0729	26.5996	21.6318	18.4181	16.7738	15.8698
0.0197777	0.002494	23.0441	19.67	15.3351	12.2012	10.5982	9.71711
0.0197777	0.0025015	18.7155	15.3879	11.3413	8.5391	6.95544	6.08506
0.0197777	0.002509	16.9327	13.5996	9.54627	7.27771	5.69173	4.82006
0.0197777	0.0025165	17.6329	14.2424	10.1185	7.90337	6.65614	5.74345
0.0197777	0.002524	20.8462	17.3455	13.0865	10.7976	9.58564	8.91163
0.0197777	0.0025315	25.9078	23.0283	18.5672	16.168	14.9447	14.2736
0.0197777	0.002539	33.4222	30.9644	26.7601	24.2125	22.9126	22.1992
0.0197777	0.0025465	43.7421	41.107	37.6027	35.067	33.7732	33.0356
0.0197777	0.002554	56.6461	54.0233	50.8043	48.5951	47.2058	46.4429
0.0204311	0.002464	55.8543	53.5638	50.7872	48.7648	47.5243	46.8438
0.0204311	0.0024715	41.2639	38.9584	36.1634	34.5388	33.3694	32.728
0.0204311	0.002479	29.4973	27.3119	24.5438	23.0391	22.0882	21.4428
0.0204311	0.0024865	19.8507	18.2503	15.5866	14.164	13.4422	12.9619
0.0204311	0.002494	13.0474	11.8358	9.41995	8.05012	7.35246	6.955
0.0204311	0.0025015	8.85464	7.67133	5.80601	4.46079	3.77861	3.4056
0.0204311	0.002509	7.11921	5.93264	4.50038	3.24344	2.55978	2.18596
0.0204311	0.0025165	7.77892	6.55754	5.08302	4.27493	3.54302	3.14268
0.0204311	0.002524	10.8643	9.5755	8.01912	7.16217	6.70757	6.4365
0.0204311	0.0025315	16.4959	15.1051	13.4248	12.5317	12.0802	11.8338
0.0204311	0.002539	24.8191	23.3473	21.4975	20.5135	20.0156	19.7438
0.0204311	0.0025465	35.005	34.1923	32.356	31.3793	30.8463	30.5414
0.0204311	0.002554	47.9443	47.1252	45.8993	44.807	44.2539	43.9518
0.0210845	0.002464	48.2927	47.5966	46.3566	45.4042	44.9224	44.6594
0.0210845	0.0024715	33.7138	33.0793	32.2019	31.3346	30.8963	30.657
0.0210845	0.002479	22.1403	21.4969	20.7225	20.082	19.6393	19.3977
0.0210845	0.0024865	13.206	12.6283	11.9332	11.5663	11.2274	11.0033
0.0210845	0.002494	7.07218	6.5357	5.88091	5.50914	5.32208	5.22026
0.0210845	0.0025015	3.49824	2.98076	2.3585	2.0155	1.84254	1.74843
0.0210845	0.002509	2.09839	1.81045	1.18553	0.855825	0.690011	0.599789
0.0210845	0.0025165	2.71861	2.58079	2.26219	1.8853	1.69564	1.59241
0.0210845	0.002524	5.67881	5.51741	5.27877	5.15095	5.00465	4.88846
0.0210845	0.0025315	11.0994	10.9001	10.6611	10.5355	10.4726	10.4285
0.0210845	0.002539	19.1836	18.9286	18.6227	18.4619	18.3812	18.3373
0.0210845	0.0025465	30.0471	29.7967	29.4756	29.2653	29.1597	29.1023
0.0210845	0.002554	43.599	43.2728	42.8812	42.6751	42.5716	42.5154
0.0217379	0.002464	44.3533	44.0937	43.7823	43.6186	43.5364	43.4353
0.0217379	0.0024715	30.2788	30.0729	29.8259	29.6962	29.6312	29.5958
