#x	y	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
-0.628319	0.0025165	33.2467	33.2211	33.1906	32.8446	32.6278	32.5096
-0.628319	0.002524	41.4067	41.375	40.9633	40.7435	40.3499	40.076
-0.628319	0.0025315	52.2306	51.861	51.4163	51.1821	50.7886	50.5063
-0.628319	0.002539	65.7097	65.3155	64.8419	64.5924	64.1993	63.908
-0.628319	0.0025465	82.1534	81.7375	81.2332	80.9674	80.5747	80.2741
-0.628319	0.002554	101.468	101.119	100.582	100.299	99.907	99.3795
-0.523599	0.002464	66.2122	66.2093	66.2059	66.204	66.2029	66.2021
-0.523599	0.0024715	54.2625	54.2579	54.2523	54.2493	54.2476	54.2465
-0.523599	0.002479	45.3228	45.3159	45.3075	45.2974	45.2517	45.2268
-0.523599	0.0024865	39.3922	39.3823	39.3696	39.271	39.2215	39.1944
-0.523599	0.002494	36.0875	36.0869	36.0862	36.0857	36.0853	36.0849
-0.523599	0.0025015	35.7545	35.7529	35.7509	35.7498	35.749	35.7005
-0.523599	0.002509	38.4185	38.4152	38.4111	38.4089	38.2782	38.1191
-0.523599	0.0025165	44.0754	44.0696	44.0627	43.9986	43.6952	43.5297
-0.523599	0.002524	52.451	52.3642	52.2608	52.0049	51.7615	51.4157
-0.523599	0.0025315	63.4706	63.3949	63.0782	62.7111	62.4639	62.1079
-0.523599	0.002539	77.3804	77.3627	76.7766	76.3892	76.1383	75.7717
-0.523599	0.0025465	94.0246	94.0007	93.4408	93.032	92.7774	92.3997
-0.523599	0.002554	113.628	113.597	113.063	112.632	112.292	111.801
-0.418879	0.002464	78.0976	78.0592	78.0133	77.9893	77.9772	77.9704
