#x	y	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
0.0178175	-0.733038	108.491	91.0548	67.418	53.3232	45.9074	41.3001
0.0178175	-0.628319	121.131	102.692	78.0616	63.1658	55.3168	50.6025
0.0178175	-0.523599	136.716	117.153	91.4234	75.6261	67.2884	62.479
0.0178175	-0.418879	155.486	134.681	107.76	90.963	82.0822	77.0988
0.0178175	-0.314159	177.613	155.454	127.262	109.372	99.8961	94.572
0.0178175	-0.20944	203.183	179.567	149.963	130.97	120.849	115.155
0.0178175	-0.10472	232.181	207.017	175.423	155.775	144.963	138.873
0.0178175	1.11022e-16	264.479	237.688	203.998	183.699	172.157	165.646
0.0178175	0.10472	299.336	271.343	235.473	214.533	202.227	195.275
0.0178175	0.20944	336.307	307.616	269.504	247.778	234.847	227.439
0.0178175	0.314159	375.38	346.015	305.625	282.541	269.566	261.691
0.0178175	0.418879	415.933	385.756	343.247	318.796	305.71	297.462
0.0178175	0.523599	457.227	425.413	381.668	355.86	342.022	334.073
0.0178175	0.628319	498.432	465.023	420.093	392.958	378.382	370.117
0.0178175	0.733038	538.439	503.35	457.65	429.241	413.953	405.274
0.0178175	0.837758	576.274	539.764	493.428	463.748	447.721	438.613
0.0178175	0.942478	611.162	573.349	525.343	495.275	478.634	469.168
0.0178175	1.0472	642.183	603.208	553.681	523.277	506.084	496.296
0.0178175	1.15192	668.491	628.515	577.676	546.948	529.278	519.211
0.0178175	1.25664	689.348	648.549	596.632	565.588	547.526	537.229
0.0178175	1.36136	703.691	662.221	609.422	578.64	560.276	549.803
0.0178175	1.46608	711.402	669.534	616.212	585.324	566.98	556.383
0.0178175	1.5708	712.424	670.371	616.807	585.771	567.215	556.565
0.0178175	1.67552	706.744	664.725	611.204	580.018	561.37	550.73
0.0178175	1.78024	694.557	652.787	599.594	568.172	549.643	539.073
0.0178175	1.88496	675.687	634.451	581.959	550.721	532.415	521.975
0.0178175	1.98968	651.267	610.718	559.127	528.212	510.224	499.971
0.0178175	2.0944	622.019	582.346	531.905	501.111	483.587	473.605
0.0178175	2.19911	588.754	550.131	501.065	470.234	453.209	443.518
0.0178175	2.30383	552.353	514.935	467.138	436.644	420.19	410.832
0.0178175	2.40855	513.729	477.65	430.582	401.214	385.39	376.399
0.0178175	2.51327	473.746	439.163	392.959	364.805	349.66	341.064
0.0178175	2.61799	433.154	400.232	355.112	328.241	313.811	305.509
0.0178175	2.72271	392.997	361.68	317.82	292.278	278.587	269.911
0.0178175	2.82743	354.006	324.005	281.774	257.588	243.918	235.663
0.0178175	2.93215	316.809	287.518	247.565	224.742	211.115	203.33
0.0178175	3.03687	281.923	253.359	215.673	193.633	180.686	173.365
0.0178175	3.14159	249.751	221.919	186.459	165.138	152.975	146.107
0.0184709	-3.14159	214.692	193.738	167.544	151.242	142.245	137.195
0.0184709	-3.03687	185.956	166.466	142.14	126.423	118.068	113.384
0.0184709	-2.93215	160.371	142.279	119.342	104.636	96.8902	92.5539
0.0184709	-2.82743	137.995	121.223	99.549	85.901	78.7264	74.715
0.0184709	-2.72271	118.789	103.249	82.8083	70.1435	63.4985	59.6398
0.0184709	-2.61799	102.63	88.2249	68.973	57.2113	51.0516	47.1298
0.0184709	-2.51327	89.3256	75.9524	57.8305	46.8389	40.9899	37.1815
0.0184709	-2.40855	78.6289	66.1812	48.8308	38.5501	33.0803	29.5207
0.0184709	-2.30383	70.2571	58.6261	41.9003	32.2753	27.1818	23.8414
0.0184709	-2.19911	63.9043	52.9164	36.7608	27.7042	22.9742	19.8235
0.0184709	-2.0944	58.8339	48.457	33.1034	24.5284	20.0695	17.1495
0.0184709	-1.98968	55.1691	45.2954	30.636	22.4571	18.2084	15.5207
0.0184709	-1.88496	52.6548	43.1777	29.0992	21.2325	17.1491	14.6401
0.0184709	-1.78024	51.0801	41.8949	28.2792	20.642	16.5882	13.9056
0.0184709	-1.67552	50.29	41.2934	27.7426	20.2481	16.1918	13.5617
0.0184709	-1.5708	50.1938	40.9476	27.4623	20.0449	16.1239	13.5196
0.0184709	-1.46608	50.3278	41.1172	27.6267	20.2064	16.3591	13.7618
0.0184709	-1.36136	51.1126	41.9284	28.291	20.7877	16.8966	14.3441
0.0184709	-1.25664	52.7485	43.5069	29.5801	21.9133	17.9357	15.3929
0.0184709	-1.15192	55.4234	45.8887	31.6833	23.7714	19.6121	16.8556
0.0184709	-1.0472	59.38	49.4286	34.7162	26.5233	21.9096	19.047
0.0184709	-0.942478	64.9028	54.3711	38.8049	30.2093	25.4573	22.4604
0.0184709	-0.837758	72.0072	60.984	44.5836	35.4994	30.5812	27.4213
0.0184709	-0.733038	81.2225	69.4702	52.3835	42.7238	37.6197	34.2677
0.0184709	-0.628319	92.9884	80.3972	62.5293	52.2065	46.8171	43.3319
0.0184709	-0.523599	107.594	94.0558	75.32	64.2466	58.4558	54.9216
0.0184709	-0.418879	125.283	110.691	91.0097	79.0995	72.8601	69.3012
0.0184709	-0.314159	146.231	130.482	109.79	96.959	90.2248	86.4634
0.0184709	-0.20944	170.531	153.53	131.771	117.94	110.667	106.599
0.0184709	-0.10472	198.176	179.836	156.967	142.064	134.21	129.813
0.0184709	1.11022e-16	229.049	209.294	184.632	169.243	160.772	156.023
0.0184709	0.10472	262.908	241.675	215.125	199.275	190.155	185.035
0.0184709	0.20944	299.263	276.629	248.127	231.833	222.04	216.533
0.0184709	0.314159	336.789	313.675	283.182	265.958	255.982	250.079
0.0184709	0.418879	375.787	352.215	319.714	301.31	291.42	285.114
0.0184709	0.523599	415.544	391.433	357.041	337.461	327.059	320.972
0.0184709	0.628319	455.25	429.725	394.386	373.65	362.614	356.394
0.0184709	0.733038	493.825	466.806	430.899	409.048	397.399	390.827
0.0184709	0.837758	530.323	502.035	465.689	442.765	430.477	423.536
0.0184709	0.942478	563.991	534.536	497.404	473.518	460.698	453.449
0.0184709	1.0472	593.936	563.436	524.953	500.833	487.533	480.008
0.0184709	1.15192	619.332	587.932	548.28	523.922	510.208	502.442
0.0184709	1.25664	639.464	607.322	566.708	542.105	528.048	520.083
0.0184709	1.36136	653.323	620.576	579.175	554.836	540.515	532.398
0.0184709	1.46608	660.734	627.627	585.759	561.626	547.12	538.895
0.0184709	1.5708	661.676	628.403	586.317	561.928	547.345	539.075
0.0184709	1.67552	656.139	622.895	580.849	556.199	541.629	533.368
0.0184709	1.78024	644.311	611.293	569.54	544.632	530.168	521.967
0.0184709	1.88496	626.084	593.548	552.421	527.6	513.33	505.242
0.0184709	1.98968	602.43	570.514	530.192	505.636	491.644	483.717
0.0184709	2.0944	574.122	542.996	503.699	479.232	465.644	457.951
0.0184709	2.19911	541.951	511.769	473.672	449.099	435.945	428.504
0.0184709	2.30383	506.773	477.672	440.002	416.323	403.665	396.51
0.0184709	2.40855	469.478	441.574	404.448	381.758	369.646	362.806
0.0184709	2.51327	430.951	404.34	367.871	346.245	334.719	328.218
0.0184709	2.61799	391.874	366.782	331.094	310.588	299.678	293.249
0.0184709	2.72271	353.217	328.979	294.876	275.527	265.025	258.396
0.0184709	2.82743	315.736	292.003	259.892	241.718	231.092	224.865
0.0184709	2.93215	280.04	256.827	226.716	209.389	199.037	193.211
0.0184709	3.03687	246.412	223.946	195.816	178.974	169.309	163.877
0.0184709	3.14159	214.692	193.738	167.544	151.242	142.245	137.195
0.0191243	-3.14159	185.161	170.339	151.908	139.738	133.358	129.798
0.0191243	-3.03687	157.777	144.199	126.758	115.58	109.733	106.474
0.0191243	-2.93215	133.477	121.08	104.634	94.3945	89.0492	86.0737
0.0191243	-2.82743	112.313	101.021	85.5604	76.1971	71.319	68.6071
0.0191243	-2.72271	94.2359	83.9655	69.4691	60.9144	56.4663	53.6666
0.0191243	-2.61799	79.1183	69.7803	56.2136	48.3958	44.2075	41.425
0.0191243	-2.51327	66.7627	58.2645	45.5822	38.3733	34.253	31.6951
0.0191243	-2.40855	56.9195	49.0824	37.0064	30.3829	26.5656	24.2074
0.0191243	-2.30383	49.3034	41.6017	30.4563	24.3553	20.845	18.6614
0.0191243	-2.19911	43.5476	35.9798	25.6366	19.9847	16.776	14.7427
0.0191243	-2.0944	39.0393	31.9084	22.2417	16.9675	14.0463	12.1393
0.0191243	-1.98968	35.8373	29.0961	19.9831	15.0175	12.3613	10.5577
0.0191243	-1.88496	33.6863	27.2832	18.6045	13.8806	11.4297	9.70079
0.0191243	-1.78024	32.3756	26.2552	17.8949	13.3478	10.6424	8.97519
0.0191243	-1.67552	31.7504	25.5602	17.3971	12.9594	10.2544	8.62785
0.0191243	-1.5708	31.7196	25.1923	17.1356	12.757	10.1784	8.57165
0.0191243	-1.46608	31.7925	25.3348	17.2741	12.8933	10.3972	8.78971
0.0191243	-1.36136	32.4479	26.0424	17.8671	13.4228	10.9657	9.33686
0.0191243	-1.25664	33.8529	27.4394	19.0379	14.468	12.0085	10.3376
0.0191243	-1.15192	36.1946	29.7147	20.9731	16.2143	13.4238	11.6992
0.0191243	-1.0472	39.7142	32.8868	23.754	18.7774	15.6095	13.8023
0.0191243	-0.942478	44.6954	37.2611	27.5652	22.2748	19.0149	17.1026
0.0191243	-0.837758	51.1527	43.3883	33.0061	27.3324	23.9612	21.9206
0.0191243	-0.733038	59.6202	51.5992	40.4045	34.2758	30.7813	28.5885
0.0191243	-0.628319	70.5336	62.2175	50.0815	43.4242	39.8027	37.4332
0.0191243	-0.523599	84.1843	75.5401	62.3331	55.0727	51.3098	48.7573
0.0191243	-0.418879	100.818	91.3265	77.4119	69.4732	65.3516	62.8208
0.0191243	-0.314159	120.616	110.173	95.5082	86.8175	82.2969	79.7862
0.0191243	-0.20944	143.676	132.193	116.734	107.219	102.261	99.5035
0.0191243	-0.10472	170.002	157.397	141.105	130.701	125.267	122.242
0.0191243	1.11022e-16	199.485	185.683	168.534	157.177	151.235	147.921
0.0191243	0.10472	231.896	216.835	198.138	186.451	179.969	176.351
0.0191243	0.20944	266.883	250.514	230.16	218.203	211.158	207.219
0.0191243	0.314159	303.966	286.256	264.198	251.885	244.365	240.096
0.0191243	0.418879	341.717	323.477	299.692	286.381	279.039	274.433
0.0191243	0.523599	379.976	361.484	335.976	321.664	314.13	309.575
0.0191243	0.628319	418.223	399.493	372.289	356.99	348.922	344.401
0.0191243	0.733038	455.405	435.389	407.804	391.549	382.961	378.144
0.0191243	0.837758	490.601	469.473	441.651	424.487	415.387	410.259
0.0191243	0.942478	523.082	500.928	472.621	454.535	444.95	439.562
0.0191243	1.0472	551.978	528.904	499.995	481.196	471.201	465.578
0.0191243	1.15192	576.488	552.617	522.686	503.733	493.382	487.555
0.0191243	1.25664	595.913	571.386	540.611	521.482	510.836	504.84
0.0191243	1.36136	609.303	584.238	552.772	533.908	523.036	516.91
0.0191243	1.46608	616.422	591.037	559.159	540.582	529.55	523.331
0.0191243	1.5708	617.286	591.753	559.684	540.865	529.766	523.51
0.0191243	1.67552	611.886	586.38	554.346	535.263	524.176	517.926
0.0191243	1.78024	600.408	575.102	543.326	523.965	512.968	506.771
0.0191243	1.88496	582.805	557.928	526.703	507.334	496.505	490.403
0.0191243	1.98968	559.896	535.569	505.051	485.891	475.301	469.337
0.0191243	2.0944	532.503	508.875	479.255	460.152	449.909	444.145
0.0191243	2.19911	501.395	478.601	449.336	430.728	420.858	415.307
0.0191243	2.30383	467.407	445.565	416.562	398.729	389.282	383.974
0.0191243	2.40855	431.404	410.614	381.966	364.987	356.006	350.965
0.0191243	2.51327	394.248	374.589	346.388	330.326	321.843	317.086
0.0191243	2.61799	356.694	337.5	310.633	295.531	287.57	282.682
0.0191243	2.72271	319.496	300.609	275.44	261.326	253.415	248.537
0.0191243	2.82743	283.487	264.915	241.468	228.33	220.227	215.687
0.0191243	2.93215	248.457	231.005	209.276	196.393	188.879	184.674
0.0191243	3.03687	215.477	199.358	179.321	166.75	159.813	155.936
0.0191243	3.14159	185.161	170.339	151.908	139.738	133.358	129.798
0.0197777	-3.14159	161.208	151.447	138.655	130.441	126.174	123.805
0.0197777	-3.03687	135.141	126.4	114.313	106.908	103.068	100.94
0.0197777	-2.93215	112.097	104.311	92.9342	86.2864	82.8465	80.9421
0.0197777	-2.82743	92.1142	85.2115	74.5408	68.5928	65.5211	63.6838
0.0197777	-2.72271	75.14	68.7934	59.0632	53.7535	50.9646	49.0076
0.0197777	-2.61799	61.0393	55.0524	46.3543	41.6195	38.7743	37.0133
0.0197777	-2.51327	49.6104	43.9816	36.1964	31.922	29.0692	27.4829
0.0197777	-2.40855	40.6008	35.0734	28.0262	24.1799	21.5842	20.1515
0.0197777	-2.30383	33.3538	28.1677	21.8321	18.3806	16.0239	14.7243
0.0197777	-2.19911	27.7364	23.0409	17.3109	14.2167	12.0786	10.8922
0.0197777	-2.0944	23.6726	19.386	14.1602	11.3427	9.44084	8.34895
0.0197777	-1.98968	20.8686	16.9133	12.0954	9.50119	7.82143	6.80601
0.0197777	-1.88496	19.0622	15.3644	10.8632	8.44209	6.92726	5.96665
0.0197777	-1.78024	18.0368	14.5264	10.2553	7.82577	6.16064	5.24512
0.0197777	-1.67552	17.3161	13.9209	9.79133	7.38934	5.77744	4.89141
0.0197777	-1.5708	16.9327	13.5996	9.54627	7.27771	5.69173	4.82006
0.0197777	-1.46608	17.0515	13.7161	9.65985	7.47383	5.88687	5.01466
0.0197777	-1.36136	17.7262	14.324	10.1858	7.96274	6.41694	5.52928
0.0197777	-1.25664	19.0811	15.5465	11.2456	8.93395	7.40469	6.48643
0.0197777	-1.15192	21.3055	17.5706	13.0237	10.452	8.71127	7.75386
0.0197777	-1.0472	24.3658	20.3986	15.5661	12.6454	10.7952	9.77703
0.0197777	-0.942478	28.6688	24.3646	19.117	16.0612	14.0708	12.9749
0.0197777	-0.837758	34.7198	30.0004	24.241	21.0172	18.8544	17.6626
0.0197777	-0.733038	42.8516	37.635	31.2618	27.8138	25.4736	24.1669
0.0197777	-0.628319	53.3897	47.5908	40.4972	36.6517	34.2507	32.8094
0.0197777	-0.523599	66.2089	60.1645	52.2403	47.9351	45.4841	43.8874
0.0197777	-0.418879	81.8129	75.6086	66.7416	61.9128	59.4277	57.6565
0.0197777	-0.314159	100.488	94.1126	84.1907	78.7739	75.981	74.3121
0.0197777	-0.20944	122.34	115.285	104.7	98.6315	95.4966	93.7627
0.0197777	-0.10472	147.378	139.424	128.288	121.508	117.998	116.054
0.0197777	1.11022e-16	175.505	166.581	154.871	147.321	143.405	141.233
0.0197777	0.10472	206.504	196.547	184.248	175.878	171.527	169.112
0.0197777	0.20944	240.037	228.995	215.362	206.866	202.057	199.384
0.0197777	0.314159	275.642	263.476	248.432	239.853	234.568	231.626
0.0197777	0.418879	312.734	299.423	282.936	273.816	268.517	265.299
0.0197777	0.523599	350.229	336.163	318.223	308.275	303.085	299.762
0.0197777	0.628319	387.055	372.93	353.553	342.782	337.151	334.014
0.0197777	0.733038	422.88	408.808	388.115	376.542	370.482	367.101
0.0197777	0.837758	456.808	441.788	421.062	408.722	402.251	398.637
0.0197777	0.942478	488.134	472.233	451.241	438.12	431.229	427.377
0.0197777	1.0472	516.01	499.316	477.919	464.16	456.924	452.877
0.0197777	1.15192	539.656	522.274	500.487	486.173	478.637	474.419
0.0197777	1.25664	558.395	540.443	518.077	503.509	495.724	491.364
0.0197777	1.36136	571.329	552.909	529.949	515.647	507.671	503.202
0.0197777	1.46608	578.162	559.465	536.15	522.212	514.101	509.555
0.0197777	1.5708	578.95	560.123	536.644	522.48	514.312	509.734
0.0197777	1.67552	573.684	554.881	531.431	517	508.843	504.271
0.0197777	1.78024	562.545	543.916	520.689	505.959	497.879	493.35
0.0197777	1.88496	545.55	527.294	504.541	489.713	481.773	477.325
0.0197777	1.98968	523.365	505.586	483.442	468.767	461.03	456.698
0.0197777	2.0944	496.861	479.688	457.808	443.664	436.22	432.054
0.0197777	2.19911	466.787	450.335	428.48	414.916	407.785	403.797
0.0197777	2.30383	433.956	418.324	396.562	383.657	376.882	373.096
0.0197777	2.40855	399.211	384.48	362.882	350.7	344.313	340.748
0.0197777	2.51327	363.39	348.752	328.261	316.85	310.877	307.546
0.0197777	2.61799	327.299	312.571	293.481	282.875	277.333	273.686
0.0197777	2.72271	291.153	276.918	259.266	249.482	243.656	240.214
0.0197777	2.82743	255.55	242.463	226.259	216.85	211.173	208.009
0.0197777	2.93215	221.723	209.775	195.005	185.687	180.495	177.605
0.0197777	3.03687	190.153	179.319	165.84	156.774	152.054	149.43
0.0197777	3.14159	161.208	151.447	138.655	130.441	126.174	123.805
0.0204311	-3.14159	142.569	136.808	128.279	123.189	120.567	119.119
0.0204311	-3.03687	117.789	112.816	104.704	100.243	97.9503	96.6858
0.0204311	-2.93215	95.9699	91.1876	84.0323	80.1526	78.1622	77.0534
0.0204311	-2.82743	77.142	72.4814	66.2829	62.931	61.2148	59.971
0.0204311	-2.72271	61.1008	56.723	51.3849	48.5057	46.7143	45.5728
0.0204311	-2.61799	47.5259	43.7673	39.1913	36.6114	34.8021	33.8065
0.0204311	-2.51327	36.6214	33.4041	29.4686	26.9042	25.3258	24.4582
0.0204311	-2.40855	27.8806	25.0846	21.6896	19.4034	18.0249	17.2681
0.0204311	-2.30383	21.1265	18.7322	15.8287	13.817	12.609	11.9463
0.0204311	-2.19911	16.1418	14.0814	11.5857	9.83877	8.77352	8.1896
0.0204311	-2.0944	12.616	10.827	8.66225	7.16456	6.21632	5.69691
0.0204311	-1.98968	10.2548	8.6805	6.77701	5.50788	4.65296	4.18495
0.0204311	-1.88496	8.79644	7.38523	5.6801	4.57852	3.78956	3.35785
0.0204311	-1.78024	8.02436	6.72952	5.1658	3.77359	3.03832	2.63613
0.0204311	-1.67552	7.43351	6.20926	4.73125	3.35699	2.6565	2.27343
0.0204311	-1.5708	7.11921	5.93264	4.50038	3.24344	2.55978	2.18596
0.0204311	-1.46608	7.21177	6.02379	4.58982	3.41625	2.73196	2.35779
0.0204311	-1.36136	7.7643	6.53575	5.05253	3.92877	3.22637	2.84224
0.0204311	-1.25664	8.90019	7.59041	6.00854	4.90239	4.16387	3.7599
0.0204311	-1.15192	10.8076	9.37304	7.63954	6.15418	5.36904	4.93943
0.0204311	-1.0472	13.4512	11.8692	9.90749	8.21845	7.36023	6.89039
0.0204311	-0.942478	17.2429	15.4423	13.2634	11.4708	10.5176	9.9954
0.0204311	-0.837758	22.6817	20.6052	18.0898	16.2242	15.1521	14.5644
0.0204311	-0.733038	30.1003	27.6849	24.7557	22.8034	21.5865	20.9188
0.0204311	-0.628319	39.8251	37.0026	33.5751	31.5275	30.1378	29.3747
0.0204311	-0.523599	52.1571	48.8545	44.8385	42.6819	41.0997	40.2245
0.0204311	-0.418879	67.3529	63.4937	58.7939	56.2642	54.7239	53.7192
0.0204311	-0.314159	85.5905	81.1119	75.6303	72.6723	71.1602	70.0507
0.0204311	-0.20944	106.262	101.822	95.4601	92.0181	90.255	89.2849
0.0204311	-0.10472	130.044	125.644	118.305	114.324	112.281	111.155
0.0204311	1.11022e-16	156.847	151.733	144.084	139.511	137.159	135.862
0.0204311	0.10472	186.469	180.554	172.602	167.39	164.703	163.219
0.0204311	0.20944	218.584	211.814	203.516	197.654	194.61	192.926
0.0204311	0.314159	252.746	245.077	235.663	229.88	226.459	224.565
0.0204311	0.418879	288.391	279.794	269.223	263.442	259.721	257.608
0.0204311	0.523599	324.848	315.309	303.559	297.119	293.76	291.424
0.0204311	0.628319	361.355	350.876	337.949	330.846	327.165	325.125
0.0204311	0.733038	395.976	385.683	371.602	363.847	359.822	357.588
0.0204311	0.837758	428.67	418.708	403.688	395.306	390.948	388.528
0.0204311	0.942478	458.87	448.179	433.115	424.09	419.39	416.778
0.0204311	1.0472	485.752	474.4	459.092	449.538	444.558	441.787
0.0204311	1.15192	508.559	496.629	481.067	471.052	465.825	462.915
0.0204311	1.25664	526.629	514.219	498.394	487.996	482.564	479.538
0.0204311	1.36136	539.119	526.314	510.466	499.861	494.271	491.156
0.0204311	1.46608	545.674	532.635	516.489	506.294	500.597	497.421
0.0204311	1.5708	546.388	533.239	516.955	506.58	500.831	497.626
0.0204311	1.67552	541.251	528.122	511.863	501.219	495.479	492.279
0.0204311	1.78024	530.441	517.459	501.282	490.425	484.749	481.585
0.0204311	1.88496	514.038	501.372	485.184	474.546	468.986	465.888
0.0204311	1.98968	492.557	480.293	464.402	454.077	448.684	445.681
0.0204311	2.0944	466.918	455.164	439.454	429.58	424.428	421.561
0.0204311	2.19911	437.85	426.699	410.869	401.478	396.583	393.861
0.0204311	2.30383	406.146	395.677	379.772	370.925	366.32	363.761
0.0204311	2.40855	372.625	361.928	346.968	338.715	334.426	332.045
0.0204311	2.51327	338.104	327.106	313.259	305.637	301.682	299.488
0.0204311	2.61799	302.393	292.102	279.411	272.442	268.667	266.152
0.0204311	2.72271	266.998	257.646	246.13	239.74	235.612	233.321
0.0204311	2.82743	232.8	224.387	214.043	207.532	203.799	201.729
0.0204311	2.93215	200.372	192.879	183.572	177.102	173.755	171.902
0.0204311	3.03687	170.177	163.573	154.643	148.88	145.906	144.261
0.0204311	3.14159	142.569	136.808	128.279	123.189	120.567	119.119
0.0210845	-3.14159	129.003	125.69	120.585	117.833	116.428	115.655
0.0210845	-3.03687	105.479	102.01	97.7378	95.4415	94.2707	93.6282
0.0210845	-2.93215	84.1564	81.2576	77.7368	75.8495	74.8893	74.1703
0.0210845	-2.82743	65.808	63.4528	60.5969	59.0703	58.0982	57.4224
0.0210845	-2.72271	50.4074	48.5251	46.2464	44.8677	43.8438	43.2825
0.0210845	-2.61799	37.8058	36.3265	34.5385	33.0327	32.1887	31.7266
0.0210845	-2.51327	27.7883	26.6446	24.9748	23.6131	22.9225	22.5447
0.0210845	-2.40855	19.7874	18.8924	17.4617	16.3514	15.7891	15.4819
0.0210845	-2.30383	13.7443	13.0726	11.8631	10.9597	10.5029	10.2536
0.0210845	-2.19911	9.37851	8.88001	7.87286	7.13656	6.76475	6.56195
0.0210845	-2.0944	6.37881	6.01061	5.18699	4.58246	4.27754	4.11134
0.0210845	-1.98968	4.451	4.1776	3.51884	3.01537	2.76168	2.62349
0.0210845	-1.88496	3.33312	3.12594	2.57644	2.14188	1.92306	1.80392
0.0210845	-1.78024	2.80886	2.47408	1.75396	1.3737	1.18235	1.0782
0.0210845	-1.67552	2.345	1.97457	1.31895	0.972953	0.79891	0.704199
0.0210845	-1.5708	2.09839	1.81045	1.18553	0.855825	0.690011	0.599789
0.0210845	-1.46608	2.16551	1.96239	1.33633	1.00602	0.839896	0.749507
0.0210845	-1.36136	2.59878	2.4585	1.82402	1.47616	1.30118	1.20595
0.0210845	-1.25664	3.52071	3.35171	2.76933	2.38586	2.19287	2.08783
0.0210845	-1.15192	5.1184	4.76579	3.95082	3.52017	3.30332	3.18524
0.0210845	-1.0472	7.35467	6.93102	5.97266	5.46566	5.21017	5.07098
0.0210845	-0.942478	10.6467	10.2731	9.17741	8.56734	8.2596	8.09184
0.0210845	-0.837758	15.4873	14.9807	13.8777	13.1335	12.7577	12.5527
0.0210845	-0.733038	22.209	21.526	20.3983	19.4843	19.022	18.7696
0.0210845	-0.628319	31.1391	30.2289	29.0582	27.934	27.3646	27.0534
0.0210845	-0.523599	42.5802	41.3851	39.9423	38.7739	38.0742	37.6915
0.0210845	-0.418879	56.7918	55.2482	53.382	52.2535	51.3985	50.9302
0.0210845	-0.314159	73.9717	72.0117	69.6383	68.3722	67.5268	66.9581
0.0210845	-0.20944	94.2389	91.7919	88.824	87.2365	86.4301	85.8011
0.0210845	-0.10472	117.618	114.614	110.963	109.005	108.008	107.462
0.0210845	1.11022e-16	143.269	140.397	135.977	133.6	132.388	131.722
0.0210845	0.10472	171.546	168.621	163.679	160.837	159.384	158.586
0.0210845	0.20944	202.276	198.733	193.763	190.415	188.7	187.756
0.0210845	0.314159	235.031	230.82	225.688	221.919	219.923	218.823
0.0210845	0.418879	269.264	264.349	258.347	254.824	252.531	251.266
0.0210845	0.523599	304.324	298.68	291.777	288.035	285.902	284.466
0.0210845	0.628319	339.471	333.088	325.269	321.022	318.839	317.635
0.0210845	0.733038	373.896	366.781	358.053	353.301	350.855	349.504
0.0210845	0.837758	405.93	398.927	389.317	384.074	381.371	379.876
0.0210845	0.942478	435.033	428.513	418.027	412.275	409.305	407.662
0.0210845	1.0472	460.948	453.902	443.335	437.162	433.97	432.203
0.0210845	1.15192	482.936	475.427	464.745	458.201	454.814	452.938
0.0210845	1.25664	500.354	492.459	481.625	474.771	471.221	469.254
0.0210845	1.36136	512.412	504.198	493.471	486.378	482.701	480.663
0.0210845	1.46608	518.697	510.291	499.929	492.673	488.911	486.824
0.0210845	1.5708	519.338	510.842	500.326	492.992	489.189	487.079
0.0210845	1.67552	514.327	505.847	495.067	487.746	483.95	481.844
0.0210845	1.78024	503.836	495.477	484.414	477.19	473.444	471.366
0.0210845	1.88496	488.009	479.906	468.709	461.662	458.01	455.985
0.0210845	1.98968	467.212	459.436	448.443	441.648	438.13	436.18
0.0210845	2.0944	442.415	435.048	424.161	417.731	414.403	412.548
0.0210845	2.19911	414.326	407.331	396.289	390.245	387.122	385.393
0.0210845	2.30383	383.719	376.243	365.976	360.365	357.47	355.868
0.0210845	2.40855	351.115	343.437	334.01	328.869	326.219	324.755
0.0210845	2.51327	316.683	309.716	301.175	296.526	294.134	292.812
0.0210845	2.61799	282.085	275.85	268.217	264.072	261.558	259.984
0.0210845	2.72271	248.048	242.55	235.827	231.701	229.163	227.762
0.0210845	2.82743	215.222	210.446	204.566	200.22	197.986	196.754
0.0210845	2.93215	184.158	180.079	174.269	170.485	168.545	167.475
0.0210845	3.03687	155.305	151.883	146.167	142.918	141.254	140.339
0.0210845	3.14159	129.003	125.69	120.585	117.833	116.428	115.655
