#x	y	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
0.0178175	0.426	608.402	542.736	457.773	407.106	379.119	362.912
0.0178175	0.4345	478.119	417.458	339.207	292.831	267.204	252.373
0.0178175	0.443	377.151	321.264	249.39	207.048	183.799	170.453
0.0178175	0.4515	301.771	250.46	184.635	145.944	124.859	112.697
0.0178175	0.46	245.942	199.027	139.056	104.101	85.1358	74.2738
0.0178175	0.4685	206.228	163.49	109.026	77.4031	60.2539	50.4922
0.0178175	0.477	177.905	139.157	89.9292	61.5289	46.2473	37.4789
0.0178175	0.4855	156.77	121.804	77.5164	52.0966	38.4747	30.764
0.0178175	0.494	140.205	108.825	69.1991	46.5711	34.4945	27.657
0.0178175	0.5025	125.772	97.7806	62.5421	42.5217	31.8635	25.8298
0.0178175	0.511	112.045	87.2464	56.123	38.5302	29.191	23.9217
0.0178175	0.5195	98.7072	76.9057	49.6279	34.287	26.197	21.631
0.0178175	0.528	86.5698	67.5705	43.8719	30.6112	23.6456	19.7532
0.0178175	0.5365	77.5144	61.1227	40.7396	29.3917	23.4539	20.144
0.0178175	0.545	74.2555	60.2715	42.8582	33.1787	28.1325	25.326
0.0178175	0.5535	79.5709	67.8072	53.2689	45.2442	41.0468	38.7179
0.0178175	0.562	98.3972	88.6604	76.6642	70.0856	66.6825	64.799
0.0178175	0.5705	134.709	126.78	116.979	111.629	108.872	107.349
0.0178175	0.579	193.044	186.776	179.102	174.935	172.795	171.617
0.0184709	0.426	565.34	508.983	436.482	393.659	370.198	356.675
0.0184709	0.4345	435.614	384.05	317.926	279.069	257.769	245.52
0.0184709	0.443	335.298	288.285	228.186	193.14	174.051	163.154
0.0184709	0.4515	260.737	218.062	163.631	131.967	114.856	105.02
0.0184709	0.46	205.954	167.42	118.471	90.2397	75.0524	66.4125
0.0184709	0.4685	167.406	132.782	88.9397	63.7466	50.1989	42.5311
0.0184709	0.477	140.459	109.544	70.5212	48.2528	36.3453	29.5501
0.0184709	0.4855	120.809	93.3803	58.8682	39.2777	28.8714	23.0144
0.0184709	0.494	105.861	81.7075	51.4132	34.3074	25.2584	20.1733
0.0184709	0.5025	93.1439	72.055	45.6889	30.8793	23.0672	18.6643
0.0184709	0.511	81.1913	62.9572	40.2329	27.5359	20.8548	17.1029
0.0184709	0.5195	69.641	54.052	34.6864	23.9226	18.2975	15.1426
0.0184709	0.528	59.2566	46.1038	29.8168	20.8114	16.1239	13.5196
0.0184709	0.5365	51.8729	40.9476	27.4623	20.0449	16.1992	14.0678
0.0184709	0.545	50.1938	41.2835	30.2227	24.1635	21.0337	19.303
0.0184709	0.5535	56.9026	49.8048	41.1	36.3479	33.8824	32.5222
0.0184709	0.562	76.9305	71.438	64.7237	61.0876	59.2242	58.1987
0.0184709	0.5705	114.271	110.122	105.065	102.34	100.949	100.184
0.0184709	0.579	173.375	170.469	166.94	165.048	164.086	163.559
0.0191243	0.426	527.197	479.412	418.293	382.533	363.099	351.95
0.0191243	0.4345	398.08	354.85	299.723	267.611	250.141	240.158
0.0191243	0.443	298.467	259.537	210.071	181.518	166.086	157.324
0.0191243	0.4515	224.773	189.915	145.708	120.255	106.608	98.7964
0.0191243	0.46	171.083	140.084	100.953	78.6202	66.7064	59.9797
0.0191243	0.4685	133.746	106.362	71.9088	52.3129	41.8609	35.9777
0.0191243	0.477	108.222	84.2348	54.1548	37.1747	28.1375	23.0124
0.0191243	0.4855	90.1021	69.2768	43.2476	28.6342	20.9381	16.6304
0.0191243	0.494	76.8158	58.9263	36.6405	24.1967	17.6707	14.0277
0.0191243	0.5025	65.8598	50.681	31.8347	21.3685	15.9009	12.8289
0.0191243	0.511	55.7282	43.0356	27.3285	18.6528	14.1293	11.5979
0.0191243	0.5195	46.013	35.5826	22.7178	15.6504	11.9896	9.95373
0.0191243	0.528	37.4304	29.0387	18.7229	13.0863	10.1784	8.57165
0.0191243	0.5365	31.7682	25.1923	17.1356	12.757	10.5071	9.267
0.0191243	0.545	31.7196	26.699	20.5298	17.1941	15.4866	14.5476
0.0191243	0.5535	39.8736	36.26	31.8623	29.4839	28.2591	27.5872
0.0191243	0.562	61.1552	58.6926	55.7056	54.1081	53.2968	52.8528
0.0191243	0.5705	99.5283	97.9612	96.0666	95.0585	94.5484	94.2698
0.0191243	0.579	159.501	158.676	157.683	157.157	156.892	156.747
0.0197777	0.426	493.753	453.811	403.017	373.578	357.704	348.641
0.0197777	0.4345	365.292	329.641	284.385	258.307	244.203	236.195
0.0197777	0.443	266.429	234.799	194.851	172.03	159.784	152.869
0.0197777	0.4515	193.647	165.796	130.672	110.655	100.001	93.9319
0.0197777	0.46	141.093	116.791	86.3063	69.0888	59.979	54.8648
0.0197777	0.4685	105.01	83.9999	57.7343	42.9468	35.1209	30.7393
0.0197777	0.477	80.9499	62.9915	40.6176	28.1093	21.505	17.773
0.0197777	0.4855	64.4022	49.2564	30.4519	20.0095	14.5563	11.5202
0.0197777	0.494	52.8193	40.2404	24.6765	16.0821	11.613	9.13147
0.0197777	0.5025	43.6666	33.4145	20.7733	13.8318	10.2374	8.23267
0.0197777	0.511	35.3988	27.2341	17.2014	11.723	8.89643	7.31613
0.0197777	0.5195	27.5628	21.2467	13.5123	9.31232	7.15553	5.96716
0.0197777	0.528	20.8271	16.1213	10.3788	7.27771	5.69173	4.82006
0.0197777	0.5365	16.9327	13.5996	9.54627	7.3695	6.26073	5.65282
0.0197777	0.545	18.5285	16.2845	13.5647	12.1118	11.3745	10.9712
0.0197777	0.5535	28.2094	26.9096	25.3398	24.4937	24.0611	23.825
0.0197777	0.562	50.7938	50.1579	49.3927	48.9885	48.7851	48.6743
0.0197777	0.5705	90.2492	90.0291	89.7652	89.6265	89.5569	89.5191
0.0197777	0.579	151.14	151.127	151.111	151.103	151.099	151.097
0.0204311	0.426	464.805	431.982	390.483	366.657	353.908	346.664
0.0204311	0.4345	337.044	308.222	271.781	251.017	239.847	233.545
0.0204311	0.443	238.973	213.868	182.351	164.527	155.04	149.706
0.0204311	0.4515	167.144	145.497	118.345	103.028	94.9343	90.3431
0.0204311	0.46	115.766	97.3308	74.3505	61.5055	54.7638	50.9984
0.0204311	0.4685	80.9769	65.4815	46.2345	35.5076	29.8723	26.7334
0.0204311	0.477	58.3854	45.574	29.7173	20.9409	16.3414	13.7496
0.0204311	0.4855	43.4816	33.0997	20.2958	13.2627	9.61999	7.60231
0.0204311	0.494	33.6402	25.4272	15.3343	9.82223	6.9796	5.40929
0.0204311	0.5025	26.3296	20.0301	12.3162	8.12759	5.97671	4.79163
0.0204311	0.511	19.9652	15.3243	9.66186	6.60479	5.04158	4.17752
0.0204311	0.5195	14.0491	10.8129	6.87836	4.76632	3.69084	3.10131
0.0204311	0.528	9.20245	7.1174	4.59157	3.24344	2.55978	2.18596
0.0204311	0.5365	7.11921	5.93264	4.50038	3.74029	3.3564	3.14701
0.0204311	0.545	10.3739	9.81022	9.13222	8.77433	8.59429	8.4963
0.0204311	0.5535	21.6565	21.5109	21.3342	21.2352	21.1856	21.1586
0.0204311	0.562	45.5896	45.5888	45.5879	45.5874	45.5872	45.587
0.0204311	0.5705	86.1744	86.0776	85.9624	85.9026	85.8728	85.8568
0.0204311	0.579	148.029	147.57	147.026	146.746	146.607	146.532
0.0210845	0.426	440.162	413.742	380.532	361.646	351.613	345.943
0.0210845	0.4345	313.143	290.388	261.751	245.611	236.976	232.133
0.0210845	0.443	215.903	196.554	172.409	158.89	151.758	147.76
0.0210845	0.4515	145.065	128.827	108.562	97.2474	91.3112	87.9553
0.0210845	0.46	94.901	81.5092	64.9208	55.7439	50.9652	48.3094
0.0210845	0.4685	61.4411	50.6099	37.2426	29.8682	26.0197	23.8867
0.0210845	0.477	40.3537	31.8109	21.3067	15.5484	12.5516	10.869
0.0210845	0.4855	27.1288	20.6036	12.6099	8.26628	6.03459	4.80458
0.0210845	0.494	19.0642	14.281	8.44293	5.2894	3.67623	2.7895
0.0210845	0.5025	13.6314	10.319	6.29103	4.12809	3.02643	2.42244
0.0210845	0.511	9.20711	7.09504	4.53623	3.1703	2.47754	2.09871
0.0210845	0.5195	5.24875	4.06736	2.64138	1.88465	1.50247	1.29401
0.0210845	0.528	2.33012	1.81045	1.18553	0.855825	0.690011	0.599789
0.0210845	0.5365	2.09839	1.97224	1.82109	1.74182	1.70212	1.68056
0.0210845	0.545	7.05438	7.05434	7.05431	7.05429	7.05428	7.05426
