#	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
0.002464	43.1522	43.1154	43.0714	43.0484	43.0368	43.0306
0.0024715	29.3729	29.3546	29.3326	29.3212	29.3155	29.3123
0.002479	18.251	18.2311	18.2072	18.1948	18.1886	18.1852
0.0024865	10.0735	10.0639	10.0524	10.0464	10.0434	10.0418
0.002494	4.48554	4.48354	4.46578	4.4155	4.39048	4.36332
0.0025015	1.0757	1.07546	1.07518	1.07504	1.07496	1.07492
0.002509	0	0	0	0	0	0
0.0025165	1.03898	1.03648	1.03349	1.03193	1.03115	1.03073
0.002524	4.36269	4.35334	4.34216	4.33633	4.33341	4.33183
0.0025315	10.1603	10.1121	10.0547	10.0248	10.0099	10.0019
0.002539	18.0838	18.0332	17.9729	17.9416	17.926	17.9176
0.0025465	28.7315	28.7083	28.6808	28.6664	28.6593	28.6554
0.002554	42.1526	42.1277	42.098	42.0826	42.0749	42.0707
