#	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
0.426	373.628	370.831	363.82	356.906	350.732	345.943
0.4345	251.38	249.396	244.587	239.627	235.352	231.893
0.443	160.199	158.513	155.416	152.087	149.225	146.964
0.4515	94.9687	94.0536	92.0431	89.8873	88.0583	86.5236
0.46	51.2709	51.0009	49.5601	48.2761	47.2347	46.2081
0.4685	24.6425	24.1114	23.4726	22.6402	22.0242	21.4165
0.477	9.87725	9.77722	9.53232	8.92528	8.61505	8.27971
0.4855	3.53289	3.21467	2.83262	2.63156	2.53062	2.29872
0.494	1.02917	1.00263	0.970901	0.954308	0.731039	0.609196
0.5025	1.3573	1.15797	0.918929	0.793372	0.730421	0.69623
0.511	0.912324	0.908997	0.905023	0.902948	0.901912	0.901351
0.5195	0.954147	0.811992	0.641625	0.552242	0.507462	0.483152
0.528	0	0	0	0	0	0
0.5365	1.65755	1.51567	1.34694	1.25947	1.21602	1.19254
0.545	7.05438	7.05434	7.05431	6.83131	6.66035	6.56822
0.5535	19.9432	19.8142	19.6607	19.4175	19.039	18.8352
0.562	45.3053	44.7589	44.1117	43.4468	42.7824	42.2409
0.5705	86.1744	85.8777	84.4779	83.0866	81.8192	80.7742
0.579	148.029	147.57	145.247	142.632	140.02	137.935
