#x	y	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
0.426	-3.14159	516.163	508.098	497.894	488.773	481.276	475.372
0.426	-3.03687	487.952	480.915	471.335	462.299	454.598	448.657
0.426	-2.93215	463.413	457.323	448.321	439.069	431.485	425.513
0.426	-2.82743	442.544	437.313	428.596	419.32	411.647	405.646
0.426	-2.72271	425.23	420.695	411.827	402.914	395.189	389.289
0.426	-2.61799	411.019	407.168	398.288	389.448	381.995	376.215
0.426	-2.51327	399.842	396.127	387.694	378.955	371.769	366.123
0.426	-2.40855	391.356	387.64	379.707	371.086	364.159	358.563
0.426	-2.30383	385.18	381.451	373.735	365.461	358.658	353.204
0.426	-2.19911	380.916	377.166	369.589	361.682	354.991	349.704
0.426	-2.0944	377.936	374.396	366.945	359.356	352.787	347.655
0.426	-1.98968	376.004	372.774	365.435	358.114	351.667	346.674
0.426	-1.88496	374.968	371.973	364.719	357.504	351.088	346.148
0.426	-1.78024	374.23	371.36	364.128	357.055	350.782	345.943
0.426	-1.67552	373.782	370.951	363.865	356.906	350.732	345.97
0.426	-1.5708	373.628	370.831	363.82	356.941	350.825	346.11
0.426	-1.46608	373.743	370.974	363.966	357.136	351.034	346.339
0.426	-1.36136	374.193	371.388	364.37	357.515	351.426	346.724
0.426	-1.25664	375.134	372.173	365.186	358.233	352.16	347.424
0.426	-1.15192	376.643	373.496	366.468	359.363	353.24	348.432
0.426	-1.0472	378.922	375.484	368.474	361.177	355.062	350.184
0.426	-0.942478	382.312	378.82	371.816	364.279	358.155	353.209
0.426	-0.837758	387.312	383.908	376.851	369.073	362.797	357.822
0.426	-0.733038	394.492	391.169	383.762	375.986	369.539	364.489
0.426	-0.628319	404.274	401.023	393.2	385.439	378.806	373.683
0.426	-0.523599	417.053	413.372	405.552	397.775	390.996	385.81
0.426	-0.418879	433.173	428.831	421.158	413.043	406.46	401.222
0.426	-0.314159	452.903	447.807	439.977	431.805	425.155	419.974
0.426	-0.20944	476.414	470.472	462.183	454.237	447.458	442.299
0.426	-0.10472	503.726	496.887	488.083	480.047	473.506	468.395
0.426	1.11022e-16	534.777	526.983	517.287	509.289	502.82	497.841
0.426	0.10472	569.424	560.547	549.49	541.936	535.455	530.616
0.426	0.20944	607.294	597.219	584.722	576.994	570.927	566.241
0.426	0.314159	647.819	636.485	622.485	614.583	608.592	604.133
0.426	0.418879	690.24	677.681	662.141	653.56	647.98	643.682
0.426	0.523599	733.796	720.005	702.913	693.448	688.028	684.02
0.426	0.628319	777.545	762.538	743.909	733.566	728.165	724.291
