#	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
-3.14159	0	0	0	0	0	0
-3.03687	1.16677	1.15335	1.13658	1.12748	1.12284	1.1203
-2.93215	2.31505	2.28817	2.25465	2.23646	2.22719	2.2221
-2.82743	3.43362	3.39342	3.34337	3.3162	3.30234	3.29473
-2.72271	4.51166	4.45845	4.39227	4.35635	4.33801	4.32793
-2.61799	5.53889	5.47311	5.39141	5.34706	5.3244	5.31195
-2.51327	6.50561	6.42787	6.33144	6.27909	6.25232	6.23761
-2.40855	7.40285	7.31389	7.20369	7.14385	7.11325	7.09642
-2.30383	8.20216	8.10578	7.98658	7.9219	7.88881	7.87062
-2.19911	8.91559	8.80966	8.67877	8.60773	8.57137	8.55138
-2.0944	9.53889	9.42456	9.28338	9.20676	9.16753	9.14596
-1.98968	10.0662	9.9447	9.79478	9.71341	9.67174	9.64882
-1.88496	10.4929	10.3656	10.2086	10.1233	10.0797	10.0557
-1.78024	10.8157	10.684	10.5216	10.4335	10.3883	10.3635
-1.67552	11.0294	10.8978	10.7321	10.6421	10.5959	10.5705
-1.5708	11.1179	10.9846	10.8204	10.7313	10.6857	10.6606
-1.46608	11.101	10.9676	10.8033	10.7142	10.6685	10.6434
-1.36136	10.9809	10.849	10.6865	10.5984	10.5533	10.5284
-1.25664	10.7615	10.6327	10.474	10.3879	10.3439	10.3196
-1.15192	10.4484	10.3243	10.1714	10.0885	10.046	10.0227
-1.0472	9.88838	9.7901	9.6694	9.60423	9.57097	9.5527
-0.942478	9.21785	9.12534	9.01163	8.95024	8.91891	8.9017
-0.837758	8.45856	8.37311	8.26798	8.21122	8.18226	8.16637
-0.733038	7.60961	7.52947	7.43073	7.37738	7.35016	7.33522
-0.628319	6.67134	6.60033	6.51273	6.46539	6.44125	6.42801
-0.523599	5.66648	5.60558	5.53036	5.48971	5.46899	5.45763
-0.418879	4.60457	4.55465	4.4929	4.45954	4.44254	4.43322
-0.314159	3.49586	3.45766	3.41034	3.38478	3.37176	3.36462
-0.20944	2.35121	2.32534	2.29324	2.27589	2.26707	2.26223
-0.10472	1.18201	1.16892	1.15265	1.14386	1.13939	1.13694
0	0	0	0	0	0	0
0.10472	1.18278	1.16953	1.15301	1.14409	1.13955	1.13707
0.20944	2.35415	2.32764	2.29455	2.27667	2.26758	2.26262
0.314159	3.50194	3.46232	3.41278	3.38601	3.37243	3.365
0.418879	4.6141	4.56167	4.496	4.46053	4.44253	4.43269
0.523599	5.67886	5.61406	5.53279	5.48888	5.46661	5.45445
0.628319	6.68491	6.60833	6.51215	6.46018	6.43385	6.41946
0.733038	7.62152	7.5339	7.42369	7.36414	7.33397	7.3175
0.837758	8.47876	8.38095	8.25626	8.18763	8.15288	8.13392
0.942478	9.23244	9.12214	8.98305	8.90788	8.86983	8.84907
1.0472	9.88566	9.767	9.61719	9.53623	9.49526	9.47291
1.15192	10.4365	10.3107	10.1517	10.0658	10.0223	9.99858
1.25664	10.8794	10.7477	10.5811	10.4911	10.4455	10.4207
1.36136	11.2102	11.074	10.9016	10.8084	10.7613	10.7356
1.46608	11.4266	11.2873	11.1109	11.0156	10.9674	10.9411
1.5708	11.5264	11.3825	11.2001	11.1015	11.0516	11.0245
1.67552	11.4927	11.3484	11.1656	11.0668	11.0168	10.9896
1.78024	11.3483	11.2053	11.0241	10.9261	10.8765	10.8495
1.88496	11.0981	10.9579	10.7804	10.6844	10.6358	10.6093
1.98968	10.7334	10.6135	10.4418	10.3489	10.3019	10.2763
2.0944	10.123	10.0192	9.88801	9.81699	9.78101	9.76137
2.19911	9.41547	9.31727	9.19323	9.12607	9.09203	9.07345
2.30383	8.60565	8.5172	8.40557	8.34511	8.31445	8.29771
2.40855	7.70711	7.62661	7.5251	7.47011	7.44221	7.42696
2.51327	6.73626	6.66484	6.57485	6.5261	6.50135	6.48782
2.61799	5.70335	5.64202	5.56483	5.523	5.50175	5.49013
2.72271	4.6192	4.56887	4.5056	4.4713	4.45387	4.44433
2.82743	3.49513	3.45657	3.40816	3.38191	3.36856	3.36125
2.93215	2.34272	2.31657	2.28378	2.266	2.25695	2.252
3.03687	1.17374	1.16049	1.14391	1.13492	1.13034	1.12783
3.14159	0	0	0	0	0	0
