#	stats	nuenorm1_corr	nuenorm2_corr	nuenorm3_corr	nuenorm4_corr	nuenorm5_corr
-3.14159	111.888	111.882	111.875	111.87	111.86	111.841
-3.03687	90.6116	90.5904	90.5649	90.5513	90.5441	90.5397
-2.93215	71.9386	71.9375	71.9359	71.8915	71.7496	71.6721
-2.82743	56.1747	56.0822	55.7896	55.6356	55.5581	55.5158
-2.72271	42.2545	42.1361	41.9941	41.9196	41.882	41.8615
-2.61799	30.7901	30.7566	30.7164	30.6954	30.6679	30.4622
-2.51327	21.7912	21.7902	21.789	21.7884	21.5678	21.3223
-2.40855	14.9836	14.9712	14.9564	14.852	14.6573	14.3514
-2.30383	10.0193	9.99762	9.8291	9.68907	9.59125	9.28304
-2.19911	6.36495	6.23814	6.08618	6.00648	5.96654	5.79159
-2.0944	3.74438	3.67916	3.6011	3.56021	3.53975	3.52864
-1.98968	2.15441	2.12544	2.0908	2.07268	2.06362	2.05871
-1.88496	1.28026	1.26882	1.25513	1.24798	1.24441	1.24247
-1.78024	0.518805	0.515949	0.512537	0.510757	0.509868	0.509386
-1.67552	0.123085	0.122775	0.122405	0.122213	0.122116	0.122064
-1.5708	0	0	0	0	0	0
-1.46608	0.128232	0.128231	0.128231	0.128231	0.12823	0.12823
-1.36136	0.559925	0.559542	0.559084	0.558845	0.558726	0.558651
-1.25664	1.41874	1.41553	1.41168	1.40967	1.40867	1.40812
-1.15192	2.46397	2.45331	2.44055	2.43389	2.43056	2.42874
-1.0472	4.35492	4.32487	4.28893	4.27013	4.26072	4.24208
-0.942478	7.36264	7.35617	7.27533	7.17429	7.11585	7.0091
-0.837758	11.6569	11.6556	11.5463	11.3654	11.2745	11.2251
-0.733038	17.6924	17.6375	17.5721	17.3662	17.2296	17.1552
-0.628319	25.5254	25.5148	25.502	25.4953	25.3181	25.2097
-0.523599	35.7545	35.7529	35.7509	35.7498	35.749	35.7005
-0.418879	48.6498	48.6124	48.5676	48.544	48.532	48.5252
-0.314159	64.1926	64.1914	64.0346	63.9513	63.9097	63.8869
-0.20944	81.8721	81.8335	81.7874	81.7632	81.7507	81.7436
-0.10472	102.442	102.441	102.44	102.44	102.439	102.438
1.11022e-16	125.983	125.957	125.927	125.911	125.861	125.812
0.10472	151.511	151.509	151.507	151.467	151.297	151.205
0.20944	179.284	179.212	178.832	178.635	178.537	178.483
0.314159	208.018	207.869	207.69	207.597	207.496	207.305
0.418879	237.993	237.948	237.893	237.533	237.284	237.148
0.523599	268.863	268.86	268.265	267.93	267.763	267.476
0.628319	299.329	298.994	298.595	298.3	297.821	297.561
0.733038	328.719	328.535	328.316	327.559	327.027	326.535
0.837758	356.865	356.781	356.039	355.025	354.278	353.59
0.942478	382.533	382.196	381.273	380.272	379.217	378.605
1.0472	404.665	404.441	403.172	402.078	401.069	400.527
1.15192	423.429	423.043	421.676	420.366	419.452	418.96
1.25664	438.247	437.45	436.266	434.783	433.944	433.491
1.36136	448.447	447.556	446.502	444.904	444.119	443.695
1.46608	453.869	453.049	451.954	450.43	449.679	449.274
1.5708	454.317	453.529	452.497	451.006	450.272	449.876
1.67552	449.697	448.903	447.957	446.461	445.724	445.327
1.78024	440.491	439.657	438.67	437.323	436.566	436.157
1.88496	426.675	426.094	425.015	423.884	423.089	422.66
1.98968	408.761	408.645	407.428	406.563	405.71	405.25
2.0944	387.412	387.253	386.441	385.716	384.949	384.448
2.19911	363.019	362.764	362.422	361.549	361.118	360.585
2.30383	336.227	336.047	335.594	335.12	334.606	334.328
2.40855	307.361	307.26	307.138	306.965	306.652	306.32
2.51327	277.711	277.5	277.249	277.118	277.052	277.015
2.61799	247.406	247.399	247.323	247.093	246.978	246.914
2.72271	217.352	217.345	217.337	217.332	217.329	217.326
2.82743	188.592	188.531	188.458	188.42	188.4	188.388
2.93215	161.351	161.273	161.179	161.13	161.076	161.045
3.03687	135.357	135.346	135.333	135.326	135.322	135.319
3.14159	111.888	111.882	111.875	111.87	111.86	111.841
