
# Surface 0 of 1 surfaces

# Curve title: "file u (getx($1)):(gety($2)):(sqrt(column(c)))"

# Contour 0, label:        3
 0.490403 -1.0472  1.645 
 0.494 -1.00934  1.645 
 0.5025 -0.982593  1.645 
 0.511 -0.98248  1.645 
 0.5195 -0.978451  1.645 
 0.528 -0.973669  1.645 
 0.5365 -1.03281  1.645 
 0.537202 -1.0472  1.645 
 0.540835 -1.15192  1.645 
 0.543185 -1.25664  1.645 
 0.544544 -1.36136  1.645 
 0.545 -1.42795  1.645 
 0.545199 -1.46608  1.645 
 0.545434 -1.5708  1.645 
 0.545197 -1.67551  1.645 


# Contour 4, label:        1
 0.536942 -1.88495  1 
 0.5365 -1.90698  1 
 0.530933 -1.98967  1 
 0.528 -2.01684  1 
 0.522334 -1.98967  1 
 0.5195 -1.96892  1 
 0.511 -1.9107  1 
 0.5025 -1.92503  1 
 0.4953 -1.88495  1 
 0.494 -1.87208  1 
 0.492279 -1.78023  1 
 0.491205 -1.67551  1 
 0.490633 -1.5708  1 
 0.490678 -1.46608  1 
 0.491602 -1.36136  1 
 0.494 -1.25782  1 
 0.494117 -1.25664  1 
 0.5025 -1.20717  1 
 0.511 -1.20374  1 
 0.5195 -1.17901  1 
 0.528 -1.15683  1 
 0.535292 -1.25664  1 
 0.5365 -1.28216  1 
 0.537961 -1.36136  1 
 0.539034 -1.46608  1 
 0.539441 -1.5708  1 
 0.538967 -1.67551  1 
 0.53814 -1.78023  1 
 0.536942 -1.88495  1 

