#x	y	0	6a	7a	67
0.426	0.002464	118.783	122.181	133.443	133.814
0.426	0.0024715	115.149	118.389	129.037	129.388
0.426	0.002479	112.943	115.307	125.337	125.634
0.426	0.0024865	111.707	113.917	122.288	122.55
0.426	0.002494	110.757	112.91	120.482	120.367
0.426	0.0025015	110.12	112.208	119.799	119.546
0.426	0.002509	109.809	111.845	119.493	119.215
0.426	0.0025165	109.858	111.829	119.523	119.237
0.426	0.002524	110.228	112.174	119.96	119.667
0.426	0.0025315	110.996	112.924	120.787	120.472
0.426	0.002539	112.176	114.091	122.01	121.686
0.426	0.0025465	113.743	115.63	123.679	123.347
0.426	0.002554	115.724	117.599	125.81	125.579
0.4345	0.002464	89.2785	91.8778	99.9044	100.178
0.4345	0.0024715	85.4582	87.7989	95.3743	95.6273
0.4345	0.002479	82.2179	84.4029	91.4857	91.7091
0.4345	0.0024865	80.3648	81.9534	88.3619	88.5435
0.4345	0.002494	79.2982	80.8048	85.9543	85.9925
0.4345	0.0025015	78.5268	79.9889	85.0288	84.8448
0.4345	0.002509	78.0842	79.4963	84.571	84.3829
0.4345	0.0025165	77.9978	79.3707	84.459	84.2758
0.4345	0.002524	78.2308	79.6024	84.6798	84.4985
0.4345	0.0025315	78.8032	80.1733	85.3268	85.138
0.4345	0.002539	79.7967	81.1525	86.3636	86.154
0.4345	0.0025465	81.2261	82.5574	87.838	87.6204
0.4345	0.002554	83.0664	84.3603	89.7826	89.5527
0.443	0.002464	65.3356	67.2378	72.6343	72.8317
0.443	0.0024715	61.2578	62.9198	67.9254	68.0906
0.443	0.002479	57.8756	59.4096	63.9834	64.1509
0.443	0.0024865	55.2198	56.5219	60.7738	60.9042
0.443	0.002494	53.8977	54.9176	58.2854	58.3965
0.443	0.0025015	53.016	54.0011	57.046	56.9605
0.443	0.002509	52.4468	53.3984	56.4677	56.3624
0.443	0.0025165	52.2161	53.1341	56.2504	56.139
0.443	0.002524	52.3615	53.2596	56.4035	56.2718
0.443	0.0025315	52.8847	53.7566	56.9682	56.8302
0.443	0.002539	53.8152	54.6682	57.9618	57.8049
0.443	0.0025465	55.1919	56.0284	59.3683	59.2032
0.443	0.002554	57.0311	57.8352	61.2488	61.078
0.4515	0.002464	46.7979	48.0675	51.6843	51.8194
0.4515	0.0024715	42.4777	43.632	46.8321	46.944
0.4515	0.002479	39.0109	39.982	42.8883	42.9797
0.4515	0.0024865	36.1926	37.0865	39.6531	39.748
0.4515	0.002494	34.2843	34.9548	37.2378	37.321
0.4515	0.0025015	33.3859	33.9922	35.7176	35.701
0.4515	0.002509	32.8176	33.3969	35.1292	35.0757
0.4515	0.0025165	32.5948	33.1496	34.8929	34.8239
0.4515	0.002524	32.7181	33.2534	35.0504	34.9639
0.4515	0.0025315	33.2652	33.7755	35.5972	35.5054
0.4515	0.002539	34.1933	34.686	36.5961	36.4899
0.4515	0.0025465	35.5766	36.056	37.9998	37.8865
0.4515	0.002554	37.4338	37.9035	39.8067	39.7423
0.46	0.002464	33.395	34.1948	36.5586	36.5714
0.46	0.0024715	28.9432	29.7043	31.6261	31.691
0.46	0.002479	25.3457	25.9629	27.6499	27.7015
0.46	0.0024865	22.529	23.091	24.5033	24.5692
0.46	0.002494	20.4805	20.9276	22.1782	22.2222
0.46	0.0025015	19.3785	19.7105	20.599	20.6424
0.46	0.002509	18.8478	19.165	20.0139	19.9871
0.46	0.0025165	18.6628	18.9619	19.8286	19.7883
0.46	0.002524	18.8435	19.1272	20.0349	19.9806
0.46	0.0025315	19.3887	19.6835	20.5267	20.5034
0.46	0.002539	20.3282	20.6015	21.4537	21.4282
0.46	0.0025465	21.6961	21.9597	22.802	22.7667
0.46	0.002554	23.5497	23.8065	24.6368	24.6013
0.4685	0.002464	24.3435	24.8087	26.2076	26.1394
0.4685	0.0024715	19.8283	20.2598	21.3092	21.3157
0.4685	0.002479	16.1562	16.5098	17.3582	17.3647
0.4685	0.0024865	13.3676	13.6916	14.3267	14.3634
0.4685	0.002494	11.3619	11.5954	12.1242	12.1482
0.4685	0.0025015	10.1247	10.3087	10.6875	10.7041
0.4685	0.002509	9.6171	9.78667	10.1006	10.1061
0.4685	0.0025165	9.4562	9.61431	9.94034	9.9371
0.4685	0.002524	9.6703	9.8126	10.1271	10.1246
0.4685	0.0025315	10.2659	10.3982	10.7009	10.6877
0.4685	0.002539	11.3154	11.4321	11.7229	11.7111
0.4685	0.0025465	12.7852	12.8908	13.1865	13.1673
0.4685	0.002554	14.7496	14.8244	15.14	15.1233
0.477	0.002464	18.8069	19.0365	19.865	19.748
0.477	0.0024715	14.2612	14.4266	15.0273	14.9801
0.477	0.002479	10.5412	10.7166	11.1124	11.0905
0.477	0.0024865	7.79533	7.93635	8.20038	8.21654
0.477	0.002494	5.82948	5.93656	6.1154	6.12552
0.477	0.0025015	4.64232	4.72527	4.8398	4.85512
0.477	0.002509	4.18354	4.25174	4.32545	4.33466
0.477	0.0025165	4.13207	4.19189	4.26049	4.26553
0.477	0.002524	4.45612	4.50772	4.56035	4.56296
0.477	0.0025315	5.16295	5.19321	5.26135	5.25682
0.477	0.002539	6.31467	6.33837	6.41422	6.40874
0.477	0.0025465	7.89506	7.91341	8.01582	8.00544
0.477	0.002554	9.99663	10.0166	10.1354	10.125
0.4855	0.002464	15.9854	16.0544	16.5684	16.393
0.4855	0.0024715	11.3995	11.4304	11.7857	11.6658
0.4855	0.002479	7.70817	7.7667	7.92884	7.8839
0.4855	0.0024865	5.00447	5.0349	5.12853	5.10648
