#	0	6a	7a	67
0.0178175	21.8081	21.7929	21.8268	21.7719
0.0184709	14.8472	14.8418	14.8766	14.8436
0.0191243	9.38575	9.38654	9.42158	9.40437
0.0197777	5.32124	5.32522	5.3593	5.35269
0.0204311	2.52853	2.52449	2.52084	2.51308
0.0210845	0.683661	0.68271	0.681763	0.679909
0.0217379	0	0	0	0
0.0223914	0.353522	0.353972	0.367087	0.367953
0.0230448	0.849266	0.849981	0.849334	0.85554
0.0236982	2.05919	2.05808	2.05954	2.06171
0.0243516	4.23833	4.23547	4.23802	4.23699
0.025005	7.09954	7.10801	7.1341	7.12648
0.0256584	10.7902	10.7964	10.8306	10.819
