#x	y	new0_fix	prod
0.0178175	-3.14159	79.0646	73.2694
0.0178175	-3.03687	67.9519	62.4139
0.0178175	-2.93215	58.1221	54.1341
0.0178175	-2.82743	49.7293	46.7351
0.0178175	-2.72271	42.712	40.5308
0.0178175	-2.61799	36.9781	35.4517
0.0178175	-2.51327	32.4113	31.4045
0.0178175	-2.40855	28.8783	28.2616
0.0178175	-2.30383	26.237	25.4301
0.0178175	-2.19911	24.3106	23.716
0.0178175	-2.0944	22.9607	22.5613
0.0178175	-1.98968	22.0767	21.6246
0.0178175	-1.88496	21.5484	21.1318
0.0178175	-1.78024	21.2591	20.8633
0.0178175	-1.67552	21.1454	20.7569
0.0178175	-1.5708	21.1698	20.7697
0.0178175	-1.46608	21.3341	20.8358
0.0178175	-1.36136	21.517	21.0496
0.0178175	-1.25664	21.9976	21.4662
0.0178175	-1.15192	22.7916	22.1704
0.0178175	-1.0472	24.0367	23.2595
0.0178175	-0.942478	25.7969	24.8212
0.0178175	-0.837758	28.2716	27.0062
0.0178175	-0.733038	31.6115	29.9704
0.0178175	-0.628319	36.1701	33.8906
0.0178175	-0.523599	41.6492	38.8406
0.0178175	-0.418879	48.609	44.9979
0.0178175	-0.314159	56.9448	52.3355
0.0178175	-0.20944	66.8087	61.0208
0.0178175	-0.10472	78.2267	71.0496
0.0178175	-2.66454e-15	91.1763	82.3322
0.0178175	0.10472	105.34	94.8053
0.0178175	0.20944	120.621	108.253
0.0178175	0.314159	136.959	122.703
0.0178175	0.418879	154.088	137.768
0.0178175	0.523599	171.682	152.998
0.0178175	0.628319	189.363	167.725
0.0178175	0.733038	206.706	182.447
0.0178175	0.837758	222.747	196.258
0.0178175	0.942478	237.533	209.451
0.0178175	1.0472	250.5	220.829
0.0178175	1.15192	261.415	229.916
0.0178175	1.25664	269.879	237.834
0.0178175	1.36136	275.558	241.991
0.0178175	1.46608	278.23	244.834
0.0178175	1.5708	277.894	244.239
0.0178175	1.67552	274.57	242.065
0.0178175	1.78024	268.386	236.022
0.0178175	1.88496	259.32	228.361
0.0178175	1.98968	248.059	219.208
0.0178175	2.0944	234.847	207.457
0.0178175	2.19911	220.048	194.659
0.0178175	2.30383	204.122	180.747
0.0178175	2.40855	187.409	166.311
0.0178175	2.51327	170.045	151.889
0.0178175	2.61799	152.823	137.165
0.0178175	2.72271	136.089	122.901
0.0178175	2.82743	120.138	109.075
0.0178175	2.93215	105.207	96.1595
0.0178175	3.03687	91.475	84.1664
0.0178175	3.14159	79.0646	73.2694
0.0184709	-3.14159	69.4485	64.0375
0.0184709	-3.03687	58.7559	54.9478
0.0184709	-2.93215	49.451	46.6207
0.0184709	-2.82743	41.5105	39.4865
0.0184709	-2.72271	34.8756	33.4632
0.0184709	-2.61799	29.4439	28.4667
0.0184709	-2.51327	25.1053	24.1493
0.0184709	-2.40855	21.7427	21.1094
0.0184709	-2.30383	19.2193	18.8363
0.0184709	-2.19911	17.3954	17.206
0.0184709	-2.0944	16.1355	16.0963
0.0184709	-1.98968	15.3113	15.0826
0.0184709	-1.88496	14.8131	14.6219
