#x	y	new0_fix	prod
0.426	0.002464	115.25	130.631
0.426	0.0024715	113.055	126.373
0.426	0.002479	111.654	124.275
0.426	0.0024865	111.33	122.658
0.426	0.002494	110.296	122.728
0.426	0.0025015	109.523	122.049
0.426	0.002509	109.546	121.328
0.426	0.0025165	109.262	120.485
0.426	0.002524	109.319	121.185
0.426	0.0025315	109.771	121.814
0.426	0.002539	110.63	122.988
0.426	0.0025465	111.878	124.662
0.426	0.002554	113.529	126.89
0.4345	0.002464	86.2748	94.5509
0.4345	0.0024715	84.1189	91.9958
0.4345	0.002479	81.8683	89.5311
0.4345	0.0024865	80.3701	87.2619
0.4345	0.002494	79.1661	85.811
0.4345	0.0025015	78.394	84.8959
0.4345	0.002509	77.6511	84.276
0.4345	0.0025165	77.2641	83.8588
0.4345	0.002524	77.2403	83.9245
0.4345	0.0025315	77.5847	84.4295
0.4345	0.002539	78.3475	85.4565
0.4345	0.0025465	79.5438	87.0146
0.4345	0.002554	81.1492	89.0687
0.443	0.002464	62.4998	67.2217
0.443	0.0024715	59.7361	63.8276
0.443	0.002479	57.0337	60.8334
0.443	0.0024865	55.1007	58.7782
0.443	0.002494	53.6688	57.163
0.443	0.0025015	52.8285	56.1299
0.443	0.002509	52.0564	55.426
0.443	0.0025165	51.62	54.9982
0.443	0.002524	51.5945	55.0068
0.443	0.0025315	51.8983	55.4866
0.443	0.002539	52.6317	56.4391
0.443	0.0025465	53.8101	57.9191
0.443	0.002554	55.4502	59.9238
0.4515	0.002464	43.4726	47.0284
0.4515	0.0024715	40.3424	43.1279
0.4515	0.002479	37.8589	39.7045
0.4515	0.0024865	35.7599	37.4666
0.4515	0.002494	34.2614	35.816
0.4515	0.0025015	33.3144	34.8679
0.4515	0.002509	32.5849	34.0975
0.4515	0.0025165	32.1664	33.7026
0.4515	0.002524	32.1287	33.7259
0.4515	0.0025315	32.5137	34.2318
0.4515	0.002539	33.2011	35.1363
0.4515	0.0025465	34.3364	36.5208
0.4515	0.002554	35.9464	38.4402
0.46	0.002464	29.8404	31.3092
0.46	0.0024715	26.6217	28.1802
0.46	0.002479	23.9848	25.0483
0.46	0.0024865	21.9399	22.6298
0.46	0.002494	20.3107	20.9531
0.46	0.0025015	19.3069	19.94
0.46	0.002509	18.7059	19.2691
0.46	0.0025165	18.3088	18.8913
0.46	0.002524	18.2601	18.9278
0.46	0.0025315	18.6392	19.4061
0.46	0.002539	19.4421	20.344
0.46	0.0025465	20.6776	21.7611
0.46	0.002554	22.4006	23.7032
0.4685	0.002464	19.931	20.6601
0.4685	0.0024715	17.1723	17.766
0.4685	0.002479	14.7112	15.2441
0.4685	0.0024865	12.7098	13.012
0.4685	0.002494	11.1213	11.329
0.4685	0.0025015	10.0655	10.2481
0.4685	0.002509	9.50215	9.6584
0.4685	0.0025165	9.16153	9.3569
0.4685	0.002524	9.27296	9.50794
0.4685	0.0025315	9.77435	10.0775
0.4685	0.002539	10.726	11.1172
0.4685	0.0025465	12.1058	12.614
0.4685	0.002554	13.9862	14.6266
0.477	0.002464	13.4377	13.8184
0.477	0.0024715	10.9009	11.1817
0.477	0.002479	8.74449	8.92324
0.477	0.0024865	6.97542	7.10688
0.477	0.002494	5.57572	5.64505
0.477	0.0025015	4.6163	4.65009
0.477	0.002509	4.14458	4.17605
0.477	0.0025165	3.97868	4.02441
0.477	0.002524	4.2424	4.31134
0.477	0.0025315	4.89524	5.00262
0.477	0.002539	6.0144	6.16828
0.477	0.0025465	7.56626	7.77981
0.477	0.002554	9.54572	9.80132
0.4855	0.002464	9.72839	9.96742
0.4855	0.0024715	7.39703	7.56227
0.4855	0.002479	5.45358	5.57774
0.4855	0.0024865	3.92796	3.98341
0.4855	0.002494	2.74513	2.76365
0.4855	0.0025015	1.98018	1.98704
0.4855	0.002509	1.61708	1.61965
0.4855	0.0025165	1.62912	1.63565
0.4855	0.002524	1.99993	2.01343
0.4855	0.0025315	2.73168	2.76288
0.4855	0.002539	3.93306	3.98101
0.4855	0.0025465	5.57005	5.64403
0.4855	0.002554	7.73507	7.74767
0.494	0.002464	7.92268	8.09329
0.494	0.0024715	5.74353	5.8599
0.494	0.002479	3.94773	4.01388
0.494	0.0024865	2.56263	2.60468
0.494	0.002494	1.53185	1.54692
0.494	0.0025015	0.905971	0.90463
0.494	0.002509	0.654873	0.651359
0.494	0.0025165	0.741479	0.739159
0.494	0.002524	1.21118	1.20958
0.494	0.0025315	2.09062	2.08931
0.494	0.002539	3.44579	3.43475
0.494	0.0025465	5.24739	5.15229
0.494	0.002554	7.585	7.40575
0.5025	0.002464	6.95433	7.14117
0.5025	0.0024715	4.87092	5.00921
0.5025	0.002479	3.20484	3.30003
0.5025	0.0024865	1.9356	1.99714
0.5025	0.002494	1.04272	1.07591
0.5025	0.0025015	0.540381	0.599114
0.5025	0.002509	0.419057	0.41969
0.5025	0.0025165	0.623497	0.62069
0.5025	0.002524	1.21163	1.1988
0.5025	0.0025315	2.21388	2.18096
0.5025	0.002539	3.69205	3.60475
0.5025	0.0025465	5.63531	5.50585
0.5025	0.002554	8.03552	7.755
0.511	0.002464	6.57178	6.74787
0.511	0.0024715	4.55061	4.67903
0.511	0.002479	2.94993	3.03158
0.511	0.0024865	1.73175	1.78359
0.511	0.002494	0.909517	0.940991
0.511	0.0025015	0.464096	0.478736
0.511	0.002509	0.406222	0.411409
0.511	0.0025165	0.68448	0.681411
0.511	0.002524	1.33986	1.32103
0.511	0.0025315	2.32675	2.2884
0.511	0.002539	3.78733	3.71301
0.511	0.0025465	5.72398	5.55443
0.511	0.002554	8.19522	7.68555
0.5195	0.002464	6.57712	6.74283
0.5195	0.0024715	4.55424	4.67069
0.5195	0.002479	2.94998	3.02293
0.5195	0.0024865	1.7106	1.76016
0.5195	0.002494	0.848124	0.880092
0.5195	0.0025015	0.340036	0.352967
0.5195	0.002509	0.222243	0.223441
0.5195	0.0025165	0.440018	0.437751
0.5195	0.002524	1.04378	1.03106
0.5195	0.0025315	2.06788	2.03417
0.5195	0.002539	3.56941	3.49052
0.5195	0.0025465	5.53454	5.37378
0.5195	0.002554	8.03441	7.54129
0.528	0.002464	6.9779	7.16663
0.528	0.0024715	4.84169	4.96511
0.528	0.002479	3.12081	3.20536
0.528	0.0024865	1.75172	1.80321
0.528	0.002494	0.80107	0.82181
0.528	0.0025015	0.209913	0.214368
0.528	0.002509	0.0155386	0.0155386
0.528	0.0025165	0.212233	0.21203
0.528	0.002524	0.814067	0.8075
0.528	0.0025315	1.83039	1.81043
0.528	0.002539	3.32553	3.27812
0.528	0.0025465	5.2832	5.14158
0.528	0.002554	7.76979	7.50575
0.5365	0.002464	8.18261	8.41729
0.5365	0.0024715	5.92578	6.07133
0.5365	0.002479	4.06822	4.1598
0.5365	0.0024865	2.55967	2.60709
0.5365	0.002494	1.47779	1.4982
0.5365	0.0025015	0.748885	0.755338
0.5365	0.002509	0.456073	0.458611
0.5365	0.0025165	0.624405	0.627881
0.5365	0.002524	1.19376	1.19993
0.5365	0.0025315	2.17155	2.17812
0.5365	0.002539	3.62135	3.61794
0.5365	0.0025465	5.49241	5.48942
0.5365	0.002554	7.79754	7.73967
0.545	0.002464	10.9198	11.2721
0.545	0.0024715	8.50284	8.7448
0.545	0.002479	6.48624	6.65196
0.545	0.0024865	4.81291	4.91521
0.545	0.002494	3.56085	3.62623
0.545	0.0025015	2.68947	2.71715
0.545	0.002509	2.3509	2.37923
0.545	0.0025165	2.47058	2.53635
0.545	0.002524	3.03372	3.05027
0.545	0.0025315	3.95827	4.01241
0.545	0.002539	5.26797	5.37583
0.545	0.0025465	7.02458	7.16714
0.545	0.002554	9.25341	9.37256
0.5535	0.002464	15.9555	16.5891
0.5535	0.0024715	13.3766	13.8537
0.5535	0.002479	11.1735	11.5454
0.5535	0.0024865	9.32593	9.60304
0.5535	0.002494	7.90027	8.11203
0.5535	0.0025015	7.00952	7.16202
0.5535	0.002509	6.66591	6.80315
0.5535	0.0025165	6.74195	6.94134
0.5535	0.002524	7.35402	7.49798
0.5535	0.0025315	8.18868	8.3981
0.5535	0.002539	9.42042	9.69601
0.5535	0.0025465	11.1168	11.4906
0.5535	0.002554	13.2723	13.7702
0.562	0.002464	24.058	25.2779
0.562	0.0024715	21.3276	22.3275
0.562	0.002479	18.9428	19.7936
0.562	0.0024865	17.0217	17.6417
0.562	0.002494	15.5824	16.1115
0.562	0.0025015	14.7105	15.1949
0.562	0.002509	14.3797	14.8405
0.562	0.0025165	14.4494	14.8949
0.562	0.002524	14.9338	15.6438
0.562	0.0025315	16.0246	16.5396
0.562	0.002539	17.2263	17.7424
0.562	0.0025465	18.8766	19.6323
0.562	0.002554	20.9797	21.846
0.5705	0.002464	35.9075	38.2353
0.5705	0.0024715	33.0565	35.0828
0.5705	0.002479	30.7244	32.3325
0.5705	0.0024865	28.8868	30.282
0.5705	0.002494	27.4905	28.8112
0.5705	0.0025015	26.7016	27.9638
0.5705	0.002509	26.4091	27.6037
0.5705	0.0025165	26.5127	27.6769
0.5705	0.002524	27.0009	28.6806
0.5705	0.0025315	27.9919	29.5992
0.5705	0.002539	29.6732	31.0123
0.5705	0.0025465	31.3047	32.4992
0.5705	0.002554	33.3916	35.1756
0.579	0.002464	52.1111	56.2781
0.579	0.0024715	49.541	52.9622
0.579	0.002479	47.299	50.519
0.579	0.0024865	45.5211	48.5677
0.579	0.002494	44.332	47.2224
0.579	0.0025015	43.6817	46.4613
0.579	0.002509	43.4698	46.1234
0.579	0.0025165	43.6505	46.2561
0.579	0.002524	44.1826	47.3721
0.579	0.0025315	45.1379	48.469
0.579	0.002539	46.7308	50.1176
0.579	0.0025465	49.1587	52.0481
0.579	0.002554	51.3043	54.5091
