#x	y	new0_fix	prod
0.426	-3.14159	166.213	176.109
0.426	-3.03687	154.904	164.858
0.426	-2.93215	144.856	155.12
0.426	-2.82743	136.185	147.118
0.426	-2.72271	128.918	140.237
0.426	-2.61799	123.087	134.671
0.426	-2.51327	118.542	130.304
0.426	-2.40855	115.139	127.005
0.426	-2.30383	112.711	124.641
0.426	-2.19911	111.027	123.002
0.426	-2.0944	109.996	121.619
0.426	-1.98968	109.476	121.376
0.426	-1.88496	109.262	121.107
0.426	-1.78024	109.288	121.055
0.426	-1.67552	109.476	120.485
0.426	-1.5708	109.614	121.382
0.426	-1.46608	109.291	121.258
0.426	-1.36136	110.11	122.029
0.426	-1.25664	110.618	122.693
0.426	-1.15192	111.756	123.556
0.426	-1.0472	111.684	124.837
0.426	-0.942478	114.379	126.679
0.426	-0.837758	116.395	129.139
0.426	-0.733038	119.781	131.633
0.426	-0.628319	124.308	135.212
0.426	-0.523599	130.099	139.343
0.426	-0.418879	137.166	146.24
0.426	-0.314159	145.762	156.93
0.426	-0.20944	155.969	165.12
0.426	-0.10472	167.581	175.287
0.426	-2.66454e-15	180.611	187.422
0.426	0.10472	196.188	203.012
0.426	0.20944	211.04	216.699
0.426	0.314159	228.12	233.729
0.426	0.418879	246.124	248.557
0.426	0.523599	264.908	265.081
0.426	0.628319	284.338	282.468
0.426	0.733038	302.793	298.908
0.426	0.837758	319.34	314.148
0.426	0.942478	335.957	330.556
0.426	1.0472	349.822	341.754
0.426	1.15192	362.736	352.123
0.426	1.25664	371.386	360.334
0.426	1.36136	377.773	365.896
0.426	1.46608	379.716	368.132
0.426	1.5708	379.178	369.56
0.426	1.67552	376.927	364.638
0.426	1.78024	367.844	358.3
0.426	1.88496	359.45	351.289
0.426	1.98968	345.675	340.02
0.426	2.0944	332.004	327.193
0.426	2.19911	315.182	312.557
0.426	2.30383	296.293	297.303
0.426	2.40855	279.187	281.255
0.426	2.51327	260.523	262.801
0.426	2.61799	242.938	248.446
0.426	2.72271	225.33	230.747
0.426	2.82743	207.356	215.718
0.426	2.93215	193.118	200.462
0.426	3.03687	178.936	188.391
0.426	3.14159	166.213	175.652
0.4345	-3.14159	132.249	137.164
0.4345	-3.03687	121.233	126.438
0.4345	-2.93215	111.746	117.114
0.4345	-2.82743	103.367	109.19
0.4345	-2.72271	96.4336	102.601
0.4345	-2.61799	90.8862	97.248
0.4345	-2.51327	86.4859	92.957
0.4345	-2.40855	83.095	89.7073
0.4345	-2.30383	80.6598	87.353
0.4345	-2.19911	79.0127	85.7424
0.4345	-2.0944	77.9916	84.7259
0.4345	-1.98968	77.4452	84.1632
0.4345	-1.88496	77.2403	83.9301
0.4345	-1.78024	77.2641	83.8588
0.4345	-1.67552	77.3767	83.9214
0.4345	-1.5708	77.5942	84.0897
0.4345	-1.46608	77.9089	84.3561
0.4345	-1.36136	78.3512	84.7409
0.4345	-1.25664	78.9504	85.3057
0.4345	-1.15192	79.6548	86.0724
0.4345	-1.0472	80.7874	87.2467
0.4345	-0.942478	82.8622	88.9658
0.4345	-0.837758	85.2057	91.3927
0.4345	-0.733038	88.4037	94.2762
0.4345	-0.628319	92.7943	98.3931
0.4345	-0.523599	98.3783	103.377
0.4345	-0.418879	105.357	109.938
0.4345	-0.314159	113.798	117.833
0.4345	-0.20944	123.536	127.184
0.4345	-0.10472	134.845	137.894
0.4345	-2.66454e-15	147.53	149.962
0.4345	0.10472	161.37	163.274
0.4345	0.20944	176.508	177.754
0.4345	0.314159	192.749	193.006
0.4345	0.418879	209.833	208.765
0.4345	0.523599	227.433	224.901
0.4345	0.628319	245.164	241.06
0.4345	0.733038	262.592	256.852
0.4345	0.837758	279.245	271.864
0.4345	0.942478	294.637	285.677
0.4345	1.0472	308.217	297.881
0.4345	1.15192	319.565	307.99
0.4345	1.25664	328.317	315.771
0.4345	1.36136	334.157	320.98
0.4345	1.46608	336.756	323.447
0.4345	1.5708	336.147	323.002
0.4345	1.67552	332.362	319.946
0.4345	1.78024	325.456	314.322
0.4345	1.88496	315.759	306.68
0.4345	1.98968	303.646	294.755
0.4345	2.0944	289.531	283.605
0.4345	2.19911	273.869	269.095
0.4345	2.30383	257.629	254.004
0.4345	2.40855	240.881	238.603
0.4345	2.51327	222.839	222.621
0.4345	2.61799	205.582	206.735
0.4345	2.72271	188.901	191.262
0.4345	2.82743	173.09	175.914
0.4345	2.93215	157.837	162.079
0.4345	3.03687	144.411	149.052
0.4345	3.14159	132.249	137.164
0.443	-3.14159	104.804	106.471
0.443	-3.03687	94.3436	96.2021
0.443	-2.93215	84.9222	87.2689
0.443	-2.82743	76.9558	79.6605
0.443	-2.72271	70.3728	73.1828
0.443	-2.61799	64.906	67.9421
0.443	-2.51327	60.598	63.8224
0.443	-2.40855	57.3498	60.6976
0.443	-2.30383	55.0057	58.4272
0.443	-2.19911	53.4063	56.8655
0.443	-2.0944	52.3977	55.869
0.443	-1.98968	51.8356	55.3029
0.443	-1.88496	51.5945	55.048
0.443	-1.78024	51.62	54.9982
