#x	y	new0_fix	prod
-3.14159	0.002464	51.0094	52.0669
-3.14159	0.0024715	48.3174	49.3229
-3.14159	0.002479	46.051	47.0339
-3.14159	0.0024865	44.2157	45.2022
-3.14159	0.002494	42.8075	43.8319
-3.14159	0.0025015	41.8539	42.8131
-3.14159	0.002509	41.3569	42.2414
-3.14159	0.0025165	41.3274	42.0697
-3.14159	0.002524	41.7719	42.5601
-3.14159	0.0025315	42.5945	42.9987
-3.14159	0.002539	43.8144	44.1865
-3.14159	0.0025465	45.5026	45.865
-3.14159	0.002554	47.7248	48.0329
-3.03687	0.002464	43.2715	44.1777
-3.03687	0.0024715	40.6387	41.437
-3.03687	0.002479	38.4315	39.1478
-3.03687	0.0024865	36.6237	37.3125
-3.03687	0.002494	35.2023	35.8916
-3.03687	0.0025015	34.2348	34.8284
-3.03687	0.002509	33.72	34.2413
-3.03687	0.0025165	33.6706	34.1335
-3.03687	0.002524	34.0606	34.5212
-3.03687	0.0025315	34.7789	35.0157
-3.03687	0.002539	35.9835	36.2145
-3.03687	0.0025465	37.6729	37.9006
-3.03687	0.002554	39.8938	40.079
-2.93215	0.002464	36.4701	37.2775
-2.93215	0.0024715	33.8356	34.5069
-2.93215	0.002479	31.6243	32.1459
-2.93215	0.0024865	29.8421	30.237
-2.93215	0.002494	28.4956	28.7841
-2.93215	0.0025015	27.4753	27.7927
-2.93215	0.002509	26.8747	27.2491
-2.93215	0.0025165	26.735	27.1288
-2.93215	0.002524	27.0642	27.5
-2.93215	0.0025315	27.8473	28.0452
-2.93215	0.002539	29.0973	29.2564
-2.93215	0.0025465	30.8414	30.888
-2.93215	0.002554	33.0936	32.9997
-2.82743	0.002464	30.6634	31.212
-2.82743	0.0024715	28.0306	28.4124
-2.82743	0.002479	25.819	26.0588
-2.82743	0.0024865	23.9962	24.1538
-2.82743	0.002494	22.5802	22.7016
-2.82743	0.0025015	21.5362	21.7078
-2.82743	0.002509	20.9288	21.1796
-2.82743	0.0025165	20.7816	21.1268
-2.82743	0.002524	21.1016	21.4898
-2.82743	0.0025315	21.886	22.0575
-2.82743	0.002539	23.1443	23.1675
-2.82743	0.0025465	24.8958	24.7686
-2.82743	0.002554	27.0598	26.8958
-2.72271	0.002464	25.7081	26.0799
-2.72271	0.0024715	23.02	23.2944
-2.72271	0.002479	20.7501	20.9515
-2.72271	0.0024865	18.9044	19.0542
-2.72271	0.002494	17.4896	17.6064
-2.72271	0.0025015	16.5136	16.608
-2.72271	0.002509	15.9619	16.0849
-2.72271	0.0025165	15.8125	16.0272
-2.72271	0.002524	16.1292	16.4108
-2.72271	0.0025315	16.9218	16.9151
-2.72271	0.002539	18.152	18.0426
-2.72271	0.0025465	19.797	19.6588
-2.72271	0.002554	21.9622	21.7944
-2.61799	0.002464	21.5204	21.8551
-2.61799	0.0024715	18.8428	19.0874
-2.61799	0.002479	16.5817	16.7593
-2.61799	0.0024865	14.7433	14.8735
-2.61799	0.002494	13.3344	13.4346
-2.61799	0.0025015	12.3631	12.4484
-2.61799	0.002509	11.8385	11.9229
-2.61799	0.0025165	11.758	11.8659
-2.61799	0.002524	12.076	12.1673
-2.61799	0.0025315	12.7634	12.7181
-2.61799	0.002539	13.9273	13.868
-2.61799	0.0025465	15.5879	15.4999
-2.61799	0.002554	17.7685	17.6317
-2.51327	0.002464	18.1559	18.4517
-2.51327	0.0024715	15.4933	15.7052
-2.51327	0.002479	13.2459	13.3961
-2.51327	0.0024865	11.4198	11.5268
-2.51327	0.002494	10.0222	10.1016
-2.51327	0.0025015	9.06134	9.12672
-2.51327	0.002509	8.5462	8.61052
-2.51327	0.0025165	8.44591	8.4938
-2.51327	0.002524	8.70039	8.6829
-2.51327	0.0025315	9.40794	9.38543
-2.51327	0.002539	10.5923	10.5568
-2.51327	0.0025465	12.2733	12.2071
-2.51327	0.002554	14.4746	14.3308
-2.40855	0.002464	15.5075	15.7634
-2.40855	0.0024715	12.865	13.0427
-2.40855	0.002479	10.6366	10.755
-2.40855	0.0024865	8.82856	8.906
-2.40855	0.002494	7.44826	7.50211
-2.40855	0.0025015	6.50392	6.54498
-2.40855	0.002509	6.0048	6.0447
-2.40855	0.0025165	5.83083	5.87204
-2.40855	0.002524	6.10299	6.18119
-2.40855	0.0025315	6.83577	6.82579
-2.40855	0.002539	8.0453	8.02106
-2.40855	0.0025465	9.75203	9.68282
-2.40855	0.002554	11.9019	11.7156
-2.30383	0.002464	13.4617	13.6751
-2.30383	0.0024715	10.8451	10.9894
-2.30383	0.002479	8.64148	8.73324
-2.30383	0.0024865	6.85768	6.91156
-2.30383	0.002494	5.50104	5.52696
-2.30383	0.0025015	4.57998	4.59572
-2.30383	0.002509	4.04163	4.05905
-2.30383	0.0025165	3.8747	3.90718
-2.30383	0.002524	4.17409	4.17314
-2.30383	0.0025315	4.93712	4.93228
-2.30383	0.002539	6.17733	6.15918
-2.30383	0.0025465	7.88665	7.81002
-2.30383	0.002554	10.0144	9.86654
-2.19911	0.002464	11.9021	12.102
-2.19911	0.0024715	9.31845	9.45086
-2.19911	0.002479	7.14672	7.22839
-2.19911	0.0024865	5.39369	5.43928
-2.19911	0.002494	4.06769	4.08667
-2.19911	0.0025015	3.17721	3.18225
-2.19911	0.002509	2.6002	2.61127
-2.19911	0.0025165	2.46578	2.49
-2.19911	0.002524	2.80077	2.80182
-2.19911	0.0025315	3.60015	3.59639
-2.19911	0.002539	4.87686	4.85836
-2.19911	0.0025465	6.59065	6.54087
-2.19911	0.002554	8.75993	8.62122
-2.0944	0.002464	10.7185	10.9135
-2.0944	0.0024715	8.17427	8.30577
-2.0944	0.002479	6.04151	6.12717
-2.0944	0.0024865	4.32713	4.37559
-2.0944	0.002494	3.03912	3.0623
-2.0944	0.0025015	2.13561	2.14511
-2.0944	0.002509	1.58928	1.59553
-2.0944	0.0025165	1.49585	1.51357
-2.0944	0.002524	1.87482	1.87536
-2.0944	0.0025315	2.71557	2.71058
-2.0944	0.002539	4.03516	4.01316
-2.0944	0.0025465	5.7936	5.75203
-2.0944	0.002554	8.01368	7.87062
-1.98968	0.002464	9.81059	9.99619
-1.98968	0.0024715	7.3122	7.44085
-1.98968	0.002479	5.22516	5.31066
-1.98968	0.0024865	3.5567	3.61004
-1.98968	0.002494	2.31489	2.34498
-1.98968	0.0025015	1.40658	1.41399
-1.98968	0.002509	0.908417	0.911547
-1.98968	0.0025165	0.865417	0.865813
-1.98968	0.002524	1.29361	1.2935
-1.98968	0.0025315	2.18183	2.17419
-1.98968	0.002539	3.55124	3.5214
-1.98968	0.0025465	5.37981	5.34995
-1.98968	0.002554	7.65104	7.48858
-1.88496	0.002464	9.09189	9.27198
-1.88496	0.0024715	6.64585	6.77276
-1.88496	0.002479	4.61127	4.6975
-1.88496	0.0024865	2.99577	3.05094
-1.88496	0.002494	1.79731	1.82151
-1.88496	0.0025015	0.912145	0.918718
-1.88496	0.002509	0.470199	0.471416
-1.88496	0.0025165	0.48767	0.487951
-1.88496	0.002524	0.967753	0.966505
-1.88496	0.0025315	1.91021	1.89969
-1.88496	0.002539	3.33731	3.29926
-1.88496	0.0025465	5.24739	5.14158
-1.88496	0.002554	7.585	7.40575
-1.78024	0.002464	8.49442	8.67134
-1.78024	0.0024715	6.10686	6.23397
-1.78024	0.002479	4.13132	4.21976
-1.78024	0.0024865	2.57559	2.63376
-1.78024	0.002494	1.40435	1.42856
-1.78024	0.0025015	0.582199	0.58861
-1.78024	0.002509	0.2044	0.204852
-1.78024	0.0025165	0.287259	0.287393
-1.78024	0.002524	0.825028	0.82215
-1.78024	0.0025315	1.83039	1.81043
-1.78024	0.002539	3.32553	3.27812
-1.78024	0.0025465	5.31318	5.16702
-1.78024	0.002554	7.74776	7.50543
-1.67552	0.002464	7.97192	8.14668
-1.67552	0.0024715	5.6486	5.77647
-1.67552	0.002479	3.73815	3.82899
-1.67552	0.0024865	2.2485	2.30968
-1.67552	0.002494	1.12014	1.1444
-1.67552	0.0025015	0.367788	0.374224
-1.67552	0.002509	0.0615279	0.0616337
-1.67552	0.0025165	0.212233	0.21203
-1.67552	0.002524	0.814067	0.8075
-1.67552	0.0025315	1.88507	1.86057
-1.67552	0.002539	3.44975	3.35547
-1.67552	0.0025465	5.48022	5.33939
-1.67552	0.002554	8.04096	7.62922
-1.5708	0.002464	7.50238	7.6752
-1.5708	0.0024715	5.24845	5.37682
-1.5708	0.002479	3.40849	3.50118
-1.5708	0.0024865	1.9906	2.05077
-1.5708	0.002494	0.920108	0.94409
-1.5708	0.0025015	0.243725	0.249746
-1.5708	0.002509	0.0155386	0.0155386
-1.5708	0.0025165	0.234354	0.233361
-1.5708	0.002524	0.903959	0.89567
-1.5708	0.0025315	2.04613	2.01453
-1.5708	0.002539	3.68664	3.62394
-1.5708	0.0025465	5.8673	5.61982
-1.5708	0.002554	8.24679	7.76577
-1.46608	0.002464	7.0895	7.2493
-1.46608	0.0024715	4.90935	5.03775
-1.46608	0.002479	3.14449	3.23855
-1.46608	0.0024865	1.80326	1.85648
-1.46608	0.002494	0.804954	0.826534
-1.46608	0.0025015	0.209913	0.214368
-1.46608	0.002509	0.0626925	0.0632206
-1.46608	0.0025165	0.350274	0.348053
-1.46608	0.002524	1.09274	1.07816
-1.46608	0.0025315	2.31244	2.27263
-1.46608	0.002539	4.03763	3.88393
-1.46608	0.0025465	6.27883	5.9952
-1.46608	0.002554	8.57953	8.21479
-1.36136	0.002464	6.76289	6.93219
-1.36136	0.0024715	4.66005	4.7886
-1.36136	0.002479	2.97406	3.05402
-1.36136	0.0024865	1.7106	1.76016
-1.36136	0.002494	0.80107	0.82181
-1.36136	0.0025015	0.293114	0.296842
-1.36136	0.002509	0.22432	0.224483
-1.36136	0.0025165	0.582241	0.578186
-1.36136	0.002524	1.40203	1.38129
-1.36136	0.0025315	2.70379	2.65388
-1.36136	0.002539	4.52019	4.32525
-1.36136	0.0025465	6.70475	6.18293
-1.36136	0.002554	9.14483	8.69444
-1.25664	0.002464	6.57178	6.74283
-1.25664	0.0024715	4.55061	4.67069
-1.25664	0.002479	2.94993	3.02293
-1.25664	0.0024865	1.77036	1.81181
-1.25664	0.002494	0.961013	0.97873
-1.25664	0.0025015	0.546705	0.549283
-1.25664	0.002509	0.549452	0.549812
-1.25664	0.0025165	0.978573	0.972839
-1.25664	0.002524	1.87716	1.84734
-1.25664	0.0025315	3.26847	3.14854
-1.25664	0.002539	5.06137	4.92762
-1.25664	0.0025465	7.28364	6.8876
-1.25664	0.002554	10.1607	9.35738
-1.15192	0.002464	6.58787	6.76236
-1.15192	0.0024715	4.64928	4.76296
-1.15192	0.002479	3.13338	3.2058
-1.15192	0.0024865	2.04767	2.08993
-1.15192	0.002494	1.36249	1.3764
-1.15192	0.0025015	1.0447	1.04637
-1.15192	0.002509	1.11054	1.10897
-1.15192	0.0025165	1.613	1.60321
-1.15192	0.002524	2.59037	2.55684
-1.15192	0.0025315	4.06726	3.95051
-1.15192	0.002539	5.90946	5.66798
-1.15192	0.0025465	8.29351	7.63789
-1.15192	0.002554	11.2289	9.93007
-1.0472	0.002464	6.9242	7.07617
-1.0472	0.0024715	5.069	5.17369
-1.0472	0.002479	3.63935	3.70714
-1.0472	0.0024865	2.6446	2.67538
-1.0472	0.002494	2.09898	2.10089
-1.0472	0.0025015	1.88112	1.88084
-1.0472	0.002509	2.0002	1.9946
-1.0472	0.0025165	2.57871	2.55757
-1.0472	0.002524	3.62204	3.58623
-1.0472	0.0025315	5.20199	4.99999
-1.0472	0.002539	6.925	6.82157
-1.0472	0.0025465	9.51527	8.76941
-1.0472	0.002554	12.6148	11.1433
-0.942478	0.002464	7.69785	7.84123
-0.942478	0.0024715	5.92903	6.0266
-0.942478	0.002479	4.58638	4.65037
-0.942478	0.0024865	3.68834	3.72106
-0.942478	0.002494	3.23947	3.24955
-0.942478	0.0025015	3.13145	3.12426
-0.942478	0.002509	3.32727	3.3125
-0.942478	0.0025165	3.9792	3.95232
-0.942478	0.002524	5.11317	4.98886
-0.942478	0.0025315	6.65244	6.4539
-0.942478	0.002539	8.6677	8.12251
-0.942478	0.0025465	10.6285	10.0444
-0.942478	0.002554	14.4467	12.7924
-0.837758	0.002464	9.03709	9.17564
-0.837758	0.0024715	7.35299	7.44768
-0.837758	0.002479	6.10627	6.16058
-0.837758	0.0024865	5.30309	5.32437
-0.837758	0.002494	4.95811	4.95093
-0.837758	0.0025015	4.94756	4.9276
-0.837758	0.002509	5.21155	5.17945
-0.837758	0.0025165	5.93707	5.8833
-0.837758	0.002524	7.15475	6.97946
-0.837758	0.0025315	8.78456	8.49032
-0.837758	0.002539	10.8909	10.5156
-0.837758	0.0025465	13.4131	12.4657
-0.837758	0.002554	16.2967	15.0026
-0.733038	0.002464	11.0719	11.2102
-0.733038	0.0024715	9.47668	9.56632
-0.733038	0.002479	8.31787	8.36466
-0.733038	0.0024865	7.59814	7.62116
-0.733038	0.002494	7.34414	7.34741
-0.733038	0.0025015	7.44763	7.40267
-0.733038	0.002509	7.77822	7.71134
-0.733038	0.0025165	8.57779	8.47945
-0.733038	0.002524	9.80691	9.61793
-0.733038	0.0025315	11.3547	11.2485
-0.733038	0.002539	13.3603	12.8221
-0.733038	0.0025465	16.3363	15.3172
-0.733038	0.002554	19.9727	18.1316
-0.628319	0.002464	13.8918	14.0711
-0.628319	0.0024715	12.3751	12.5091
-0.628319	0.002479	11.306	11.3897
-0.628319	0.0024865	10.6867	10.735
-0.628319	0.002494	10.5293	10.5549
-0.628319	0.0025015	10.6914	10.6674
-0.628319	0.002509	11.1515	11.0379
-0.628319	0.0025165	12.0212	11.8412
-0.628319	0.002524	13.3725	13.0481
-0.628319	0.0025315	14.9714	14.8107
-0.628319	0.002539	17.56	16.2163
-0.628319	0.0025465	20.089	18.6824
-0.628319	0.002554	23.0442	21.6484
-0.523599	0.002464	17.6395	17.8153
-0.523599	0.0024715	16.2163	16.3304
-0.523599	0.002479	15.2261	15.2979
-0.523599	0.0024865	14.6978	14.7289
-0.523599	0.002494	14.6352	14.6427
-0.523599	0.0025015	14.8369	14.7991
-0.523599	0.002509	15.3807	15.2409
-0.523599	0.0025165	16.3512	16.0588
-0.523599	0.002524	17.696	17.2408
-0.523599	0.0025315	19.4989	18.6256
-0.523599	0.002539	21.7021	20.6517
-0.523599	0.0025465	24.4927	23.2424
-0.523599	0.002554	27.8382	26.3161
-0.418879	0.002464	22.4191	22.5917
-0.418879	0.0024715	21.0785	21.1789
-0.418879	0.002479	20.1731	20.2123
-0.418879	0.0024865	19.7333	19.7275
-0.418879	0.002494	19.713	19.7339
-0.418879	0.0025015	19.881	19.9573
-0.418879	0.002509	20.479	20.4029
-0.418879	0.0025165	21.5026	21.2855
-0.418879	0.002524	23.0521	22.4001
-0.418879	0.0025315	25.1335	23.8635
-0.418879	0.002539	27.3109	25.9817
-0.418879	0.0025465	29.8457	28.6468
-0.418879	0.002554	33.748	31.8274
-0.314159	0.002464	28.2712	28.4494
-0.314159	0.0024715	27.0445	27.0952
-0.314159	0.002479	26.1865	26.2105
-0.314159	0.0024865	25.7474	25.8014
-0.314159	0.002494	25.7774	25.9039
-0.314159	0.0025015	25.9775	26.0096
-0.314159	0.002509	26.6303	26.5341
-0.314159	0.0025165	27.7024	27.557
-0.314159	0.002524	29.315	28.7957
-0.314159	0.0025315	31.4625	30.2837
-0.314159	0.002539	34.0113	32.3397
-0.314159	0.0025465	36.5349	35.0428
-0.314159	0.002554	40.5936	38.2788
-0.20944	0.002464	35.0231	35.4313
-0.20944	0.0024715	33.8697	34.1493
-0.20944	0.002479	33.1686	33.3297
-0.20944	0.0024865	32.8399	32.9559
-0.20944	0.002494	32.9526	33.0614
-0.20944	0.0025015	33.183	33.1187
-0.20944	0.002509	33.8861	33.6753
-0.20944	0.0025165	35.0033	34.734
-0.20944	0.002524	36.6734	36.1595
-0.20944	0.0025315	38.8821	37.558
-0.20944	0.002539	41.6568	39.768
-0.20944	0.0025465	45.0238	42.5021
-0.20944	0.002554	48.0322	45.7713
-0.10472	0.002464	42.8346	43.5168
-0.10472	0.0024715	41.6713	42.2949
-0.10472	0.002479	40.9597	41.4549
-0.10472	0.0024865	40.7114	41.1024
-0.10472	0.002494	40.9416	41.2074
-0.10472	0.0025015	41.2857	41.327
-0.10472	0.002509	42.0692	41.8824
-0.10472	0.0025165	43.351	42.97
-0.10472	0.002524	45.0767	44.5031
-0.10472	0.0025315	47.2894	45.6953
-0.10472	0.002539	50.0636	48.0317
-0.10472	0.0025465	53.4276	50.8705
-0.10472	0.002554	56.9452	54.2263
-2.66454e-15	0.002464	51.5644	52.5134
-2.66454e-15	0.0024715	50.4612	51.3575
-2.66454e-15	0.002479	49.8123	50.6038
-2.66454e-15	0.0024865	49.6296	50.3093
-2.66454e-15	0.002494	49.9309	50.4674
-2.66454e-15	0.0025015	50.2826	50.5366
-2.66454e-15	0.002509	51.1127	51.1237
-2.66454e-15	0.0025165	52.3586	52.2329
-2.66454e-15	0.002524	54.1528	53.7923
-2.66454e-15	0.0025315	56.4909	55.4319
-2.66454e-15	0.002539	59.3952	57.7656
-2.66454e-15	0.0025465	62.853	60.1528
-2.66454e-15	0.002554	66.5463	63.5319
0.10472	0.002464	61.0962	62.357
0.10472	0.0024715	60.0801	61.1765
0.10472	0.002479	59.522	60.474
0.10472	0.0024865	59.4343	60.2773
0.10472	0.002494	59.6743	60.5258
0.10472	0.0025015	59.983	60.6286
0.10472	0.002509	60.8022	61.32
0.10472	0.0025165	62.1147	62.3933
0.10472	0.002524	63.9418	64.0301
0.10472	0.0025315	66.3164	65.8403
0.10472	0.002539	69.2346	67.4918
0.10472	0.0025465	72.8006	70.3561
0.10472	0.002554	76.5724	73.7442
0.20944	0.002464	71.2906	73.0101
0.20944	0.0024715	70.3174	71.8531
0.20944	0.002479	69.7607	71.1795
0.20944	0.0024865	69.5668	71.0303
0.20944	0.002494	69.8526	71.1377
0.20944	0.0025015	70.2737	71.3652
0.20944	0.002509	71.1855	72.0291
0.20944	0.0025165	72.602	73.1529
0.20944	0.002524	74.5395	74.7263
0.20944	0.0025315	76.9627	76.0756
0.20944	0.002539	79.9352	78.3204
0.20944	0.0025465	83.5069	81.2014
0.20944	0.002554	87.1512	84.6147
0.314159	0.002464	82.1179	84.3826
0.314159	0.0024715	81.0364	83.2377
0.314159	0.002479	80.4095	82.5816
0.314159	0.0024865	80.2493	82.3862
0.314159	0.002494	80.5711	82.5964
0.314159	0.0025015	81.0173	82.5058
0.314159	0.002509	81.9371	83.1441
0.314159	0.0025165	83.3659	84.2487
0.314159	0.002524	85.3169	85.8842
0.314159	0.0025315	87.8039	87.1492
0.314159	0.002539	90.8723	89.5786
0.314159	0.0025465	94.3655	92.5181
0.314159	0.002554	98.8421	95.9721
0.418879	0.002464	92.8236	96.0101
0.418879	0.0024715	91.795	94.9153
0.418879	0.002479	91.2255	94.3125
0.418879	0.0024865	91.1257	94.0812
0.418879	0.002494	91.5108	94.2396
0.418879	0.0025015	92.0657	94.3299
0.418879	0.002509	93.0606	94.7014
0.418879	0.0025165	94.57	95.8357
0.418879	0.002524	96.561	97.3921
0.418879	0.0025315	99.0496	98.6211
0.418879	0.002539	102.101	101.028
0.418879	0.0025465	105.676	103.946
0.418879	0.002554	109.87	107.396
0.523599	0.002464	103.744	107.843
0.523599	0.0024715	102.721	106.683
0.523599	0.002479	102.158	105.924
0.523599	0.0024865	102.066	105.7
0.523599	0.002494	102.46	105.883
0.523599	0.0025015	103.042	105.892
0.523599	0.002509	104.026	106.468
0.523599	0.0025165	105.524	107.573
0.523599	0.002524	107.478	109.245
0.523599	0.0025315	109.969	110.283
0.523599	0.002539	112.999	112.656
0.523599	0.0025465	116.644	115.542
0.523599	0.002554	120.906	118.961
0.628319	0.002464	114.379	119.5
0.628319	0.0024715	113.385	118.223
0.628319	0.002479	112.852	117.44
0.628319	0.0024865	112.858	117.209
0.628319	0.002494	113.22	117.046
0.628319	0.0025015	113.733	117.226
0.628319	0.002509	114.685	117.842
0.628319	0.0025165	116.07	118.908
0.628319	0.002524	118	120.683
0.628319	0.0025315	120.466	121.876
0.628319	0.002539	123.47	124.156
0.628319	0.0025465	127.089	127.05
0.628319	0.002554	131.326	130.426
0.733038	0.002464	124.676	130.814
0.733038	0.0024715	123.658	129.496
0.733038	0.002479	123.104	128.673
0.733038	0.0024865	122.914	128.426
0.733038	0.002494	123.105	128.207
0.733038	0.0025015	123.629	128.332
0.733038	0.002509	124.621	128.897
0.733038	0.0025165	126.052	129.973
0.733038	0.002524	128.024	131.453
0.733038	0.0025315	130.535	132.661
0.733038	0.002539	133.607	135.002
0.733038	0.0025465	137.206	137.864
0.733038	0.002554	141.401	141.258
0.837758	0.002464	134.297	141.262
0.837758	0.0024715	133.281	139.944
0.837758	0.002479	132.629	139.121
0.837758	0.0024865	132.306	138.801
0.837758	0.002494	132.459	138.958
0.837758	0.0025015	132.966	138.881
0.837758	0.002509	133.909	139.349
0.837758	0.0025165	135.296	140.328
0.837758	0.002524	137.217	141.762
0.837758	0.0025315	139.677	143.777
0.837758	0.002539	142.696	145.213
0.837758	0.0025465	146.272	148.014
0.837758	0.002554	150.491	151.345
0.942478	0.002464	142.975	150.898
0.942478	0.0024715	141.745	149.512
0.942478	0.002479	140.948	148.622
0.942478	0.0024865	140.616	148.271
0.942478	0.002494	140.76	148.124
0.942478	0.0025015	141.313	148.2
0.942478	0.002509	142.275	148.642
0.942478	0.0025165	143.738	149.549
0.942478	0.002524	145.497	150.859
0.942478	0.0025315	148.001	152.75
0.942478	0.002539	150.955	154.307
0.942478	0.0025465	154.459	157.049
0.942478	0.002554	158.607	160.326
1.0472	0.002464	150.448	159.455
1.0472	0.0024715	149.13	157.989
1.0472	0.002479	148.269	157.02
1.0472	0.0024865	147.872	156.581
1.0472	0.002494	147.949	156.099
1.0472	0.0025015	148.467	156.185
1.0472	0.002509	149.359	156.536
1.0472	0.0025165	150.747	157.425
1.0472	0.002524	152.667	158.819
1.0472	0.0025315	154.977	160.75
1.0472	0.002539	157.913	162.212
1.0472	0.0025465	161.48	164.834
1.0472	0.002554	165.594	168.031
1.15192	0.002464	156.748	166.673
1.15192	0.0024715	155.352	165.128
1.15192	0.002479	154.413	164.068
