#	new0_fix	prod
0.002464	-0.171051
0.0024715	-0.120081
0.002479	-0.0729944
0.0024865	-0.0495637
0.002494	-0.02074
0.0025015	-0.00445451
0.002509	0
0.0025165	0.000203014
0.002524	0.00656699
0.0025315	0.0199663
0.002539	0.047411
0.0025465	0.105807
0.002554	0.179254
