#x	y	new0_fix	prod
0.0230448	0.002494	1.49977	1.5283
0.0230448	0.0025015	1.03932	1.05237
0.0230448	0.002509	0.862223	0.861988
0.0230448	0.0025165	1.02732	1.02732
0.0230448	0.002524	1.59054	1.58775
0.0230448	0.0025315	2.55901	2.54338
0.0230448	0.002539	4.00407	3.97461
0.0230448	0.0025465	5.88384	5.83945
0.0230448	0.002554	8.14318	8.11372
0.0236982	0.002464	8.55571	8.70065
0.0236982	0.0024715	6.54498	6.65553
0.0236982	0.002479	4.95476	5.03722
0.0236982	0.0024865	3.73944	3.7929
0.0236982	0.002494	2.78752	2.81402
0.0236982	0.0025015	2.23722	2.24839
0.0236982	0.002509	2.07096	2.07193
0.0236982	0.0025165	2.31472	2.31524
0.0236982	0.002524	2.95822	2.95449
0.0236982	0.0025315	4.00522	3.99892
0.0236982	0.002539	5.37872	5.39834
0.0236982	0.0025465	7.20691	7.21778
0.0236982	0.002554	9.56345	9.48869
0.0243516	0.002464	10.8001	10.9409
0.0243516	0.0024715	8.76096	8.88544
0.0243516	0.002479	7.07111	7.15847
0.0243516	0.0024865	5.7801	5.84688
0.0243516	0.002494	4.87377	4.91024
0.0243516	0.0025015	4.36209	4.38323
0.0243516	0.002509	4.23979	4.24825
0.0243516	0.0025165	4.53685	4.5362
0.0243516	0.002524	5.11434	5.12208
0.0243516	0.0025315	6.11131	6.11778
0.0243516	0.002539	7.56843	7.56995
0.0243516	0.0025465	9.49043	9.47371
0.0243516	0.002554	11.9419	11.8242
0.025005	0.002464	13.7273	13.9011
0.025005	0.0024715	11.6581	11.7961
0.025005	0.002479	9.99472	10.1162
0.025005	0.0024865	8.74114	8.82587
0.025005	0.002494	7.88023	7.9426
0.025005	0.0025015	7.33811	7.36453
0.025005	0.002509	7.11813	7.13876
0.025005	0.0025165	7.38238	7.39578
0.025005	0.002524	8.04346	8.05944
0.025005	0.0025315	9.13799	9.14304
0.025005	0.002539	10.6774	10.6728
0.025005	0.0025465	12.691	12.6596
0.025005	0.002554	15.2352	15.0858
0.0256584	0.002464	17.4521	17.6804
0.0256584	0.0024715	15.4158	15.6156
0.0256584	0.002479	13.8063	13.9564
0.0256584	0.0024865	12.583	12.7154
0.0256584	0.002494	11.5941	11.669
0.0256584	0.0025015	10.9626	11.0208
0.0256584	0.002509	10.7882	10.8411
0.0256584	0.0025165	11.1237	11.1692
0.0256584	0.002524	11.8574	11.8998
0.0256584	0.0025315	13.0343	13.0657
0.0256584	0.002539	14.6562	14.6741
0.0256584	0.0025465	16.7695	16.7328
0.0256584	0.002554	19.4042	19.2423
