#x	y	new0_fix	prod
0.0178175	0.002464	31.4636	31.2762
0.0178175	0.0024715	28.9117	28.7188
0.0178175	0.002479	26.7195	26.4487
0.0178175	0.0024865	24.8822	24.5432
0.0178175	0.002494	23.4533	23.0699
0.0178175	0.0025015	22.358	21.9837
0.0178175	0.002509	21.6254	21.343
0.0178175	0.0025165	21.1698	20.771
0.0178175	0.002524	21.1454	20.7569
0.0178175	0.0025315	21.4794	21.1806
0.0178175	0.002539	22.3177	22.0204
0.0178175	0.0025465	23.5248	23.3304
0.0178175	0.002554	25.3084	25.0573
0.0184709	0.002464	24.0302	24.023
0.0184709	0.0024715	21.6537	21.5226
0.0184709	0.002479	19.5845	19.4557
0.0184709	0.0024865	17.8029	17.6583
0.0184709	0.002494	16.4329	16.2488
0.0184709	0.0025015	15.4097	15.2168
0.0184709	0.002509	14.7594	14.5407
0.0184709	0.0025165	14.4177	14.2088
0.0184709	0.002524	14.4745	14.2998
0.0184709	0.0025315	14.9521	14.8098
0.0184709	0.002539	15.8467	15.7348
0.0184709	0.0025465	17.2238	17.1226
0.0184709	0.002554	19.0904	19.0001
0.0191243	0.002464	18.1265	18.1584
0.0191243	0.0024715	15.708	15.7129
0.0191243	0.002479	13.7896	13.714
0.0191243	0.0024865	12.1907	12.0918
0.0191243	0.002494	10.8818	10.8117
0.0191243	0.0025015	9.9138	9.84721
0.0191243	0.002509	9.33378	9.26174
0.0191243	0.0025165	9.10242	9.02411
0.0191243	0.002524	9.25618	9.20249
0.0191243	0.0025315	9.84658	9.82355
0.0191243	0.002539	10.8404	10.8668
0.0191243	0.0025465	12.3596	12.3974
0.0191243	0.002554	14.3176	14.3089
0.0197777	0.002464	13.4116	13.6523
0.0197777	0.0024715	11.1339	11.2309
0.0197777	0.002479	9.26754	9.28698
0.0197777	0.0024865	7.73555	7.7157
0.0197777	0.002494	6.62118	6.56743
0.0197777	0.0025015	5.78866	5.777
0.0197777	0.002509	5.28146	5.28534
0.0197777	0.0025165	5.15916	5.14176
0.0197777	0.002524	5.41194	5.41275
0.0197777	0.0025315	6.10247	6.1245
0.0197777	0.002539	7.21475	7.26713
0.0197777	0.0025465	8.82671	8.86331
0.0197777	0.002554	10.899	10.9377
0.0204311	0.002464	10.0818	10.2952
0.0204311	0.0024715	7.85152	8.09065
0.0204311	0.002479	6.0332	6.09825
0.0204311	0.0024865	4.55774	4.58546
0.0204311	0.002494	3.49946	3.4934
0.0204311	0.0025015	2.79731	2.77994
0.0204311	0.002509	2.48881	2.47628
0.0204311	0.0025165	2.48199	2.48602
0.0204311	0.002524	2.83784	2.85578
0.0204311	0.0025315	3.62415	3.65771
0.0204311	0.002539	4.85007	4.8956
0.0204311	0.0025465	6.56609	6.58706
0.0204311	0.002554	8.75214	8.75204
0.0210845	0.002464	7.95106	8.15115
0.0210845	0.0024715	5.77779	5.91386
0.0210845	0.002479	4.00836	4.08856
0.0210845	0.0024865	2.58692	2.62199
0.0210845	0.002494	1.58244	1.59314
0.0210845	0.0025015	0.93641	0.936439
0.0210845	0.002509	0.685658	0.684801
0.0210845	0.0025165	0.792826	0.791586
0.0210845	0.002524	1.28768	1.28728
0.0210845	0.0025315	2.20739	2.20385
0.0210845	0.002539	3.59171	3.56519
0.0210845	0.0025465	5.45843	5.34263
0.0210845	0.002554	7.79754	7.61067
0.021738	0.002464	6.72261	6.91016
0.021738	0.0024715	4.65585	4.79219
0.021738	0.002479	3.0067	3.10055
0.021738	0.0024865	1.72416	1.77111
0.021738	0.002494	0.80107	0.82181
0.021738	0.0025015	0.209913	0.214368
0.021738	0.002509	0.0155386	0.0155386
0.021738	0.0025165	0.212233	0.21203
0.021738	0.002524	0.814067	0.8075
0.021738	0.0025315	1.83039	1.81043
0.021738	0.002539	3.32553	3.27812
0.021738	0.0025465	5.2832	5.14158
0.021738	0.002554	7.76979	7.50575
0.0223914	0.002464	6.57178	6.74283
0.0223914	0.0024715	4.55061	4.67069
0.0223914	0.002479	2.94993	3.02293
0.0223914	0.0024865	1.7106	1.76016
0.0223914	0.002494	0.885596	0.912393
0.0223914	0.0025015	0.428185	0.439684
0.0223914	0.002509	0.363066	0.366633
0.0223914	0.0025165	0.623497	0.62069
0.0223914	0.002524	1.21118	1.1988
0.0223914	0.0025315	2.09062	2.08931
0.0223914	0.002539	3.44579	3.43475
0.0223914	0.0025465	5.24739	5.15229
0.0223914	0.002554	7.585	7.40575
0.0230448	0.002464	7.17868	7.32488
0.0230448	0.0024715	5.19875	5.30509
0.0230448	0.002479	3.58311	3.66273
0.0230448	0.0024865	2.34936	2.40391
