#	new0_fix	prod
0.0178175	0.388486
0.0184709	0.208864
0.0191243	0.0783111
0.0197777	0.0173919
0.0204311	0.00570739
0.0210845	0.000857551
0.021738	0
0.0223914	-0.00356639
0.0230448	0.000235291
0.0236982	-0.000970426
0.0243516	-0.00846317
0.025005	-0.0206234
0.0256584	-0.0528875
