#x	y	12_	12a	12b
0.0230448	0.002464	7.08639	6.98997	7.20399
0.0230448	0.0024715	5.11307	5.05148	5.18972
0.0230448	0.002479	3.49141	3.45333	3.53897
0.0230448	0.0024865	2.28156	2.26367	2.30451
0.0230448	0.002494	1.4648	1.45825	1.47332
0.0230448	0.0025015	1.01339	1.00842	1.02075
0.0230448	0.002509	0.854618	0.853394	0.85669
0.0230448	0.0025165	1.01236	1.01005	1.01505
0.0230448	0.002524	1.51278	1.50301	1.52725
0.0230448	0.0025315	2.42754	2.40287	2.45712
0.0230448	0.002539	3.81947	3.77921	3.86658
0.0230448	0.0025465	5.69371	5.64262	5.76404
0.0230448	0.002554	7.82309	7.9158	8.09847
0.0236982	0.002464	8.4829	8.38861	8.59932
0.0236982	0.0024715	6.52532	6.45995	6.60668
0.0236982	0.002479	4.9286	4.89206	4.97431
0.0236982	0.0024865	3.66884	3.64352	3.70033
0.0236982	0.002494	2.75971	2.74838	2.77404
0.0236982	0.0025015	2.23605	2.23322	2.23958
0.0236982	0.002509	2.06179	2.05916	2.06362
0.0236982	0.0025165	2.21629	2.20958	2.22646
0.0236982	0.002524	2.76917	2.75202	2.79293
0.0236982	0.0025315	3.75816	3.72899	3.79487
0.0236982	0.002539	5.2056	5.17326	5.24384
0.0236982	0.0025465	7.00662	6.95681	7.06758
0.0236982	0.002554	9.31769	9.09552	9.3955
0.0243516	0.002464	10.773	10.6878	10.9089
0.0243516	0.0024715	8.75061	8.67112	8.84667
0.0243516	0.002479	7.05081	7.00415	7.10877
0.0243516	0.0024865	5.77576	5.7539	5.80292
0.0243516	0.002494	4.87248	4.8631	4.8843
0.0243516	0.0025015	4.35757	4.35494	4.36121
0.0243516	0.002509	4.15391	4.14367	4.16339
0.0243516	0.0025165	4.33704	4.32143	4.36222
0.0243516	0.002524	4.94465	4.92203	4.96465
0.0243516	0.0025315	5.87203	5.84975	5.90087
0.0243516	0.002539	7.27136	7.23194	7.32214
0.0243516	0.0025465	9.13727	9.08379	9.20498
0.0243516	0.002554	11.5494	11.2136	11.6308
0.025005	0.002464	13.7218	13.6134	13.8562
0.025005	0.0024715	11.6735	11.5956	11.7533
0.025005	0.002479	10.0006	9.95769	10.0546
0.025005	0.0024865	8.74369	8.71832	8.77651
0.025005	0.002494	7.86757	7.85392	7.88655
0.025005	0.0025015	7.33459	7.32034	7.34708
0.025005	0.002509	7.03821	7.03164	7.04816
0.025005	0.0025165	7.177	7.16288	7.20076
0.025005	0.002524	7.72445	7.70613	7.75194
0.025005	0.0025315	8.74001	8.70867	8.77786
0.025005	0.002539	10.1895	10.1434	10.2509
0.025005	0.0025465	12.1652	12.1079	12.2402
0.025005	0.002554	14.677	14.1651	14.7626
0.0256584	0.002464	17.4767	17.3616	17.6051
0.0256584	0.0024715	15.4311	15.3575	15.5248
0.0256584	0.002479	13.8143	13.7719	13.8676
0.0256584	0.0024865	12.5601	12.5348	12.594
0.0256584	0.002494	11.5967	11.5782	11.6201
0.0256584	0.0025015	10.9212	10.9064	10.9427
0.0256584	0.002509	10.5899	10.5747	10.6191
0.0256584	0.0025165	10.7638	10.7451	10.7951
0.0256584	0.002524	11.3938	11.3701	11.4298
0.0256584	0.0025315	12.4506	12.4108	12.5081
0.0256584	0.002539	13.9807	13.9283	14.0521
0.0256584	0.0025465	16.032	15.9688	16.117
0.0256584	0.002554	18.6444	18.0831	18.7368
