#x	y	12_	12a	12b
0.4515	2.72271	133.862	133.804	133.948
0.4515	2.82743	119.52	119.453	119.622
0.4515	2.93215	106.199	106.124	106.314
0.4515	3.03687	94.0301	93.9295	94.1723
0.4515	3.14159	82.7212	82.8804	82.8706
0.46	-3.14159	66.6853	66.6111	66.8055
0.46	-3.03687	57.158	57.0773	57.257
0.46	-2.93215	48.6891	48.621	48.7855
0.46	-2.82743	41.4909	41.4382	41.5703
0.46	-2.72271	35.3688	35.3204	35.4408
0.46	-2.61799	30.4631	30.4201	30.5259
0.46	-2.51327	26.6477	26.6108	26.7004
0.46	-2.40855	23.7812	23.7505	23.8235
0.46	-2.30383	21.7129	21.6883	21.7455
0.46	-2.19911	20.2402	20.2217	20.2618
0.46	-2.0944	19.2454	19.2299	19.2627
0.46	-1.98968	18.6268	18.6128	18.6422
0.46	-1.88496	18.2607	18.2463	18.2776
0.46	-1.78024	18.0474	18.0305	18.0692
0.46	-1.67552	17.8998	17.8655	17.9427
0.46	-1.5708	17.741	17.7015	17.794
0.46	-1.46608	17.7759	17.7385	17.8346
0.46	-1.36136	17.7949	17.7463	17.8732
0.46	-1.25664	17.961	17.9032	18.0482
0.46	-1.15192	18.2451	18.1636	18.3633
0.46	-1.0472	18.8263	18.7333	18.9658
0.46	-0.942478	19.9141	19.8081	20.0773
0.46	-0.837758	21.6744	21.554	21.8632
0.46	-0.733038	24.2808	24.1453	24.4968
0.46	-0.628319	27.9073	27.756	28.1512
0.46	-0.523599	32.5801	32.4291	32.8167
0.46	-0.418879	38.4611	38.2974	38.7206
0.46	-0.314159	45.7389	45.563	46.0203
0.46	-0.20944	54.4975	54.3102	54.7991
0.46	-0.10472	64.4948	64.3235	64.7727
0.46	-2.66454e-15	75.8451	75.6662	76.1364
0.46	0.10472	88.4368	88.2769	88.6985
0.46	0.20944	101.908	101.741	102.174
0.46	0.314159	116.17	116.025	116.401
0.46	0.418879	130.892	130.749	131.12
0.46	0.523599	146.115	145.976	146.337
0.46	0.628319	161.506	161.373	161.717
0.46	0.733038	176.686	176.561	176.883
0.46	0.837758	191.205	191.095	191.386
0.46	0.942478	204.654	204.555	204.814
0.46	1.0472	216.619	216.534	216.758
0.46	1.15192	226.709	226.636	226.824
0.46	1.25664	234.575	234.517	234.668
0.46	1.36136	239.898	239.856	239.969
0.46	1.46608	242.463	242.432	242.512
0.46	1.5708	242.248	242.227	242.279
0.46	1.67552	239.27	239.257	239.288
0.46	1.78024	233.6	233.595	233.606
0.46	1.88496	225.447	225.446	225.448
0.46	1.98968	215.169	215.167	215.17
0.46	2.0944	203.12	203.115	203.127
0.46	2.19911	189.696	189.684	189.713
0.46	2.30383	175.308	175.288	175.339
0.46	2.40855	160.341	160.318	160.38
0.46	2.51327	145.206	145.173	145.262
0.46	2.61799	130.275	130.231	130.349
0.46	2.72271	115.857	115.802	115.947
0.46	2.82743	102.211	102.147	102.317
0.46	2.93215	89.4433	89.3783	89.5493
0.46	3.03687	77.4295	77.3588	77.5444
0.46	3.14159	66.6853	66.6111	66.8055
0.4685	-3.14159	55.6912	55.6208	55.8092
0.4685	-3.03687	46.3423	46.2714	46.461
0.4685	-2.93215	38.3106	38.2415	38.4263
0.4685	-2.82743	31.4007	31.3477	31.4878
0.4685	-2.72271	25.5924	25.5447	25.6706
0.4685	-2.61799	20.9478	20.9065	21.0151
0.4685	-2.51327	17.346	17.3119	17.4014
0.4685	-2.40855	14.5763	14.5545	14.6104
0.4685	-2.30383	12.5328	12.5173	12.5566
0.4685	-2.19911	11.1318	11.1219	11.1467
0.4685	-2.0944	10.2264	10.2207	10.2343
0.4685	-1.98968	9.68083	9.67791	9.68434
0.4685	-1.88496	9.37565	9.36515	9.37897
0.4685	-1.78024	9.15578	9.14561	9.16749
0.4685	-1.67552	9.0091	8.99724	9.02441
0.4685	-1.5708	8.89897	8.88334	8.9214
0.4685	-1.46608	9.01918	9.00135	9.0457
0.4685	-1.36136	9.00088	8.9763	9.03952
0.4685	-1.25664	9.0768	9.03639	9.13659
0.4685	-1.15192	9.32617	9.2769	9.40215
0.4685	-1.0472	9.91536	9.85553	10.0103
0.4685	-0.942478	10.9875	10.9156	11.1038
0.4685	-0.837758	12.7006	12.6154	12.8402
0.4685	-0.733038	15.2204	15.121	15.3849
0.4685	-0.628319	18.7063	18.589	18.8951
0.4685	-0.523599	23.2715	23.1409	23.484
0.4685	-0.418879	29.0319	28.9097	29.2326
0.4685	-0.314159	35.9973	35.8636	36.2183
0.4685	-0.20944	44.3723	44.2277	44.6122
0.4685	-0.10472	54.1974	54.0431	54.4334
0.4685	-2.66454e-15	65.044	64.9049	65.2767
0.4685	0.10472	77.1919	77.0475	77.4281
0.4685	0.20944	90.1048	89.9792	90.3111
0.4685	0.314159	103.913	103.787	104.121
0.4685	0.418879	118.033	117.927	118.207
0.4685	0.523599	132.498	132.396	132.666
0.4685	0.628319	147.114	147.017	147.274
0.4685	0.733038	161.522	161.432	161.669
0.4685	0.837758	175.31	175.227	175.449
0.4685	0.942478	188.05	187.978	188.172
0.4685	1.0472	199.375	199.314	199.477
0.4685	1.15192	208.91	208.861	208.992
0.4685	1.25664	216.329	216.292	216.392
0.4685	1.36136	221.371	221.344	221.415
0.4685	1.46608	223.796	223.777	223.828
0.4685	1.5708	223.527	223.517	223.544
0.4685	1.67552	220.633	220.629	220.64
0.4685	1.78024	215.23	215.229	215.231
0.4685	1.88496	207.483	207.482	207.486
0.4685	1.98968	197.655	197.653	197.66
0.4685	2.0944	186.148	186.141	186.16
0.4685	2.19911	173.338	173.324	173.361
0.4685	2.30383	159.615	159.592	159.654
0.4685	2.40855	145.372	145.338	145.429
0.4685	2.51327	130.978	130.933	131.054
0.4685	2.61799	116.772	116.716	116.868
0.4685	2.72271	103.054	102.984	103.184
0.4685	2.82743	90.0695	90.0093	90.2029
0.4685	2.93215	77.6109	77.5401	77.7302
0.4685	3.03687	66.1692	66.0935	66.2967
0.4685	3.14159	55.6912	55.6208	55.8092
0.477	-3.14159	48.7614	48.681	48.8967
0.477	-3.03687	39.848	39.7677	39.9831
0.477	-2.93215	31.957	31.8879	32.0733
0.477	-2.82743	25.2396	25.1747	25.349
0.477	-2.72271	19.7323	19.6732	19.8319
0.477	-2.61799	15.367	15.3231	15.435
0.477	-2.51327	11.7851	11.752	11.8408
0.477	-2.40855	9.10835	9.08274	9.15141
0.477	-2.30383	7.19308	7.17471	7.22398
0.477	-2.19911	5.89394	5.88206	5.91393
0.477	-2.0944	5.0375	5.02625	5.05454
0.477	-1.98968	4.50811	4.50179	4.51717
0.477	-1.88496	4.20551	4.20248	4.20935
0.477	-1.78024	4.03851	4.03694	4.04024
0.477	-1.67552	3.94226	3.94016	3.94519
0.477	-1.5708	3.98213	3.97864	3.98758
0.477	-1.46608	3.85286	3.84353	3.96396
0.477	-1.36136	3.88502	3.86902	3.91202
0.477	-1.25664	3.97842	3.9561	4.01391
0.477	-1.15192	4.25965	4.22929	4.30938
0.477	-1.0472	4.86562	4.82555	4.93232
0.477	-0.942478	5.93275	5.88148	6.0188
0.477	-0.837758	7.61163	7.54793	7.71902
0.477	-0.733038	10.0014	9.92513	10.1269
0.477	-0.628319	13.3173	13.2288	13.4642
0.477	-0.523599	17.7137	17.6126	17.8825
0.477	-0.418879	23.3251	23.2114	23.5156
0.477	-0.314159	30.2259	30.12	30.4045
0.477	-0.20944	38.2476	38.1313	38.4438
0.477	-0.10472	47.6488	47.5232	47.8589
0.477	-2.66454e-15	58.2509	58.1421	58.4327
0.477	0.10472	69.8265	69.713	70.0164
0.477	0.20944	82.4566	82.3585	82.6216
0.477	0.314159	95.6123	95.5132	95.7788
0.477	0.418879	109.327	109.245	109.465
0.477	0.523599	123.078	122.995	123.218
0.477	0.628319	136.944	136.865	137.077
0.477	0.733038	150.594	150.521	150.716
0.477	0.837758	163.658	163.593	163.768
0.477	0.942478	175.754	175.698	175.848
0.477	1.0472	186.505	186.459	186.582
0.477	1.15192	195.557	195.522	195.617
0.477	1.25664	202.603	202.578	202.646
0.477	1.36136	207.339	207.315	207.379
0.477	1.46608	209.595	209.58	209.619
0.477	1.5708	209.345	209.338	209.356
0.477	1.67552	206.606	206.604	206.61
0.477	1.78024	201.425	201.419	201.433
0.477	1.88496	194.001	193.996	194.008
0.477	1.98968	184.663	184.656	184.675
0.477	2.0944	173.732	173.718	173.754
0.477	2.19911	161.523	161.499	161.562
0.477	2.30383	148.429	148.397	148.482
0.477	2.40855	134.826	134.784	134.898
0.477	2.51327	121.093	121.038	121.185
0.477	2.61799	107.549	107.481	107.663
0.477	2.72271	94.4744	94.3952	94.6089
0.477	2.82743	81.9036	81.8233	82.0396
0.477	2.93215	69.9396	69.8503	70.0908
0.477	3.03687	58.9308	58.8526	59.0623
0.477	3.14159	48.7614	48.681	48.8967
0.4855	-3.14159	44.7455	44.6504	44.9063
0.4855	-3.03687	36.0834	35.9981	36.2277
0.4855	-2.93215	28.4535	28.3697	28.5953
0.4855	-2.82743	22.0403	21.9604	22.1758
0.4855	-2.72271	16.7782	16.704	16.8852
0.4855	-2.61799	12.3919	12.3389	12.4804
0.4855	-2.51327	8.97493	8.92763	9.05442
0.4855	-2.40855	6.41076	6.37212	6.47567
0.4855	-2.30383	4.56826	4.54261	4.61831
0.4855	-2.19911	3.32966	3.29392	3.36629
0.4855	-2.0944	2.51643	2.50348	2.53819
0.4855	-1.98968	2.04654	2.03936	2.05862
0.4855	-1.88496	1.79598	1.79299	1.80103
0.4855	-1.78024	1.67745	1.67683	1.67848
0.4855	-1.67552	1.62878	1.62859	1.62901
0.4855	-1.5708	1.56861	1.56623	1.59759
0.4855	-1.46608	1.51645	1.51209	1.52326
0.4855	-1.36136	1.4908	1.47694	1.51369
0.4855	-1.25664	1.57101	1.54985	1.60648
0.4855	-1.15192	1.86219	1.83201	1.91306
0.4855	-1.0472	2.47976	2.43902	2.54852
0.4855	-0.942478	3.55932	3.50671	3.64807
0.4855	-0.837758	5.20565	5.14406	5.29401
0.4855	-0.733038	7.54215	7.48374	7.64058
0.4855	-0.628319	10.7585	10.6886	10.8766
0.4855	-0.523599	15.0061	14.9243	15.1444
0.4855	-0.418879	20.4128	20.3191	20.5712
0.4855	-0.314159	27.0835	26.9782	27.2614
0.4855	-0.20944	34.9775	34.8822	35.139
0.4855	-0.10472	43.9466	43.8419	44.1243
0.4855	-2.66454e-15	54.2222	54.1091	54.414
0.4855	0.10472	65.4517	65.3508	65.6141
0.4855	0.20944	77.5515	77.4588	77.7083
0.4855	0.314159	90.2537	90.1761	90.3854
0.4855	0.418879	103.423	103.346	103.554
0.4855	0.523599	116.619	116.558	116.723
0.4855	0.628319	129.766	129.708	129.864
0.4855	0.733038	142.711	142.658	142.8
0.4855	0.837758	155.105	155.058	155.183
0.4855	0.942478	166.585	166.546	166.651
0.4855	1.0472	176.795	176.764	176.847
0.4855	1.15192	185.345	185.312	185.4
0.4855	1.25664	191.956	191.932	191.996
0.4855	1.36136	196.423	196.407	196.448
0.4855	1.46608	198.587	198.579	198.601
0.4855	1.5708	198.369	198.355	198.382
0.4855	1.67552	195.673	195.664	195.685
0.4855	1.78024	190.719	190.711	190.728
0.4855	1.88496	183.691	183.683	183.704
0.4855	1.98968	174.843	174.825	174.864
0.4855	2.0944	164.373	164.348	164.41
0.4855	2.19911	152.731	152.699	152.784
0.4855	2.30383	140.275	140.232	140.346
0.4855	2.40855	127.356	127.302	127.448
0.4855	2.51327	114.311	114.243	114.425
0.4855	2.61799	101.437	101.358	101.568
0.4855	2.72271	88.9493	88.8695	89.0823
0.4855	2.82743	76.6505	76.5614	76.7998
0.4855	2.93215	65.2371	65.1404	65.4
0.4855	3.03687	54.442	54.3501	54.597
0.4855	3.14159	44.7455	44.6504	44.9063
0.494	-3.14159	42.4694	42.3768	42.6243
0.494	-3.03687	33.9799	33.8873	34.1354
0.494	-2.93215	26.6906	26.6002	26.8426
0.494	-2.82743	20.4961	20.4204	20.6235
0.494	-2.72271	15.2347	15.1651	15.3521
0.494	-2.61799	11.0345	10.9724	11.1398
0.494	-2.51327	7.78445	7.73089	7.87444
0.494	-2.40855	5.36009	5.3164	5.43384
0.494	-2.30383	3.6291	3.5946	3.68732
0.494	-2.19911	2.45953	2.43379	2.49583
0.494	-2.0944	1.66162	1.64953	1.68191
0.494	-1.98968	1.17986	1.17267	1.19178
0.494	-1.88496	0.920314	0.916904	0.92571
0.494	-1.78024	0.795011	0.793535	0.796924
0.494	-1.67552	0.709345	0.709016	0.709744
0.494	-1.5708	0.628471	0.627402	0.630226
0.494	-1.46608	0.576588	0.572996	0.582652
0.494	-1.36136	0.582278	0.57423	0.59588
0.494	-1.25664	0.705896	0.691554	0.730046
0.494	-1.15192	1.03332	1.01098	1.07078
0.494	-1.0472	1.6295	1.60038	1.67857
0.494	-0.942478	2.65537	2.61608	2.72182
0.494	-0.837758	4.25322	4.22315	4.33349
0.494	-0.733038	6.59244	6.53372	6.69213
0.494	-0.628319	9.82213	9.75113	9.94204
0.494	-0.523599	14.027	13.9611	14.1441
0.494	-0.418879	19.2022	19.1249	19.3288
0.494	-0.314159	25.5808	25.4925	25.7264
0.494	-0.20944	33.2297	33.1276	33.3942
0.494	-0.10472	42.0272	41.9466	42.1642
0.494	-2.66454e-15	51.8024	51.7149	51.9511
0.494	0.10472	62.7692	62.6759	62.9273
0.494	0.20944	74.3407	74.2603	74.4772
0.494	0.314159	86.7672	86.6846	86.9071
0.494	0.418879	99.3506	99.2825	99.4657
0.494	0.523599	112.269	112.214	112.36
0.494	0.628319	124.754	124.702	124.84
0.494	0.733038	137.035	136.988	137.115
0.494	0.837758	148.782	148.74	148.851
0.494	0.942478	159.649	159.614	159.708
0.494	1.0472	169.299	169.271	169.345
0.494	1.15192	177.414	177.393	177.448
0.494	1.25664	183.719	183.705	183.741
0.494	1.36136	187.972	187.952	188
0.494	1.46608	189.948	189.934	189.966
0.494	1.5708	189.664	189.655	189.675
0.494	1.67552	187.136	187.128	187.144
0.494	1.78024	182.455	182.438	182.472
0.494	1.88496	175.689	175.67	175.714
0.494	1.98968	167.195	167.172	167.229
0.494	2.0944	157.262	157.232	157.31
0.494	2.19911	146.213	146.173	146.279
0.494	2.30383	134.347	134.292	134.435
0.494	2.40855	121.995	121.928	122.102
0.494	2.51327	109.526	109.448	109.656
0.494	2.61799	97.2342	97.1434	97.3853
0.494	2.72271	85.0498	84.9579	85.2037
0.494	2.82743	73.3426	73.2406	73.5142
0.494	2.93215	62.2185	62.1219	62.3785
0.494	3.03687	51.8496	51.7484	52.0182
0.494	3.14159	42.4694	42.3768	42.6243
0.5025	-3.14159	41.036	40.9321	41.211
0.5025	-3.03687	32.9228	32.8184	33.094
0.5025	-2.93215	25.8267	25.7397	25.9714
0.5025	-2.82743	19.6761	19.5937	19.8136
0.5025	-2.72271	14.6329	14.5569	14.76
0.5025	-2.61799	10.6098	10.5417	10.724
0.5025	-2.51327	7.50085	7.44152	7.60026
0.5025	-2.40855	5.06842	5.02744	5.13673
0.5025	-2.30383	3.31736	3.28506	3.37105
0.5025	-2.19911	2.1321	2.10795	2.17198
0.5025	-2.0944	1.38443	1.36745	1.41208
0.5025	-1.98968	0.935764	0.92404	0.955587
0.5025	-1.88496	0.666306	0.660174	0.676647
0.5025	-1.78024	0.523721	0.521448	0.52755
0.5025	-1.67552	0.450511	0.45015	0.451059
0.5025	-1.5708	0.416184	0.415642	0.417147
0.5025	-1.46608	0.419308	0.416419	0.423674
0.5025	-1.36136	0.465768	0.460345	0.474541
0.5025	-1.25664	0.585816	0.577239	0.600327
0.5025	-1.15192	0.88736	0.872613	0.912386
0.5025	-1.0472	1.49731	1.47465	1.53569
0.5025	-0.942478	2.5412	2.50758	2.59462
0.5025	-0.837758	4.153	4.10919	4.21611
0.5025	-0.733038	6.38717	6.34072	6.46608
0.5025	-0.628319	9.47965	9.4218	9.57826
0.5025	-0.523599	13.5655	13.4951	13.6865
0.5025	-0.418879	18.7648	18.6814	18.9048
0.5025	-0.314159	24.994	24.9323	25.1088
0.5025	-0.20944	32.2921	32.2155	32.4417
0.5025	-0.10472	40.8438	40.7582	40.9888
0.5025	-2.66454e-15	50.4187	50.3417	50.5493
0.5025	0.10472	60.9322	60.8495	61.0723
0.5025	0.20944	72.3525	72.2806	72.4735
0.5025	0.314159	84.2317	84.1574	84.3489
0.5025	0.418879	96.5538	96.5058	96.6354
0.5025	0.523599	108.879	108.833	108.958
0.5025	0.628319	121.076	121.042	121.133
0.5025	0.733038	132.765	132.734	132.816
0.5025	0.837758	143.95	143.923	143.994
0.5025	0.942478	154.304	154.271	154.339
0.5025	1.0472	163.443	163.416	163.486
0.5025	1.15192	171.114	171.093	171.146
0.5025	1.25664	177.055	177.04	177.077
0.5025	1.36136	181.058	181.048	181.072
0.5025	1.46608	182.981	182.975	182.989
