#x	y	12_	12a	12b
0.494	0.002524	1.19767	1.18936	1.20698
0.494	0.0025315	2.06212	2.04127	2.08619
0.494	0.002539	3.35214	3.31484	3.39509
0.494	0.0025465	5.15693	5.10239	5.2214
0.494	0.002554	7.38998	7.17948	7.54792
0.5025	0.002464	6.6478	6.5476	6.77167
0.5025	0.0024715	4.63892	4.57316	4.72158
0.5025	0.002479	3.01012	2.96925	3.06173
0.5025	0.0024865	1.76318	1.74147	1.79192
0.5025	0.002494	0.939858	0.930799	0.952235
0.5025	0.0025015	0.486094	0.481804	0.493198
0.5025	0.002509	0.416184	0.415642	0.417147
0.5025	0.0025165	0.611302	0.608274	0.615572
0.5025	0.002524	1.14727	1.13391	1.16239
0.5025	0.0025315	2.10225	2.07418	2.13539
0.5025	0.002539	3.52228	3.47729	3.57519
0.5025	0.0025465	5.45258	5.39279	5.52676
0.5025	0.002554	7.78931	7.68828	7.95793
0.511	0.002464	6.37645	6.28477	6.48985
0.511	0.0024715	4.43139	4.37318	4.50442
0.511	0.002479	2.8273	2.79264	2.87091
0.511	0.0024865	1.64929	1.63265	1.67117
0.511	0.002494	0.855983	0.850123	0.863944
0.511	0.0025015	0.453953	0.453325	0.454928
0.511	0.002509	0.405273	0.404378	0.406283
0.511	0.0025165	0.638456	0.631439	0.647966
0.511	0.002524	1.23357	1.21738	1.25397
0.511	0.0025315	2.24568	2.2108	2.28525
0.511	0.002539	3.66161	3.62561	3.71448
0.511	0.0025465	5.59833	5.26458	5.66604
0.511	0.002554	7.80327	7.32766	7.87641
0.5195	0.002464	6.46211	6.3691	6.57677
0.5195	0.0024715	4.48464	4.42	4.56396
0.5195	0.002479	2.8299	2.79091	2.87898
0.5195	0.0024865	1.6002	1.57993	1.62701
0.5195	0.002494	0.756591	0.748393	0.767783
0.5195	0.0025015	0.309963	0.308314	0.312455
0.5195	0.002509	0.220747	0.220142	0.221596
0.5195	0.0025165	0.425882	0.421787	0.430451
0.5195	0.002524	0.982652	0.968727	1.00043
0.5195	0.0025315	1.96825	1.9395	2.00214
0.5195	0.002539	3.40918	3.35816	3.45304
0.5195	0.0025465	5.36821	5.21557	5.43991
0.5195	0.002554	7.36423	7.6172	7.91641
0.528	0.002464	6.80311	6.69462	6.93578
0.528	0.0024715	4.71251	4.63572	4.80658
0.528	0.002479	2.98396	2.93751	3.04136
0.528	0.0024865	1.67986	1.65513	1.71117
0.528	0.002494	0.735354	0.72439	0.749307
0.528	0.0025015	0.193157	0.190435	0.196641
0.528	0.002509	0.0155386	0.0155386	0.0155386
0.528	0.0025165	0.190046	0.18684	0.193708
0.528	0.002524	0.736463	0.724554	0.750905
0.528	0.0025315	1.71082	1.68777	1.74414
0.528	0.002539	3.14058	3.09871	3.19054
0.528	0.0025465	5.09173	5.03573	5.12287
0.528	0.002554	7.41229	7.33363	7.6215
0.5365	0.002464	8.05888	7.92763	8.21752
0.5365	0.0024715	5.81984	5.72295	5.93707
0.5365	0.002479	3.96555	3.90335	4.04093
0.5365	0.0024865	2.52379	2.4862	2.56725
0.5365	0.002494	1.42709	1.40852	1.44964
0.5365	0.0025015	0.738693	0.731598	0.747187
0.5365	0.002509	0.456053	0.455674	0.456478
0.5365	0.0025165	0.595156	0.593458	0.603635
0.5365	0.002524	1.11541	1.10691	1.12607
0.5365	0.0025315	2.06347	2.04264	2.08931
0.5365	0.002539	3.4451	3.4097	3.48747
0.5365	0.0025465	5.34007	5.28956	5.40127
0.5365	0.002554	7.7217	7.57037	7.79744
0.545	0.002464	10.9027	10.7287	11.1038
0.545	0.0024715	8.42492	8.29554	8.64036
0.545	0.002479	6.40302	6.31534	6.50794
0.545	0.0024865	4.77885	4.71848	4.85107
0.545	0.002494	3.5201	3.48654	3.55983
0.545	0.0025015	2.69853	2.67655	2.70493
0.545	0.002509	2.35137	2.34905	2.35389
0.545	0.0025165	2.44894	2.4481	2.45037
0.545	0.002524	2.96827	2.9639	2.97435
0.545	0.0025315	3.88038	3.86776	3.89507
0.545	0.002539	5.20598	5.18025	5.23707
0.545	0.0025465	6.95138	6.91437	6.99439
0.545	0.002554	9.18906	9.13558	9.25296
0.5535	0.002464	15.9035	15.6717	16.1796
0.5535	0.0024715	13.3044	13.1292	13.5125
0.5535	0.002479	11.1107	10.9839	11.2607
0.5535	0.0024865	9.29397	9.19938	9.40986
0.5535	0.002494	7.89123	7.84332	7.94768
0.5535	0.0025015	7.00006	6.97412	7.02789
0.5535	0.002509	6.66246	6.65216	6.6742
0.5535	0.0025165	6.73022	6.728	6.73309
0.5535	0.002524	7.18518	7.1827	7.18936
0.5535	0.0025315	8.17545	8.17052	8.18173
0.5535	0.002539	9.41548	9.40422	9.42842
0.5535	0.0025465	11.0725	11.0495	11.0992
0.5535	0.002554	13.2332	13.1938	13.2792
0.562	0.002464	24.0079	23.7039	24.367
0.562	0.0024715	21.2534	21.0128	21.5364
0.562	0.002479	18.9005	18.7112	19.1156
0.562	0.0024865	16.9548	16.834	17.0998
0.562	0.002494	15.5859	15.5062	15.67
0.562	0.0025015	14.6968	14.6668	14.7526
0.562	0.002509	14.3826	14.3611	14.4065
0.562	0.0025165	14.4484	14.4402	14.4576
0.562	0.002524	14.8972	14.8937	14.9023
0.562	0.0025315	15.7908	15.7867	15.7979
0.562	0.002539	17.2268	17.2241	17.2301
0.562	0.0025465	18.8622	18.8528	18.8732
0.562	0.002554	20.9684	20.9466	20.9938
0.5705	0.002464	35.8517	35.4511	36.329
0.5705	0.0024715	32.9759	32.6545	33.3583
0.5705	0.002479	30.6374	30.5238	30.9002
0.5705	0.0024865	28.8238	28.6431	29.0425
0.5705	0.002494	27.4522	27.3192	27.5605
0.5705	0.0025015	26.6834	26.6229	26.751
0.5705	0.002509	26.4158	26.375	26.4601
0.5705	0.0025165	26.5163	26.4947	26.5397
0.5705	0.002524	26.9914	26.98	27.0045
0.5705	0.0025315	27.8801	27.8771	27.8839
0.5705	0.002539	29.6578	29.657	29.6588
0.5705	0.0025465	31.3048	31.304	31.306
0.5705	0.002554	33.393	33.3863	33.4013
0.579	0.002464	52.001	51.6209	52.5836
0.579	0.0024715	49.4226	49.1023	49.8541
0.579	0.002479	47.2575	46.9858	47.6325
0.579	0.0024865	45.4297	45.2484	45.6806
0.579	0.002494	44.2704	44.1538	44.4341
0.579	0.0025015	43.6676	43.5721	43.7697
0.579	0.002509	43.4665	43.3956	43.5428
0.579	0.0025165	43.6475	43.6019	43.6965
0.579	0.002524	44.1884	44.1589	44.2206
0.579	0.0025315	45.1407	45.1264	45.156
0.579	0.002539	47.1375	46.6809	47.1586
0.579	0.0025465	49.1082	49.1053	49.1132
0.579	0.002554	51.2817	51.2808	51.2833
