#	12_	12a	12b
0.0178175	0.0497321	-0.117224
0.0184709	0.0459977	-0.069264
0.0191243	0.0224822	-0.03779
0.0197777	0.0142803	-0.023918
0.0204311	0.00728765	-0.0118305
0.0210845	0.0030874	-0.00522202
0.021738	0	0
0.0223914	0.0023299	-0.00334032
0.0230448	0.00122386	-0.00207213
0.0236982	0.00263366	-0.00183446
0.0243516	0.0102439	-0.00948083
0.025005	0.00656591	-0.00995623
0.0256584	0.0152042	-0.0291329
