#x	y	new0_fix	flux_lukas
0.4685	0.0025315	9.77435	9.6678
0.4685	0.002539	10.726	10.6237
0.4685	0.0025465	12.1058	11.9927
0.4685	0.002554	13.9862	13.848
0.477	0.002464	13.4377	12.8208
0.477	0.0024715	10.9009	10.4192
0.477	0.002479	8.74449	8.39244
0.477	0.0024865	6.97542	6.73713
0.477	0.002494	5.57572	5.41669
0.477	0.0025015	4.61248	4.50687
0.477	0.002509	4.14458	4.06585
0.477	0.0025165	3.97868	3.93409
0.477	0.002524	4.2424	4.20854
0.477	0.0025315	4.89524	4.85771
0.477	0.002539	6.0144	5.9599
0.477	0.0025465	7.56626	7.47927
0.477	0.002554	9.54572	9.41214
0.4855	0.002464	9.72839	9.27607
0.4855	0.0024715	7.39703	7.0612
0.4855	0.002479	5.45358	5.22625
0.4855	0.0024865	3.92796	3.78267
0.4855	0.002494	2.74513	2.66519
0.4855	0.0025015	1.98018	1.94445
0.4855	0.002509	1.61708	1.60222
0.4855	0.0025165	1.62912	1.62303
0.4855	0.002524	1.99993	1.98656
0.4855	0.0025315	2.73168	2.69653
0.4855	0.002539	3.93306	3.85731
0.4855	0.0025465	5.57005	5.44637
0.4855	0.002554	7.73507	7.53972
0.494	0.002464	7.92268	7.57438
0.494	0.0024715	5.74353	5.49749
0.494	0.002479	3.94773	3.79375
0.494	0.0024865	2.56263	2.47326
0.494	0.002494	1.53185	1.49307
0.494	0.0025015	0.905971	0.894792
0.494	0.002509	0.654873	0.653769
0.494	0.0025165	0.741479	0.734268
0.494	0.002524	1.21118	1.18246
0.494	0.0025315	2.09062	2.02911
0.494	0.002539	3.44579	3.33075
0.494	0.0025465	5.24739	5.06873
0.494	0.002554	7.585	7.412
0.5025	0.002464	6.95433	6.65149
0.5025	0.0024715	4.87092	4.67266
0.5025	0.002479	3.20484	3.08842
0.5025	0.0024865	1.9356	1.87434
0.5025	0.002494	1.04272	1.02139
0.5025	0.0025015	0.540381	0.536732
0.5025	0.002509	0.419057	0.415543
0.5025	0.0025165	0.62354	0.605121
0.5025	0.002524	1.21163	1.16229
0.5025	0.0025315	2.21388	2.12149
0.5025	0.002539	3.6946	3.54672
0.5025	0.0025465	5.63531	5.40468
0.5025	0.002554	8.03552	7.71336
0.511	0.002464	6.57178	6.29014
0.511	0.0024715	4.55061	4.36987
0.511	0.002479	2.94993	2.8471
0.511	0.0024865	1.73175	1.68031
0.511	0.002494	0.909517	0.893693
0.511	0.0025015	0.464096	0.462282
0.511	0.002509	0.406222	0.400773
0.511	0.0025165	0.68448	0.660286
0.511	0.002524	1.33986	1.27877
0.511	0.0025315	2.40187	2.22302
0.511	0.002539	3.78733	3.62521
0.511	0.0025465	5.72398	5.4669
0.511	0.002554	8.19522	7.85203
0.5195	0.002464	6.57712	6.2832
0.5195	0.0024715	4.55424	4.36323
0.5195	0.002479	2.94998	2.83946
0.5195	0.0024865	1.7106	1.65392
0.5195	0.002494	0.848124	0.827978
0.5195	0.0025015	0.340036	0.336805
0.5195	0.002509	0.222243	0.218478
0.5195	0.0025165	0.440018	0.420387
0.5195	0.002524	1.04378	0.99348
0.5195	0.0025315	2.06788	1.97389
0.5195	0.002539	3.56941	3.41039
0.5195	0.0025465	5.53454	5.36186
0.5195	0.002554	8.03441	7.71241
0.528	0.002464	6.9779	6.63046
0.528	0.0024715	4.84169	4.60662
0.528	0.002479	3.12081	2.97576
0.528	0.0024865	1.75172	1.66887
0.528	0.002494	0.80107	0.766884
0.528	0.0025015	0.209913	0.201378
0.528	0.002509	0.0155386	0.0155386
0.528	0.0025165	0.212233	0.205351
0.528	0.002524	0.814067	0.785252
0.528	0.0025315	1.83039	1.76347
0.528	0.002539	3.32553	3.20433
0.528	0.0025465	5.2832	5.09409
0.528	0.002554	7.76979	7.49302
0.5365	0.002464	8.18261	7.73918
0.5365	0.0024715	5.92578	5.60908
0.5365	0.002479	4.06822	3.85817
0.5365	0.0024865	2.55967	2.42447
0.5365	0.002494	1.47779	1.40084
0.5365	0.0025015	0.748885	0.716942
0.5365	0.002509	0.456073	0.442883
0.5365	0.0025165	0.624405	0.616755
0.5365	0.002524	1.19376	1.17699
0.5365	0.0025315	2.17155	2.1324
0.5365	0.002539	3.62135	3.54366
0.5365	0.0025465	5.49241	5.36807
0.5365	0.002554	7.79754	7.60653
0.545	0.002464	10.9198	10.3892
0.545	0.0024715	8.50284	8.05348
0.545	0.002479	6.48624	6.14716
0.545	0.0024865	4.81291	4.57874
0.545	0.002494	3.56085	3.40243
0.545	0.0025015	2.72999	2.59632
0.545	0.002509	2.3509	2.2774
0.545	0.0025165	2.47058	2.41653
0.545	0.002524	3.03372	2.99145
0.545	0.0025315	3.95827	3.91026
0.545	0.002539	5.26797	5.20474
0.545	0.0025465	7.02458	6.92961
0.545	0.002554	9.25341	9.11054
0.5535	0.002464	15.9555	15.129
0.5535	0.0024715	13.3766	12.7168
0.5535	0.002479	11.1735	10.6437
0.5535	0.0024865	9.32593	8.92493
0.5535	0.002494	7.91116	7.5883
0.5535	0.0025015	7.00952	6.75154
0.5535	0.002509	6.66591	6.44697
0.5535	0.0025165	6.74195	6.56134
0.5535	0.002524	7.35402	7.09353
0.5535	0.0025315	8.18868	8.06589
0.5535	0.002539	9.42042	9.29868
0.5535	0.0025465	11.1168	10.9842
0.5535	0.002554	13.2723	13.1132
0.562	0.002464	24.058	22.8987
0.562	0.0024715	21.3276	20.36
0.562	0.002479	18.9428	18.1273
0.562	0.0024865	17.0217	16.3176
0.562	0.002494	15.5871	15.0033
0.562	0.0025015	14.7036	14.145
0.562	0.002509	14.3797	13.8858
0.562	0.0025165	14.4494	14.0181
0.562	0.002524	14.9338	14.5471
0.562	0.0025315	16.0246	15.4555
0.562	0.002539	17.2263	16.9312
0.562	0.0025465	18.8766	18.5934
0.562	0.002554	20.9797	20.6933
0.5705	0.002464	35.9075	34.2939
0.5705	0.0024715	33.0565	31.6344
0.5705	0.002479	30.7274	29.3605
0.5705	0.0024865	28.8788	27.7344
0.5705	0.002494	27.4915	26.3966
0.5705	0.0025015	26.7016	25.6918
0.5705	0.002509	26.4091	25.4736
0.5705	0.0025165	26.5127	25.6614
0.5705	0.002524	27.0009	26.2149
0.5705	0.0025315	27.9919	27.1627
0.5705	0.002539	29.6732	28.5447
0.5705	0.0025465	31.3047	30.6148
0.5705	0.002554	33.3916	32.8178
0.579	0.002464	52.1067	49.8114
0.579	0.0024715	49.4827	47.2847
0.579	0.002479	47.2689	45.3611
0.579	0.0024865	45.5211	43.6053
0.579	0.002494	44.3908	42.5089
0.579	0.0025015	43.6817	41.9723
0.579	0.002509	43.4698	41.8803
0.579	0.0025165	43.6505	42.1603
0.579	0.002524	44.1826	42.7841
0.579	0.0025315	45.1379	43.8164
0.579	0.002539	46.7308	45.2675
0.579	0.0025465	49.1587	47.1001
0.579	0.002554	51.3043	49.5222
