#x	y	new0_fix	flux_lukas
0.0197777	0.4515	49.7503	49.2688
0.0197777	0.46	34.3035	34.0943
0.0197777	0.4685	23.7472	23.6578
0.0197777	0.477	17.0322	16.9994
0.0197777	0.4855	13.0841	13.0629
0.0197777	0.494	10.7044	10.671
0.0197777	0.5025	9.1275	9.07986
0.0197777	0.511	7.78185	7.73241
0.0197777	0.5195	6.46901	6.43353
0.0197777	0.528	5.40016	5.38517
0.0197777	0.5365	5.15916	5.15137
0.0197777	0.545	6.68986	6.63669
0.0197777	0.5535	10.7381	10.5754
0.0197777	0.562	18.6187	18.2145
0.0197777	0.5705	31.1705	30.2206
0.0197777	0.579	48.9383	47.2297
0.0204311	0.426	125.724	122.974
0.0204311	0.4345	92.26	90.6956
0.0204311	0.443	65.877	64.9595
0.0204311	0.4515	43.8516	43.9558
0.0204311	0.46	28.6691	28.4122
0.0204311	0.4685	18.407	18.3146
0.0204311	0.477	12.0609	12.0296
0.0204311	0.4855	8.41825	8.40721
0.0204311	0.494	6.41266	6.38856
0.0204311	0.5025	5.22257	5.18467
0.0204311	0.511	4.22151	4.20478
0.0204311	0.5195	3.23837	3.22666
0.0204311	0.528	2.48881	2.48553
0.0204311	0.5365	2.48199	2.47612
0.0204311	0.545	4.07355	4.02863
0.0204311	0.5535	8.29344	8.12918
0.0204311	0.562	16.1808	15.7723
0.0204311	0.5705	28.4568	27.5013
0.0204311	0.579	46.0495	44.3175
0.0210845	0.426	119.958	117.141
0.0210845	0.4345	86.5961	84.7655
0.0210845	0.443	60.0014	59.0019
0.0210845	0.4515	40.0437	39.3525
0.0210845	0.46	24.2822	24.156
0.0210845	0.4685	14.3601	14.2627
0.0210845	0.477	8.35279	8.31858
0.0210845	0.4855	5.01155	5.00183
0.0210845	0.494	3.36906	3.35963
0.0210845	0.5025	2.54349	2.50189
0.0210845	0.511	1.81874	1.80763
0.0210845	0.5195	1.15864	1.15255
0.0210845	0.528	0.685658	0.684855
0.0210845	0.5365	0.924402	0.911799
0.0210845	0.545	2.71693	2.6474
0.0210845	0.5535	6.96345	6.72767
0.0210845	0.562	14.7019	14.1984
0.0210845	0.5705	26.814	25.8719
0.0210845	0.579	44.023	42.4206
0.021738	0.426	115.499	112.614
0.021738	0.4345	82.4935	80.6097
0.021738	0.443	55.9317	54.7954
0.021738	0.4515	35.7768	35.2239
0.021738	0.46	21.6579	21.3201
0.021738	0.4685	11.5334	11.4291
0.021738	0.477	5.77918	5.74361
0.021738	0.4855	2.77532	2.76866
0.021738	0.494	1.50009	1.49168
0.021738	0.5025	0.915483	0.90921
0.021738	0.511	0.56834	0.560905
0.021738	0.5195	0.222243	0.218478
0.021738	0.528	0.0155386	0.0155386
0.021738	0.5365	0.456073	0.442883
0.021738	0.545	2.3509	2.2774
0.021738	0.5535	6.66591	6.44697
0.021738	0.562	14.3797	13.8858
0.021738	0.5705	26.4091	25.4736
0.021738	0.579	43.4698	41.8803
0.0223914	0.426	112.28	109.287
0.0223914	0.4345	79.6045	77.672
0.0223914	0.443	53.3531	52.176
0.0223914	0.4515	33.3671	32.7222
0.0223914	0.46	19.1356	18.8315
0.0223914	0.4685	9.9831	9.87018
0.0223914	0.477	4.34098	4.30153
0.0223914	0.4855	1.6733	1.66799
0.0223914	0.494	0.654873	0.653769
0.0223914	0.5025	0.419057	0.415543
0.0223914	0.511	0.406222	0.400773
0.0223914	0.5195	0.363064	0.360038
0.0223914	0.528	0.418956	0.420191
0.0223914	0.5365	1.06159	1.04644
0.0223914	0.545	3.0918	3.01381
0.0223914	0.5535	7.4494	7.23014
0.0223914	0.562	15.1232	14.6303
0.0223914	0.5705	27.0579	26.1278
0.0223914	0.579	43.9654	42.3878
0.0230448	0.426	110.262	107.091
0.0230448	0.4345	77.8691	75.8803
0.0230448	0.443	51.9177	50.6984
0.0230448	0.4515	32.2112	31.5365
0.0230448	0.46	18.2601	17.9035
0.0230448	0.4685	9.16153	9.00615
0.0230448	0.477	3.97868	3.93409
0.0230448	0.4855	1.61708	1.60222
0.0230448	0.494	0.862223	0.862036
0.0230448	0.5025	0.963056	0.960594
0.0230448	0.511	1.27331	1.26823
0.0230448	0.5195	1.53141	1.52759
0.0230448	0.528	1.84226	1.84614
0.0230448	0.5365	2.67456	2.65684
0.0230448	0.545	4.82741	4.74532
0.0230448	0.5535	9.2345	9.0085
0.0230448	0.562	16.9188	16.4261
0.0230448	0.5705	28.7037	27.7777
0.0230448	0.579	45.4536	43.8376
0.0236982	0.426	109.262	106.017
0.0236982	0.4345	77.2403	75.0848
0.0236982	0.443	51.5945	50.2522
0.0236982	0.4515	32.1287	31.4222
0.0236982	0.46	18.4111	18.0102
0.0236982	0.4685	9.55194	9.38246
0.0236982	0.477	4.64969	4.59777
0.0236982	0.4855	2.49213	2.47583
0.0236982	0.494	2.07146	2.07067
0.0236982	0.5025	2.49996	2.49712
0.0236982	0.511	3.09034	3.08777
0.0236982	0.5195	3.63607	3.6316
0.0236982	0.528	4.23253	4.23012
0.0236982	0.5365	5.25006	5.22919
0.0236982	0.545	7.51487	7.42382
0.0236982	0.5535	11.9588	11.7308
0.0236982	0.562	19.6136	19.1199
0.0236982	0.5705	31.3904	30.4106
0.0236982	0.579	47.8824	46.211
0.0243516	0.426	109.332	105.623
0.0243516	0.4345	77.6189	75.3806
0.0243516	0.443	52.231	50.8175
0.0243516	0.4515	33.0251	32.2045
0.0243516	0.46	19.5028	19.0798
0.0243516	0.4685	10.9143	10.7308
0.0243516	0.477	6.25854	6.16824
0.0243516	0.4855	4.33846	4.31709
0.0243516	0.494	4.23993	4.23676
0.0243516	0.5025	4.97373	4.9685
0.0243516	0.511	5.8357	5.83095
0.0243516	0.5195	6.65362	6.64523
0.0243516	0.528	7.50636	7.48742
0.0243516	0.5365	8.74242	8.71519
0.0243516	0.545	11.0997	11.0127
0.0243516	0.5535	15.5971	15.3526
0.0243516	0.562	23.208	22.6985
0.0243516	0.5705	34.8104	33.8284
0.0243516	0.579	51.1862	49.6214
0.025005	0.426	110.184	106.217
0.025005	0.4345	78.9824	76.1793
0.025005	0.443	53.8364	52.376
0.025005	0.4515	34.864	33.8851
0.025005	0.46	21.5834	21.0953
0.025005	0.4685	13.1822	12.9201
0.025005	0.477	8.71107	8.61196
0.025005	0.4855	7.11813	7.09131
0.025005	0.494	7.32614	7.32148
0.025005	0.5025	8.32446	8.31601
0.025005	0.511	9.47231	9.46346
0.025005	0.5195	10.5549	10.5421
0.025005	0.528	11.6336	11.6094
0.025005	0.5365	13.0963	13.0427
0.025005	0.545	15.5608	15.4719
0.025005	0.5535	20.0867	19.8529
0.025005	0.562	27.6497	27.1416
0.025005	0.5705	39.2314	38.152
0.025005	0.579	55.255	53.7289
0.0256584	0.426	111.954	107.586
0.0256584	0.4345	81.1005	78.1352
0.0256584	0.443	56.1973	54.4681
0.0256584	0.4515	37.468	36.4212
0.0256584	0.46	24.4788	23.9008
0.0256584	0.4685	16.2836	16.0087
0.0256584	0.477	12.1132	11.9911
0.0256584	0.4855	10.7882	10.7555
0.0256584	0.494	11.2918	11.284
0.0256584	0.5025	12.5424	12.5283
0.0256584	0.511	13.9648	13.9511
0.0256584	0.5195	15.3062	15.2878
0.0256584	0.528	16.6038	16.5731
0.0256584	0.5365	18.232	18.1714
0.0256584	0.545	20.8564	20.7175
0.0256584	0.5535	25.4178	25.1817
0.0256584	0.562	32.9047	32.3969
0.0256584	0.5705	44.2177	43.2463
0.0256584	0.579	60.3544	58.7007
