#	new0_fix	flux_lukas
0.0178175	0.0288738
0.0184709	0.0158344
0.0191243	0.0111333
0.0197777	0.00778726
0.0204311	0.00586744
0.0210845	0.000803525
0.021738	0
0.0223914	0.00302574
0.0230448	0.00018698
0.0236982	0.000787123
0.0243516	0.00316551
0.025005	0.0268204
0.0256584	0.0327397
