#x	y	new0_fix	flux_lukas
0.0178175	0.002464	31.4636	30.9573
0.0178175	0.0024715	28.9117	28.5394
0.0178175	0.002479	26.7195	26.4499
0.0178175	0.0024865	24.8822	24.7046
0.0178175	0.002494	23.4533	23.3412
0.0178175	0.0025015	22.3667	22.3596
0.0178175	0.002509	21.6272	21.5931
0.0178175	0.0025165	21.1737	21.1489
0.0178175	0.002524	21.1454	21.1165
0.0178175	0.0025315	21.4838	21.4562
0.0178175	0.002539	22.2729	22.1765
0.0178175	0.0025465	23.5151	23.4113
0.0178175	0.002554	25.2815	25.1023
0.0184709	0.002464	24.0302	23.6374
0.0184709	0.0024715	21.6535	21.3534
0.0184709	0.002479	19.5845	19.327
0.0184709	0.0024865	17.8029	17.6366
0.0184709	0.002494	16.4329	16.3311
0.0184709	0.0025015	15.4097	15.3583
0.0184709	0.002509	14.7594	14.7362
0.0184709	0.0025165	14.4177	14.4019
0.0184709	0.002524	14.4745	14.4502
0.0184709	0.0025315	14.9521	14.8871
0.0184709	0.002539	15.8467	15.7659
0.0184709	0.0025465	17.2238	17.0914
0.0184709	0.002554	19.055	18.8963
0.0191243	0.002464	18.032	17.6496
0.0191243	0.0024715	15.708	15.4412
0.0191243	0.002479	13.7896	13.6117
0.0191243	0.0024865	12.1907	12.0337
0.0191243	0.002494	10.8818	10.7882
0.0191243	0.0025015	9.9138	9.86978
0.0191243	0.002509	9.33378	9.31618
0.0191243	0.0025165	9.10242	9.09129
0.0191243	0.002524	9.25618	9.24063
0.0191243	0.0025315	9.84658	9.80585
0.0191243	0.002539	10.8404	10.7737
0.0191243	0.0025465	12.3596	12.2193
0.0191243	0.002554	14.3176	14.1224
0.0197777	0.002464	13.4116	13.0413
0.0197777	0.0024715	11.1339	10.879
0.0197777	0.002479	9.26754	9.104
0.0197777	0.0024865	7.73437	7.63763
0.0197777	0.002494	6.62329	6.57769
0.0197777	0.0025015	5.78866	5.7501
0.0197777	0.002509	5.28146	5.2676
0.0197777	0.0025165	5.15916	5.15137
0.0197777	0.002524	5.41194	5.39591
0.0197777	0.0025315	6.10247	6.0631
0.0197777	0.002539	7.21475	7.13939
0.0197777	0.0025465	8.82787	8.70165
0.0197777	0.002554	10.899	10.7076
0.0204311	0.002464	10.0818	9.72077
0.0204311	0.0024715	7.85152	7.60462
0.0204311	0.002479	6.0332	5.8783
0.0204311	0.0024865	4.55774	4.46653
0.0204311	0.002494	3.49946	3.45897
0.0204311	0.0025015	2.79731	2.78421
0.0204311	0.002509	2.48881	2.48553
0.0204311	0.0025165	2.48199	2.47612
0.0204311	0.002524	2.83784	2.82359
0.0204311	0.0025315	3.62415	3.58822
0.0204311	0.002539	4.85007	4.77652
0.0204311	0.0025465	6.56609	6.44316
0.0204311	0.002554	8.75214	8.56299
0.0210845	0.002464	7.95106	7.60742
0.0210845	0.0024715	5.77779	5.53763
0.0210845	0.002479	4.00836	3.85906
0.0210845	0.0024865	2.58692	2.5009
0.0210845	0.002494	1.58244	1.54586
0.0210845	0.0025015	0.93641	0.926351
0.0210845	0.002509	0.685658	0.684855
0.0210845	0.0025165	0.792826	0.78533
0.0210845	0.002524	1.28768	1.25795
0.0210845	0.0025315	2.20739	2.14251
0.0210845	0.002539	3.62123	3.47016
0.0210845	0.0025465	5.45843	5.27448
0.0210845	0.002554	7.79754	7.56279
0.021738	0.002464	6.72261	6.42464
0.021738	0.0024715	4.65585	4.46164
0.021738	0.002479	3.0067	2.89341
0.021738	0.0024865	1.72416	1.6651
0.021738	0.002494	0.80107	0.766884
0.021738	0.0025015	0.209913	0.201378
0.021738	0.002509	0.0155386	0.0155386
0.021738	0.0025165	0.212233	0.205351
0.021738	0.002524	0.814067	0.785252
0.021738	0.0025315	1.83039	1.76347
0.021738	0.002539	3.32553	3.20433
0.021738	0.0025465	5.2832	5.09409
0.021738	0.002554	7.76979	7.49302
0.0223914	0.002464	6.57178	6.2832
0.0223914	0.0024715	4.55061	4.36323
0.0223914	0.002479	2.94993	2.83946
0.0223914	0.0024865	1.7106	1.65392
0.0223914	0.002494	0.885596	0.867313
0.0223914	0.0025015	0.428185	0.426392
0.0223914	0.002509	0.363064	0.360038
0.0223914	0.0025165	0.62354	0.605121
0.0223914	0.002524	1.21118	1.16229
0.0223914	0.0025315	2.09062	2.02911
0.0223914	0.002539	3.44579	3.33075
0.0223914	0.0025465	5.24739	5.06873
0.0223914	0.002554	7.585	7.412
0.0230448	0.002464	7.17868	6.89897
0.0230448	0.0024715	5.19875	5.01415
0.0230448	0.002479	3.58311	3.46777
0.0230448	0.0024865	2.34936	2.28928
0.0230448	0.002494	1.49977	1.47953
0.0230448	0.0025015	1.03932	1.03669
0.0230448	0.002509	0.862223	0.862036
0.0230448	0.0025165	1.02732	1.02184
0.0230448	0.002524	1.59054	1.56479
0.0230448	0.0025315	2.55901	2.49762
0.0230448	0.002539	4.00407	3.89313
0.0230448	0.0025465	5.88384	5.72868
0.0230448	0.002554	8.14318	7.95794
0.0236982	0.002464	8.55571	8.25375
0.0236982	0.0024715	6.54498	6.34752
0.0236982	0.002479	5.00257	4.839
0.0236982	0.0024865	3.73944	3.64886
0.0236982	0.002494	2.78752	2.74819
0.0236982	0.0025015	2.23722	2.22584
0.0236982	0.002509	2.07146	2.07067
0.0236982	0.0025165	2.31472	2.3091
0.0236982	0.002524	2.95822	2.93393
0.0236982	0.0025315	4.00522	3.96036
0.0236982	0.002539	5.37872	5.31018
0.0236982	0.0025465	7.20691	7.08834
0.0236982	0.002554	9.56345	9.38039
0.0243516	0.002464	10.8001	10.4967
0.0243516	0.0024715	8.76096	8.51121
0.0243516	0.002479	7.07111	6.91337
0.0243516	0.0024865	5.7801	5.68739
0.0243516	0.002494	4.87377	4.83214
0.0243516	0.0025015	4.36209	4.34844
0.0243516	0.002509	4.23993	4.23676
0.0243516	0.0025165	4.53685	4.52431
0.0243516	0.002524	5.11434	5.09701
0.0243516	0.0025315	6.11131	6.07415
0.0243516	0.002539	7.56843	7.49838
0.0243516	0.0025465	9.49043	9.37126
0.0243516	0.002554	11.9419	11.7592
0.025005	0.002464	13.7273	13.3625
0.025005	0.0024715	11.6581	11.4036
0.025005	0.002479	9.99472	9.83371
0.025005	0.0024865	8.74114	8.64439
0.025005	0.002494	7.88023	7.83484
0.025005	0.0025015	7.33811	7.29116
0.025005	0.002509	7.11813	7.09131
0.025005	0.0025165	7.38238	7.36392
0.025005	0.002524	8.04346	8.02001
0.025005	0.0025315	9.13799	9.09687
0.025005	0.002539	10.6774	10.6043
0.025005	0.0025465	12.691	12.5696
0.025005	0.002554	15.2352	15.051
0.0256584	0.002464	17.4521	17.0793
0.0256584	0.0024715	15.4158	15.1573
0.0256584	0.002479	13.8063	13.64
0.0256584	0.0024865	12.583	12.4571
0.0256584	0.002494	11.5941	11.4967
0.0256584	0.0025015	10.9626	10.9094
0.0256584	0.002509	10.7882	10.7555
0.0256584	0.0025165	11.1237	11.0993
0.0256584	0.002524	11.8574	11.829
0.0256584	0.0025315	13.0343	12.9871
0.0256584	0.002539	14.6562	14.576
0.0256584	0.0025465	16.7695	16.6442
0.0256584	0.002554	19.4042	19.2171
