#	new0_fix	flux_lukas
0.002464	0.288581
0.0024715	0.187372
0.002479	0.110474
0.0024865	0.0566825
0.002494	0.0341861
0.0025015	0.00853526
0.002509	0
0.0025165	0.00688215
0.002524	0.0288151
0.0025315	0.0669265
0.002539	0.1212
0.0025465	0.178655
0.002554	0.172999
