#	0	11a	11b	8
-3.14159	0	0	0	0
-3.03687	0.690949	0.690921	0.690982	0.690901
-2.93215	1.37088	1.37082	1.37092	1.37086
-2.82743	2.03206	2.03194	2.03222	2.03314
-2.72271	2.66845	2.66839	2.66854	2.66988
-2.61799	3.27417	3.27416	3.27418	3.27564
-2.51327	3.84362	3.84363	3.8436	3.84497
-2.40855	4.3716	4.37155	4.37165	4.3727
-2.30383	4.85341	4.8532	4.85368	4.85411
-2.19911	5.28491	5.28439	5.28558	5.28506
-2.0944	5.66256	5.66152	5.66386	5.66202
-1.98968	5.97311	5.9732	5.973	5.97778
-1.88496	6.22167	6.22165	6.22172	6.22546
-1.78024	6.40968	6.40922	6.41026	6.41242
-1.67552	6.53636	6.53518	6.53786	6.53799
-1.5708	6.60199	6.59973	6.60486	6.60243
-1.46608	6.60133	6.60107	6.60167	6.6061
-1.36136	6.53324	6.5322	6.53457	6.5367
-1.25664	6.41028	6.40804	6.41313	6.41223
-1.15192	6.23693	6.23304	6.24189	6.23776
-1.0472	6.01913	6.01306	6.02495	6.01869
-0.942478	5.6203	5.61953	5.6212	5.61672
-0.837758	5.1406	5.1392	5.14172	5.13809
-0.733038	4.60735	4.6067	4.60819	4.60717
-0.628319	4.0339	4.03374	4.03375	4.0326
-0.523599	3.42694	3.42667	3.42692	3.4246
-0.418879	2.77956	2.77901	2.78018	2.77807
-0.314159	2.10591	2.10556	2.1063	2.10483
-0.20944	1.41334	1.41315	1.41356	1.41265
-0.10472	0.708954	0.708877	0.709043	0.708625
0	0	0	0	0
0.10472	0.704022	0.703875	0.704213	0.703967
0.20944	1.39717	1.39696	1.39744	1.39697
0.314159	2.07237	2.07216	2.07264	2.07197
0.418879	2.72318	2.72317	2.7232	2.72206
0.523599	3.34354	3.34354	3.34354	3.34098
0.628319	3.92631	3.92632	3.9263	3.92352
0.733038	4.46553	4.46553	4.46553	4.46255
0.837758	4.95575	4.95571	4.95578	4.95267
0.942478	5.39209	5.39198	5.39221	5.38892
1.0472	5.7691	5.76861	5.76975	5.76748
1.15192	6.07593	6.0758	6.0761	6.07555
1.25664	6.32276	6.32274	6.32277	6.31972
1.36136	6.5058	6.50569	6.50592	6.50321
1.46608	6.62247	6.62216	6.62281	6.6204
1.5708	6.67297	6.67236	6.67366	6.67162
1.67552	6.65418	6.65406	6.65432	6.6537
1.78024	6.57315	6.57277	6.57357	6.57242
1.88496	6.43326	6.43249	6.43414	6.43326
1.98968	6.23932	6.23799	6.24085	6.24004
2.0944	5.99755	5.9955	5.99993	5.99897
2.19911	5.57032	5.56787	5.57353	5.56825
2.30383	5.08182	5.0807	5.08358	5.07943
2.40855	4.55383	4.55368	4.55401	4.54895
2.51327	3.98559	3.98558	3.9856	3.98167
2.61799	3.38272	3.38093	3.38271	3.37972
2.72271	2.73688	2.73517	2.73909	2.73759
2.82743	2.06868	2.06766	2.07001	2.06917
2.93215	1.38532	1.38479	1.38601	1.38561
3.03687	0.693521	0.693325	0.693777	0.693648
3.14159	0	0	0	0
