
# Surface 0 of 1 surfaces

# Curve title: "file u (getx($1)):(gety($2)):(sqrt(column(c)))"

# Contour 0, label:        3
 0.0707169 -3.14159  3 
 0.0707165 -3.03687  3 
 0.0707158 -2.93215  3 
 0.0707151 -2.82743  3 
 0.0707147 -2.72271  3 
 0.0707152 -2.61799  3 
 0.0707134 -2.51327  3 
 0.0707104 -2.40855  3 
 0.07071 -2.30383  3 
 0.0707127 -2.19911  3 
 0.0707197 -2.09439  3 
 0.0707315 -1.98967  3 
 0.0707223 -1.88495  3 
 0.0707151 -1.78023  3 
 0.0707127 -1.67551  3 
 0.0707098 -1.5708  3 
 0.0707093 -1.46608  3 
 0.0707145 -1.36136  3 
 0.0707251 -1.25664  3 
 0.0707383 -1.15192  3 
 0.0707274 -1.0472  3 
 0.0707209 -0.942477  3 
 0.070718 -0.837757  3 
 0.0707153 -0.733038  3 
 0.0707138 -0.628318  3 
 0.0707146 -0.523598  3 
 0.0707167 -0.418879  3 
 0.0707193 -0.314159  3 
 0.0707217 -0.209439  3 
 0.0707235 -0.10472  3 
 0.0707243 -1.94289e-16  3 
 0.0707241  0.10472  3 
 0.0707229  0.209439  3 
 0.070721  0.314159  3 
 0.070719  0.418879  3 
 0.0707173  0.523598  3 
 0.0707168  0.628318  3 
 0.0707183  0.733038  3 
 0.0707219  0.837757  3 
 0.0707253  0.942477  3 
 0.0707317  1.0472  3 
 0.0707425  1.15192  3 
 0.0707306  1.25664  3 
 0.0707197  1.36136  3 
 0.070714  1.46608  3 
 0.070714  1.5708  3 
 0.070718  1.67551  3 
 0.0707198  1.78023  3 
 0.0707264  1.88495  3 
 0.0707361  1.98967  3 
 0.0707239  2.09439  3 
 0.0707164  2.19911  3 
 0.070713  2.30383  3 
 0.0707129  2.40855  3 
 0.0707153  2.51327  3 
 0.0707177  2.61799  3 
 0.0707166  2.72271  3 
 0.0707164  2.82743  3 
 0.0707167  2.93215  3 
 0.0707169  3.03687  3 
 0.0707169  3.14159  3 


# Contour 1, label:        2
 0.0757008 -3.14159  2 
 0.0757 -3.03687  2 
 0.0756982 -2.93215  2 
 0.075696 -2.82743  2 
 0.0756938 -2.72271  2 
 0.0756926 -2.61799  2 
 0.0756871 -2.51327  2 
 0.075682 -2.40855  2 
 0.0756812 -2.30383  2 
 0.0756856 -2.19911  2 
 0.0756968 -2.09439  2 
 0.075716 -1.98967  2 
 0.0757117 -1.88495  2 
 0.0756977 -1.78023  2 
 0.0756892 -1.67551  2 
 0.0756791 -1.5708  2 
 0.0756804 -1.46608  2 
 0.0756909 -1.36136  2 
 0.0757102 -1.25664  2 
 0.0757339 -1.15192  2 
 0.0757155 -1.0472  2 
 0.0757023 -0.942477  2 
 0.0756904 -0.837757  2 
 0.0756851 -0.733038  2 
 0.0756856 -0.628318  2 
 0.0756893 -0.523598  2 
 0.0756946 -0.418879  2 
 0.0757003 -0.314159  2 
 0.0757055 -0.209439  2 
 0.075709 -0.10472  2 
 0.0757105 -1.94289e-16  2 
 0.0757099  0.10472  2 
 0.0757073  0.209439  2 
 0.075703  0.314159  2 
 0.0756981  0.418879  2 
 0.0756933  0.523598  2 
 0.0756901  0.628318  2 
 0.0756897  0.733038  2 
 0.0756949  0.837757  2 
 0.0757069  0.942477  2 
