#x	y	new0	0_E	0_M
-3.14159	0.002464	51.0094	33.2482	8.75137
-3.14159	0.0024715	48.3174	33.211	6.41417
-3.14159	0.002479	46.051	33.1617	4.44833
-3.14159	0.0024865	44.2157	33.1169	2.85276
-3.14159	0.002494	42.8075	33.0764	1.62719
-3.14159	0.0025015	41.8539	33.0402	0.772208
-3.14159	0.002509	41.3569	33.0082	0.262292
-3.14159	0.0025165	41.3274	32.9803	0.0496669
-3.14159	0.002524	41.7719	33.0284	0.0859407
-3.14159	0.0025315	42.5945	32.9388	0.492821
-3.14159	0.002539	43.8144	32.9238	1.18678
-3.14159	0.0025465	45.5026	32.9142	2.21535
-3.14159	0.002554	47.7248	32.9085	3.64891
-3.03687	0.002464	43.2715	27.2185	8.73394
-3.03687	0.0024715	40.6387	27.1764	6.39923
-3.03687	0.002479	38.4315	27.1385	4.43587
-3.03687	0.0024865	36.6237	27.1047	2.84279
-3.03687	0.002494	35.2023	27.068	1.61972
-3.03687	0.0025015	34.2348	27.0312	0.767249
-3.03687	0.002509	33.72	26.9987	0.259676
-3.03687	0.0025165	33.6706	26.9704	0.04877
-3.03687	0.002524	34.0606	26.9463	0.0872821
-3.03687	0.0025315	34.7789	26.9261	0.49691
-3.03687	0.002539	35.9835	26.9099	1.1929
-3.03687	0.0025465	37.6729	26.9149	2.22447
-3.03687	0.002554	39.8938	26.8902	3.66119
-2.93215	0.002464	36.4701	21.7763	8.67924
-2.93215	0.0024715	33.8356	21.7169	6.35249
-2.93215	0.002479	31.6243	21.6622	4.39708
-2.93215	0.0024865	29.8421	21.6121	2.81195
-2.93215	0.002494	28.4956	21.5667	1.59684
-2.93215	0.0025015	27.4753	21.5257	0.752373
-2.93215	0.002509	26.8747	21.4892	0.252122
-2.93215	0.0025165	26.735	21.4569	0.0463289
-2.93215	0.002524	27.0642	21.429	0.0920188
-2.93215	0.0025315	27.8473	21.4052	0.510324
-2.93215	0.002539	29.0973	21.3855	1.21216
-2.93215	0.0025465	30.8414	21.3617	2.25274
-2.93215	0.002554	33.0936	21.3405	3.69968
-2.82743	0.002464	30.6634	16.9163	8.58821
-2.82743	0.0024715	28.0306	16.8526	6.27481
-2.82743	0.002479	25.819	16.7938	4.33273
-2.82743	0.0024865	23.9962	16.7398	2.76092
-2.82743	0.002494	22.5802	16.6905	1.55916
-2.82743	0.0025015	21.5362	16.6462	0.728101
