#x	y	new0	0_E	0_M
0.0178175	0.002464	31.4636	12.5738	13.3197
0.0178175	0.0024715	28.9117	12.5667	11.9368
0.0178175	0.002479	26.7195	12.5516	10.925
0.0178175	0.0024865	24.8822	12.5424	10.2855
0.0178175	0.002494	23.4533	12.5394	9.95438
0.0178175	0.0025015	22.3667	12.5424	9.88216
0.0178175	0.002509	21.6272	12.5521	9.87647
0.0178175	0.0025165	21.1737	12.5634	9.87725
0.0178175	0.002524	21.1454	12.5673	9.95162
0.0178175	0.0025315	21.4838	12.5774	10.3723
0.0178175	0.002539	22.2729	12.5932	11.1813
0.0178175	0.0025465	23.5151	12.6152	12.2755
0.0178175	0.002554	25.2815	12.6406	13.7117
0.0184709	0.002464	24.0302	8.20079	10.3766
0.0184709	0.0024715	21.6535	8.18421	9.00302
0.0184709	0.002479	19.5845	8.17296	8.00066
0.0184709	0.0024865	17.8029	8.16705	7.37018
0.0184709	0.002494	16.4329	8.16646	7.04894
0.0184709	0.0025015	15.4097	8.17123	6.97298
0.0184709	0.002509	14.7594	8.17062	6.96816
0.0184709	0.0025165	14.4177	8.17116	6.96895
0.0184709	0.002524	14.4745	8.17703	7.04195
0.0184709	0.0025315	14.9521	8.18824	7.46015
0.0184709	0.002539	15.8467	8.2048	8.26661
0.0184709	0.0025465	17.2238	8.22646	9.32819
0.0184709	0.002554	19.055	8.23956	10.7574
0.0191243	0.002464	18.032	4.96814	7.94017
0.0191243	0.0024715	15.708	4.95613	6.57558
0.0191243	0.002479	13.7896	4.94877	5.5823
0.0191243	0.0024865	12.1907	4.94604	4.95979
0.0191243	0.002494	10.8818	4.93903	4.6494
0.0191243	0.0025015	9.9138	4.93301	4.57024
0.0191243	0.002509	9.33378	4.93162	4.56538
0.0191243	0.0025165	9.10242	4.93487	4.56681
0.0191243	0.002524	9.25618	4.94277	4.63848
0.0191243	0.0025315	9.84658	4.95532	5.05338
0.0191243	0.002539	10.8404	4.97112	5.85826
0.0191243	0.0025465	12.3596	4.98109	6.8888
0.0191243	0.002554	14.3176	4.99572	8.32986
0.0197777	0.002464	13.4116	2.81217	6.01027
0.0197777	0.0024715	11.1339	2.80078	4.6544
0.0197777	0.002479	9.26754	2.78681	3.66989
0.0197777	0.0024865	7.73437	2.77681	3.0529
0.0197777	0.002494	6.62329	2.77077	2.75573
0.0197777	0.0025015	5.78866	2.76871	2.67333
0.0197777	0.002509	5.28146	2.77063	2.66873
0.0197777	0.0025165	5.15916	2.77653	2.6708
0.0197777	0.002524	5.41194	2.77861	2.74123
0.0197777	0.0025315	6.10247	2.7856	3.15467
0.0197777	0.002539	7.21475	2.79482	3.93488
0.0197777	0.0025465	8.82787	2.80405	4.96111
0.0197777	0.002554	10.899	2.81255	6.39895
0.0204311	0.002464	10.0818	1.36002	4.58688
0.0204311	0.0024715	7.85152	1.35185	3.23944
0.0204311	0.002479	6.0332	1.34334	2.26339
0.0204311	0.0024865	4.55774	1.33243	1.65211
0.0204311	0.002494	3.49946	1.32543	1.36786
0.0204311	0.0025015	2.79731	1.32234	1.28253
0.0204311	0.002509	2.48881	1.32317	1.27824
0.0204311	0.0025165	2.48199	1.32505	1.28084
0.0204311	0.002524	2.83784	1.32917	1.35008
0.0204311	0.0025315	3.62415	1.33544	1.76045
