#x	y	new0	0_E	0_M
0.0178175	-3.14159	79.0646	53.4693	9.8844
0.0178175	-3.03687	67.9519	45.5308	9.88394
0.0178175	-2.93215	58.1221	38.6228	9.88319
0.0178175	-2.82743	49.7293	32.7239	9.88246
0.0178175	-2.72271	42.712	27.791	9.88221
0.0178175	-2.61799	36.9781	23.8413	9.88307
0.0178175	-2.51327	32.4113	20.5477	9.88121
0.0178175	-2.40855	28.8783	18.0608	9.87782
0.0178175	-2.30383	26.237	16.1968	9.87725
0.0178175	-2.19911	24.3106	14.851	9.88057
0.0178175	-2.0944	22.9607	13.9207	9.88881
0.0178175	-1.98968	22.0773	13.3104	9.90288
0.0178175	-1.88496	21.5484	12.941	9.89045
0.0178175	-1.78024	21.2591	12.7292	9.88223
0.0178175	-1.67552	21.1454	12.6247	9.87966
0.0178175	-1.5708	21.1698	12.5634	9.87733
0.0178175	-1.46608	21.2586	12.5394	9.87647
0.0178175	-1.36136	21.517	12.5734	9.88236
0.0178175	-1.25664	21.9976	12.7134	9.89465
0.0178175	-1.15192	22.7978	13.0785	9.90989
0.0178175	-1.0472	24.0367	13.7596	9.89704
0.0178175	-0.942478	25.7969	14.862	9.88936
0.0178175	-0.837758	28.2716	16.5005	9.88608
0.0178175	-0.733038	31.8279	18.7939	9.88426
0.0178175	-0.628319	36.1701	21.8591	9.88216
0.0178175	-0.523599	42.0619	25.8094	9.88283
0.0178175	-0.418879	49.0979	30.7266	9.88504
0.0178175	-0.314159	57.8665	36.6978	9.88788
0.0178175	-0.20944	67.6177	43.7663	9.8906
0.0178175	-0.10472	78.8274	51.949	9.89263
0.0178175	-2.66454e-15	91.4979	61.2236	9.8936
0.0178175	0.10472	106.173	71.5286	9.89338
0.0178175	0.20944	121.388	82.7593	9.89207
0.0178175	0.314159	137.669	94.7647	9.89001
0.0178175	0.418879	154.752	107.345	9.88775
0.0178175	0.523599	172.316	120.262	9.88603
0.0178175	0.628319	189.929	133.235	9.8857
0.0178175	0.733038	206.729	145.955	9.88792
0.0178175	0.837758	222.747	158.1	9.89134
0.0178175	0.942478	237.533	169.342	9.8947
0.0178175	1.0472	250.5	179.337	9.90232
0.0178175	1.15192	261.415	187.779	9.91499
0.0178175	1.25664	269.96	194.395	9.90132
0.0178175	1.36136	275.558	198.977	9.8886
0.0178175	1.46608	278.425	201.201	9.88216
0.0178175	1.5708	278.228	200.799	9.8824
0.0178175	1.67552	274.57	197.974	9.88624
0.0178175	1.78024	268.386	193.022	9.88811
0.0178175	1.88496	259.32	186.126	9.89561
0.0178175	1.98968	248.059	177.511	9.90818
0.0178175	2.0944	234.847	167.482	9.89398
0.0178175	2.19911	220.048	156.313	9.88494
0.0178175	2.30383	204.122	144.356	9.88088
0.0178175	2.40855	187.409	132.431	9.88077
0.0178175	2.51327	170.045	119.318	9.8836
0.0178175	2.61799	152.823	106.828	9.88612
0.0178175	2.72271	136.089	94.7076	9.88458
0.0178175	2.82743	120.138	83.1625	9.88419
0.0178175	2.93215	105.207	72.3526	9.88432
0.0178175	3.03687	91.475	62.4298	9.8845
0.0178175	3.14159	79.0646	53.4696	9.8844
0.0184709	-3.14159	69.4485	47.0517	6.97962
0.0184709	-3.03687	58.7559	39.5133	6.97908
0.0184709	-2.93215	49.451	32.9509	6.97808
0.0184709	-2.82743	41.5105	27.338	6.9769
0.0184709	-2.72271	34.8756	22.6457	6.97604
0.0184709	-2.61799	29.4439	18.8093	6.97615
0.0184709	-2.51327	25.1053	15.7512	6.97327
0.0184709	-2.40855	21.7427	13.3823	6.96955
0.0184709	-2.30383	19.2193	11.606	6.96895
0.0184709	-2.19911	17.3954	10.3235	6.97235
0.0184709	-2.0944	16.1355	9.43767	6.98085
0.0184709	-1.98968	15.3113	8.85819	6.99538
0.0184709	-1.88496	14.8131	8.50548	6.98698
0.0184709	-1.78024	14.5513	8.3148	6.97759
0.0184709	-1.67552	14.4535	8.21631	6.97401
0.0184709	-1.5708	14.4177	8.17062	6.96823
0.0184709	-1.46608	14.5152	8.16646	6.96816
0.0184709	-1.36136	14.7468	8.22177	6.97508
0.0184709	-1.25664	15.2264	8.39319	6.98861
0.0184709	-1.15192	15.9902	8.77843	7.00567
0.0184709	-1.0472	17.0933	9.46444	6.99227
0.0184709	-0.942478	18.723	10.5506	6.98423
0.0184709	-0.837758	21.0693	12.1455	6.98018
0.0184709	-0.733038	24.2587	14.3614	6.97394
0.0184709	-0.628319	28.4466	17.1825	6.97298
0.0184709	-0.523599	33.7492	21.0916	6.9746
0.0184709	-0.418879	40.3782	25.5841	6.97765
0.0184709	-0.314159	48.3584	31.4997	6.9812
0.0184709	-0.20944	57.7832	37.9361	6.98445
0.0184709	-0.10472	68.6777	45.6296	6.9868
0.0184709	-2.66454e-15	81.0201	54.8623	6.98789
0.0184709	0.10472	94.5447	64.6653	6.98755
0.0184709	0.20944	109.032	75.3419	6.98592
0.0184709	0.314159	124.53	86.7477	6.98333
0.0184709	0.418879	141.016	98.6948	6.98037
0.0184709	0.523599	157.687	110.954	6.97779
0.0184709	0.628319	174.434	123.517	6.97651
0.0184709	0.733038	190.856	135.321	6.9776
0.0184709	0.837758	206.103	146.819	6.98381
0.0184709	0.942478	219.988	157.633	6.9892
0.0184709	1.0472	232.4	166.854	6.99713
0.0184709	1.15192	242.831	174.91	7.0103
0.0184709	1.25664	250.944	181.063	6.99523
0.0184709	1.36136	256.049	185.261	6.98125
0.0184709	1.46608	258.674	187.366	6.97377
0.0184709	1.5708	258.443	187.002	6.97319
0.0184709	1.67552	255.024	184.288	6.98005
0.0184709	1.78024	249.116	179.547	6.98293
0.0184709	1.88496	240.592	172.962	6.99159
0.0184709	1.98968	229.873	164.763	7.00127
0.0184709	2.0944	217.31	155.216	6.9859
0.0184709	2.19911	203.294	144.6	6.97661
0.0184709	2.30383	188.234	133.902	6.97246
0.0184709	2.40855	172.237	121.438	6.97238
0.0184709	2.51327	155.738	109.474	6.97544
0.0184709	2.61799	139.401	97.825	6.9789
0.0184709	2.72271	123.533	86.1441	6.97816
0.0184709	2.82743	108.412	75.1904	6.97843
0.0184709	2.93215	94.263	64.9599	6.97908
0.0184709	3.03687	81.2545	55.548	6.97958
0.0184709	3.14159	69.4485	47.0517	6.97962
0.0191243	-3.14159	61.2758	41.9528	4.58105
0.0191243	-3.03687	51.1385	34.7818	4.58045
0.0191243	-2.93215	42.3179	28.5335	4.57917
0.0191243	-2.82743	34.7902	23.1938	4.57754
0.0191243	-2.72271	28.482	18.7245	4.57605
0.0191243	-2.61799	23.3348	15.0681	4.5754
0.0191243	-2.51327	19.2344	12.1515	4.5715
0.0191243	-2.40855	16.0602	9.89037	4.56746
0.0191243	-2.30383	13.682	8.19375	4.56681
0.0191243	-2.19911	11.9673	6.96814	4.57031
0.0191243	-2.0944	10.7866	6.12177	4.57906
0.0191243	-1.98968	10.02	5.56937	4.59411
0.0191243	-1.88496	9.56376	5.23555	4.58944
0.0191243	-1.78024	9.26545	5.05519	4.57882
0.0191243	-1.67552	9.12203	4.96512	4.57371
0.0191243	-1.5708	9.10242	4.93162	4.56538
0.0191243	-1.46608	9.21103	4.94604	4.56612
0.0191243	-1.36136	9.45777	5.02515	4.57408
0.0191243	-1.25664	9.89732	5.22438	4.58891
0.0191243	-1.15192	10.549	5.62973	4.60726
0.0191243	-1.0472	11.5932	6.30659	4.59328
0.0191243	-0.942478	13.1573	7.3224	4.58486
0.0191243	-0.837758	15.3826	8.83138	4.57497
0.0191243	-0.733038	18.4085	10.8873	4.57024
0.0191243	-0.628319	22.3499	13.7819	4.57037
0.0191243	-0.523599	27.3533	17.5655	4.57296
0.0191243	-0.418879	33.5732	21.9991	4.57687
0.0191243	-0.314159	41.1052	27.1413	4.58113
0.0191243	-0.20944	50.2939	33.9552	4.58492
0.0191243	-0.10472	60.6046	40.6729	4.58761
0.0191243	-2.66454e-15	72.3613	49.797	4.58881
0.0191243	0.10472	85.1908	59.0107	4.58836
0.0191243	0.20944	99.0463	69.0659	4.58639
0.0191243	0.314159	113.763	80.1299	4.58327
0.0191243	0.418879	129.402	91.4825	4.57958
0.0191243	0.523599	145.228	103.126	4.57614
0.0191243	0.628319	161.123	114.807	4.57389
0.0191243	0.733038	176.703	126.246	4.57391
0.0191243	0.837758	191.339	137.145	4.5786
0.0191243	0.942478	204.605	147.199	4.58852
0.0191243	1.0472	216.356	156.111	4.59769
0.0191243	1.15192	226.222	163.604	4.6114
0.0191243	1.25664	233.686	169.439	4.59552
0.0191243	1.36136	238.768	173.424	4.58019
0.0191243	1.46608	241.217	175.403	4.57164
0.0191243	1.5708	240.843	175.081	4.57023
0.0191243	1.67552	237.766	172.49	4.57761
0.0191243	1.78024	232.119	167.946	4.58361
0.0191243	1.88496	224.105	161.658	4.59349
0.0191243	1.98968	213.904	153.841	4.59989
0.0191243	2.0944	201.954	144.748	4.58399
0.0191243	2.19911	188.63	134.655	4.57443
0.0191243	2.30383	174.273	123.858	4.57019
0.0191243	2.40855	158.906	112.645	4.57017
0.0191243	2.51327	143.339	101.285	4.57354
0.0191243	2.61799	127.863	90.0327	4.57784
0.0191243	2.72271	112.828	79.1109	4.57791
0.0191243	2.82743	98.4975	68.7089	4.57888
0.0191243	2.93215	85.0855	58.978	4.58004
0.0191243	3.03687	72.7144	50.033	4.58088
0.0191243	3.14159	61.2758	41.9528	4.58105
0.0197777	-3.14159	54.6275	38.0727	2.68875
0.0197777	-3.03687	45.0137	31.2449	2.68808
0.0197777	-2.93215	36.6497	25.293	2.68652
0.0197777	-2.82743	29.5126	20.2037	2.68441
0.0197777	-2.72271	23.5405	15.9414	2.68227
0.0197777	-2.61799	18.6659	12.4515	2.68083
0.0197777	-2.51327	14.7851	9.66525	2.67561
0.0197777	-2.40855	11.7835	7.50302	2.67149
0.0197777	-2.30383	9.53762	5.86885	2.6708
0.0197777	-2.19911	7.92174	4.69111	2.67438
0.0197777	-2.0944	6.80605	3.88455	2.68341
0.0197777	-1.98968	6.0398	3.36445	2.6989
0.0197777	-1.88496	5.56104	3.04757	2.69786
0.0197777	-1.78024	5.28886	2.87275	2.68597
0.0197777	-1.67552	5.16541	2.79029	2.67609
0.0197777	-1.5708	5.15916	2.76871	2.66873
0.0197777	-1.46608	5.26752	2.80108	2.6703
0.0197777	-1.36136	5.48379	2.8914	2.67933
0.0197777	-1.25664	5.8427	3.08914	2.69551
0.0197777	-1.15192	6.47178	3.48477	2.71468
0.0197777	-1.0472	7.47528	4.15228	2.69938
0.0197777	-0.942478	8.97117	5.10907	2.68494
0.0197777	-0.837758	11.0908	6.52039	2.67631
0.0197777	-0.733038	13.9262	8.51148	2.67333
0.0197777	-0.628319	17.6546	11.1303	2.67427
0.0197777	-0.523599	22.4234	14.482	2.67784
0.0197777	-0.418879	28.3472	18.6644	2.68263
0.0197777	-0.314159	35.5173	23.7488	2.68761
0.0197777	-0.20944	43.9948	29.7853	2.69216
0.0197777	-0.10472	53.9942	36.9419	2.69508
0.0197777	-2.66454e-15	65.089	45.0353	2.69638
0.0197777	0.10472	77.4141	54.1948	2.69583
0.0197777	0.20944	90.748	64.4883	2.69348
0.0197777	0.314159	104.736	74.8058	2.68975
0.0197777	0.418879	119.395	85.6007	2.68533
0.0197777	0.523599	134.442	96.6656	2.68101
0.0197777	0.628319	149.551	107.76	2.67777
0.0197777	0.733038	164.358	118.618	2.67673
0.0197777	0.837758	178.472	128.957	2.67993
0.0197777	0.942478	191.233	138.483	2.68844
0.0197777	1.0472	202.36	146.92	2.70263
0.0197777	1.15192	211.694	154.003	2.71832
0.0197777	1.25664	218.825	159.505	2.70197
0.0197777	1.36136	223.61	163.247	2.68539
0.0197777	1.46608	225.894	165.098	2.67572
0.0197777	1.5708	225.599	164.813	2.67346
0.0197777	1.67552	222.636	162.358	2.67997
0.0197777	1.78024	217.235	158.012	2.69017
0.0197777	1.88496	209.592	152.009	2.70133
0.0197777	1.98968	199.968	144.556	2.70456
0.0197777	2.0944	188.623	135.892	2.68821
0.0197777	2.19911	175.953	126.284	2.67837
0.0197777	2.30383	162.083	116.006	2.67403
0.0197777	2.40855	147.477	105.333	2.67406
0.0197777	2.51327	132.665	94.5243	2.67755
0.0197777	2.61799	117.982	83.8197	2.68295
0.0197777	2.72271	103.724	73.43	2.68387
0.0197777	2.82743	90.1549	63.5341	2.68554
0.0197777	2.93215	77.433	54.2757	2.68725
0.0197777	3.03687	65.477	45.7638	2.68843
0.0197777	3.14159	54.6275	38.0727	2.68875
0.0204311	-3.14159	49.4579	35.3203	1.30273
0.0204311	-3.03687	40.3341	28.8126	1.30199
0.0204311	-2.93215	32.3966	23.1376	1.30014
0.0204311	-2.82743	25.6233	18.282	1.29754
0.0204311	-2.72271	19.9617	14.157	1.29474
0.0204311	-2.61799	15.3396	10.7204	1.29155
0.0204311	-2.51327	11.6614	7.95085	1.28558
0.0204311	-2.40855	8.77441	5.81708	1.28158
0.0204311	-2.30383	6.61615	4.21525	1.28084
0.0204311	-2.19911	5.06314	3.07902	1.28453
0.0204311	-2.0944	3.99451	2.31467	1.29382
0.0204311	-1.98968	3.27966	1.83395	1.30979
0.0204311	-1.88496	2.83503	1.55052	1.31228
0.0204311	-1.78024	2.58744	1.40334	1.29849
0.0204311	-1.67552	2.48199	1.33809	1.28457
0.0204311	-1.5708	2.48857	1.32234	1.27824
0.0204311	-1.46608	2.51131	1.34726	1.28066
0.0204311	-1.36136	2.65655	1.41653	1.29081
0.0204311	-1.25664	2.98031	1.58153	1.30822
0.0204311	-1.15192	3.55454	1.93702	1.3243
0.0204311	-1.0472	4.48899	2.53151	1.30441
0.0204311	-0.942478	5.87793	3.42166	1.29134
0.0204311	-0.837758	7.83412	4.80316	1.28414
0.0204311	-0.733038	10.5446	6.75156	1.28253
0.0204311	-0.628319	14.1478	9.37999	1.28462
0.0204311	-0.523599	18.7735	12.7281	1.28918
0.0204311	-0.418879	24.5101	16.8568	1.29485
0.0204311	-0.314159	31.3432	21.7372	1.30057
0.0204311	-0.20944	39.4182	27.4772	1.30557
0.0204311	-0.10472	48.7572	34.1405	1.30898
0.0204311	-2.66454e-15	59.3411	41.7191	1.31041
0.0204311	0.10472	71.1096	50.1709	1.30973
