#x	y	new0	0_E	0_M
0.443	1.5708	298.313	201.998	34.9153
0.443	1.67552	294.731	198.683	34.9139
0.443	1.78024	288.182	193.026	34.9184
0.443	1.88496	279.012	185.252	34.922
0.443	1.98968	267.551	175.647	34.9034
0.443	2.0944	254.189	164.543	34.8845
0.443	2.19911	239.321	152.303	34.888
0.443	2.30383	223.421	139.297	34.8885
0.443	2.40855	206.959	125.89	34.8876
0.443	2.51327	190.502	112.423	34.8662
0.443	2.61799	174.733	99.2011	34.8869
0.443	2.72271	158.902	86.4912	34.8916
0.443	2.82743	143.354	74.5117	34.8979
0.443	2.93215	129.421	63.1239	34.8845
0.443	3.03687	116.678	52.6842	34.9444
0.443	3.14159	104.804	43.2731	34.8947
0.4515	-3.14159	83.5736	41.7362	20.8048
0.4515	-3.03687	73.3046	33.5954	20.8067
0.4515	-2.93215	64.3508	26.6009	20.8065
0.4515	-2.82743	56.776	20.5555	20.8056
0.4515	-2.72271	50.2876	15.6397	20.8051
0.4515	-2.61799	45.032	11.7589	20.81
0.4515	-2.51327	40.9195	8.80321	20.8057
0.4515	-2.40855	37.8114	6.64936	20.8087
0.4515	-2.30383	35.5593	5.16602	20.816
0.4515	-2.19911	34.0122	4.22627	20.8276
0.4515	-2.0944	33.0231	3.67926	20.8431
0.4515	-1.98968	32.4556	3.42382	20.8708
0.4515	-1.88496	32.1901	3.3482	20.8632
0.4515	-1.78024	32.1287	3.36346	20.851
0.4515	-1.67552	32.2168	3.39612	20.8472
0.4515	-1.5708	32.3108	3.39346	20.8498
0.4515	-1.46608	32.4902	3.30507	20.8592
0.4515	-1.36136	32.783	3.13333	20.8755
0.4515	-1.25664	33.2517	2.96494	20.8964
0.4515	-1.15192	33.989	2.9628	20.9239
0.4515	-1.0472	34.781	3.21538	20.9284
0.4515	-0.942478	36.3172	3.89542	20.9192
0.4515	-0.837758	38.5443	5.14895	20.9176
0.4515	-0.733038	41.6287	7.13278	20.9194
0.4515	-0.628319	45.7358	9.76858	20.9234
0.4515	-0.523599	50.9777	13.5918	20.9289
0.4515	-0.418879	57.4061	18.3078	20.9354
0.4515	-0.314159	65.098	24.2474	20.9409
0.4515	-0.20944	74.2425	31.5996	20.9446
0.4515	-0.10472	84.8109	39.8759	20.9463
0.4515	-2.66454e-15	96.4636	50.6071	20.945
0.4515	0.10472	109.463	60.7716	20.9419
0.4515	0.20944	123.157	72.8304	20.9369
0.4515	0.314159	137.821	84.435	20.9304
0.4515	0.418879	153.25	97.438	20.9213
0.4515	0.523599	169.149	111.887	20.9114
0.4515	0.628319	185.168	125.229	20.903
0.4515	0.733038	200.915	138.375	20.8955
0.4515	0.837758	215.914	150.966	20.8909
0.4515	0.942478	229.754	162.627	20.8897
0.4515	1.0472	242.01	172.995	20.896
0.4515	1.15192	252.278	181.726	20.8927
0.4515	1.25664	260.206	188.521	20.8639
0.4515	1.36136	265.42	193.14	20.8417
0.4515	1.46608	267.807	195.399	20.8235
0.4515	1.5708	267.308	194.903	20.8152
0.4515	1.67552	263.938	191.72	20.8107
0.4515	1.78024	257.742	186.282	20.8146
0.4515	1.88496	249.062	178.815	20.8282
0.4515	1.98968	238.207	169.593	20.8347
0.4515	2.0944	225.55	158.934	20.8131
0.4515	2.19911	211.494	147.183	20.7981
0.4515	2.30383	196.425	134.696	20.79
0.4515	2.40855	180.821	121.82	20.7851
0.4515	2.51327	165.077	108.88	20.7844
0.4515	2.61799	149.553	96.1719	20.7861
0.4515	2.72271	134.56	83.9488	20.79
0.4515	2.82743	120.491	72.2476	20.794
0.4515	2.93215	107.277	61.164	20.7987
0.4515	3.03687	94.848	51.0562	20.8019
0.4515	3.14159	83.5736	41.7362	20.8044
0.46	-3.14159	67.9206	40.4248	11.1138
0.46	-3.03687	58.0678	32.5187	11.115
0.46	-2.93215	49.5546	25.5136	11.1159
0.46	-2.82743	42.1061	19.6525	11.1168
0.46	-2.72271	35.8938	14.8731	11.1182
0.46	-2.61799	30.8837	11.0892	11.1209
0.46	-2.51327	26.9588	8.16894	11.1255
0.46	-2.40855	23.9868	5.97309	11.1331
0.46	-2.30383	21.8032	4.45342	11.1516
0.46	-2.19911	20.248	3.47017	11.1701
0.46	-2.0944	19.2429	2.89969	11.1749
0.46	-1.98968	18.6522	2.61858	11.1616
0.46	-1.88496	18.3569	2.52001	11.1533
0.46	-1.78024	18.2601	2.52179	11.1506
0.46	-1.67552	18.2919	2.54487	11.1543
0.46	-1.5708	18.3584	2.53558	11.1646
0.46	-1.46608	18.5929	2.45185	11.1816
0.46	-1.36136	18.7976	2.31494	11.2145
0.46	-1.25664	19.1717	2.19698	11.2187
0.46	-1.15192	19.7525	2.22756	11.2088
0.46	-1.0472	20.6834	2.58721	11.2047
0.46	-0.942478	22.1227	3.25338	11.2057
0.46	-0.837758	24.222	4.51369	11.2106
0.46	-0.733038	27.1403	6.49959	11.2185
0.46	-0.628319	31.0349	9.29186	11.2283
0.46	-0.523599	35.9955	12.8735	11.2387
0.46	-0.418879	42.2185	17.6936	11.2527
0.46	-0.314159	49.7389	23.7758	11.2663
0.46	-0.20944	58.4386	31.2675	11.273
0.46	-0.10472	68.5569	39.0767	11.2779
0.46	-2.66454e-15	79.9154	48.4639	11.2783
0.46	0.10472	92.2727	59.1195	11.2753
0.46	0.20944	105.634	70.3774	11.2682
0.46	0.314159	119.573	82.2502	11.2591
0.46	0.418879	134.238	95.5128	11.2431
0.46	0.523599	149.35	108.369	11.2267
0.46	0.628319	164.574	121.574	11.214
0.46	0.733038	179.539	134.179	11.202
0.46	0.837758	193.806	146.241	11.1919
0.46	0.942478	206.957	157.406	11.1849
0.46	1.0472	218.6	167.323	11.1821
0.46	1.15192	228.355	175.667	11.1845
0.46	1.25664	235.889	182.148	11.1928
0.46	1.36136	240.885	186.543	11.1912
0.46	1.46608	243.157	188.69	11.1608
0.46	1.5708	242.691	188.244	11.1395
0.46	1.67552	239.512	185.195	11.1287
0.46	1.78024	233.694	179.968	11.1249
0.46	1.88496	225.464	172.797	11.1276
0.46	1.98968	215.171	163.943	11.1365
0.46	2.0944	203.168	153.711	11.1506
0.46	2.19911	189.843	142.43	11.1502
0.46	2.30383	175.598	130.441	11.1331
0.46	2.40855	160.829	118.074	11.116
0.46	2.51327	145.892	105.642	11.1102
0.46	2.61799	131.163	93.4259	11.1077
0.46	2.72271	116.936	81.6574	11.1074
0.46	2.82743	103.457	70.1258	11.1085
0.46	2.93215	90.7712	59.4468	11.1103
0.46	3.03687	78.8448	49.4249	11.1122
0.46	3.14159	67.9206	40.4248	11.1138
0.4685	-3.14159	57.183	39.3246	5.07974
0.4685	-3.03687	47.8783	31.4172	5.08156
0.4685	-2.93215	39.5472	24.6315	5.08553
0.4685	-2.82743	32.392	18.9442	5.09193
0.4685	-2.72271	26.4705	14.2638	5.10125
0.4685	-2.61799	21.6918	10.4319	5.09479
0.4685	-2.51327	17.8567	7.49421	5.08564
0.4685	-2.40855	14.8927	5.33378	5.07737
0.4685	-2.30383	12.7339	3.8257	5.07114
0.4685	-2.19911	11.2371	2.84273	5.06809
0.4685	-2.0944	10.2633	2.26224	5.06933
0.4685	-1.98968	9.68336	1.96376	5.07585
0.4685	-1.88496	9.38357	1.84999	5.08847
0.4685	-1.78024	9.2143	1.83587	5.10782
0.4685	-1.67552	9.16153	1.85997	5.12474
0.4685	-1.5708	9.18875	1.85279	5.10985
0.4685	-1.46608	9.38282	1.78755	5.1017
0.4685	-1.36136	9.56454	1.68381	5.1003
0.4685	-1.25664	9.89272	1.60777	5.10536
0.4685	-1.15192	10.4148	1.68922	5.11632
0.4685	-1.0472	11.3054	2.04131	5.13237
0.4685	-0.942478	12.7018	2.79089	5.15248
0.4685	-0.837758	14.7554	4.07709	5.16861
0.4685	-0.733038	17.6248	6.04478	5.15863
0.4685	-0.628319	21.3305	8.60835	5.15253
0.4685	-0.523599	26.0559	12.3738	5.14933
0.4685	-0.418879	31.987	16.8812	5.14808
0.4685	-0.314159	39.2268	22.9635	5.14792
0.4685	-0.20944	47.7758	29.8867	5.14814
0.4685	-0.10472	57.4182	37.7886	5.14818
0.4685	-2.66454e-15	68.3999	47.2845	5.14771
0.4685	0.10472	80.2855	57.207	5.1466
0.4685	0.20944	93.1455	68.0543	5.14497
0.4685	0.314159	106.612	80.0599	5.14316
0.4685	0.418879	120.557	92.035	5.14172
0.4685	0.523599	134.923	104.752	5.14137
0.4685	0.628319	149.395	118.178	5.14298
0.4685	0.733038	163.616	130.295	5.14749
0.4685	0.837758	177.204	141.851	5.1559
0.4685	0.942478	189.731	152.539	5.14163
0.4685	1.0472	200.789	162.024	5.1203
0.4685	1.15192	210.05	169.994	5.10307
0.4685	1.25664	217.201	176.195	5.09098
0.4685	1.36136	221.993	180.36	5.0849
0.4685	1.46608	224.186	182.392	5.0854
0.4685	1.5708	223.738	181.994	5.09281
0.4685	1.67552	220.717	179.082	5.10714
0.4685	1.78024	215.244	174.058	5.09396
0.4685	1.88496	207.488	167.172	5.07438
0.4685	1.98968	197.714	158.672	5.06175
0.4685	2.0944	186.318	148.85	5.05545
0.4685	2.19911	173.666	138.021	5.05467
0.4685	2.30383	160.14	126.509	5.05843
0.4685	2.40855	146.12	114.632	5.06561
0.4685	2.51327	131.967	102.687	5.07505
0.4685	2.61799	118.014	90.945	5.0856
0.4685	2.72271	104.534	79.3487	5.09534
0.4685	2.82743	91.6126	68.2455	5.08737
0.4685	2.93215	79.1958	57.7533	5.08242
0.4685	3.03687	67.7988	48.0167	5.07998
0.4685	3.14159	57.183	39.3246	5.07974
0.477	-3.14159	50.646	38.1695	1.75245
0.477	-3.03687	41.5731	30.5124	1.75265
0.477	-2.93215	33.5126	23.9383	1.75241
0.477	-2.82743	26.6871	18.3139	1.75207
0.477	-2.72271	21.0142	13.6146	1.75216
0.477	-2.61799	16.2481	9.87605	1.75343
0.477	-2.51327	12.5087	6.99941	1.75674
0.477	-2.40855	9.67061	4.87322	1.76306
0.477	-2.30383	7.59997	3.37838	1.77341
0.477	-2.19911	6.15338	2.39361	1.78881
0.477	-2.0944	5.17165	1.80037	1.80044
0.477	-1.98968	4.56175	1.48822	1.78435
0.477	-1.88496	4.21387	1.35974	1.77334
0.477	-1.78024	4.04043	1.33524	1.76831
0.477	-1.67552	3.97868	1.35371	1.76987
0.477	-1.5708	4.06152	1.34974	1.77839
0.477	-1.46608	4.13468	1.30233	1.79394
0.477	-1.36136	4.24779	1.22921	1.81626
0.477	-1.25664	4.50438	1.19642	1.81623
0.477	-1.15192	5.00308	1.32314	1.80353
0.477	-1.0472	5.85543	1.71627	1.79706
0.477	-0.942478	7.1925	2.46288	1.79602
0.477	-0.837758	9.15891	3.68443	1.79946
0.477	-0.733038	11.8574	5.53782	1.80626
0.477	-0.628319	15.4714	8.51272	1.81527
0.477	-0.523599	20.1616	11.7149	1.82531
0.477	-0.418879	25.8635	16.2412	1.83525
0.477	-0.314159	32.7819	21.9637	1.8441
0.477	-0.20944	41.0176	28.9063	1.851
0.477	-0.10472	50.4442	36.9102	1.85532
0.477	-2.66454e-15	60.8868	45.6246	1.85664
0.477	0.10472	72.551	55.4656	1.85484
0.477	0.20944	84.8356	66.4106	1.85004
0.477	0.314159	97.9906	77.7116	1.84261
0.477	0.418879	111.298	89.6996	1.8332
0.477	0.523599	124.965	101.65	1.82263
0.477	0.628319	138.782	113.753	1.81191
0.477	0.733038	152.267	126.124	1.80215
0.477	0.837758	165.135	137.775	1.79455
0.477	0.942478	177.01	147.999	1.79026
0.477	1.0472	187.528	157.076	1.7904
0.477	1.15192	196.345	164.69	1.79596
0.477	1.25664	203.167	170.589	1.80774
0.477	1.36136	207.729	174.567	1.81112
0.477	1.46608	209.81	176.485	1.78805
0.477	1.5708	209.432	176.132	1.77179
0.477	1.67552	206.621	173.36	1.76262
0.477	1.78024	201.424	168.534	1.76051
0.477	1.88496	194.047	161.92	1.76513
0.477	1.98968	184.818	153.76	1.77586
0.477	2.0944	174.054	144.332	1.79185
0.477	2.19911	162.069	133.937	1.7838
0.477	2.30383	149.204	122.884	1.76841
0.477	2.40855	135.881	111.477	1.75822
0.477	2.51327	122.436	100	1.75223
0.477	2.61799	109.175	88.5948	1.74941
0.477	2.72271	96.3621	77.2803	1.74876
0.477	2.82743	83.7798	66.5311	1.7494
0.477	2.93215	71.983	56.212	1.75058
0.477	3.03687	60.7653	46.8172	1.75172
0.477	3.14159	50.646	38.1695	1.75245
0.4855	-3.14159	46.9416	37.2005	0.368171
0.4855	-3.03687	38.0574	29.7919	0.369117
0.4855	-2.93215	30.3704	23.2867	0.371997
0.4855	-2.82743	23.8034	17.7125	0.377116
0.4855	-2.72271	18.1539	13.1395	0.384979
0.4855	-2.61799	13.581	9.49106	0.395667
0.4855	-2.51327	9.97634	6.67346	0.379184
0.4855	-2.40855	7.22204	4.58036	0.367964
0.4855	-2.30383	5.19102	3.09847	0.359561
0.4855	-2.19911	3.76245	2.09368	0.353135
0.4855	-2.0944	2.79758	1.46984	0.351007
0.4855	-1.98968	2.20434	1.13206	0.354245
0.4855	-1.88496	1.86411	0.983108	0.363753
0.4855	-1.78024	1.69228	0.943065	0.380608
0.4855	-1.67552	1.62912	0.95111	0.399963
0.4855	-1.5708	1.61708	0.94048	0.379599
0.4855	-1.46608	1.62605	0.890439	0.368517
0.4855	-1.36136	1.73007	0.818974	0.363347
0.4855	-1.25664	1.98479	0.79218	0.365064
0.4855	-1.15192	2.4738	0.930692	0.373122
0.4855	-1.0472	3.30332	1.34174	0.387
0.4855	-0.942478	4.56245	2.14637	0.405324
0.4855	-0.837758	6.3932	3.47731	0.413801
0.4855	-0.733038	8.97336	5.36483	0.400063
0.4855	-0.628319	12.447	7.95432	0.39192
0.4855	-0.523599	16.9503	11.4839	0.388078
0.4855	-0.418879	22.6039	16.0355	0.385585
0.4855	-0.314159	29.3714	21.6237	0.38467
0.4855	-0.20944	37.2788	28.0696	0.384588
0.4855	-0.10472	46.432	35.6757	0.384773
0.4855	-2.66454e-15	56.5909	44.5375	0.384866
0.4855	0.10472	67.6731	54.1769	0.384739
0.4855	0.20944	79.6557	64.6502	0.384497
0.4855	0.314159	92.14	75.8361	0.38448
0.4855	0.418879	105.113	87.346	0.385235
0.4855	0.523599	118.067	99.0862	0.387492
0.4855	0.628319	131.109	110.682	0.391027
0.4855	0.733038	143.918	122.15	0.398758
0.4855	0.837758	156.151	133.18	0.411678
0.4855	0.942478	167.453	143.79	0.406486
0.4855	1.0472	177.476	152.462	0.387744
0.4855	1.15192	185.876	159.736	0.37333
0.4855	1.25664	192.309	165.361	0.364659
0.4855	1.36136	196.623	169.145	0.362265
0.4855	1.46608	198.672	170.955	0.366721
0.4855	1.5708	198.388	170.637	0.377114
0.4855	1.67552	195.671	168.008	0.396325
0.4855	1.78024	190.756	163.367	0.381091
0.4855	1.88496	183.829	157.064	0.363698
0.4855	1.98968	175.126	149.186	0.353448
0.4855	2.0944	164.866	140.137	0.349695
0.4855	2.19911	153.484	130.159	0.351419
0.4855	2.30383	141.32	119.548	0.357564
0.4855	2.40855	128.713	108.592	0.365843
0.4855	2.51327	115.984	97.566	0.377051
0.4855	2.61799	103.398	86.3252	0.395837
0.4855	2.72271	90.9086	75.4376	0.384986
0.4855	2.82743	78.8393	64.8236	0.377041
0.4855	2.93215	67.3662	54.875	0.371907
0.4855	3.03687	56.6378	45.6442	0.369061
0.4855	3.14159	46.9416	37.2005	0.368171
0.494	-3.14159	44.7179	36.4098	0.0496669
0.494	-3.03687	36.2305	29.1201	0.04877
0.494	-2.93215	28.7916	22.6922	0.0463289
0.494	-2.82743	22.2742	17.2787	0.0427118
0.494	-2.72271	16.8679	12.8277	0.0385189
0.494	-2.61799	12.4902	9.2665	0.0345525
0.494	-2.51327	9.04021	6.41143	0.0317751
0.494	-2.40855	6.3725	4.27365	0.0312632
0.494	-2.30383	4.34501	2.75186	0.034066
0.494	-2.19911	2.91449	1.73059	0.0413393
0.494	-2.0944	1.95572	1.09672	0.0542055
0.494	-1.98968	1.35167	0.744853	0.073632
0.494	-1.88496	0.998128	0.582088	0.0592775
0.494	-1.78024	0.814619	0.532416	0.0433272
0.494	-1.67552	0.709566	0.534501	0.034065
0.494	-1.5708	0.654873	0.526681	0.0319687
0.494	-1.46608	0.664069	0.492444	0.03815
0.494	-1.36136	0.768561	0.450731	0.0510754
0.494	-1.25664	1.02463	0.464347	0.070869
0.494	-1.15192	1.51486	0.653682	0.0723311
0.494	-1.0472	2.3451	1.09432	0.0557506
0.494	-0.942478	3.56495	1.92743	0.0454844
0.494	-0.837758	5.40156	3.2649	0.0406143
0.494	-0.733038	7.96121	5.23364	0.0400841
0.494	-0.628319	11.3165	7.76438	0.043783
0.494	-0.523599	15.6432	11.1408	0.0497822
0.494	-0.418879	21.049	15.4752	0.0565775
0.494	-0.314159	27.651	20.8627	0.06313
0.494	-0.20944	35.3134	27.3738	0.068572
0.494	-0.10472	43.9952	34.9852	0.0709465
0.494	-2.66454e-15	53.8925	43.4478	0.072365
0.494	0.10472	64.5982	52.9846	0.0715842
0.494	0.20944	76.1832	63.1569	0.0698389
0.494	0.314159	88.3161	74.0557	0.0649619
0.494	0.418879	100.824	85.2267	0.0588953
0.494	0.523599	113.386	96.6829	0.0524854
0.494	0.628319	125.781	107.877	0.0467572
0.494	0.733038	137.946	118.857	0.0430723
0.494	0.837758	149.556	129.408	0.0435585
0.494	0.942478	160.273	139.223	0.0482511
0.494	1.0472	169.769	148.125	0.0582026
0.494	1.15192	177.736	155.111	0.0743426
0.494	1.25664	183.91	160.476	0.0764903
0.494	1.36136	188.069	164.074	0.0561822
0.494	1.46608	189.971	165.781	0.0426927
0.494	1.5708	189.661	165.487	0.0357983
0.494	1.67552	187.161	163.003	0.0371481
0.494	1.78024	182.553	158.547	0.0456654
0.494	1.88496	175.928	152.45	0.0608864
0.494	1.98968	167.633	144.933	0.0785362
0.494	2.0944	157.949	136.249	0.0582853
0.494	2.19911	147.191	126.742	0.0446477
0.494	2.30383	135.626	116.484	0.0366674
0.494	2.40855	123.612	106.07	0.0332797
0.494	2.51327	111.483	95.1462	0.0332847
0.494	2.61799	99.414	84.2844	0.0356375
0.494	2.72271	87.3184	73.6486	0.0392662
0.494	2.82743	75.7858	63.3215	0.0431981
0.494	2.93215	64.5894	53.6847	0.0466165
0.494	3.03687	54.3419	44.5701	0.0489025
0.494	3.14159	44.7179	36.4098	0.0496669
0.5025	-3.14159	43.5315	35.721	0.1094
0.5025	-3.03687	35.3227	28.4914	0.109309
0.5025	-2.93215	27.9484	22.2595	0.109767
0.5025	-2.82743	21.6925	17.0013	0.111123
0.5025	-2.72271	16.4997	12.5835	0.113942
0.5025	-2.61799	12.1905	8.96793	0.118976
0.5025	-2.51327	8.71739	6.15801	0.127123
0.5025	-2.40855	6.06315	4.05283	0.139374
0.5025	-2.30383	4.10627	2.54438	0.144296
0.5025	-2.19911	2.72398	1.52236	0.126727
0.5025	-2.0944	1.79719	0.878936	0.112856
0.5025	-1.98968	1.19538	0.513575	0.103922
0.5025	-1.88496	0.805234	0.337613	0.100993
0.5025	-1.78024	0.577809	0.278535	0.104911
0.5025	-1.67552	0.458658	0.27342	0.116247
0.5025	-1.5708	0.419057	0.268263	0.135267
0.5025	-1.46608	0.457092	0.249942	0.135506
0.5025	-1.36136	0.563269	0.236234	0.116841
0.5025	-1.25664	0.800761	0.288196	0.105741
0.5025	-1.15192	1.2444	0.508958	0.101754
0.5025	-1.0472	2.03091	0.975763	0.104159
0.5025	-0.942478	3.27976	1.74415	0.111989
0.5025	-0.837758	5.05937	2.97498	0.12409
0.5025	-0.733038	7.54641	4.82971	0.13918
0.5025	-0.628319	10.8847	7.41241	0.149141
0.5025	-0.523599	15.1829	10.8943	0.13702
0.5025	-0.418879	20.3968	15.3234	0.128708
0.5025	-0.314159	26.6682	20.552	0.12334
