#x	y	new0_fix	new11a	new11b
0.0178175	-3.14159	79.0646	79.0643	79.0649
0.0178175	-3.03687	67.9519	67.9517	67.952
0.0178175	-2.93215	58.1221	58.122	58.1222
0.0178175	-2.82743	49.7293	49.7292	49.7293
0.0178175	-2.72271	42.712	42.7119	42.7121
0.0178175	-2.61799	36.9781	36.9778	36.9784
0.0178175	-2.51327	32.4113	32.4107	32.4119
0.0178175	-2.40855	28.8783	28.8772	28.8794
0.0178175	-2.30383	26.237	26.235	26.239
0.0178175	-2.19911	24.3106	24.3106	24.3106
0.0178175	-2.0944	22.9607	22.9605	22.9608
0.0178175	-1.98968	22.0767	22.0698	22.0789
0.0178175	-1.88496	21.5484	21.5465	21.5294
0.0178175	-1.78024	21.2591	21.2283	21.2388
0.0178175	-1.67552	21.1454	21.1436	21.1527
0.0178175	-1.5708	21.1698	21.1599	21.1723
0.0178175	-1.46608	21.3341	21.2672	21.2756
0.0178175	-1.36136	21.517	21.5105	21.5319
0.0178175	-1.25664	21.9976	21.9876	22.0091
0.0178175	-1.15192	22.7916	22.784	22.8143
0.0178175	-1.0472	24.0367	24.018	24.0582
0.0178175	-0.942478	25.7969	25.797	25.8083
0.0178175	-0.837758	28.2716	28.3717	28.2866
0.0178175	-0.733038	31.6115	31.8327	31.8386
0.0178175	-0.628319	36.1701	36.7419	36.1804
0.0178175	-0.523599	41.6492	42.8105	41.7278
0.0178175	-0.418879	48.609	49.6378	48.6649
0.0178175	-0.314159	56.9448	57.8888	56.9657
0.0178175	-0.20944	66.8087	67.5971	66.8337
0.0178175	-0.10472	78.2267	79.6747	78.721
0.0178175	-2.66454e-15	91.1763	92.2193	91.5369
0.0178175	0.10472	105.34	106.939	106.019
0.0178175	0.20944	120.621	122.104	121.399
0.0178175	0.314159	136.959	138.348	136.986
0.0178175	0.418879	154.088	155.409	154.115
0.0178175	0.523599	171.682	172.968	171.71
0.0178175	0.628319	189.363	190.215	189.39
0.0178175	0.733038	206.706	207.069	207.075
0.0178175	0.837758	222.747	223.157	223.162
0.0178175	0.942478	237.533	237.884	237.957
0.0178175	1.0472	250.5	250.641	250.654
0.0178175	1.15192	261.415	261.672	261.682
0.0178175	1.25664	269.879	270.264	270.27
0.0178175	1.36136	275.558	275.606	275.621
0.0178175	1.46608	278.23	278.217	278.43
0.0178175	1.5708	277.894	277.885	278.23
0.0178175	1.67552	274.57	274.562	274.577
0.0178175	1.78024	268.386	268.384	268.39
0.0178175	1.88496	259.32	259.314	259.329
0.0178175	1.98968	248.059	248.055	248.064
0.0178175	2.0944	234.847	234.846	234.849
0.0178175	2.19911	220.048	220.043	220.054
0.0178175	2.30383	204.122	204.12	204.125
0.0178175	2.40855	187.409	187.403	187.415
0.0178175	2.51327	170.045	170.042	170.049
0.0178175	2.61799	152.823	152.821	152.825
0.0178175	2.72271	136.089	136.088	136.089
0.0178175	2.82743	120.138	120.138	120.138
0.0178175	2.93215	105.207	105.207	105.207
0.0178175	3.03687	91.475	91.4749	91.4751
0.0178175	3.14159	79.0646	79.0643	79.0649
0.0184709	-3.14159	69.4485	69.4482	69.4488
0.0184709	-3.03687	58.7559	58.7558	58.756
0.0184709	-2.93215	49.451	49.4509	49.451
0.0184709	-2.82743	41.5105	41.5104	41.5105
0.0184709	-2.72271	34.8756	34.8755	34.8758
0.0184709	-2.61799	29.4439	29.4421	29.4459
0.0184709	-2.51327	25.1053	25.1041	25.1067
0.0184709	-2.40855	21.7427	21.7421	21.7435
0.0184709	-2.30383	19.2193	19.2191	19.2196
0.0184709	-2.19911	17.3954	17.3954	17.3954
0.0184709	-2.0944	16.1355	16.1356	16.1356
0.0184709	-1.98968	15.3113	15.3106	15.3121
0.0184709	-1.88496	14.8131	14.8141	14.8153
0.0184709	-1.78024	14.5513	14.5634	14.5717
0.0184709	-1.67552	14.4535	14.451	14.4547
0.0184709	-1.5708	14.4177	14.416	14.4206
0.0184709	-1.46608	14.5152	14.511	14.5172
0.0184709	-1.36136	14.7468	14.7574	14.7594
0.0184709	-1.25664	15.2264	15.2163	15.2376
0.0184709	-1.15192	15.9902	15.9688	16.0034
0.0184709	-1.0472	17.0933	17.0867	17.0997
0.0184709	-0.942478	18.7252	18.7243	18.7391
0.0184709	-0.837758	21.0693	21.2621	21.0804
0.0184709	-0.733038	24.2587	24.3698	24.2794
0.0184709	-0.628319	28.4466	28.425	28.4719
0.0184709	-0.523599	33.7492	33.7567	33.763
0.0184709	-0.418879	40.2899	40.3472	40.413
0.0184709	-0.314159	48.2092	48.9987	48.4004
0.0184709	-0.20944	57.5789	58.6215	57.8276
0.0184709	-0.10472	68.5157	69.257	68.4538
0.0184709	-2.66454e-15	80.7243	81.2849	80.7569
0.0184709	0.10472	94.3767	94.6286	94.5554
0.0184709	0.20944	108.883	109.155	109.237
0.0184709	0.314159	124.389	124.67	124.755
0.0184709	0.418879	140.644	141.809	141.007
0.0184709	0.523599	157.339	158.469	157.683
0.0184709	0.628319	174.111	175.094	174.421
0.0184709	0.733038	190.558	190.796	190.816
0.0184709	0.837758	205.984	205.975	206.324
0.0184709	0.942478	219.988	219.98	219.999
0.0184709	1.0472	232.338	232.393	232.408
0.0184709	1.15192	242.659	242.646	242.837
0.0184709	1.25664	250.651	250.641	250.664
0.0184709	1.36136	256.049	256.042	256.058
0.0184709	1.46608	258.586	258.572	258.68
0.0184709	1.5708	258.443	258.441	258.234
0.0184709	1.67552	255.024	255.018	255.032
0.0184709	1.78024	249.114	249.113	249.12
0.0184709	1.88496	240.592	240.584	240.601
0.0184709	1.98968	229.873	229.869	229.878
0.0184709	2.0944	217.31	217.309	217.313
0.0184709	2.19911	203.294	203.294	203.295
0.0184709	2.30383	188.234	188.234	188.234
0.0184709	2.40855	172.237	172.232	172.243
