#	new0_fix	new11a	new11b
0.0178175	0.00173133	-0.00733448
0.0184709	0.00173284	-0.00284793
0.0191243	0.00175451	-0.00198064
0.0197777	0.00170369	-0.00192392
0.0204311	0.00043316	-0.000489052
0.0210845	5.65841e-05	-7.57092e-05
0.021738	0	0
0.0223914	0.00034915	-0.00039745
0.0230448	2.0658e-05	-2.44408e-05
0.0236982	2.84285e-06	-0.000144189
0.0243516	0.000465219	-5.15291e-05
0.025005	0.00125021	0.000191125
0.0256584	0.00104155	-0.0014755
