#x	y	new0_fix	new11a	new11b
0.0178175	0.002464	31.4636	31.3759	31.5703
0.0178175	0.0024715	28.9117	28.8569	28.9785
0.0178175	0.002479	26.7195	26.6813	26.7658
0.0178175	0.0024865	24.8822	24.8642	24.9038
0.0178175	0.002494	23.4533	23.444	23.4641
0.0178175	0.0025015	22.358	22.3695	22.3718
0.0178175	0.002509	21.6254	21.6265	21.6373
0.0178175	0.0025165	21.1698	21.1745	21.1723
0.0178175	0.002524	21.1454	21.1436	21.1527
0.0178175	0.0025315	21.4794	21.4577	21.5032
0.0178175	0.002539	22.3177	22.2706	22.334
0.0178175	0.0025465	23.5248	23.5048	23.5637
0.0178175	0.002554	25.3084	25.2507	25.3865
0.0184709	0.002464	24.0302	23.9618	24.1177
0.0184709	0.0024715	21.6537	21.6137	21.7048
0.0184709	0.002479	19.5845	19.5436	19.6342
0.0184709	0.0024865	17.8029	17.7831	17.8268
0.0184709	0.002494	16.4329	16.4224	16.4453
0.0184709	0.0025015	15.4097	15.4059	15.4093
0.0184709	0.002509	14.7594	14.7556	14.759
0.0184709	0.0025165	14.4177	14.416	14.4206
0.0184709	0.002524	14.4745	14.468	14.4821
0.0184709	0.0025315	14.9521	14.9366	14.9733
0.0184709	0.002539	15.8467	15.8165	15.8804
0.0184709	0.0025465	17.2238	17.1743	17.2809
0.0184709	0.002554	19.0904	19.0279	19.166
0.0191243	0.002464	18.1265	17.9564	18.1222
0.0191243	0.0024715	15.708	15.6642	15.7609
0.0191243	0.002479	13.7896	13.7609	13.8164
0.0191243	0.0024865	12.1907	12.169	12.213
0.0191243	0.002494	10.8818	10.87	10.8933
0.0191243	0.0025015	9.9138	9.91142	9.91652
0.0191243	0.002509	9.33378	9.3335	9.33408
0.0191243	0.0025165	9.10242	9.10067	9.1044
0.0191243	0.002524	9.25618	9.24973	9.26342
0.0191243	0.0025315	9.84658	9.83257	9.86235
0.0191243	0.002539	10.8404	10.811	10.874
0.0191243	0.0025465	12.3596	12.3114	12.3932
0.0191243	0.002554	14.3176	14.2555	14.372
0.0197777	0.002464	13.4116	13.3337	13.5083
0.0197777	0.0024715	11.1339	11.0872	11.1924
0.0197777	0.002479	9.26754	9.24318	9.29601
0.0197777	0.0024865	7.73555	7.72239	7.75115
0.0197777	0.002494	6.62118	6.62089	6.62733
0.0197777	0.0025015	5.78866	5.78558	5.79223
0.0197777	0.002509	5.28146	5.28116	5.28178
0.0197777	0.0025165	5.15916	5.15745	5.16108
0.0197777	0.002524	5.41194	5.40562	5.42017
0.0197777	0.0025315	6.10247	6.08711	6.11717
0.0197777	0.002539	7.21475	7.18558	7.24803
0.0197777	0.0025465	8.82671	8.78001	8.87849
0.0197777	0.002554	10.899	10.8382	10.9711
0.0204311	0.002464	10.0818	9.99939	10.1842
0.0204311	0.0024715	7.85152	7.80141	7.91403
0.0204311	0.002479	6.0332	6.00724	6.0657
0.0204311	0.0024865	4.55774	4.54331	4.57606
