#	new0_fix	new11a	new11b
0.002464	0.0778872	-0.0979936
0.0024715	0.0468543	-0.057634
0.002479	0.0259694	-0.0287467
0.0024865	0.0143434	-0.0184417
0.002494	0.0058641	-0.00734758
0.0025015	0.00143326	-0.00182866
0.002509	0	0
0.0025165	0.00154824	-0.00194037
0.002524	0.00938567	-0.0105192
0.0025315	0.0174602	-0.0193064
0.002539	0.0373425	-0.0393912
0.0025465	0.0476284	-0.0552046
0.002554	0.0466597	-0.0773502
