#	stats	nuenorm1_anti	nuenorm2_anti	nuenorm3_anti	nuenorm4_anti	nuenorm5_anti
0.0178175	74.2555	71.4494	67.3694	64.7514	63.1873	62.1802
0.0184709	50.1938	48.3714	45.6884	44.0022	42.962	42.3456
0.0191243	31.7196	30.4835	28.6041	27.4089	26.754	26.3401
0.0197777	16.9327	16.2667	15.2953	14.6642	14.3196	14.1234
0.0204311	7.11921	6.86847	6.51282	6.26579	6.13014	6.05313
0.0210845	2.09839	2.06334	2.01372	1.98361	1.96728	1.94984
0.0217379	0	0	0	0	0	0
0.0223914	0.912324	0.910231	0.897028	0.870421	0.856045	0.847923
0.0230448	1.02917	1.02436	1.01758	1.01346	1.01123	1.00998
0.0236982	3.0038	2.87631	2.69654	2.58821	2.5298	2.49685
0.0243516	7.34693	7.13751	6.84246	6.64923	6.53662	6.47314
0.025005	14.5825	14.1331	13.3582	12.8487	12.5752	12.4213
0.0256584	24.7792	24.2911	22.926	21.9901	21.4891	21.2078
