#x	y	stats	nuenorm1_anti	nuenorm2_anti	nuenorm3_anti	nuenorm4_anti	nuenorm5_anti
0.0184709	-3.14159	214.692	181.416	132.587	100.972	82.8945	72.3019
0.0184709	-3.03687	185.956	157.911	116.871	90.4297	75.3687	66.5649
0.0184709	-2.93215	160.371	137.046	103.01	81.1891	68.8086	61.5899
0.0184709	-2.82743	137.995	118.854	91.0026	73.2335	63.1921	57.3521
0.0184709	-2.72271	118.789	103.289	80.7972	66.5168	58.4786	53.8155
0.0184709	-2.61799	102.63	90.2375	72.3025	60.9685	54.6132	50.9356
0.0184709	-2.51327	89.3256	79.5319	65.3936	56.4989	51.5297	48.661
0.0184709	-2.40855	78.6289	70.9627	59.9215	53.0044	49.1534	46.9352
0.0184709	-2.30383	70.2571	64.2929	55.7216	50.3724	47.4037	45.6973
0.0184709	-2.19911	63.9043	59.2579	52.5931	48.448	46.154	44.8377
0.0184709	-2.0944	58.8339	55.1992	49.9941	46.7665	44.9847	43.964
0.0184709	-1.98968	55.1691	52.2761	48.1388	45.5798	44.1699	43.3633
0.0184709	-1.88496	52.6548	50.2802	46.8881	44.794	43.6421	42.9838
0.0184709	-1.78024	51.0801	49.0397	46.127	44.3315	43.3449	42.7814
0.0184709	-1.67552	50.29	48.4281	45.7713	44.1348	43.2362	42.7231
0.0184709	-1.5708	50.1938	48.3714	45.7713	44.17	43.2909	42.789
0.0184709	-1.46608	50.3278	48.4163	45.6884	44.0077	43.0847	42.5577
0.0184709	-1.36136	51.1126	48.9635	45.8948	44.0022	42.962	42.3677
0.0184709	-1.25664	52.7485	50.196	46.5482	44.2948	43.0546	42.3456
0.0184709	-1.15192	55.4234	52.2688	47.7552	44.9609	43.4203	42.5384
0.0184709	-1.0472	59.38	55.3822	49.6535	46.0973	44.1323	43.006
0.0184709	-0.942478	64.9028	59.7714	52.4055	47.8183	45.2769	43.8177
0.0184709	-0.837758	72.0072	65.4228	55.9524	50.0335	46.7447	44.7858
0.0184709	-0.733038	81.2225	72.7694	60.5842	52.938	48.6753	46.2129
0.0184709	-0.628319	92.9884	82.2205	66.6609	56.8549	51.3687	48.1987
0.0184709	-0.523599	107.594	94.0226	74.3606	61.9122	54.9215	50.8722
0.0184709	-0.418879	125.283	108.385	83.8384	68.223	59.4196	54.3075
0.0184709	-0.314159	146.231	125.465	95.2161	75.8789	64.9339	58.5619
0.0184709	-0.20944	170.531	145.353	108.572	84.9427	71.5152	63.6779
0.0184709	-0.10472	198.176	168.056	123.929	95.4411	79.189	69.6793
0.0184709	1.11022e-16	229.049	193.49	141.249	107.359	87.9508	76.5673
0.0184709	0.10472	262.908	221.47	160.421	120.631	97.7608	84.3163
0.0184709	0.20944	299.263	251.701	181.259	135.138	108.539	92.8695
0.0184709	0.314159	336.789	283.779	203.494	150.705	120.162	102.135
0.0184709	0.418879	375.787	316.67	226.779	167.092	132.458	111.981
0.0184709	0.523599	415.544	349.804	250.688	184.004	145.208	122.238
0.0184709	0.628319	455.25	382.972	274.728	201.09	158.149	132.692
0.0184709	0.733038	493.825	415.226	297.844	217.953	170.976	143.098
0.0184709	0.837758	530.323	445.78	319.298	234.162	183.355	153.178
0.0184709	0.942478	563.991	474	339.162	248.885	194.933	162.638
0.0184709	1.0472	593.936	499.123	356.874	261.451	204.899	170.735
0.0184709	1.15192	619.332	520.44	371.912	272.121	213.336	177.578
0.0184709	1.25664	639.464	537.335	383.818	280.552	219.884	182.936
0.0184709	1.36136	653.323	548.967	392.015	286.353	224.249	186.613
0.0184709	1.46608	660.734	555.062	396.078	288.998	226.045	188.476
0.0184709	1.5708	661.676	555.702	396.253	288.848	225.7	188.123
0.0184709	1.67552	656.139	550.886	392.55	285.922	223.239	185.901
0.0184709	1.78024	644.311	540.784	385.109	280.338	218.769	181.735
0.0184709	1.88496	626.084	525.387	374.079	272.307	212.467	175.999
0.0184709	1.98968	602.43	505.318	359.531	261.648	204.042	168.921
0.0184709	2.0944	574.122	481.397	342.358	249.165	194.175	160.764
0.0184709	2.19911	541.951	454.306	323.069	235.289	182.982	151.607
0.0184709	2.30383	506.773	424.782	302.209	220.104	170.945	141.758
0.0184709	2.40855	469.478	393.581	280.327	203.813	158.562	131.72
0.0184709	2.51327	430.951	361.452	257.957	187.315	146.139	121.741
0.0184709	2.61799	391.874	329.08	234.694	170.977	133.947	112.035
0.0184709	2.72271	353.217	297.008	211.886	155.117	122.214	102.775
0.0184709	2.82743	315.736	266.016	189.974	140.001	111.124	94.094
0.0184709	2.93215	280.04	235.78	169.292	125.841	100.816	86.086
0.0184709	3.03687	246.412	207.444	150.1	112.795	91.386	78.8115
0.0184709	3.14159	214.692	181.416	132.587	100.972	82.8945	72.3019
0.0191243	-3.14159	185.161	154.707	110.083	81.2646	64.8201	55.1964
0.0191243	-3.03687	157.777	132.395	95.3112	71.4827	57.9396	50.0341
0.0191243	-2.93215	133.477	112.646	82.2995	62.8986	51.9169	45.4477
0.0191243	-2.82743	112.313	95.486	71.0442	55.4972	46.733	41.4201
0.0191243	-2.72271	94.2359	80.8642	61.4956	49.2368	42.3108	38.061
0.0191243	-2.61799	79.1183	68.6653	53.5652	44.0542	38.6303	35.33
0.0191243	-2.51327	66.7627	58.7209	47.1338	39.8691	35.7087	33.181
0.0191243	-2.40855	56.9195	50.8228	42.0595	36.5888	33.2706	31.3517
0.0191243	-2.30383	49.3034	44.7362	38.1858	33.8021	31.2955	29.8565
0.0191243	-2.19911	43.5476	40.1408	35.0946	31.6971	29.8205	28.7452
0.0191243	-2.0944	39.0393	36.503	32.7429	30.1816	28.7706	27.9633
0.0191243	-1.98968	35.8373	33.9229	31.1149	29.1527	28.074	27.4577
0.0191243	-1.88496	33.6863	32.1954	30.0702	28.5183	27.6662	27.1798
0.0191243	-1.78024	32.3756	31.151	29.4066	28.2018	27.4925	27.088
0.0191243	-1.67552	31.7504	30.6653	29.0211	27.8656	27.2326	26.8717
0.0191243	-1.5708	31.7196	30.4835	28.6534	27.5293	26.9136	26.5625
0.0191243	-1.46608	31.7925	30.5491	28.6041	27.4089	26.754	26.3805
0.0191243	-1.36136	32.4479	31.1371	28.904	27.5266	26.7711	26.3401
0.0191243	-1.25664	33.8529	32.2178	29.6223	27.9301	27.0008	26.4702
0.0191243	-1.15192	36.1946	34.0625	30.8632	28.6913	27.4963	26.8133
0.0191243	-1.0472	39.7142	36.8676	32.5199	29.6737	28.1042	27.2059
0.0191243	-0.942478	44.6954	40.864	34.8032	31.0147	28.9201	27.719
0.0191243	-0.837758	51.1527	46.0308	38.1116	33.0672	30.2695	28.6621
0.0191243	-0.733038	59.6202	52.8069	42.6353	35.9624	32.249	30.1108
0.0191243	-0.628319	70.5336	61.5907	48.5629	39.8312	34.9543	32.1395
0.0191243	-0.523599	84.1843	72.6263	55.9123	44.797	38.4757	34.8181
0.0191243	-0.418879	100.818	86.1222	64.8118	50.9697	42.8938	38.2088
0.0191243	-0.314159	120.616	102.236	75.5077	58.4381	48.275	42.3634
0.0191243	-0.20944	143.676	121.06	88.0753	66.944	54.6666	47.32
0.0191243	-0.10472	170.002	142.609	102.539	76.7382	62.0501	53.0997
0.0191243	1.11022e-16	199.485	166.805	118.863	87.8389	70.1074	59.7029
0.0191243	0.10472	231.896	193.473	136.944	100.186	79.0977	66.7144
0.0191243	0.20944	266.883	222.333	156.608	113.671	88.9487	74.3999
0.0191243	0.314159	303.966	252.997	177.601	128.129	99.549	82.6962
0.0191243	0.418879	341.717	284.972	199.595	143.341	110.745	91.4894
0.0191243	0.523599	379.976	317.641	222.187	159.035	122.341	100.631
0.0191243	0.628319	418.223	349.409	244.91	174.885	134.099	109.935
0.0191243	0.733038	455.405	380.316	267.242	190.524	145.745	119.185
0.0191243	0.837758	490.601	409.6	288.544	205.553	156.976	128.138
0.0191243	0.942478	523.082	436.657	307.291	219.555	167.475	136.534
0.0191243	1.0472	551.978	460.747	324.004	231.658	176.477	143.678
0.0191243	1.15192	576.488	481.187	338.187	241.903	184.076	149.69
0.0191243	1.25664	595.913	497.381	349.408	249.958	190.025	154.375
0.0191243	1.36136	609.303	508.548	357.147	255.356	194.115	157.56
0.0191243	1.46608	616.422	514.351	360.924	257.72	196.206	159.13
0.0191243	1.5708	617.286	514.914	361.022	257.495	196.099	158.944
0.0191243	1.67552	611.886	510.235	357.455	254.702	193.526	156.654
0.0191243	1.78024	600.408	500.48	350.356	249.453	189.021	152.825
0.0191243	1.88496	582.805	485.705	339.937	241.857	182.763	147.615
0.0191243	1.98968	559.896	466.374	326.11	231.754	174.985	141.233
0.0191243	2.0944	532.503	443.356	309.812	219.899	165.967	133.917
0.0191243	2.19911	501.395	417.31	291.53	206.38	155.822	125.796
0.0191243	2.30383	467.407	388.948	271.779	191.78	144.841	116.985
0.0191243	2.40855	431.404	359.001	250.486	176.635	133.566	108.033
0.0191243	2.51327	394.248	328.193	228.409	161.314	122.274	99.1566
0.0191243	2.61799	356.694	297.212	206.376	146.155	111.203	90.537
0.0191243	2.72271	319.496	265.982	184.828	131.449	100.557	82.3206
0.0191243	2.82743	283.487	235.457	164.146	117.439	90.4933	74.6168
0.0191243	2.93215	248.457	206.488	144.643	104.318	81.1331	67.5011
0.0191243	3.03687	215.477	179.472	126.563	92.2276	72.5587	61.0201
0.0191243	3.14159	185.161	154.707	110.083	81.2646	64.8201	55.1964
0.0197777	-3.14159	161.208	133.443	92.8212	66.6457	51.0202	41.8821
0.0197777	-3.03687	135.141	112.283	78.9394	57.1662	44.4048	36.9613
0.0197777	-2.93215	112.097	93.6107	66.7254	48.8625	38.6173	32.6574
0.0197777	-2.82743	92.1142	77.4453	56.0713	41.7186	33.6391	28.952
0.0197777	-2.72271	75.14	63.7319	46.85	35.6931	29.4388	25.8203
0.0197777	-2.61799	61.0393	52.3532	39.2318	30.7241	25.9742	23.2333
0.0197777	-2.51327	49.6104	43.1408	33.0964	26.7335	23.1948	21.1581
0.0197777	-2.40855	40.6008	35.5943	28.0703	23.3834	20.7863	19.2949
0.0197777	-2.30383	33.3538	29.5488	24.0983	20.7169	18.8494	17.7793
0.0197777	-2.19911	27.7364	25.0109	21.1145	18.7061	17.3799	16.6215
0.0197777	-2.0944	23.6726	21.7313	18.9607	17.2535	16.316	15.7807
0.0197777	-1.98968	20.8686	19.4745	17.488	16.2671	15.5981	15.2166
0.0197777	-1.88496	19.0622	18.0314	16.5641	15.6642	15.1718	14.8914
0.0197777	-1.78024	18.0368	17.2288	16.0795	15.3756	14.991	14.7721
0.0197777	-1.67552	17.3161	16.6241	15.6403	15.0383	14.7095	14.5225
0.0197777	-1.5708	16.9327	16.2667	15.3199	14.7407	14.4245	14.2445
0.0197777	-1.46608	17.0515	16.3264	15.2953	14.6642	14.3196	14.1234
0.0197777	-1.36136	17.7262	16.8467	15.5953	14.8286	14.4095	14.1709
0.0197777	-1.25664	19.0811	17.9276	16.285	15.2768	14.725	14.4105
0.0197777	-1.15192	21.3055	19.7214	17.4627	16.0733	15.3113	14.8767
0.0197777	-1.0472	24.3658	22.1589	19.0076	17.0636	15.995	15.3845
0.0197777	-0.942478	28.6688	25.5709	21.1388	18.3955	16.8834	16.018
0.0197777	-0.837758	34.7198	30.4114	24.2346	20.3968	18.2746	17.0577
0.0197777	-0.733038	42.8516	36.9524	28.4752	23.1858	20.2507	18.5638
0.0197777	-0.628319	53.3897	45.4615	34.0397	26.8803	22.8926	20.5952
0.0197777	-0.523599	66.2089	56.187	41.0965	31.5916	26.2763	23.2061
0.0197777	-0.418879	81.8129	69.1578	49.7932	37.418	30.4691	26.4444
0.0197777	-0.314159	100.488	84.3414	60.247	44.4393	35.5256	30.3488
0.0197777	-0.20944	122.34	102.141	72.5343	52.7103	41.4844	34.9469
0.0197777	-0.10472	147.378	122.576	86.3519	62.2542	48.3635	40.2525
0.0197777	1.11022e-16	175.505	145.576	101.735	73.057	56.1567	46.2627
0.0197777	0.10472	206.504	170.977	118.783	84.9249	64.8285	52.9543
0.0197777	0.20944	240.037	198.512	137.331	97.4528	74.3105	60.2804
0.0197777	0.314159	275.642	227.808	157.142	110.87	84.1817	68.1662
0.0197777	0.418879	312.734	258.394	177.904	124.976	94.351	76.2751
0.0197777	0.523599	350.229	289.699	199.238	139.518	104.864	84.3763
0.0197777	0.628319	387.055	321.077	220.701	154.197	115.509	92.6033
0.0197777	0.733038	422.88	351.229	241.798	168.675	126.04	100.768
0.0197777	0.837758	456.808	379.285	262.003	182.582	136.188	108.659
0.0197777	0.942478	488.134	405.216	280.751	195.536	145.664	116.05
0.0197777	1.0472	516.01	428.306	296.978	206.7	153.753	122.293
0.0197777	1.15192	539.656	447.897	310.341	216.133	160.556	127.518
0.0197777	1.25664	558.395	463.413	320.903	223.534	165.86	131.565
0.0197777	1.36136	571.329	474.128	328.204	228.657	169.48	134.283
0.0197777	1.46608	578.162	479.649	331.705	231.335	171.291	135.575
0.0197777	1.5708	578.95	480.137	331.73	231.324	171.151	135.357
0.0197777	1.67552	573.684	475.59	328.291	228.408	168.704	133.192
0.0197777	1.78024	562.545	466.171	321.52	223.102	164.52	129.681
0.0197777	1.88496	545.55	451.998	311.653	215.602	158.764	124.97
0.0197777	1.98968	523.365	433.38	298.551	206.176	151.652	119.245
0.0197777	2.0944	496.861	411.235	283.093	195.142	143.437	112.722
0.0197777	2.19911	466.787	386.199	265.345	182.642	134.285	105.58
0.0197777	2.30383	433.956	358.961	245.773	169.071	124.301	97.7474
0.0197777	2.40855	399.211	330.228	225.295	155.012	114.072	89.8157
0.0197777	2.51327	363.39	300.56	204.413	140.806	103.842	81.97
0.0197777	2.61799	327.299	269.813	183.59	126.761	93.8235	74.3635
0.0197777	2.72271	291.153	239.568	163.244	113.143	84.191	67.1158
0.0197777	2.82743	255.55	210.384	143.733	100.172	75.0822	60.3139
0.0197777	2.93215	221.723	182.731	125.351	88.0221	66.5985	53.6037
0.0197777	3.03687	190.153	156.989	108.326	76.8214	58.4649	47.4301
0.0197777	3.14159	161.208	133.443	92.8212	66.6457	51.0202	41.8821
0.0204311	-3.14159	142.569	117.364	80.0982	55.2223	41.0714	32.8065
0.0204311	-3.03687	117.789	97.3163	66.5418	46.4054	34.9992	28.3554
0.0204311	-2.93215	95.9699	79.6825	54.6467	38.6654	29.652	24.4167
0.0204311	-2.82743	77.142	64.018	44.405	31.9884	25.0158	20.9773
0.0204311	-2.72271	61.1008	50.7364	35.7659	26.3379	21.0664	18.0217
0.0204311	-2.61799	47.5259	39.7881	28.643	21.6599	17.7717	15.532
0.0204311	-2.51327	36.6214	30.9988	22.9221	17.886	15.0931	13.4854
0.0204311	-2.40855	27.8806	23.8945	18.1829	14.6376	12.6787	11.556
0.0204311	-2.30383	21.1265	18.3951	14.4904	12.0767	10.7477	9.98775
0.0204311	-2.19911	16.1418	14.3238	11.7301	10.1329	9.25608	8.75571
0.0204311	-2.0944	12.616	11.4349	9.75278	8.72028	8.15503	7.83301
0.0204311	-1.98968	10.2548	9.49641	8.4179	7.75767	7.39702	7.19184
0.0204311	-1.88496	8.79644	8.30233	7.60051	7.17176	6.93797	6.8051
0.0204311	-1.78024	8.02436	7.6824	7.19708	6.90104	6.73979	6.64822
0.0204311	-1.67552	7.43351	7.1665	6.78772	6.55687	6.43122	6.35989
0.0204311	-1.5708	7.11921	6.86847	6.51282	6.29612	6.17818	6.11124
0.0204311	-1.46608	7.21177	6.92368	6.51495	6.26579	6.13014	6.05313
0.0204311	-1.36136	7.7643	7.37448	6.82108	6.48336	6.29933	6.1948
0.0204311	-1.25664	8.90019	8.31858	7.49213	6.98687	6.71119	6.55446
0.0204311	-1.15192	10.8076	9.90493	8.62063	7.83364	7.4034	7.15851
0.0204311	-1.0472	13.4512	12.0575	10.0714	8.85092	8.18209	7.80083
0.0204311	-0.942478	17.2429	15.1132	12.0726	10.1975	9.16703	8.57855
0.0204311	-0.837758	22.6817	19.5141	14.9817	12.1757	10.6287	9.7434
0.0204311	-0.733038	30.1003	25.5276	18.9692	14.8913	12.6349	11.3406
0.0204311	-0.628319	39.8251	33.4179	24.2046	18.4488	15.2518	13.4132
0.0204311	-0.523599	52.1571	43.4306	30.8472	22.947	18.5408	16.0001
0.0204311	-0.418879	67.3529	55.7773	39.0374	28.473	22.5559	19.1345
0.0204311	-0.314159	85.5905	70.6213	48.8866	35.0972	27.3401	22.8421
0.0204311	-0.20944	106.262	88.0625	60.4683	42.8671	32.9225	27.1397
0.0204311	-0.10472	130.044	107.697	73.8084	51.8022	39.315	32.0334
0.0204311	1.11022e-16	156.847	129.544	88.8779	61.8882	46.5086	37.5162
0.0204311	0.10472	186.469	153.721	105.585	73.0716	54.4698	43.5655
0.0204311	0.20944	218.584	179.974	123.167	85.2552	63.1363	50.1394
0.0204311	0.314159	252.746	207.948	141.851	98.2939	72.4136	57.1735
0.0204311	0.418879	288.391	237.188	161.439	111.728	82.1721	64.5773
0.0204311	0.523599	324.848	267.146	181.571	125.183	92.2456	72.2317
0.0204311	0.628319	361.355	297.198	201.828	138.754	102.106	79.9886
0.0204311	0.733038	395.976	326.654	221.743	152.129	111.587	87.5701
0.0204311	0.837758	428.67	354.558	240.817	164.97	120.71	94.4624
0.0204311	0.942478	458.87	379.397	258.521	176.924	129.219	100.905
0.0204311	1.0472	485.752	401.519	273.911	187.196	136.442	106.297
0.0204311	1.15192	508.559	420.287	286.936	195.856	142.489	110.777
0.0204311	1.25664	526.629	435.147	297.192	202.632	147.181	114.22
0.0204311	1.36136	539.119	445.426	304.354	207.299	150.354	116.496
0.0204311	1.46608	545.674	450.673	308.134	209.706	151.898	117.522
0.0204311	1.5708	546.388	451.087	308.087	209.663	151.726	117.271
0.0204311	1.67552	541.251	446.668	304.773	206.868	149.399	115.227
0.0204311	1.78024	530.441	437.573	297.936	201.872	145.519	112.017
0.0204311	1.88496	514.038	423.983	288.029	194.858	140.239	107.776
0.0204311	1.98968	492.557	406.055	275.407	186.076	133.756	102.672
0.0204311	2.0944	466.918	384.754	260.475	175.823	126.302	96.8977
0.0204311	2.19911	437.85	360.695	243.39	164.292	118.091	90.6495
0.0204311	2.30383	406.146	334.545	224.85	151.699	109.048	83.7655
0.0204311	2.40855	372.625	306.288	205.474	138.67	99.803	76.7901
0.0204311	2.51327	338.104	276.917	185.732	125.519	90.5714	69.9079
0.0204311	2.61799	302.393	247.456	166.065	112.525	81.537	62.6879
0.0204311	2.72271	266.998	218.513	146.865	99.9303	72.3578	55.7655
0.0204311	2.82743	232.8	190.625	128.469	87.8448	63.563	49.2769
0.0204311	2.93215	200.372	164.244	111.151	76.0047	55.3794	43.272
0.0204311	3.03687	170.177	139.733	95.1251	65.1035	47.87	37.7783
0.0204311	3.14159	142.569	117.364	80.0982	55.2223	41.0714	32.8065
0.0210845	-3.14159	129.003	105.881	70.8502	48.3738	35.6144	28.1721
0.0210845	-3.03687	105.479	86.2067	58.0997	40.1636	30.0263	24.13
0.0210845	-2.93215	84.1564	68.9631	46.9224	32.9345	25.0639	20.4992
0.0210845	-2.82743	65.808	54.1579	37.3091	26.6746	20.7177	17.273
0.0210845	-2.72271	50.4074	41.7269	29.2106	21.3533	16.9713	14.4341
0.0210845	-2.61799	37.8058	31.5454	22.5449	16.9241	13.7739	11.7802
0.0210845	-2.51327	27.7883	23.4392	17.1844	13.2907	10.9028	9.51237
0.0210845	-2.40855	19.7874	16.8797	12.7213	10.1492	8.5515	7.61619
0.0210845	-2.30383	13.7443	11.9048	9.28043	7.66412	6.67935	6.07499
0.0210845	-2.19911	9.37851	8.28148	6.71959	5.76135	5.23698	4.86937
0.0210845	-2.0944	6.37881	5.76736	4.89839	4.36703	4.07706	3.91221
0.0210845	-1.98968	4.451	4.13422	3.68471	3.41061	3.26137	3.17664
0.0210845	-1.88496	3.33312	3.17915	2.96092	2.82814	2.75597	2.71505
0.0210845	-1.78024	2.80886	2.73462	2.62947	2.56559	2.49334	2.45225
0.0210845	-1.67552	2.345	2.3036	2.24501	2.17517	2.126	2.09812
0.0210845	-1.5708	2.09839	2.06334	2.01372	1.98361	1.96728	1.94984
0.0210845	-1.46608	2.16551	2.11544	2.04455	2.0015	1.97814	1.96491
0.0210845	-1.36136	2.59878	2.501	2.36247	2.27828	2.23255	2.20664
0.0210845	-1.25664	3.52071	3.31545	3.02441	2.84719	2.75081	2.69614
0.0210845	-1.15192	5.1184	4.70457	4.04149	3.53869	3.26436	3.10842
0.0210845	-1.0472	7.35467	6.58513	5.3095	4.43906	3.96298	3.69192
0.0210845	-0.942478	10.6467	9.30065	7.29679	5.85463	5.06355	4.6123
0.0210845	-0.837758	15.4873	13.2808	10.13	7.88231	6.62642	5.9085
0.0210845	-0.733038	22.209	18.7889	13.8931	10.6231	8.71337	7.61905
0.0210845	-0.628319	31.1391	26.0853	18.8316	14.1775	11.3846	9.78013
0.0210845	-0.523599	42.5802	35.4127	25.0961	18.64	14.6959	12.4238
0.0210845	-0.418879	56.7918	46.9816	32.8193	23.9093	18.6957	15.5769
0.0210845	-0.314159	73.9717	60.9552	42.1068	30.1839	23.3916	19.24
0.0210845	-0.20944	94.2389	77.4357	53.0285	37.504	28.7275	23.3219
0.0210845	-0.10472	117.618	96.4516	65.61	45.8849	34.7161	27.9954
0.0210845	1.11022e-16	143.269	117.946	79.8246	55.3113	41.3709	33.2305
0.0210845	0.10472	171.546	141.459	95.5864	65.7331	48.6849	38.7032
0.0210845	0.20944	202.276	166.474	112.745	77.0603	56.6013	44.5928
0.0210845	0.314159	235.031	193.169	131.081	89.1597	65.0362	50.8445
0.0210845	0.418879	269.264	221.107	149.951	101.853	73.875	57.382
0.0210845	0.523599	304.324	249.761	168.935	114.916	82.9713	64.1059
0.0210845	0.628319	339.471	278.528	188.039	128.082	92.1469	70.8915
0.0210845	0.733038	373.896	306.745	206.823	140.631	101.195	77.5901
0.0210845	0.837758	405.93	333.709	224.813	152.459	109.884	84.0327
0.0210845	0.942478	435.033	358.659	241.516	163.461	117.878	90.0361
0.0210845	1.0472	460.948	380.127	256.006	172.886	124.281	95.4128
0.0210845	1.15192	482.936	398.098	268.261	180.808	129.612	99.2025
0.0210845	1.25664	500.354	412.321	277.898	186.988	133.723	102.072
0.0210845	1.36136	512.412	422.178	284.61	191.22	136.47	103.928
0.0210845	1.46608	518.697	427.16	288.187	193.367	137.759	104.704
0.0210845	1.5708	519.338	427.502	288.327	193.293	137.555	104.377
0.0210845	1.67552	514.327	423.206	284.872	190.614	135.344	102.491
0.0210845	1.78024	503.836	414.424	278.316	185.911	131.751	99.5637
0.0210845	1.88496	488.009	401.398	268.888	179.36	126.921	95.7665
0.0210845	1.98968	467.212	384.138	256.906	171.191	121.035	91.2493
0.0210845	2.0944	442.415	363.653	242.753	161.681	114.299	86.0551
0.0210845	2.19911	414.326	340.204	226.64	151.072	106.935	80.0046
0.0210845	2.30383	383.719	314.102	209.09	139.406	98.6505	73.7121
0.0210845	2.40855	351.115	286.631	190.766	127.353	89.9955	67.3441
0.0210845	2.51327	316.683	258.468	172.116	115.198	81.1719	60.941
0.0210845	2.61799	282.085	230.252	153.552	102.669	72.4197	54.5683
