#x	y	stats	nuenorm1_anti	nuenorm2_anti	nuenorm3_anti	nuenorm4_anti	nuenorm5_anti
0.426	2.93215	582.987	543.82	486.177	448.672	427.145	414.325
0.426	3.03687	547.926	515.28	467.387	436.397	418.644	407.527
0.426	3.14159	516.163	489.487	450.483	425.386	410.506	401.483
0.4345	-3.14159	387.936	362.729	325.907	302.002	287.422	278.903
0.4345	-3.03687	360.681	340.684	311.571	292.186	280.639	273.913
0.4345	-2.93215	336.989	321.539	299.121	283.65	274.72	269.533
0.4345	-2.82743	316.857	305.275	288.354	276.364	269.635	265.739
0.4345	-2.72271	300.173	291.791	279.082	270.268	265.345	262.482
0.4345	-2.61799	286.73	280.912	271.553	265.287	261.803	259.729
0.4345	-2.51327	276.247	272.409	265.612	261.328	258.956	257.54
0.4345	-2.40855	268.387	265.609	261.086	258.286	256.742	255.858
0.4345	-2.30383	262.572	260.6	257.784	256.049	255.097	254.553
0.4345	-2.19911	258.304	257.146	255.497	254.485	253.931	253.616
0.4345	-2.0944	255.196	254.569	253.679	253.134	252.837	252.667
0.4345	-1.98968	253.245	252.934	252.494	252.225	252.079	251.995
0.4345	-1.88496	252.125	251.984	251.784	251.663	251.597	251.559
0.4345	-1.78024	251.569	251.507	251.421	251.368	251.339	251.323
0.4345	-1.67552	251.38	251.349	251.306	251.279	251.264	251.256
0.4345	-1.5708	251.444	251.418	251.382	251.359	251.347	251.34
0.4345	-1.46608	251.594	251.555	251.499	251.465	251.446	251.436
0.4345	-1.36136	251.707	251.619	251.495	251.419	251.378	251.355
0.4345	-1.25664	252.265	252.063	251.778	251.604	251.509	251.456
0.4345	-1.15192	253.504	253.075	252.466	252.094	251.891	251.776
0.4345	-1.0472	255.731	254.898	253.714	252.989	252.592	252.367
0.4345	-0.942478	259.31	257.825	255.708	254.406	253.692	253.286
0.4345	-0.837758	264.641	262.176	258.653	256.477	255.28	254.547
0.4345	-0.733038	271.52	268.173	262.687	259.283	257.403	256.111
0.4345	-0.628319	280.578	275.922	267.884	262.778	259.947	258.063
0.4345	-0.523599	292.559	285.662	274.715	267.376	263.288	260.69
0.4345	-0.418879	307.804	298.053	283.371	273.2	267.507	264.062
0.4345	-0.314159	326.579	313.32	294.009	280.353	272.673	268.22
0.4345	-0.20944	349.059	331.611	306.255	288.912	278.837	272.977
0.4345	-0.10472	375.304	352.99	320.452	298.918	286.028	278.509
0.4345	1.11022e-16	405.246	377.415	336.695	310.373	294.252	284.82
0.4345	0.10472	438.673	404.729	354.899	322.618	303.479	291.894
0.4345	0.20944	475.227	434.652	374.898	335.977	313.618	299.688
0.4345	0.314159	514.395	466.779	396.438	350.387	323.828	308.13
0.4345	0.418879	555.518	500.577	419.179	365.634	334.643	316.348
0.4345	0.523599	597.798	535.396	442.692	381.441	345.877	324.844
0.4345	0.628319	640.32	570.482	466.471	397.474	357.3	333.504
0.4345	0.733038	682.078	605	489.944	413.348	368.641	342.125
0.4345	0.837758	721.88	637.937	512.375	428.523	379.481	350.364
0.4345	0.942478	758.454	668.199	532.955	442.396	389.341	357.816
0.4345	1.0472	791.023	695.161	551.297	454.752	398.111	364.436
0.4345	1.15192	818.621	718.004	566.817	465.175	405.481	369.974
0.4345	1.25664	840.405	736.013	579.004	473.303	411.176	374.212
0.4345	1.36136	855.702	748.617	587.451	478.848	414.982	376.975
0.4345	1.46608	863.642	755.131	591.764	481.618	416.757	378.155
0.4345	1.5708	864.187	755.354	591.489	481.001	416.003	377.319
0.4345	1.67552	857.536	749.587	587.088	477.553	413.128	374.786
0.4345	1.78024	843.93	738.047	578.737	471.43	408.34	370.798
0.4345	1.88496	823.831	721.138	566.751	462.878	401.846	365.538
0.4345	1.98968	797.691	699.396	551.558	452.225	393.913	359.236
0.4345	2.0944	766.289	673.149	533.473	439.838	384.846	352.149
0.4345	2.19911	730.844	643.643	513.087	425.779	374.669	344.311
0.4345	2.30383	692.361	611.729	491.236	410.888	363.941	336.081
0.4345	2.40855	651.873	578.271	468.521	395.579	353.053	327.846
0.4345	2.51327	610.396	544.115	445.517	380.232	342.269	319.798
0.4345	2.61799	568.895	510.052	422.747	365.181	331.805	312.083
0.4345	2.72271	528.254	476.8	400.674	350.706	321.834	304.806
0.4345	2.82743	489.249	444.982	379.683	337.033	312.48	297.704
0.4345	2.93215	452.537	415.114	360.083	324.329	303.618	290.792
0.4345	3.03687	418.637	387.599	342.106	312.711	295.083	284.525
0.4345	3.14159	387.936	362.729	325.907	302.002	287.422	278.903
0.443	-3.14159	291.28	267.583	232.997	209.645	195.937	187.934
0.443	-3.03687	265.066	246.421	219.301	200.32	189.544	183.047
0.443	-2.93215	242.348	228.091	206.874	192.21	183.952	178.65
0.443	-2.82743	223.116	212.571	196.261	185.288	178.93	174.879
0.443	-2.72271	207.258	199.76	187.448	179.5	174.689	171.707
0.443	-2.61799	194.525	189.104	180.194	174.63	171.046	168.908
0.443	-2.51327	184.448	180.306	174.339	170.625	168.057	166.582
0.443	-2.40855	176.243	173.6	169.821	167.399	165.691	164.713
0.443	-2.30383	170.255	168.69	166.46	164.968	163.882	163.262
0.443	-2.19911	166.118	165.273	164.072	163.216	162.561	162.187
0.443	-2.0944	163.449	163.047	162.476	162.03	161.655	161.442
0.443	-1.98968	161.887	161.728	161.502	161.3	161.096	160.981
0.443	-1.88496	161.112	161.065	160.998	160.927	160.821	160.76
0.443	-1.78024	160.761	160.753	160.742	160.687	160.63	160.598
0.443	-1.67552	160.378	160.377	160.377	160.34	160.304	160.284
0.443	-1.5708	160.199	160.199	160.199	160.159	160.128	160.11
0.443	-1.46608	160.2	160.198	160.196	160.137	160.095	160.07
0.443	-1.36136	160.444	160.425	160.398	160.293	160.219	160.177
0.443	-1.25664	161.082	160.998	160.878	160.677	160.535	160.455
0.443	-1.15192	162.344	162.097	161.747	161.361	161.093	160.941
0.443	-1.0472	164.201	163.639	162.841	162.07	161.59	161.318
0.443	-0.942478	167.258	166.142	164.554	163.272	162.453	161.985
0.443	-0.837758	172.008	170.025	167.196	165.149	163.821	163.061
0.443	-0.733038	178.866	175.62	170.975	167.841	165.791	164.616
0.443	-0.628319	188.096	183.256	176.102	171.491	168.46	166.718
0.443	-0.523599	199.578	193.243	182.777	176.226	171.918	169.43
0.443	-0.418879	214.209	205.411	191.181	181.943	176.247	172.81
0.443	-0.314159	232.253	220.1	201.461	188.891	181.517	176.903
0.443	-0.20944	253.881	237.698	213.722	197.139	187.778	181.747
0.443	-0.10472	279.154	258.263	227.83	206.724	194.65	187.363
0.443	1.11022e-16	308.008	281.758	243.387	217.642	202.44	193.552
0.443	0.10472	340.24	308.031	260.793	229.847	211.121	200.143
0.443	0.20944	375.502	336.813	279.887	242.864	220.633	207.346
0.443	0.314159	413.296	367.711	300.429	256.443	230.876	215.095
0.443	0.418879	452.984	400.211	322.092	270.773	241.101	223.294
0.443	0.523599	493.79	433.686	344.468	285.598	251.448	231.262
0.443	0.628319	534.828	467.407	367.075	300.603	261.932	239.038
0.443	0.733038	575.12	500.568	389.368	315.429	272.307	246.743
0.443	0.837758	613.635	532.31	410.758	329.679	282.294	254.172
0.443	0.942478	649.326	561.758	430.638	342.939	291.595	261.097
0.443	1.0472	681.176	588.055	448.407	354.792	299.906	267.284
0.443	1.15192	707.971	610.194	463.381	364.784	306.915	272.503
0.443	1.25664	728.871	627.364	474.806	372.207	311.94	276.09
0.443	1.36136	743.484	639.316	482.653	377.193	315.21	278.332
0.443	1.46608	751.356	645.669	486.661	379.565	316.602	279.136
0.443	1.5708	752.252	646.23	486.706	379.249	316.07	278.475
0.443	1.67552	745.959	640.938	482.808	376.277	313.653	276.39
0.443	1.78024	732.567	629.587	474.757	370.576	309.359	272.94
0.443	1.88496	712.894	613.066	463.095	362.3	303.113	267.911
0.443	1.98968	687.576	591.924	448.383	352.063	295.557	261.962
0.443	2.0944	657.405	566.84	431.118	340.228	286.975	255.331
0.443	2.19911	623.287	538.581	411.85	327.19	277.664	248.257
0.443	2.30383	586.195	507.968	391.155	313.347	267.917	240.967
0.443	2.40855	546.844	475.718	369.607	299.086	258.004	233.662
0.443	2.51327	506.565	442.646	347.639	284.761	248.161	226.508
0.443	2.61799	466.296	409.692	325.778	270.521	238.516	219.615
0.443	2.72271	426.897	377.55	304.601	256.786	229.186	212.342
0.443	2.82743	389.124	346.822	284.477	243.815	219.964	205.374
0.443	2.93215	353.615	318.01	265.7	231.764	211.162	198.977
0.443	3.03687	320.875	291.503	248.491	220.189	203.144	193.164
0.443	3.14159	291.28	267.583	232.997	209.645	195.937	187.934
0.4515	-3.14159	221.72	199.405	166.521	143.778	130.674	122.455
0.4515	-3.03687	196.426	179.017	152.688	134.863	124.168	117.692
0.4515	-2.93215	174.521	161.352	140.654	127.04	118.46	113.479
0.4515	-2.82743	155.994	146.331	130.392	119.969	113.525	109.796
0.4515	-2.72271	140.733	133.255	121.829	114.025	109.331	106.623
0.4515	-2.61799	128.153	122.695	114.855	109.138	105.835	103.936
0.4515	-2.51327	117.989	114.43	109.256	105.223	102.991	101.711
0.4515	-2.40855	110.365	108.2	104.79	102.182	100.746	99.9238
0.4515	-2.30383	104.916	103.716	101.505	99.9147	99.0416	98.5433
0.4515	-2.19911	101.262	100.68	99.2159	98.3126	97.8184	97.537
0.4515	-2.0944	98.8936	98.3509	97.5799	97.1087	96.8517	96.7056
0.4515	-1.98968	96.9439	96.6905	96.331	96.112	95.9928	95.9251
0.4515	-1.88496	95.8011	95.6973	95.5503	95.4609	95.4123	95.3848
0.4515	-1.78024	95.2061	95.1682	95.1144	95.0818	95.064	95.054
0.4515	-1.67552	94.9687	94.9536	94.9322	94.9192	94.9121	94.9081
0.4515	-1.5708	94.9773	94.9658	94.9496	94.9397	94.9343	94.9312
0.4515	-1.46608	95.2055	95.1836	95.1528	95.134	95.1239	95.1181
0.4515	-1.36136	95.3412	95.2835	95.2017	95.1521	95.1251	95.1098
0.4515	-1.25664	95.8155	95.6627	95.4462	95.3144	95.2427	95.2021
0.4515	-1.15192	96.9526	96.5989	96.0968	95.7905	95.6236	95.5289
0.4515	-1.0472	99.0456	98.3279	97.3014	96.6731	96.3301	96.1349
0.4515	-0.942478	101.993	101.129	99.2355	98.0721	97.4348	97.0715
0.4515	-0.837758	106.554	104.984	102.095	100.109	99.0178	98.3942
0.4515	-0.733038	113.132	110.418	106.086	102.913	101.162	100.159
0.4515	-0.628319	121.997	117.7	111.259	106.481	103.833	102.312
0.4515	-0.523599	133.502	127.064	117.806	110.934	107.081	104.862
0.4515	-0.418879	147.656	138.985	125.744	116.557	111.16	108.042
0.4515	-0.314159	164.785	153.679	135.497	123.444	116.13	111.892
0.4515	-0.20944	185.425	170.503	147.165	131.663	122.035	116.438
0.4515	-0.10472	209.639	190.173	160.796	140.916	128.899	121.696
0.4515	1.11022e-16	237.369	212.707	176.38	151.276	136.724	127.668
0.4515	0.10472	268.424	237.961	193.324	162.859	145.157	134.336
0.4515	0.20944	302.467	265.676	211.592	175.573	154.093	141.477
0.4515	0.314159	339.02	295.477	231.265	189.271	163.711	148.662
0.4515	0.418879	377.463	326.867	252.033	202.942	173.881	156.256
0.4515	0.523599	417.045	359.241	273.509	217.015	184.276	164.144
0.4515	0.628319	456.906	391.897	295.234	231.274	194.099	172.101
0.4515	0.733038	496.015	423.967	316.586	245.273	203.719	179.095
0.4515	0.837758	533.141	454.42	336.851	258.522	212.781	185.644
0.4515	0.942478	567.525	482.649	355.657	270.816	221.182	191.711
0.4515	1.0472	598.183	507.829	372.434	281.77	228.651	197.089
0.4515	1.15192	624.203	529.196	386.649	291.019	234.927	201.58
0.4515	1.25664	644.789	546.082	397.838	298.245	239.779	205.009
0.4515	1.36136	659.207	557.948	405.629	303.196	243.028	207.238
0.4515	1.46608	666.617	563.857	409.368	305.424	244.35	208.017
0.4515	1.5708	667.272	564.183	409.184	304.884	243.597	207.136
0.4515	1.67552	661.173	558.932	405.242	301.855	241.115	204.981
0.4515	1.78024	648.54	548.303	397.701	296.466	237.016	201.656
0.4515	1.88496	629.803	532.668	386.845	288.937	231.48	197.316
0.4515	1.98968	605.134	512.284	373.053	279.554	224.734	192.15
0.4515	2.0944	575.734	487.902	356.378	268.399	216.887	186.289
0.4515	2.19911	542.527	460.474	337.807	255.958	208.113	179.715
0.4515	2.30383	506.462	430.795	317.892	242.781	198.96	172.976
0.4515	2.40855	468.512	399.672	297.181	229.227	189.675	166.251
0.4515	2.51327	429.638	367.896	276.195	215.628	180.471	159.536
0.4515	2.61799	390.756	336.211	255.414	202.276	171.488	152.406
0.4515	2.72271	352.701	305.289	235.256	189.413	162.121	145.663
0.4515	2.82743	316.213	275.715	216.076	177.027	153.312	139.364
0.4515	2.93215	281.912	247.974	198.155	164.91	145.138	133.539
0.4515	3.03687	250.293	222.446	181.704	153.804	137.648	127.787
0.4515	3.14159	221.72	199.405	166.521	143.778	130.674	122.455
0.46	-3.14159	174.234	153.338	121.297	99.717	86.4779	78.7521
0.46	-3.03687	149.943	133.791	108.073	90.723	80.3359	74.2925
0.46	-2.93215	128.972	116.354	96.5826	82.8742	74.9333	70.3275
0.46	-2.82743	111.31	101.307	86.6715	76.1455	70.2502	66.8415
0.46	-2.72271	95.9732	88.8745	78.0816	70.4904	66.2589	63.8198
0.46	-2.61799	83.6618	78.8927	71.1067	65.8451	62.9257	61.2479
0.46	-2.51327	74.1497	71.1456	65.5863	62.0921	60.1618	59.0556
0.46	-2.40855	66.8365	64.6329	61.1071	58.9299	57.7321	57.0476
0.46	-2.30383	61.2248	59.7889	57.7425	56.4846	55.7952	55.4022
0.46	-2.19911	57.1452	56.3907	55.3178	54.661	54.3022	54.0982
0.46	-2.0944	54.4904	54.1476	53.6612	53.3644	53.2028	53.1111
0.46	-1.98968	52.9106	52.7868	52.6114	52.5047	52.4467	52.4139
0.46	-1.88496	52.0952	52.0662	52.0251	52.0002	51.9867	51.979
0.46	-1.78024	51.7879	51.786	51.7834	51.7818	51.781	51.7805
0.46	-1.67552	51.5897	51.5888	51.5874	51.5866	51.5862	51.5859
0.46	-1.5708	51.3413	51.3391	51.3359	51.334	51.333	51.3324
0.46	-1.46608	51.2709	51.2708	51.2707	51.2707	51.2706	51.2706
0.46	-1.36136	51.4404	51.4326	51.4215	51.4148	51.4112	51.4091
0.46	-1.25664	51.9955	51.9383	51.8573	51.808	51.7813	51.7662
0.46	-1.15192	53.1592	52.9626	52.6838	52.5141	52.4218	52.3694
0.46	-1.0472	55.221	54.7328	54.0395	53.616	53.385	53.2538
0.46	-0.942478	58.1251	57.1313	55.7169	54.8496	54.3753	54.1052
0.46	-0.837758	62.6636	60.8538	58.2719	56.682	55.8093	55.3112
0.46	-0.733038	69.0287	66.2366	61.9306	59.2662	57.798	56.9118
0.46	-0.628319	77.3363	73.5964	66.8918	62.7218	60.414	58.969
0.46	-0.523599	88.3674	82.6783	73.3451	67.1622	63.7249	61.6078
0.46	-0.418879	102.445	94.1612	81.4599	72.6896	67.791	64.8767
0.46	-0.314159	119.727	108.307	91.3754	79.3886	72.6612	68.7663
0.46	-0.20944	139.551	125.255	102.895	87.3203	78.3711	73.1735
0.46	-0.10472	162.834	144.696	115.988	96.5163	84.9386	78.1937
0.46	1.11022e-16	189.521	166.348	130.923	106.972	92.3608	83.8235
0.46	0.10472	219.428	190.614	147.619	118.297	100.61	90.0443
0.46	0.20944	252.229	217.244	165.86	130.321	109.627	96.8188
0.46	0.314159	287.461	245.874	184.601	143.237	118.849	104.087
0.46	0.418879	324.522	276.027	204.363	156.854	128.255	111.391
0.46	0.523599	362.686	307.119	224.774	170.585	137.975	118.505
0.46	0.628319	401.117	338.471	245.399	183.895	147.817	125.709
0.46	0.733038	438.895	369.333	265.743	197.034	157.032	132.843
0.46	0.837758	475.05	398.905	285.273	209.659	165.539	139.375
0.46	0.942478	508.594	426.369	303.439	221.408	173.454	144.99
0.46	1.0472	538.402	450.801	319.631	231.897	180.527	150.001
0.46	1.15192	563.397	471.208	332.991	240.37	186.08	153.815
0.46	1.25664	583.128	487.287	343.457	246.934	190.308	156.641
0.46	1.36136	596.979	498.527	350.677	251.357	193.055	158.383
0.46	1.46608	604.519	504.569	354.41	253.484	194.219	158.97
0.46	1.5708	605.517	505.23	354.544	253.25	193.764	158.383
0.46	1.67552	599.403	500.075	350.875	250.617	191.726	156.663
0.46	1.78024	586.969	489.619	343.465	245.327	187.732	153.484
0.46	1.88496	568.635	474.346	332.903	238.04	182.408	149.337
0.46	1.98968	544.994	454.765	319.561	229.03	175.992	144.477
0.46	2.0944	516.79	431.506	303.888	218.615	168.722	139.095
0.46	2.19911	484.871	405.281	286.383	207.137	160.847	133.382
0.46	2.30383	449.821	376.692	267.568	194.945	152.608	127.515
0.46	2.40855	412.964	346.554	247.76	182.341	144.228	120.942
0.46	2.51327	375.243	315.81	227.611	169.435	135.145	114.236
0.46	2.61799	337.546	285.18	207.675	156.773	125.962	107.674
0.46	2.72271	300.688	255.315	188.352	143.886	117.194	101.469
0.46	2.82743	265.386	226.78	169.978	131.533	108.945	95.2211
0.46	2.93215	232.244	200.045	152.796	120.032	101.004	89.2098
0.46	3.03687	201.743	175.477	136.232	109.487	93.3689	83.7209
0.46	3.14159	174.234	153.338	121.297	99.717	86.4779	78.7521
0.4685	-3.14159	144.98	125.208	93.8632	72.1835	59.702	52.2876
0.4685	-3.03687	121.611	105.464	80.7842	63.5737	53.8538	47.7097
0.4685	-2.93215	100.955	88.3397	69.1024	56.0056	48.451	43.6271
0.4685	-2.82743	82.974	73.8172	59.1109	49.4582	43.6288	40.0234
0.4685	-2.72271	68.1515	61.6826	50.7433	43.8912	39.4943	36.8816
0.4685	-2.61799	56.2928	51.3619	43.8977	39.1891	36.0117	34.1845
0.4685	-2.51327	46.6216	43.2585	38.4448	35.2774	33.1398	31.914
0.4685	-2.40855	39.1434	37.1214	34.2353	32.2006	30.8324	30.0499
0.4685	-2.30383	33.7745	32.6741	31.1075	29.8633	29.0391	28.569
0.4685	-2.19911	30.146	29.6291	28.8948	28.1668	27.7066	27.4446
0.4685	-2.0944	27.8918	27.7022	27.4333	27.013	26.7797	26.6471
0.4685	-1.98968	26.6576	26.6165	26.4597	26.2671	26.1624	26.1029
0.4685	-1.88496	25.7185	25.6814	25.5607	25.4873	25.4475	25.4249
0.4685	-1.78024	25.0728	25.0455	25.0069	24.9835	24.9708	24.9636
0.4685	-1.67552	24.7338	24.7252	24.7129	24.7054	24.7014	24.6991
0.4685	-1.5708	24.6425	24.6367	24.6283	24.6233	24.6205	24.6189
0.4685	-1.46608	24.774	24.7605	24.7414	24.7298	24.7236	24.72
0.4685	-1.36136	25.1876	25.1431	25.0802	25.0419	25.0212	25.0094
0.4685	-1.25664	25.7079	25.5812	25.4016	25.2924	25.233	25.1994
0.4685	-1.15192	26.4701	26.3867	25.9829	25.7142	25.5679	25.4848
0.4685	-1.0472	28.0631	27.7673	27.1166	26.5473	26.2366	26.0599
0.4685	-0.942478	30.8498	30.1316	28.9703	27.895	27.3061	26.9706
0.4685	-0.837758	35.2046	33.7736	31.7302	29.871	28.8493	28.2659
0.4685	-0.733038	41.5181	39.0014	35.4052	32.5951	30.9415	29.9948
0.4685	-0.628319	50.1771	46.1219	40.3105	36.1871	33.657	32.2044
0.4685	-0.523599	61.3101	55.424	46.6285	40.7611	37.0652	34.9373
0.4685	-0.418879	74.7602	67.0497	54.4563	46.3032	41.1314	38.1449
0.4685	-0.314159	91.2525	80.7721	63.8612	52.8918	45.9167	41.8459
0.4685	-0.20944	111.142	96.926	75.1048	60.4132	51.5874	46.1998
0.4685	-0.10472	133.916	115.875	88.232	69.1415	58.1634	51.2178
0.4685	1.11022e-16	159.526	137.586	103.06	79.0711	65.3367	56.8981
0.4685	0.10472	188.305	161.144	119.026	90.1575	73.1055	63.1215
0.4685	0.20944	219.941	186.766	136.552	102.312	81.591	69.4267
0.4685	0.314159	253.987	214.361	155.419	115.037	90.7082	76.1801
0.4685	0.418879	289.861	243.468	174.97	127.976	100.337	83.3039
0.4685	0.523599	326.783	273.422	194.413	141.279	109.669	90.6737
0.4685	0.628319	363.815	303.505	213.977	154.593	118.673	97.4263
0.4685	0.733038	400.212	333.105	233.251	167.106	127.544	103.748
0.4685	0.837758	435.034	361.451	251.731	178.81	136.052	109.808
0.4685	0.942478	467.326	387.757	268.892	189.668	143.392	115.427
0.4685	1.0472	496.16	411.255	284.219	199.349	149.697	120.214
0.4685	1.15192	520.675	431.23	297.23	207.534	154.995	123.781
0.4685	1.25664	540.033	447.047	307.502	213.948	159.1	126.5
0.4685	1.36136	553.24	457.679	314.278	218.055	161.608	128.048
0.4685	1.46608	560.339	463.301	317.626	219.821	162.426	128.298
0.4685	1.5708	561.115	463.739	317.544	219.377	161.766	127.508
0.4685	1.67552	555.56	458.996	314.051	216.754	159.664	125.719
0.4685	1.78024	543.876	449.25	307.289	212.066	156.218	123.018
0.4685	1.88496	525.992	434.537	297.451	205.502	151.578	119.532
0.4685	1.98968	502.935	415.483	284.54	196.964	145.693	115.239
0.4685	2.0944	475.476	392.896	269.421	187.013	138.834	110.235
0.4685	2.19911	444.44	367.467	252.57	176.084	131.443	104.266
0.4685	2.30383	410.718	339.937	234.488	164.503	123.299	98.1148
0.4685	2.40855	375.229	311.058	215.669	152.581	114.658	91.9655
0.4685	2.51327	338.879	281.57	196.589	140.131	106.075	85.9458
0.4685	2.61799	302.533	252.167	177.68	127.478	97.712	79.7157
0.4685	2.72271	266.984	223.479	159.325	115.264	89.4084	73.4455
0.4685	2.82743	232.855	196.055	141.234	103.672	81.0827	67.5638
0.4685	2.93215	200.851	170.349	124.011	92.4857	73.3301	62.0968
0.4685	3.03687	171.446	146.717	108.174	81.8317	66.1958	57.0516
0.4685	3.14159	144.98	125.208	93.8632	72.1835	59.702	52.2876
0.477	-3.14159	128.45	108.34	77.7531	57.1051	44.4623	36.9571
0.477	-3.03687	104.938	89.4027	64.9365	48.614	38.5276	32.6613
0.477	-2.93215	84.589	72.8486	53.769	40.9748	33.2719	28.8056
0.477	-2.82743	67.4334	58.1894	44.2288	34.3897	28.6791	25.3783
0.477	-2.72271	52.8559	46.0478	36.16	28.8174	24.7263	22.3688
0.477	-2.61799	40.8186	36.2692	29.2756	24.2001	21.385	19.7677
0.477	-2.51327	31.4901	28.6467	23.8083	20.4671	18.6221	17.5651
0.477	-2.40855	24.5578	22.9347	19.6082	17.5385	16.4002	15.7499
0.477	-2.30383	19.6743	18.442	16.5128	15.3275	14.6781	14.3079
0.477	-2.19911	15.8273	15.1216	14.1182	13.5042	13.169	12.9783
0.477	-2.0944	13.0911	12.7785	12.335	12.0645	11.9173	11.8337
0.477	-1.98968	11.4021	11.2951	11.1435	11.0513	11.0013	10.9729
0.477	-1.88496	10.4607	10.4392	10.4087	10.3902	10.3802	10.3745
0.477	-1.78024	10.0198	10.0194	10.0189	10.0185	10.0183	10.0182
0.477	-1.67552	9.8979	9.89517	9.89131	9.88898	9.88771	9.88699
0.477	-1.5708	9.98807	9.98336	9.97671	9.97267	9.97049	9.96925
0.477	-1.46608	9.87725	9.87625	9.8748	9.87393	9.87346	9.87319
0.477	-1.36136	9.92296	9.91908	9.91359	9.91027	9.90845	9.90743
0.477	-1.25664	10.3558	10.3113	10.2484	10.2101	10.1894	10.1776
0.477	-1.15192	11.3919	11.2219	10.9809	10.8342	10.7545	10.7093
0.477	-1.0472	13.312	12.8706	12.2438	11.861	11.6524	11.5339
0.477	-0.942478	16.4477	15.5177	14.1942	13.3831	12.9397	12.6872
0.477	-0.837758	21.1387	19.4389	17.0076	15.5032	14.6778	14.2068
0.477	-0.733038	26.8919	24.6104	20.5307	18.0078	16.6182	15.8233
0.477	-0.628319	34.8684	31.4065	25.3148	21.3417	19.144	17.8835
