#x	y	new0	new11a	new11b	new8
0.0178175	0.002464	31.4636	31.3759	31.5703	31.3978
0.0178175	0.0024715	28.9117	28.8569	28.9785	28.8499
0.0178175	0.002479	26.7195	26.6813	26.7658	26.6678
0.0178175	0.0024865	24.8822	24.8642	24.9038	24.8413
0.0178175	0.002494	23.4533	23.444	23.4641	23.4204
0.0178175	0.0025015	22.3667	22.3695	22.3718	22.3217
0.0178175	0.002509	21.6272	21.6265	21.6373	21.5972
0.0178175	0.0025165	21.1737	21.1745	21.1723	21.1297
0.0178175	0.002524	21.1454	21.1436	21.1527	21.0898
0.0178175	0.0025315	21.4838	21.4577	21.5032	21.4575
0.0178175	0.002539	22.2729	22.2706	22.334	22.2573
0.0178175	0.0025465	23.5151	23.5048	23.5637	23.5127
0.0178175	0.002554	25.2815	25.2507	25.3865	25.2094
0.0184709	0.002464	24.0302	23.9618	24.1177	23.9823
0.0184709	0.0024715	21.6535	21.6137	21.7048	21.6115
0.0184709	0.002479	19.5845	19.5436	19.6342	19.5465
0.0184709	0.0024865	17.8029	17.7831	17.8268	17.7669
0.0184709	0.002494	16.4329	16.4224	16.4453	16.4033
0.0184709	0.0025015	15.4097	15.4059	15.4093	15.378
0.0184709	0.002509	14.7594	14.7556	14.759	14.7219
0.0184709	0.0025165	14.4177	14.416	14.4206	14.3908
0.0184709	0.002524	14.4745	14.468	14.4821	14.4318
0.0184709	0.0025315	14.9521	14.9366	14.9733	14.9417
0.0184709	0.002539	15.8467	15.8165	15.8804	15.8174
0.0184709	0.0025465	17.2238	17.1743	17.2809	17.2366
0.0184709	0.002554	19.055	19.0279	19.166	19.0581
0.0191243	0.002464	18.032	17.9564	18.1222	17.995
0.0191243	0.0024715	15.708	15.6642	15.7609	15.6714
0.0191243	0.002479	13.7896	13.7609	13.8164	13.7595
0.0191243	0.0024865	12.1907	12.169	12.213	12.1658
0.0191243	0.002494	10.8818	10.87	10.8933	10.8614
0.0191243	0.0025015	9.9138	9.91142	9.91652	9.89556
0.0191243	0.002509	9.33378	9.3335	9.33408	9.31725
0.0191243	0.0025165	9.10242	9.10067	9.1044	9.08609
0.0191243	0.002524	9.25618	9.24973	9.26342	9.24011
0.0191243	0.0025315	9.84658	9.83257	9.86235	9.82863
0.0191243	0.002539	10.8404	10.811	10.874	10.8438
0.0191243	0.0025465	12.3596	12.3114	12.3932	12.3331
0.0191243	0.002554	14.3176	14.2555	14.372	14.2949
0.0197777	0.002464	13.4116	13.3337	13.5083	13.3859
0.0197777	0.0024715	11.1339	11.0872	11.1924	11.1108
0.0197777	0.002479	9.26754	9.24318	9.29601	9.24679
0.0197777	0.0024865	7.73437	7.72239	7.75115	7.71968
0.0197777	0.002494	6.62329	6.62089	6.62733	6.61061
0.0197777	0.0025015	5.78866	5.78558	5.79223	5.77765
0.0197777	0.002509	5.28146	5.28116	5.28178	5.27264
0.0197777	0.0025165	5.15916	5.15745	5.16108	5.15092
0.0197777	0.002524	5.41194	5.40562	5.42017	5.40462
0.0197777	0.0025315	6.10247	6.08711	6.11717	6.09243
