#x	y	new0	new11a	new11b	new8
0.0178175	-3.14159	79.0646	79.0643	79.0649	78.8998
0.0178175	-3.03687	67.9519	67.9517	67.952	67.7869
0.0178175	-2.93215	58.1221	58.122	58.1222	57.9736
0.0178175	-2.82743	49.7293	49.7292	49.7293	49.5956
0.0178175	-2.72271	42.712	42.7119	42.7121	42.5918
0.0178175	-2.61799	36.9781	36.9778	36.9784	36.8702
0.0178175	-2.51327	32.4113	32.4107	32.4119	32.3147
0.0178175	-2.40855	28.8783	28.8772	28.8794	28.7944
0.0178175	-2.30383	26.237	26.235	26.239	26.1616
0.0178175	-2.19911	24.3106	24.3106	24.3106	24.2474
0.0178175	-2.0944	22.9607	22.9605	22.9608	22.9077
0.0178175	-1.98968	22.0773	22.0698	22.0789	22.0479
0.0178175	-1.88496	21.5484	21.5465	21.5294	21.5031
0.0178175	-1.78024	21.2591	21.2283	21.2388	21.2204
0.0178175	-1.67552	21.1454	21.1436	21.1527	21.0898
0.0178175	-1.5708	21.1698	21.1599	21.1723	21.119
0.0178175	-1.46608	21.2586	21.2672	21.2756	21.2166
0.0178175	-1.36136	21.517	21.5105	21.5319	21.4686
0.0178175	-1.25664	21.9976	21.9876	22.0091	21.9438
0.0178175	-1.15192	22.7978	22.784	22.8143	22.7342
0.0178175	-1.0472	24.0367	24.018	24.0582	23.9593
0.0178175	-0.942478	25.7969	25.797	25.8083	25.6938
0.0178175	-0.837758	28.2716	28.3717	28.2866	28.1415
0.0178175	-0.733038	31.8279	31.8327	31.8386	31.6938
0.0178175	-0.628319	36.1701	36.7419	36.1804	36.0027
0.0178175	-0.523599	42.0619	42.8105	41.7278	41.8781
0.0178175	-0.418879	49.0979	49.6378	48.6649	48.8786
0.0178175	-0.314159	57.8665	57.8888	56.9657	57.6234
0.0178175	-0.20944	67.6177	67.5971	66.8337	67.3336
0.0178175	-0.10472	78.8274	79.6747	78.721	78.5003
0.0178175	-2.66454e-15	91.4979	92.2193	91.5369	91.1328
0.0178175	0.10472	106.173	106.939	106.019	105.835
0.0178175	0.20944	121.388	122.104	121.399	121.047
0.0178175	0.314159	137.669	138.348	136.986	137.305
0.0178175	0.418879	154.752	155.409	154.115	154.367
0.0178175	0.523599	172.316	172.968	171.71	171.912
0.0178175	0.628319	189.929	190.215	189.39	189.381
0.0178175	0.733038	206.729	207.069	207.075	206.158
0.0178175	0.837758	222.747	223.157	223.162	222.158
0.0178175	0.942478	237.533	237.884	237.957	236.932
0.0178175	1.0472	250.5	250.641	250.654	249.876
0.0178175	1.15192	261.415	261.672	261.682	260.79
0.0178175	1.25664	269.96	270.264	270.27	269.32
0.0178175	1.36136	275.558	275.606	275.621	274.93
0.0178175	1.46608	278.425	278.217	278.43	277.834
0.0178175	1.5708	278.228	277.885	278.23	277.66
0.0178175	1.67552	274.57	274.562	274.577	274.011
0.0178175	1.78024	268.386	268.384	268.39	267.86
0.0178175	1.88496	259.32	259.314	259.329	258.807
0.0178175	1.98968	248.059	248.055	248.064	247.583
0.0178175	2.0944	234.847	234.846	234.849	234.409
0.0178175	2.19911	220.048	220.043	220.054	219.627
0.0178175	2.30383	204.122	204.12	204.125	203.74
0.0178175	2.40855	187.409	187.403	187.415	187.05
0.0178175	2.51327	170.045	170.042	170.049	169.723
0.0178175	2.61799	152.823	152.821	152.825	152.534
0.0178175	2.72271	136.089	136.088	136.089	135.831
0.0178175	2.82743	120.138	120.138	120.138	119.908
0.0178175	2.93215	105.207	105.207	105.207	105.001
0.0178175	3.03687	91.475	91.4749	91.4751	91.2911
0.0178175	3.14159	79.0646	79.0643	79.0649	78.8998
0.0184709	-3.14159	69.4485	69.4482	69.4488	69.316
0.0184709	-3.03687	58.7559	58.7558	58.756	58.6373
0.0184709	-2.93215	49.451	49.4509	49.451	49.3445
0.0184709	-2.82743	41.5105	41.5104	41.5105	41.4147
0.0184709	-2.72271	34.8756	34.8755	34.8758	34.7895
0.0184709	-2.61799	29.4439	29.4421	29.4459	29.3736
0.0184709	-2.51327	25.1053	25.1041	25.1067	25.0422
0.0184709	-2.40855	21.7427	21.7421	21.7435	21.6863
0.0184709	-2.30383	19.2193	19.2191	19.2196	19.1691
0.0184709	-2.19911	17.3954	17.3954	17.3954	17.3509
0.0184709	-2.0944	16.1355	16.1356	16.1356	16.0964
0.0184709	-1.98968	15.3113	15.3106	15.3121	15.2771
0.0184709	-1.88496	14.8131	14.8141	14.8153	14.8033
0.0184709	-1.78024	14.5513	14.5634	14.5717	14.5409
0.0184709	-1.67552	14.4535	14.451	14.4547	14.427
0.0184709	-1.5708	14.4177	14.416	14.4206	14.3908
0.0184709	-1.46608	14.5152	14.511	14.5172	14.488
0.0184709	-1.36136	14.7468	14.7574	14.7594	14.7324
0.0184709	-1.25664	15.2264	15.2163	15.2376	15.1878
0.0184709	-1.15192	15.9902	15.9688	16.0034	15.9354
0.0184709	-1.0472	17.0933	17.0867	17.0997	17.0348
0.0184709	-0.942478	18.723	18.7243	18.7391	18.6649
0.0184709	-0.837758	21.0693	21.2621	21.0804	20.9861
0.0184709	-0.733038	24.2587	24.3698	24.2794	24.1505
0.0184709	-0.628319	28.4466	28.425	28.4719	28.3182
0.0184709	-0.523599	33.7492	33.7567	33.763	33.5946
0.0184709	-0.418879	40.3782	40.3472	40.413	40.2113
0.0184709	-0.314159	48.3584	48.9987	48.4004	48.143
0.0184709	-0.20944	57.7832	58.6215	57.8276	57.5372
0.0184709	-0.10472	68.6777	69.257	68.4538	68.3987
0.0184709	-2.66454e-15	81.0201	81.2849	80.7569	80.7026
0.0184709	0.10472	94.5447	94.6286	94.5554	94.2185
0.0184709	0.20944	109.032	109.155	109.237	108.674
0.0184709	0.314159	124.53	124.67	124.755	124.142
0.0184709	0.418879	141.016	141.809	141.007	140.373
0.0184709	0.523599	157.687	158.469	157.683	157.352
0.0184709	0.628319	174.434	175.094	174.421	174.086
0.0184709	0.733038	190.856	190.796	190.816	190.493
0.0184709	0.837758	206.103	205.975	206.324	205.588
0.0184709	0.942478	219.988	219.98	219.999	219.479
0.0184709	1.0472	232.4	232.393	232.408	231.886
0.0184709	1.15192	242.831	242.646	242.837	242.319
0.0184709	1.25664	250.944	250.641	250.664	250.439
0.0184709	1.36136	256.049	256.042	256.058	255.542
0.0184709	1.46608	258.674	258.572	258.68	258.185
0.0184709	1.5708	258.443	258.441	258.234	257.974
0.0184709	1.67552	255.024	255.018	255.032	254.567
0.0184709	1.78024	249.116	249.113	249.12	248.69
0.0184709	1.88496	240.592	240.584	240.601	240.178
0.0184709	1.98968	229.873	229.869	229.878	229.495
0.0184709	2.0944	217.31	217.309	217.313	216.967
0.0184709	2.19911	203.294	203.294	203.295	202.986
0.0184709	2.30383	188.234	188.234	188.234	187.959
0.0184709	2.40855	172.237	172.232	172.243	171.952
0.0184709	2.51327	155.738	155.735	155.742	155.494
0.0184709	2.61799	139.401	139.399	139.403	139.186
0.0184709	2.72271	123.533	123.532	123.533	123.344
0.0184709	2.82743	108.412	108.412	108.412	108.246
0.0184709	2.93215	94.263	94.263	94.263	94.1167
0.0184709	3.03687	81.2545	81.2544	81.2546	81.1251
0.0184709	3.14159	69.4485	69.4482	69.4488	69.316
0.0191243	-3.14159	61.2758	61.2756	61.276	61.2278
0.0191243	-3.03687	51.1385	51.1379	51.1391	51.0929
0.0191243	-2.93215	42.3179	42.3169	42.3189	42.2743
0.0191243	-2.82743	34.7902	34.789	34.7914	34.7279
0.0191243	-2.72271	28.482	28.4797	28.4846	28.4331
0.0191243	-2.61799	23.3348	23.3329	23.3369	23.2903
0.0191243	-2.51327	19.2344	19.2331	19.236	19.1941
0.0191243	-2.40855	16.0602	16.0594	16.061	16.0238
0.0191243	-2.30383	13.682	13.6818	13.6823	13.6495
0.0191243	-2.19911	11.9673	11.9673	11.9673	11.9385
0.0191243	-2.0944	10.7866	10.7865	10.7867	10.7614
0.0191243	-1.98968	10.02	10.0192	10.0208	9.99793
0.0191243	-1.88496	9.56376	9.56176	9.564	9.54494
0.0191243	-1.78024	9.26545	9.26544	9.26546	9.24923
0.0191243	-1.67552	9.12203	9.12152	9.12259	9.10618
0.0191243	-1.5708	9.10242	9.10067	9.1044	9.08609
0.0191243	-1.46608	9.21103	9.20267	9.20696	9.19426
0.0191243	-1.36136	9.45777	9.45098	9.46516	9.43631
0.0191243	-1.25664	9.89732	9.89411	9.89945	9.86529
0.0191243	-1.15192	10.549	10.5447	10.5476	10.5117
0.0191243	-1.0472	11.5932	11.5868	11.6007	11.5507
0.0191243	-0.942478	13.1573	13.1444	13.1687	13.1037
0.0191243	-0.837758	15.3826	15.3648	15.3983	15.3154
0.0191243	-0.733038	18.4085	18.3909	18.4288	18.3316
0.0191243	-0.628319	22.3499	22.341	22.3605	22.2463
0.0191243	-0.523599	27.3533	27.3411	27.3677	27.2293
0.0191243	-0.418879	33.5732	33.7105	33.5917	33.4258
0.0191243	-0.314159	41.1052	41.2971	41.3721	40.9327
0.0191243	-0.20944	50.2939	50.2561	50.3393	50.089
0.0191243	-0.10472	60.6046	60.7615	60.6353	60.4178
0.0191243	-2.66454e-15	72.3613	72.661	72.3783	72.1196
0.0191243	0.10472	85.1908	85.2789	85.2851	84.9127
0.0191243	0.20944	99.0463	99.3116	99.0589	98.7476
0.0191243	0.314159	113.763	114.045	114.132	113.438
0.0191243	0.418879	129.402	129.475	129.549	128.85
0.0191243	0.523599	145.228	145.304	145.369	144.692
0.0191243	0.628319	161.123	161.251	161.154	160.836
0.0191243	0.733038	176.703	176.863	176.734	176.409
0.0191243	0.837758	191.339	191.329	191.352	190.921
0.0191243	0.942478	204.605	204.596	204.616	204.181
0.0191243	1.0472	216.356	216.349	216.365	215.93
0.0191243	1.15192	226.222	226.125	226.229	225.8
0.0191243	1.25664	233.686	233.675	233.7	233.257
0.0191243	1.36136	238.768	238.76	238.778	238.354
0.0191243	1.46608	241.217	241.212	241.224	240.822
0.0191243	1.5708	240.843	240.954	240.856	240.453
0.0191243	1.67552	237.766	237.76	237.775	237.403
0.0191243	1.78024	232.119	232.115	232.124	231.785
0.0191243	1.88496	224.105	224.102	224.107	223.788
0.0191243	1.98968	213.904	213.9	213.91	213.615
0.0191243	2.0944	201.954	201.952	201.956	201.697
0.0191243	2.19911	188.63	188.63	188.631	188.405
0.0191243	2.30383	174.273	174.271	174.275	174.057
0.0191243	2.40855	158.906	158.906	158.907	158.719
0.0191243	2.51327	143.339	143.339	143.339	143.155
0.0191243	2.61799	127.863	127.863	127.864	127.732
0.0191243	2.72271	112.828	112.827	112.829	112.717
0.0191243	2.82743	98.4975	98.4952	98.4999	98.4037
0.0191243	2.93215	85.0855	85.0819	85.0893	85.0057
0.0191243	3.03687	72.7144	72.7144	72.7144	72.6633
0.0191243	3.14159	61.2758	61.2756	61.276	61.2278
0.0197777	-3.14159	54.6275	54.6269	54.628	54.6115
0.0197777	-3.03687	45.0137	45.0126	45.0148	44.997
0.0197777	-2.93215	36.6497	36.6482	36.6514	36.632
0.0197777	-2.82743	29.5126	29.5107	29.5145	29.4838
0.0197777	-2.72271	23.5405	23.538	23.5433	23.5166
0.0197777	-2.61799	18.6659	18.6639	18.6682	18.6433
0.0197777	-2.51327	14.7851	14.7837	14.7868	14.7637
0.0197777	-2.40855	11.7835	11.7827	11.7844	11.7635
0.0197777	-2.30383	9.53762	9.53734	9.53797	9.51926
0.0197777	-2.19911	7.92174	7.92173	7.92176	7.90521
0.0197777	-2.0944	6.80605	6.80368	6.80876	6.79384
0.0197777	-1.98968	6.0398	6.03874	6.04101	6.02894
0.0197777	-1.88496	5.56104	5.56081	5.56131	5.55143
0.0197777	-1.78024	5.28886	5.28886	5.28887	5.2802
0.0197777	-1.67552	5.16541	5.16493	5.16595	5.15717
0.0197777	-1.5708	5.15916	5.15745	5.16108	5.15092
0.0197777	-1.46608	5.26752	5.26383	5.27173	5.25785
0.0197777	-1.36136	5.48379	5.4833	5.48441	5.47071
0.0197777	-1.25664	5.8427	5.84089	5.84481	5.82561
0.0197777	-1.15192	6.47178	6.46796	6.47624	6.44907
0.0197777	-1.0472	7.47528	7.46746	7.48283	7.44403
0.0197777	-0.942478	8.97117	8.96341	8.98345	8.93463
0.0197777	-0.837758	11.0908	11.0774	11.1064	11.04
0.0197777	-0.733038	13.9262	13.9198	13.9338	13.8615
0.0197777	-0.628319	17.6546	17.6452	17.6657	17.5746
0.0197777	-0.523599	22.4234	22.4107	22.4384	22.326
0.0197777	-0.418879	28.3472	28.3311	28.3663	28.2304
0.0197777	-0.314159	35.5173	35.7392	35.773	35.3793
0.0197777	-0.20944	43.9948	44.19	44.233	43.8339
0.0197777	-0.10472	53.9942	54.1145	54.024	53.8641
0.0197777	-2.66454e-15	65.089	65.1334	65.1616	64.9455
0.0197777	0.10472	77.4141	77.3994	77.4336	77.2532
0.0197777	0.20944	90.748	90.7446	90.7681	90.4959
0.0197777	0.314159	104.736	104.725	104.75	104.462
0.0197777	0.418879	119.395	119.557	119.413	119.098
0.0197777	0.523599	134.442	134.586	134.638	134.126
0.0197777	0.628319	149.551	149.676	149.728	149.218
0.0197777	0.733038	164.358	164.464	164.515	164.012
0.0197777	0.837758	178.472	178.562	178.61	178.116
0.0197777	0.942478	191.233	191.224	191.245	190.886
0.0197777	1.0472	202.36	202.353	202.369	202.014
0.0197777	1.15192	211.694	211.689	211.701	211.355
0.0197777	1.25664	218.825	218.814	218.84	218.482
0.0197777	1.36136	223.61	223.602	223.621	223.282
0.0197777	1.46608	225.894	225.889	225.901	225.585
0.0197777	1.5708	225.599	225.588	225.609	225.296
0.0197777	1.67552	222.636	222.629	222.645	222.359
0.0197777	1.78024	217.235	217.232	217.241	216.987
0.0197777	1.88496	209.592	209.59	209.594	209.373
0.0197777	1.98968	199.968	199.967	199.968	199.779
0.0197777	2.0944	188.623	188.621	188.626	188.446
0.0197777	2.19911	175.953	175.952	175.954	175.805
0.0197777	2.30383	162.083	162.081	162.085	161.941
0.0197777	2.40855	147.477	147.477	147.478	147.361
0.0197777	2.51327	132.665	132.665	132.665	132.57
0.0197777	2.61799	117.982	117.982	117.982	117.906
0.0197777	2.72271	103.724	103.723	103.752	103.664
0.0197777	2.82743	90.1549	90.1525	90.1575	90.1129
0.0197777	2.93215	77.433	77.4293	77.437	77.4007
0.0197777	3.03687	65.477	65.4768	65.4771	65.4612
0.0197777	3.14159	54.6275	54.6269	54.628	54.6115
0.0204311	-3.14159	49.4579	49.4568	49.459	49.4703
0.0204311	-3.03687	40.3341	40.3323	40.336	40.3428
0.0204311	-2.93215	32.3966	32.3943	32.3992	32.4014
0.0204311	-2.82743	25.6233	25.6198	25.6262	25.6217
0.0204311	-2.72271	19.9617	19.959	19.9647	19.9589
0.0204311	-2.61799	15.3396	15.3374	15.3421	15.3351
0.0204311	-2.51327	11.6614	11.6586	11.6632	11.6555
0.0204311	-2.40855	8.77441	8.77143	8.77804	8.76904
0.0204311	-2.30383	6.61615	6.61415	6.61857	6.6099
0.0204311	-2.19911	5.06314	5.06208	5.06441	5.05668
0.0204311	-2.0944	3.99451	3.99417	3.9949	3.98834
0.0204311	-1.98968	3.27966	3.27852	3.28096	3.27536
0.0204311	-1.88496	2.83503	2.83476	2.83534	2.83115
0.0204311	-1.78024	2.58744	2.58744	2.58745	2.584
0.0204311	-1.67552	2.48199	2.48156	2.48248	2.47879
0.0204311	-1.5708	2.48857	2.48695	2.48911	2.48517
0.0204311	-1.46608	2.51131	2.51075	2.51196	2.50616
0.0204311	-1.36136	2.65655	2.65464	2.65874	2.64952
0.0204311	-1.25664	2.98031	2.97373	2.98237	2.96769
0.0204311	-1.15192	3.55454	3.5477	3.5624	3.54005
0.0204311	-1.0472	4.48899	4.47873	4.50079	4.46866
0.0204311	-0.942478	5.87793	5.87374	5.88288	5.8495
0.0204311	-0.837758	7.83412	7.82763	7.84236	7.79624
0.0204311	-0.733038	10.5446	10.5343	10.5568	10.4956
0.0204311	-0.628319	14.1478	14.1337	14.1643	14.0855
0.0204311	-0.523599	18.7735	18.7556	18.7956	18.6961
0.0204311	-0.418879	24.5101	24.4936	24.5296	24.4201
0.0204311	-0.314159	31.3432	31.3234	31.3668	31.2355
0.0204311	-0.20944	39.4182	39.3951	39.4457	39.2913
0.0204311	-0.10472	48.7572	48.7313	48.7884	48.5946
0.0204311	-2.66454e-15	59.3411	59.3126	59.3755	59.1728
0.0204311	0.10472	71.1096	71.0956	71.1281	70.985
0.0204311	0.20944	83.8494	83.8332	83.8709	83.7156
0.0204311	0.314159	97.3313	97.3199	97.3457	97.1162
0.0204311	0.418879	111.263	111.252	111.278	111.031
0.0204311	0.523599	125.701	125.68	125.73	125.326
0.0204311	0.628319	140.033	140.012	140.062	139.856
0.0204311	0.733038	154.073	154.007	154.101	153.893
0.0204311	0.837758	167.451	167.401	167.477	167.272
0.0204311	0.942478	179.735	179.725	179.747	179.46
0.0204311	1.0472	190.274	190.266	190.284	190.002
0.0204311	1.15192	199.106	199.101	199.114	198.843
0.0204311	1.25664	205.928	205.916	205.943	205.663
0.0204311	1.36136	210.433	210.424	210.444	210.183
0.0204311	1.46608	212.561	212.555	212.568	212.331
0.0204311	1.5708	212.246	212.243	212.25	212.039
0.0204311	1.67552	209.489	209.482	209.499	209.292
0.0204311	1.78024	204.322	204.318	204.328	204.152
0.0204311	1.88496	197.028	197.027	197.031	196.886
0.0204311	1.98968	187.859	187.858	187.859	187.744
0.0204311	2.0944	177.115	177.115	177.115	177.027
0.0204311	2.19911	165.053	165.051	165.056	164.967
0.0204311	2.30383	151.714	151.712	151.717	151.641
0.0204311	2.40855	137.826	137.826	137.827	137.774
0.0204311	2.51327	123.747	123.747	123.747	123.713
0.0204311	2.61799	109.795	109.795	109.795	109.776
0.0204311	2.72271	96.2516	96.2505	96.2526	96.2441
0.0204311	2.82743	83.3528	83.3505	83.3552	83.3535
0.0204311	2.93215	71.1566	71.1523	71.1614	71.1803
0.0204311	3.03687	59.7552	59.7547	59.7556	59.7707
0.0204311	3.14159	49.4579	49.4568	49.459	49.4703
0.0210845	-3.14159	45.6328	45.6094	45.6447	45.6729
0.0210845	-3.03687	36.9718	36.9598	36.986	37.0076
0.0210845	-2.93215	29.4449	29.4315	29.4608	29.4738
0.0210845	-2.82743	22.98	22.9739	22.9874	23.0025
0.0210845	-2.72271	17.4934	17.4872	17.5009	17.5097
0.0210845	-2.61799	13.0204	13.0147	13.0275	13.0314
0.0210845	-2.51327	9.46547	9.46046	9.47164	9.47204
0.0210845	-2.40855	6.71978	6.7158	6.72468	6.72294
0.0210845	-2.30383	4.66733	4.66452	4.67078	4.66803
0.0210845	-2.19911	3.19012	3.18847	3.19215	3.18925
0.0210845	-2.0944	2.17364	2.17294	2.17448	2.17193
0.0210845	-1.98968	1.51032	1.51015	1.51054	1.50807
0.0210845	-1.88496	1.10489	1.10487	1.1049	1.10283
0.0210845	-1.78024	0.883914	0.883414	0.884457	0.882295
0.0210845	-1.67552	0.736858	0.736682	0.737077	0.736041
0.0210845	-1.5708	0.685658	0.685602	0.685734	0.684864
0.0210845	-1.46608	0.720217	0.71965	0.720689	0.718617
0.0210845	-1.36136	0.871857	0.870051	0.873836	0.869178
0.0210845	-1.25664	1.19161	1.18779	1.19604	1.18699
0.0210845	-1.15192	1.75668	1.74959	1.76402	1.74864
0.0210845	-1.0472	2.63872	2.63488	2.64361	2.62917
0.0210845	-0.942478	3.92285	3.91851	3.92798	3.90454
0.0210845	-0.837758	5.80502	5.79782	5.81349	5.7796
0.0210845	-0.733038	8.40524	8.39469	8.41805	8.37121
0.0210845	-0.628319	11.8552	11.841	11.8719	11.8108
0.0210845	-0.523599	16.2777	16.2595	16.3	16.2208
0.0210845	-0.418879	21.7737	21.7563	21.796	21.7108
0.0210845	-0.314159	28.4164	28.3945	28.4448	28.3663
0.0210845	-0.20944	36.1901	36.1668	36.1494	36.0427
0.0210845	-0.10472	45.0891	45.0629	45.1207	44.8849
0.0210845	-2.66454e-15	55.1393	55.1284	55.1535	54.9143
0.0210845	0.10472	66.2506	66.2373	66.268	66.1636
0.0210845	0.20944	78.3747	78.368	78.395	78.2823
0.0210845	0.314159	91.3604	91.3433	91.3728	91.2535
0.0210845	0.418879	104.686	104.674	104.701	104.505
0.0210845	0.523599	118.395	118.375	118.423	118.092
0.0210845	0.628319	132.013	131.992	132.04	131.904
0.0210845	0.733038	145.347	145.327	145.374	145.241
0.0210845	0.837758	158.047	158.028	158.072	157.946
0.0210845	0.942478	169.754	169.737	169.776	169.66
0.0210845	1.0472	179.972	179.965	179.983	179.769
0.0210845	1.15192	188.331	188.326	188.339	188.137
0.0210845	1.25664	194.793	194.789	194.798	194.612
0.0210845	1.36136	199.105	199.096	199.117	198.929
0.0210845	1.46608	201.087	201.081	201.095	200.93
0.0210845	1.5708	200.748	200.745	200.752	200.614
0.0210845	1.67552	198.108	198.107	198.11	197.999
0.0210845	1.78024	193.249	193.245	193.255	193.151
0.0210845	1.88496	186.286	186.284	186.289	186.214
0.0210845	1.98968	177.545	177.545	177.546	177.499
0.0210845	2.0944	167.314	167.314	167.314	167.292
0.0210845	2.19911	155.606	155.605	155.609	155.671
0.0210845	2.30383	142.932	142.932	142.932	143.004
0.0210845	2.40855	129.755	129.754	129.755	129.832
0.0210845	2.51327	116.402	116.401	116.404	116.469
0.0210845	2.61799	103.176	103.171	103.18	103.217
0.0210845	2.72271	90.3129	90.3119	90.3139	90.3525
0.0210845	2.82743	77.9658	77.9625	77.9878	78.0371
0.0210845	2.93215	66.2072	66.2017	66.2135	66.2581
0.0210845	3.03687	55.3908	55.3829	55.3999	55.4367
0.0210845	3.14159	45.6328	45.6094	45.6447	45.6729
0.021738	-3.14159	43.0481	43.0365	43.0621	43.1065
0.021738	-3.03687	34.8372	34.8238	34.8534	34.8883
0.021738	-2.93215	27.5589	27.5519	27.5676	27.6048
0.021738	-2.82743	21.3044	21.2968	21.3138	21.3411
0.021738	-2.72271	16.0858	16.0782	16.0953	16.1141
0.021738	-2.61799	11.8299	11.8227	11.8389	11.8508
