#x	y	new0	new11a	new11b	new8
0.477	0.0024865	6.97542	6.93413	7.02527	6.96071
0.477	0.002494	5.57572	5.54807	5.60882	5.56643
0.477	0.0025015	4.61248	4.60203	4.62634	4.61209
0.477	0.002509	4.14458	4.14085	4.14872	4.13878
0.477	0.0025165	3.97868	3.97842	3.97897	3.9769
0.477	0.002524	4.2424	4.24165	4.24296	4.24014
0.477	0.0025315	4.89524	4.88895	4.90233	4.89258
0.477	0.002539	6.0144	6.00072	6.02988	6.0093
0.477	0.0025465	7.56626	7.53748	7.59917	7.56005
0.477	0.002554	9.54572	9.49707	9.60217	9.53438
0.4855	0.002464	9.72839	9.63033	9.84923	9.71101
0.4855	0.0024715	7.39703	7.32175	7.48982	7.38625
0.4855	0.002479	5.45358	5.40862	5.50898	5.44422
0.4855	0.0024865	3.92796	3.9003	3.95568	3.91998
0.4855	0.002494	2.74513	2.73251	2.76053	2.74101
0.4855	0.0025015	1.98018	1.97377	1.98792	1.97859
0.4855	0.002509	1.61708	1.61625	1.61801	1.6168
0.4855	0.0025165	1.62912	1.62892	1.62933	1.62883
0.4855	0.002524	1.99993	1.99431	2.00622	1.99783
0.4855	0.0025315	2.73168	2.71894	2.746	2.72798
0.4855	0.002539	3.93306	3.9023	3.96096	3.92709
0.4855	0.0025465	5.57005	5.52958	5.61685	5.56229
0.4855	0.002554	7.73507	7.67591	7.8014	7.72606
0.494	0.002464	7.92268	7.84131	8.02313	7.91094
0.494	0.0024715	5.74353	5.68851	5.81236	5.73372
0.494	0.002479	3.94773	3.91828	3.98473	3.93937
0.494	0.0024865	2.56263	2.54479	2.5845	2.55812
0.494	0.002494	1.53185	1.52679	1.53822	1.52842
0.494	0.0025015	0.905971	0.904864	0.907001	0.904295
0.494	0.002509	0.654873	0.654851	0.654901	0.654391
0.494	0.0025165	0.741479	0.740012	0.743076	0.740628
0.494	0.002524	1.21118	1.20194	1.22153	1.21008
0.494	0.0025315	2.09062	2.07271	2.11082	2.08768
0.494	0.002539	3.44579	3.41118	3.48137	3.44211
0.494	0.0025465	5.24739	5.19976	5.30259	5.24137
0.494	0.002554	7.585	7.53834	7.66235	7.57671
0.5025	0.002464	6.95433	6.87499	7.03881	6.94324
0.5025	0.0024715	4.87092	4.82354	4.93069	4.8641
0.5025	0.002479	3.20484	3.181	3.23517	3.1993
0.5025	0.0024865	1.9356	1.92232	1.95265	1.93304
0.5025	0.002494	1.04272	1.04003	1.04638	1.04116
0.5025	0.0025015	0.540381	0.540152	0.54071	0.54002
0.5025	0.002509	0.419057	0.418553	0.41943	0.419021
0.5025	0.0025165	0.62354	0.625896	0.626331	0.623489
0.5025	0.002524	1.21163	1.19988	1.22476	1.21039
0.5025	0.0025315	2.21388	2.19267	2.23779	2.21112
0.5025	0.002539	3.6946	3.66145	3.73524	3.69239
0.5025	0.0025465	5.63531	5.57735	5.69526	5.65342
0.5025	0.002554	8.03552	7.96712	8.11847	8.02538
0.511	0.002464	6.57178	6.49419	6.66978	6.56539
0.511	0.0024715	4.55061	4.50515	4.60824	4.54517
0.511	0.002479	2.94993	2.92751	2.97868	2.94564
0.511	0.0024865	1.73175	1.71955	1.74754	1.72983
0.511	0.002494	0.909517	0.907145	0.912731	0.908334
0.511	0.0025015	0.464096	0.463986	0.464287	0.463812
0.511	0.002509	0.406222	0.405493	0.407051	0.405963
0.511	0.0025165	0.68448	0.681626	0.6878	0.683567
0.511	0.002524	1.33986	1.32513	1.36467	1.33677
0.511	0.0025315	2.40187	2.30251	2.35672	2.32719
0.511	0.002539	3.78733	3.75614	3.83437	3.78285
0.511	0.0025465	5.72398	5.66679	5.78687	5.71705
0.511	0.002554	8.19522	8.12739	8.27772	8.1703
0.5195	0.002464	6.57712	6.49389	6.68201	6.57146
0.5195	0.0024715	4.55424	4.50375	4.6183	4.54951
0.5195	0.002479	2.94998	2.92396	2.98329	2.94626
0.5195	0.0024865	1.7106	1.69626	1.72904	1.70881
0.5195	0.002494	0.848124	0.845468	0.851637	0.846343
0.5195	0.0025015	0.340036	0.339779	0.340311	0.339628
0.5195	0.002509	0.222243	0.22161	0.222971	0.222199
0.5195	0.0025165	0.440018	0.437257	0.443482	0.439327
0.5195	0.002524	1.04378	1.0325	1.05735	1.04233
0.5195	0.0025315	2.06788	2.04622	2.09237	2.06516
0.5195	0.002539	3.56941	3.523	3.60701	3.56598
0.5195	0.0025465	5.53454	5.48284	5.59507	5.5284
0.5195	0.002554	8.03441	7.96868	8.11439	8.02732
0.528	0.002464	6.9779	6.88602	7.09263	6.97009
0.528	0.0024715	4.84169	4.7842	4.91376	4.83508
0.528	0.002479	3.12081	3.08954	3.16018	3.11539
0.528	0.0024865	1.75172	1.73276	1.77566	1.7492
0.528	0.002494	0.80107	0.795206	0.808418	0.799296
0.528	0.0025015	0.209913	0.20848	0.211742	0.209494
0.528	0.002509	0.0155386	0.0155386	0.0155386	0.0155386
0.528	0.0025165	0.212233	0.210685	0.214173	0.211944
0.528	0.002524	0.814067	0.804681	0.824586	0.813311
0.528	0.0025315	1.83039	1.81293	1.8497	1.82548
0.528	0.002539	3.32553	3.28819	3.36492	3.32266
0.528	0.0025465	5.2832	5.23096	5.33285	5.27807
0.528	0.002554	7.76979	7.76588	7.8362	7.76403
0.5365	0.002464	8.18261	8.06754	8.32471	8.17417
0.5365	0.0024715	5.92578	5.84929	6.02036	5.91848
0.5365	0.002479	4.06822	4.02245	4.12522	4.06214
0.5365	0.0024865	2.55967	2.52897	2.59785	2.55671
0.5365	0.002494	1.47779	1.45943	1.49312	1.4753
0.5365	0.0025015	0.748885	0.743527	0.755427	0.748028
0.5365	0.002509	0.456073	0.455693	0.456483	0.455881
0.5365	0.0025165	0.624405	0.624084	0.624768	0.624143
0.5365	0.002524	1.19376	1.18807	1.20019	1.19314
0.5365	0.0025315	2.17155	2.15875	2.18602	2.16972
0.5365	0.002539	3.62135	3.59383	3.65292	3.61877
0.5365	0.0025465	5.49241	5.45192	5.53928	5.48655
0.5365	0.002554	7.79754	7.73967	7.86663	7.79048
0.545	0.002464	10.9198	10.7686	11.1669	10.9104
0.545	0.0024715	8.50284	8.39753	8.63212	8.49389
0.545	0.002479	6.48624	6.40432	6.58016	6.48137
0.545	0.0024865	4.81291	4.76343	4.87333	4.8083
0.545	0.002494	3.56085	3.52688	3.59582	3.5587
0.545	0.0025015	2.72999	2.69689	2.71327	2.72117
0.545	0.002509	2.3509	2.34869	2.35329	2.34998
0.545	0.0025165	2.47058	2.47047	2.47069	2.47008
0.545	0.002524	3.03372	3.03165	3.03611	3.03291
0.545	0.0025315	3.95827	3.95134	3.96618	3.95682
0.545	0.002539	5.26797	5.24883	5.28992	5.26565
0.545	0.0025465	7.02458	6.99451	7.05925	7.01997
0.545	0.002554	9.25341	9.20558	9.30965	9.24752
0.5535	0.002464	15.9555	15.7576	16.1958	15.9422
0.5535	0.0024715	13.3766	13.2307	13.5534	13.3637
0.5535	0.002479	11.1735	11.0547	11.3172	11.1654
0.5535	0.0024865	9.32593	9.24626	9.42168	9.31805
0.5535	0.002494	7.91116	7.85015	7.9671	7.89454
0.5535	0.0025015	7.00952	6.98384	7.03706	7.0055
0.5535	0.002509	6.66591	6.65839	6.67326	6.66336
0.5535	0.0025165	6.74195	6.73976	6.74429	6.74046
0.5535	0.002524	7.35402	7.35388	7.35415	7.35276
0.5535	0.0025315	8.18868	8.18667	8.19105	8.18678
0.5535	0.002539	9.42042	9.41053	9.43186	9.41796
0.5535	0.0025465	11.1168	11.0985	11.138	11.1129
0.5535	0.002554	13.2723	13.2382	13.3122	13.2672
0.562	0.002464	24.058	23.7961	24.3725	24.0381
0.562	0.0024715	21.3276	21.1245	21.5708	21.3081
0.562	0.002479	18.9428	18.7707	19.1483	18.9291
0.562	0.0024865	17.0217	16.9	17.119	16.989
0.562	0.002494	15.5871	15.5131	15.6837	15.5762
0.562	0.0025015	14.7036	14.6605	14.7384	14.7018
0.562	0.002509	14.3797	14.3584	14.4027	14.3757
0.562	0.0025165	14.4494	14.4412	14.4583	14.4457
0.562	0.002524	14.9338	14.9307	14.9371	14.9312
0.562	0.0025315	16.0246	16.0246	16.0246	16.021
0.562	0.002539	17.2263	17.2237	17.2294	17.2223
0.562	0.0025465	18.8766	18.869	18.8855	18.872
0.562	0.002554	20.9797	20.9606	21.0022	20.9741
0.5705	0.002464	35.9075	35.5608	36.3197	35.8775
0.5705	0.0024715	33.0565	32.7579	33.3892	33.0339
0.5705	0.002479	30.7274	30.5424	30.9338	30.7158
0.5705	0.0024865	28.8788	28.7288	29.0632	28.8633
0.5705	0.002494	27.4915	27.3789	27.5956	27.4764
0.5705	0.0025015	26.7016	26.6491	26.7911	26.6904
0.5705	0.002509	26.4091	26.3708	26.4506	26.401
0.5705	0.0025165	26.5127	26.4924	26.5346	26.505
0.5705	0.002524	27.0009	26.9891	27.0135	26.9951
0.5705	0.0025315	27.9919	27.8902	27.9933	27.9846
0.5705	0.002539	29.6732	29.6732	29.6733	29.6656
0.5705	0.0025465	31.3047	31.3039	31.3058	31.2974
0.5705	0.002554	33.3916	33.3852	33.3994	33.3836
0.579	0.002464	52.1067	51.6872	52.5886	52.0127
0.579	0.0024715	49.4827	49.2752	49.9128	49.4244
0.579	0.002479	47.2689	47.0053	47.6125	47.2509
0.579	0.0024865	45.5211	45.3028	45.6949	45.4825
0.579	0.002494	44.3908	44.2199	44.4427	44.3773
0.579	0.0025015	43.6817	43.5896	43.7816	43.6664
0.579	0.002509	43.4698	43.4061	43.5388	43.4551
0.579	0.0025165	43.6505	43.6021	43.6979	43.6391
0.579	0.002524	44.1826	44.1541	44.2132	44.1713
0.579	0.0025315	45.1379	45.1241	45.1526	45.1267
0.579	0.002539	46.7308	46.7285	46.7331	46.7178
0.579	0.0025465	49.1587	49.1573	49.1599	49.1474
0.579	0.002554	51.3043	51.3041	51.3045	51.2912
